AAPL,Apple Inc,20140526,Apple supplier Hon Hai plans $310 mln GDR sale -paper ,TAIPEI  May 26 Hon Hai Precision  a major supplier of Apple Inc  is set to raise about T$93 billion ($310 million) via selling new shares to foreign investors for its expansion overseas and into Taiwan's developing 4G telecom market  a local paper reported on Monday.,topStory
T,AT&T Inc,20140526,Giants' Pence a dejected figure after scooter is stolen ,San Francisco Giants' Hunter Pence looked unusually forlorn and almost unrecognizable to his team mates when he arrived at AT&T Park for Monday's home game against the Chicago Cubs after pushing himself there on a backup scooter.,topStory
GM,General Motors Company,20140526,Canada probing fatal crashes amid complaints over faulty GM switches ,OTTAWA  May 26 Canada is probing two fatal crashes in General Motors Co vehicles which were subject to a recall to fix faulty switches and has received nine further complaints from drivers  the country's top transportation official told Reuters on Monday.,topStory
GM,General Motors Company,20140526,GM's Holden recalls 46 000 cars in Australia  NZ ,SYDNEY  May 26 General Motors Co said on Monday it will recall almost 46 000 cars in Australia and New Zealand after routine testing found an automatic seatbelt tightening mechanism may fail in an accident as a result of unexpected friction with a bolt.,normal
MFC,Manulife Financial Corp,20140526,CANADA STOCKS-TSX steady as market shy to move with U.S. on holiday ,* TSX up 7.59 points  or 0.05 percent  at 14 715.69     * Eight of 10 main index sectors advance     * Manulife  TD Bank the biggest heavyweight gainers      By John Tilak     TORONTO  May 26 Canada's main stock index was little changed on Monday as gains in financials were offset by weakness in Valeant Pharmaceuticals International Inc  with investors reluctant to make big moves while the U.S. market was closed for the Memorial Day holiday.     The holiday kept volumes thin. The 103,topStory
NEE,NextEra Energy Inc,20140526,U.S.'s NextEra files complaint over Spain's new renewable energy rules ,MADRID  May 26 U.S. alternative energy group NextEra has filed a complaint against Spain before the International Centre for Settlement of Investment Disputes (ICSID) over changes to renewable energy rules  the fourth complaint of its kind.,topStory
PSO,Pearson Plc,20140526,Preview: Blackhawks at Kings ,Jeff Carter and rookie linemates Tyler Toffoli and Tanner Pearson have made their presence known in the Western Conference final. Dubbed "That '70s line" in reference to the jersey numbers  the trio looks to continue its momentum and push the defending Stanley Cup champions to the brink of elimination when the Los Angeles Kings host the Chicago Blackhawks in Game 4 on Monday. Carter followed up his four-point performance in Game 2 by collecting a goal and two assists as the Kings seized a 2-1 ed,topStory
PTR,PetroChina Company Limited,20140526,China shares rise led by auto sector  Hong Kong benchmark flat ,* China auto sector rises after Xi calls for 'green' cars,topStory
PFE,Pfizer Inc,20140526,How AstraZeneca escaped Pfizer's clutches this time ,LONDON On a sunny day in San Francisco last January  AstraZeneca Chief Executive Pascal Soriot was on his way to the Westin St. Francis hotel on Union Square to give investors some unexpectedly good news.,topStory
PFE,Pfizer Inc,20140526,INSIGHT-How AstraZeneca escaped Pfizer's clutches this time ,* Pfizer mis-steps on way to would-be largest-ever drugs deal,normal
PFE,Pfizer Inc,20140526,Pfizer walks away from $118 billion AstraZeneca takeover fight ,LONDON/NEW YORK Pfizer abandoned its attempt to buy AstraZeneca for nearly 70 billion pounds ($118 billion) on Monday as a deadline approached without a last-minute change of heart by the British drugmaker.,normal
PFE,Pfizer Inc,20140526,UPDATE 2-Pfizer walks away from $118 bln AstraZeneca takeover fight ,* U.S. drugmaker abandons takeover attempt after rejection,normal
PFE,Pfizer Inc,20140526,AstraZeneca welcomes Pfizer climbdown in takeover fight ,LONDON AstraZeneca welcomed Pfizer's decision to abandon an attempt to buy the British drugmaker  which AstraZeneca said would allow it to focus on its growth as a standalone business.,normal
PFE,Pfizer Inc,20140526,AstraZeneca welcomes Pfizer climbdown in takeover fight ,LONDON  May 26 AstraZeneca welcomed Pfizer's decision to abandon an attempt to buy the British drugmaker  which AstraZeneca said would allow it to focus on its growth as a standalone business.,normal
PFE,Pfizer Inc,20140526,Pfizer walks away from $118 bln AstraZeneca deal ,LONDON/NEW YORK  May 26 Pfizer said on Monday it had abandoned its current attempt to buy AstraZeneca  for nearly 70 billion pounds ($118 billion) as a deadline approached without a last-minute change of heart by the British drugmaker.,normal
SNE,Sony Corp Ord,20140526,UPDATE 1-Sony targets PlayStation growth in network services drive ,* Sony to use PlayStation to expand $2 billion network business,topStory
SNE,Sony Corp Ord,20140526,Sony aims to expand PlayStation 4 sales in network services drive ,TOKYO  May 26 Sony Corp aims to expand sales of its PlayStation 4 games console as the key driver of its fast-growing network and streaming services business  Chief Executive Kazuo Hirai said on Monday.,normal
SNE,Sony Corp Ord,20140526,Japan Display may tie up on OLED panels with Sony  Panasonic-sources ,TOKYO  May 26 Japan Display Inc  the world's biggest maker of liquid crystal displays for smartphones and tablets  is considering setting up a joint venture with Sony Corp and Panasonic Corp to develop organic light-emitting diode (OLED) displays  sources familiar with the matter said.,normal
SNE,Sony Corp Ord,20140526,Sony  Shanghai Oriental Pearl to set up China PlayStation JVs ,BEIJING Japan's Sony Corp and China's Shanghai Oriental Pearl Group Co Ltd will set up two joint ventures to make and market Sony's PlayStation games console in China  Shanghai Oriental Pearl said in a stock exchange filing on Monday.,normal
SNE,Sony Corp Ord,20140526,UPDATE 1-Sony  Shanghai Oriental Pearl to set up China PlayStation JVs ,* Sony says no plans regarding development of operations  details to come,normal
SNE,Sony Corp Ord,20140526,Sony  Shanghai Oriental Pearl to set up PlayStation joint venture in China ,BEIJING  May 26 Japan's Sony Corp and China's Shanghai Oriental Pearl Group Co Ltd will set up two joint ventures to make and market Sony's PlayStation games console in China  Shanghai Oriental Pearl said in a stock exchange filing on Monday.,normal
STO,Statoil ASA,20140526,INTERVIEW -Europe gas more secure despite Russia supply fears -Statoil CFO ,* Says Statoil-Rosneft cooperation unaffected by sanctions,topStory
STO,Statoil ASA,20140526,UPDATE 1-Lithuania nears LNG deal with Statoil ,* Plans to import more than 0.5 bcm annually for five years,normal
SLF,Sun Life Financial Inc,20140526,Sun Life pivots to southeast Asia as other markets slow ,KUALA LUMPUR  May 26 Sun Life Financial   Canada's third biggest insurer  is boosting investment in Indonesia and Malaysia at a time when growth in earnings from some core Asian markets has slowed.,topStory
TSM,Taiwan Semiconductor Manufacturing Company Ltd,20140526,BRIEF-TSMC orders machinery equipment worth T$522.4 mln ,May 26 Taiwan Semiconductor Manufacturing Co Ltd,topStory
TWTR,Twitter Inc,20140526,RPT-Twitter to take India election innovations global ,NEW DELHI  May 24 U.S. social networking company Twitter is planning to replicate parts of its India election strategy across countries that go to polls this year  after it emerged as a key tool for politicians and media companies during the world's largest democratic exercise.,topStory
VRX,Valeant Pharmaceuticals International Inc,20140526,CANADA STOCKS-TSX steady as market shy to move with U.S. on holiday ,* TSX up 7.59 points  or 0.05 percent  at 14 715.69     * Eight of 10 main index sectors advance     * Manulife  TD Bank the biggest heavyweight gainers      By John Tilak     TORONTO  May 26 Canada's main stock index was little changed on Monday as gains in financials were offset by weakness in Valeant Pharmaceuticals International Inc  with investors reluctant to make big moves while the U.S. market was closed for the Memorial Day holiday.     The holiday kept volumes thin. The 103,topStory
VRX,Valeant Pharmaceuticals International Inc,20140526,CANADA STOCKS-TSX steady as bank gains offset by Valeant's decline ,TORONTO  May 26 Canada's main stock index was little changed on Monday as gains in financial shares were offset by weakness in Valeant Pharmaceuticals International Inc   and volumes were weak with the U.S. market closed for the Memorial Day holiday.     The Toronto Stock Exchange's S&P/TSX composite index  unofficially closed up 7.59 points  or 0.05 percent  at 14 715.69. Eight of the 10 main sectors on the index were higher.   (Reporting by John Tilak; Editing by Peter Galloway),normal
V,Visa Inc,20140526,Visa pushes for more access to barely-tapped Ethiopia ,ADDIS ABABA  May 26 Visa Inc.  which is piloting Ethiopia's first international debit card  is seeking to persuade the government to ease tight restrictions on banks in an effort to boost the use of electronic payments.,topStory
PLG,Platinum Group Metals Ltd,20140526,PRECIOUS-Platinum group metals climb on supply fears; gold steady ,SINGAPORE  May 26 Platinum group metals climbed on Monday on supply fears from strikes in major producer South Africa  while gold continued to struggle below $1 300 an ounce.           FUNDAMENTALS     * Platinum rose 0.5 percent to $1 472.35 an ounce  not too far from an 8-1/2 month high hit last week. Palladium  also gained 0.5 percent to $828.70 an ounce  near a 2-1/2 year high.     * Spot gold was steady at $1 292.26 an ounce by 0022 GMT  after ending flat for a second straight w,topStory
