ADBE,Adobe Systems Incorporated,20140515,Adobe's Creative Cloud down; says working to restore suite ,May 15 Adobe Systems Inc said late on Thursday it was working to fix login issues for its Creative Cloud suite  more than 24 hours after users said they were unable to access some of its products.,topStory
MSFT,Microsoft Corporation,20140515,EU's Almunia sees Google antitrust decision after summer break ,ST GALLEN  Switzerland  May 15 EU regulators plan to issue a final decision on their competition probe into Google after the summer break  the EU's antitrust chief said  after rivals such as Microsoft complained about how Google displays Internet search results.,normal
MYL,Mylan NV,20140515,Mylan: US court dismisses Teva's move to block copies of MS drug ,May 15 Mylan Inc said a U.S. district court dismissed a case by Israeli drugmaker Teva Pharmaceutical Industries Ltd intended to block the U.S. health regulator from approving generic versions of Teva's multiple sclerosis drug Copaxone.,topStory
NFLX,Netflix Inc,20140515,Major U.S. hedge funds sold 'momentum' Internet names in first-quarter ,NEW YORK Top hedge funds shed their stakes in high-profile Internet names such as Netflix Inc and Groupon Inc in the first quarter  moving to peers viewed as more mature and less volatile.,topStory
NFLX,Netflix Inc,20140515,Major U.S. hedge funds sold 'momentum' Internet names in 1st qtr ,NEW YORK  May 15 Top hedge funds shed their stakes in high-profile Internet names such as Netflix Inc  and Groupon Inc in the first quarter  moving to peers viewed as more mature and less volatile.,normal
TECD,Tech Data Corporation,20140515,DIARY-U.S. MEETINGS/WEEK AHEAD ,THOMSON REUTERS  May 15 2014 - Corporate Meetings for US companies for Week ahead.         S&P 500 Earnings - Weekly           S&P 500 Earnings - Day Ahead        Non S&P 500 - Weekly               Non S&P 500 - Day Ahead             ConferenceCall/Webcast - Weekly    ConferenceCall/Webcast - Day        S&P 500 Earnings - Monthly           Meetings - Day Ahead                Economic Indicators                  Dividends                           Daily earnings hits & misses         Federal Rese,topStory
CG,The Carlyle Group LP,20140515,BUYOUTS-Kencel resigns as president of Carlyle's mid-market lending ,NEW YORK  May 15 (Reuters-BUYOUTS) - Kenneth J. Kencel has resigned as president of Carlyle GMS Finance  a mid-market lending business of The Carlyle Group LP that recently passed the $1 billion mark raised on its debut fundraise but that has also seen several recent executive departures.,topStory
CG,The Carlyle Group LP,20140515,Schneider accepts Carlyle  PAI offer for sensors unit ,PARIS  May 15 French electrical gear maker Schneider Electric said it has accepted an offer from private equity groups The Carlyle Group and PAI Partners for its sensors business in a deal based on an enterprise value of $900 million.,normal
TCGP,The Carlyle Group LP,20140515,BUYOUTS-Kencel resigns as president of Carlyle's mid-market lending ,NEW YORK  May 15 (Reuters-BUYOUTS) - Kenneth J. Kencel has resigned as president of Carlyle GMS Finance  a mid-market lending business of The Carlyle Group LP that recently passed the $1 billion mark raised on its debut fundraise but that has also seen several recent executive departures.,topStory
TCGP,The Carlyle Group LP,20140515,Schneider accepts Carlyle  PAI offer for sensors unit ,PARIS  May 15 French electrical gear maker Schneider Electric said it has accepted an offer from private equity groups The Carlyle Group and PAI Partners for its sensors business in a deal based on an enterprise value of $900 million.,normal
TSEM,Tower Semiconductor Ltd,20140515,TowerJazz swings to profit on gain from Panasonic joint venture ,* Forecasts Q2 revenue in range of 5 pct above or below $230 mln,topStory
AAP,Advance Auto Parts Inc,20140515,Advance Auto profit up as repair chain acquisition boosts sales ,May 15 Auto parts retailer Advance Auto Parts Inc reported a 21 percent rise in quarterly profit  helped by the acquisition of the biggest operator of the Carquest chain of auto repair shops and car parts stores.,topStory
AEB,Aegon NV,20140515,Strong earnings buoy European shares against mixed GDP data ,* Strong results from Richemont  Aegon  H&M help support sentiment,topStory
AED,Aegon NV,20140515,Strong earnings buoy European shares against mixed GDP data ,* Strong results from Richemont  Aegon  H&M help support sentiment,topStory
AEG,Aegon NV,20140515,Strong earnings buoy European shares against mixed GDP data ,* Strong results from Richemont  Aegon  H&M help support sentiment,topStory
AEH,Aegon NV,20140515,Strong earnings buoy European shares against mixed GDP data ,* Strong results from Richemont  Aegon  H&M help support sentiment,topStory
AEK,Aegon NV,20140515,Strong earnings buoy European shares against mixed GDP data ,* Strong results from Richemont  Aegon  H&M help support sentiment,topStory
AA,Alcoa Corporation,20140515,UPDATE 1-Alcoa  union "far apart" in talks as deadline looms - union ,May 15 Negotiators for Alcoa Inc and unionized workers at 10 U.S. plants were "very far part" on several key issues  including wages and healthcare premium increases  with less than 12 hours before the expiration of their labor contract  the United Steelworkers said on Thursday.,topStory
AA,Alcoa Corporation,20140515,Alcoa  union at U.S. plants still apart in talks as deadline looms ,May 15 Negotiators for Alcoa Inc and unionized workers at 10 U.S. plants remained divided on several key issues on Thursday  including wages and healthcare premium increases  the union said less than 24 hours before the expiry of their labor contract.,normal
AMOV,America Movil SAB de CV,20140515,Slim plans Telekom Austria capital hike by mid-2015 ,VIENNA  May 15 America Movil plans a 1 billion euro ($1.37 billion)capital increase for takeover target Telekom Austria in the second half of this year or the first half of 2015  it said in an offer document published on Thursday.,topStory
AMOV,America Movil SAB de CV,20140515,UPDATE 1-Slim's America Movil presents offer for rest of Telekom Austria ,* Buy-out to cost Carlos Slim's America Movil up to $2 bln,normal
AMX,America Movil SAB de CV,20140515,Slim plans Telekom Austria capital hike by mid-2015 ,VIENNA  May 15 America Movil plans a 1 billion euro ($1.37 billion)capital increase for takeover target Telekom Austria in the second half of this year or the first half of 2015  it said in an offer document published on Thursday.,topStory
AMX,America Movil SAB de CV,20140515,UPDATE 1-Slim's America Movil presents offer for rest of Telekom Austria ,* Buy-out to cost Carlos Slim's America Movil up to $2 bln,normal
APA,Apache Corporation,20140515,Apache boosts share buyback by 33 percent ,HOUSTON U.S. oil company Apache  will increase its share buyback program to 40 million shares from 30 million  Chief Executive Steve Farris told investors at the company's annual meeting on Thursday.,topStory
APA,Apache Corporation,20140515,UPDATE 1-Apache boosts share buyback by 33 percent ,HOUSTON  May 15 U.S. oil company Apache  will increase its share buyback program to 40 million shares from 30 million  Chief Executive Steve Farris told investors at the company's annual meeting on Thursday.,normal
AZN,Astrazeneca PLC,20140515,Promising cancer drug data helps AstraZeneca in Pfizer fight ,New data showing an experimental AstraZeneca lung cancer drug shrank tumors in more than half of patients gave the British group fresh ammunition to argue that Pfizer's takeover offer undervalues it substantially.,topStory
AZN,Astrazeneca PLC,20140515,UPDATE 3-Promising cancer drug data helps AstraZeneca in Pfizer fight ,* Lung cancer drug shrinks tumors in over half of patients,normal
AZN,Astrazeneca PLC,20140515,AstraZeneca and UK Medical Research Council launch fund ,May 15 AstraZeneca is launching a research fund with the Medical Research Council's Laboratory of Molecular Biology (MRC LMB)  strengthening ties with the state-funded body as it fights off interest from U.S. group Pfizer.,normal
AZN,Astrazeneca PLC,20140515,Sweden's finance minister says ready to hear Pfizer out on Astra bid ,STOCKHOLM  May 15 Swedish Finance Minister Anders Borg said on Thursday he was ready to meet management of U.S. drug firm Pfizer about its bid to buy British rival AstraZeneca  which has sizable operations in Sweden.,normal
AZN,Astrazeneca PLC,20140515,Promising cancer drug data helps AstraZeneca in Pfizer fight ,New data showing an experimental AstraZeneca  lung cancer drug shrank tumors in more than half of patients gave the British group fresh ammunition to argue that Pfizer's  takeover offer undervalues it substantially.,normal
AZN,Astrazeneca PLC,20140515,Pfizer move on Astra threatens UK science  lawmakers say ,LONDON Pfizer's  potential takeover of AstraZeneca  poses a threat to British science unless the U.S. drugmaker can give more concrete  enforceable guarantees on jobs and investment  politicians scrutinizing the deal said on Thursday.,normal
AZN,Astrazeneca PLC,20140515,Pfizer move on Astra threatens UK science  lawmakers say ,LONDON  May 15 Pfizer's potential takeover of AstraZeneca poses a threat to British science unless the U.S. drugmaker can give more concrete  enforceable guarantees on jobs and investment  politicians scrutinising the deal said on Thursday.,normal
AZN,Astrazeneca PLC,20140515,EU's Almunia: Pfizer has not discussed AstraZeneca bid with regulators ,ST GALLEN  Switzerland  May 15 U.S. drugmaker Pfizer  which has made a $106 billion bid approach to British peer AstraZeneca  has not discussed the proposed deal with European Union regulators  the region's antitrust chief said on Thursday.,normal
AZN,Astrazeneca PLC,20140515,BRIEF-AstraZeneca highlights oncology pipeline at ASCO ,LONDON  May 15 AstraZeneca Plc :   *  To demonstrate strength and rapid acceleration of its oncology pipeline at ASCO 2014,normal
T,AT&T Inc,20140515,FCC votes to restrict AT&T  Verizon in 2015 spectrum auction ,U.S. telecom regulators on Thursday voted to limit how much spectrum Verizon Communications Inc and AT&T Inc will be able to buy in next year's auction of highly valuable wireless airwaves.,topStory
T,AT&T Inc,20140515,UPDATE 4-FCC votes to restrict AT&T  Verizon in 2015 spectrum auction ,May 15 U.S. telecom regulators on Thursday voted to limit how much spectrum Verizon Communications Inc and AT&T Inc will be able to buy in next year's auction of highly valuable wireless airwaves.,normal
T,AT&T Inc,20140515,U.S. FCC votes to restrict AT&T  Verizon in 2015 spectrum auction ,May 15 U.S. telecom regulators on Thursday voted to limit how much spectrum Verizon Communications Inc and AT&T Inc will be able to buy in next year's auction of highly valuable wireless airwaves.,normal
T,AT&T Inc,20140515,RPT-Market Chatter-Corporate finance press digest ,May 15 The following corporate finance-related stories were reported by media:,normal
T,AT&T Inc,20140515,Amid protests  U.S. FCC to vote on new 'net neutrality' proposal ,WASHINGTON  May 15 U.S. telecommunications regulators will vote on Thursday on whether to formally propose new "net neutrality" rules that may let Internet service providers charge content companies for faster and more reliable delivery of their traffic to users.,normal
T,AT&T Inc,20140515,UPDATE 1-AT&T turns to Lazard for advice on DirecTV deal -sources ,(Adds details on Lazard telecoms banking  boutique banks' rise in M&A),normal
T,AT&T Inc,20140515,AT&T turns to Lazard for advice on DirecTV deal -sources ,NEW YORK  May 14 AT&T Inc is working with investment bank Lazard Ltd as it negotiates a potential takeover of DirecTV  the country's top satellite TV operator  according to people familiar with the matter.,normal
BCS,Barclays PLC,20140515,MOVES- Barclays  Arab Banking ,(Adds RBC Capital Markets  Willis North America  U.S. Bank Wealth Management),topStory
BCS,Barclays PLC,20140515,Barclays to issue at least $1 bln of CoCos under swap offer ,LONDON  May 15 Britain's Barclays Plc  will issue at least $1 billion of new bonds that can convert into shares if the bank hits trouble under an offer to debt investors to exchange old bonds for new securities.,normal
BA,Boeing Company (The),20140515,China's 9 Air orders 50 Boeing jets ,BEIJING  May 15 Chinese low cost carrier 9 Air has placed an order for 50 Boeing 737 jets  becoming the second Chinese carrier which operates an all-Boeing fleet  the U.S. aircraft maker said.,topStory
BSX,Boston Scientific Corporation,20140515,UPDATE 1-Boston Scientific buys Bayer's vascular catheter business ,* Unit makes catheters to remove clots from arteries and veins,topStory
BSX,Boston Scientific Corporation,20140515,Bayer sells Interventional device unit to Boston Scientific ,FRANKFURT Bayer AG  on Thursday said it agreed to sell its Interventional device business to Boston Scientific  for $415 million in cash  a deal that is expected to close in the second half of 2014.,normal
BSX,Boston Scientific Corporation,20140515,Bayer sells Interventional device unit to Boston Scientific ,FRANKFURT  May 15 Bayer AG on Thursday said it agreed to sell its Interventional device business to Boston Scientific for $415 million in cash  a deal that is expected to close in the second half of 2014.,normal
CM,Canadian Imperial Bank of Commerce,20140515,CIBC to take C$420 mln second quarter writedown on Caribbean unit ,TORONTO  May 15 Canadian Imperial Bank of Commerce said on Thursday it will take a non-cash goodwill impairment charge of C$420 million ($386.10 million) on its Caribbean unit due to challenging economic conditions in the region.,topStory
CX,Cemex SAB de CV,20140515,Mexico's Cemex taps CFO Gonzalez as next CEO  boardmember as chairman ,MONTERREY  May 15 Mexico's Cemex    one of the world's leading cement makers  said on Thursday CFO Fernando Gonzalez will take over as CEO after the sudden death of Lorenzo Zambrano.,topStory
CGG,CGG,20140515,Update-Moody's affirms CGG's ratings at Ba3; downgrades senior notes to B1; outlook stable ,For the full text of this story please click the following link:,topStory
CHL,China Mobile (Hong Kong) Ltd,20140515,China Mobile cuts mobile data prices; other carriers seen following ,SHANGHAI  May 15 China Mobile Ltd  the world's largest telecom carrier by subscriber base  is slashing prices on 4G mobile data  and other carriers are expected to follow after regulators liberalised telecom prices last week.,topStory
CMG,Chipotle Mexican Grill Inc,20140515,UPDATE 1-Chipotle shareholders rebuke company's executive pay ,(Adds pay and industry details  comment by union pension adviser),topStory
CMG,Chipotle Mexican Grill Inc,20140515,Chipotle shareholders offer just 23 pct support on executive pay ,BOSTON  May 15 Chipotle Mexican Grill  received only about 23 percent support for its executive pay plan at its annual shareholder meeting held on Wednesday  a spokesman for the restaurant chain said.,normal
C,Citigroup Inc,20140515,Citigroup Houston head of oil trading leaves for Noble -source ,May 15 Citigroup Inc's director of oil trading in Houston has left to join commodities trader Noble Group Ltd  a source familiar with the matter said on Thursday.,topStory
DK,Delek US Holdings Inc,20140515,Delek Group to cut stake in Delek US to 9.8 pct ,TEL AVIV  May 15 Israeli conglomerate Delek Group said its stake in Delek US Holdings will fall to 9.8 percent and it will raise 954 million shekels ($276 million) from the sale of 9.2 million shares.,topStory
DB,Deutsche Bank AG,20140515,Deals of the day- Mergers and acquisitions ,(Adds Deutsche Bank  GE  Birla Sun Life Asset Management  Schneider  updates Wilmar),topStory
DB,Deutsche Bank AG,20140515,Deutsche Bank sells casino to Blackstone for $1.7 billion ,FRANKFURT Deutsche Bank  has struck a deal to sell its casino complex in Las Vegas to buyout group Blackstone  for $1.73 billion in cash  drawing a line under an unwanted investment that has weighed on its balance sheet for years.,normal
DB,Deutsche Bank AG,20140515,UPDATE 1-Deutsche Bank sells casino to Blackstone for $1.7 bln ,* Blackstone agrees to buy resort for $1.7 bln   (Adds details of deal  background),normal
DB,Deutsche Bank AG,20140515,Deutsche Bank sells Las Vegas casino to Blackstone for $1.7 bln ,FRANKFURT  May 15 Deutsche Bank said it struck a deal to sell its casino complex in Las Vegas to buyout group Blackstone for $1.73 billion in cash  drawing a line under an unwanted investment that has weighed on its balance sheet for years.,normal
DEO,Diageo plc,20140515,Diageo says it wants more tequila  aguardiente ,LONDON  May 15 Diageo would be interested in buying good brands of Mexican tequila or Colombian aguardiente if any were available  a senior executive said on Thursday  as the world's largest spirits maker continues to expand its portfolio.,topStory
DG,Dollar General Corporation,20140515,HIGHLIGHTS-Top U.S. hedge funds clung to eBay  sold GM in first quarter ,May 15 Top U.S. hedge fund managers in the first quarter zoned in on the consumer sector  with investments that included eBay Inc  Dollar General Corp and Walgreen Co.,topStory
D,Dominion Energy Inc,20140515,UPDATE 1-Dominion's LNG export project clears environmental hurdle ,(Adds background  details from report  comment from environmentalists  share price),topStory
D,Dominion Energy Inc,20140515,Dominion LNG export project to cause little environmental harm-FERC ,WASHINGTON  May 15 Dominion Resources' bid to export liquefied natural gas from the coast of Maryland cleared a critical hurdle on Thursday after it received a favorable environmental review from federal regulators.,normal
DCUD,Dominion Energy Inc,20140515,UPDATE 1-Dominion's LNG export project clears environmental hurdle ,(Adds background  details from report  comment from environmentalists  share price),topStory
DCUD,Dominion Energy Inc,20140515,Dominion LNG export project to cause little environmental harm-FERC ,WASHINGTON  May 15 Dominion Resources' bid to export liquefied natural gas from the coast of Maryland cleared a critical hurdle on Thursday after it received a favorable environmental review from federal regulators.,normal
DRUA,Dominion Energy Inc,20140515,UPDATE 1-Dominion's LNG export project clears environmental hurdle ,(Adds background  details from report  comment from environmentalists  share price),topStory
DRUA,Dominion Energy Inc,20140515,Dominion LNG export project to cause little environmental harm-FERC ,WASHINGTON  May 15 Dominion Resources' bid to export liquefied natural gas from the coast of Maryland cleared a critical hurdle on Thursday after it received a favorable environmental review from federal regulators.,normal
ERJ,Embraer-Empresa Brasileira de Aeronautica,20140515,UPDATE 3-Air Canada won't replace Embraer jets with Bombardier CSeries ,* Loss includes C$161 mln forex losses on weaker Canadian dollar,topStory
F,Ford Motor Company,20140515,Hyundai van plan signals rougher ride for Peugeot  Renault ,* Hyundai to launch van with Turkey's Karsan in 2015-source,topStory
FMS,Fresenius Medical Care Corporation,20140515,FMC vows to top up dividends further despite profit dent ,FRANKFURT  May 15 The head of Fresenius Medical Care  the world's largest kidney dialysis provider  said the group would stick to its policy of annual dividend gains even though healthcare spending cuts in the United States will lead to lower earnings in 2014.,topStory
GFA,Gafisa SA,20140515,Brazil builder MRV misses profit forecasts in first quarter ,SAO PAULO  May 14 Brazilian homebuilder MRV Engenharia e Participacoes SA missed profit expectations for the first quarter due in part to sales cancellations  although it managed to continue generating free cash flow while cutting debt.,topStory
GEK,General Electric Capital Corporation,20140515,Deals of the day- Mergers and acquisitions ,(Adds Deutsche Bank  GE  Birla Sun Life Asset Management  Schneider  updates Wilmar),topStory
GEK,General Electric Capital Corporation,20140515,France grabs for power over Alstom future with new takeover law ,PARIS The French government gave itself the power to block foreign corporate takeovers in "strategic" sectors on Thursday  throwing up a potential roadblock to General Electric's  $16.9 billion bid for Alstom's  energy assets.,normal
GEK,General Electric Capital Corporation,20140515,UPDATE 5-France grabs for power over Alstom future with new takeover law ,* Decree allows block on foreign takeovers in some sectors,normal
GEK,General Electric Capital Corporation,20140515,France grabs for power over Alstom future with new takeover law ,PARIS The French government gave itself the power to block foreign corporate takeovers in "strategic" sectors on Thursday  throwing up a potential roadblock to General Electric's  $16.9 billion bid for Alstom's  energy assets.,normal
GEK,General Electric Capital Corporation,20140515,Long-running SEC insider trading case heads to trial ,NEW YORK Days after jurors handed the U.S. Securities and Exchange Commission a win in a $550 million fraud case  it is looking to secure a victory in a long-running insider trading case against a hedge fund manager.,normal
GE,General Electric Company,20140515,Deals of the day- Mergers and acquisitions ,(Adds Deutsche Bank  GE  Birla Sun Life Asset Management  Schneider  updates Wilmar),topStory
GE,General Electric Company,20140515,France grabs for power over Alstom future with new takeover law ,PARIS The French government gave itself the power to block foreign corporate takeovers in "strategic" sectors on Thursday  throwing up a potential roadblock to General Electric's  $16.9 billion bid for Alstom's  energy assets.,normal
