VNET,21Vianet Group Inc,20160523,BRIEF-21Vianet announces US$388 million investment from Tus-Holdings ,* 21Vianet announces us$388 million investment from tus-holdings,topStory
CSTE,Caesarstone Ltd,20160523,BRIEF-Caesarstone CEO Yos Shiran resigns ,* Yos Shiran  company's CEO  has informed company that he is resigning to pursue other interests,topStory
CDK,CDK Global Inc,20160523,BRIEF-CDK Global to reorganize into two main operating groups ,* CDK global announces comprehensive reorganization focused on improving customer experience and creating a more efficient organization,topStory
CERS,Cerus Corporation,20160523,BRIEF-Cerus Corp says Health Canada has approved Intercept blood system for plasma ,* Says health canada has approved intercept blood system for plasma  Source text for Eikon:  Further company coverage:    (Bengaluru Newsroom: +1-646-223-8780),topStory
CCIH,ChinaCache International Holdings Ltd,20160523,BRIEF-ChinaCache International Q1 loss per ADS $0.87 ,* Says net revenues for q1 of 2016 were rmb267.8 million (us$41.5 million)  representing a 14.0% decrease,topStory
CZWI,Citizens Community Bancorp Inc,20160523,BRIEF-Citizens Community Bancorp says Schaefer resigns as president and CEO ,* Edward H. Schaefer resigns as president and CEO of Citizens Community Bancorp Inc,topStory
CHRS,Coherus BioSciences Inc,20160523,BRIEF-Coherus announces proposed public offering of common stock ,* Coherus announces proposed public offering of common stock  Source text for Eikon:  Further company coverage:    (Bengaluru Newsroom: +1-646-223-8780),topStory
CYRX,CryoPort Inc,20160523,BRIEF-Cryoport to provide logistics support for early stage trial ,* Cryoport to provide cold chain logistics support for International Stem Cell Corporation's Phase I clinical trial for the treatment of Parkinson's disease  Source text for Eikon:  Further company coverage:    (Bengaluru Newsroom: +1 646 223 8780),topStory
DYNT,Dynatronics Corporation,20160523,BRIEF-Dynatronics says executive VP of marketing  strategic planning to leave ,* Larry k. Beardall   executive vice-president of marketing and strategic planning  will be leaving company,topStory
EBIX,Ebix Inc,20160523,BRIEF-Ebix announces 3 for 1 stock split ,* Stock split would represent third 3-for-1 stock split  Source text for Eikon:  Further company coverage:    (Bengaluru Newsroom: +1-646-223-8780),topStory
EGLT,Egalet Corporation,20160523,BRIEF-Egalet settles patent litigations with Purdue Pharma ,* Settlement relates to alleged patent infringements against Egalet and product licensor Acura Pharmaceuticals for Oxaydo Tablets CII,topStory
ENTL,Entellus Medical Inc,20160523,BRIEF-Entellus Medical names Brent Moen CFO ,* Thomas griffin  co's current CFO  is assuming the newly created position of vice president of finance,topStory
EXEL,Exelixis Inc,20160523,BRIEF-Ipsen SA says Exelixis Inc reported positive top-line results from Cabosun phase 2 trial of Cabozantinib ,* reported positive top line results from Cabosun phase 2 trial of Cabozantinib in patients with untreated advanced renal cell carcinoma,topStory
FISI,Financial Institutions Inc,20160523,BRIEF-Financial Institutions says ISS recommends shareholders vote for co's director nominees ,* Proxy advisory firm iss recommends shareholders vote blue proxy card for all four of co's director nominees  Source text for Eikon:  Further company coverage:    (Bengaluru Newsroom: +1 646 223 8780),topStory
FEYE,FireEye Inc,20160523,Hackers probe defenses of Middle East banks : FireEye ,SINGAPORE Hackers are probing the defenses of banks in the Middle East  targeting employees with infected emails which gather information about the banks' network and user accounts  FireEye researchers said. ,topStory
FEYE,FireEye Inc,20160523,Hackers probe defences of Middle East banks - FireEye ,SINGAPORE  May 23 Hackers are probing the defences of banks in the Middle East  targeting employees with infected emails which gather information about the banks' network and user accounts  FireEye researchers said.,normal
GOGO,Gogo Inc,20160523,BRIEF-Gogo prices $525 million senior secured notes offering ,* Pricing of $525 million aggregate principal amount of 12% senior secured notes due 2022,topStory
IRDM,Iridium Communications Inc,20160523,Iridium launches timing  location service as GPS back-up ,WASHINGTON  May 23 U.S. firm Iridium Communications Inc on Monday said its Satellite Time and Location (STL) system was ready for use as an alterative or companion to the U.S. Air Force's Global Positioning System (GPS) satellites.,topStory
IRDMB,Iridium Communications Inc,20160523,Iridium launches timing  location service as GPS back-up ,WASHINGTON  May 23 U.S. firm Iridium Communications Inc on Monday said its Satellite Time and Location (STL) system was ready for use as an alterative or companion to the U.S. Air Force's Global Positioning System (GPS) satellites.,topStory
KLXI,KLX Inc,20160523,BRIEF-KLX Inc Q1 adjusted EPS $0.42 ,* When cost reduction initiatives completed  will have reduced  esg headcount by up to  55%  from staffing levels in place at beginning of last fy,topStory
LMNX,Luminex Corporation,20160523,BRIEF-Luminex increases Nanosphere purchase price to $1.70/shr ,* Luminex Corporation and Nanosphere  Inc. provide update on acquisition agreement,topStory
MSFT,Microsoft Corporation,20160523,BRIEF-Microsoft announces general availability of Spring 2016 Wave of Microsoft Dynamics CRM ,* Announces general availability of the Spring 2016 Wave of Microsoft Dynamics CRM begins on Monday  Source text: http://bit.ly/1Trci2Z Further company coverage:,topStory
MITL,Mitel Networks Corporation,20160523,Polycom to discuss PE offer in challenge to Mitel ,Video conferencing equipment maker Polycom Inc  said on Monday it received a revised proposal from a private equity firm that could be "superior" to Mitel Networks Corp's  offer.,topStory
MITL,Mitel Networks Corporation,20160523,UPDATE 1-Polycom to discuss PE offer in challenge to Mitel ,May 23 Video conferencing equipment maker Polycom Inc said on Monday it received a revised proposal from a private equity firm that could be "superior" to Mitel Networks Corp's offer.,normal
MITL,Mitel Networks Corporation,20160523,Polycom to discuss revised offer from private equity firm ,May 23 Video conferencing equipment maker Polycom Inc said on Monday it received a revised proposal from a private equity firm that could be "superior" to Mitel Networks Corp's offer.,normal
NDSN,Nordson Corporation,20160523,BRIEF-Nordson reports Q2 earnings of $1.23 per share ,* Backlog for quarter ended April 30  2016 was approximately $302 million  an increase of 5 percent,topStory
ODFL,Old Dominion Freight Line Inc,20160523,BRIEF-Old Dominion Freight Line announces $250 mln stock repurchase program ,* Old Dominion's total outstanding stock repurchase authority is now approximately $262 million,topStory
ONTX,Onconova Therapeutics Inc,20160523,BRIEF-Onconova Therapeutics names Jack Stover to board ,* Onconova Therapeutics Inc Announces appointment of Jack E. Stover to board of directors  Source text for Eikon:  Further company coverage:    (Bengaluru Newsroom: +1-646-223-8780),topStory
ONCS,OncoSec Medical Incorporated,20160523,BRIEF-OncoSec announces $10 mln at-the-market registered direct offering ,* Agreed to sell an aggregate of 5.5 million shares of common stock  or pre-funded warrants in lieu thereof  at price of $1.815/share,topStory
OREX,Orexigen Therapeutics Inc,20160523,BRIEF-Orexigen names Deborah Jorn to its board of directors ,* Announced appointment of Deborah A. Jorn to its board of directors  effective immediately,topStory
PTNR,Partner Communications Company Ltd,20160523,BRIEF-Partner Communications qtrly EPS $0.03 ,* Qtrly total revenues nis 977 million (us$ 259 million)  a decrease of 7%,topStory
PTNR,Partner Communications Company Ltd,20160523,Israel's Partner Comms Q1 profit drops after break with Orange ,JERUSALEM  May 23 Partner Communications   Israel's second-largest mobile phone operator  reported on Monday a drop in first quarter profit and sales as competition in the cellular market continued to erode service revenues.,normal
PATK,Patrick Industries Inc,20160523,BRIEF-Patrick Industries completes acquisition of certain assets of Cana Holdings and subsidiaries ,* Completed acquisition of business and certain assets of Cana Holdings Inc And its subsidiaries,topStory
PFPT,Proofpoint Inc,20160523,BRIEF-Finjan Holdings says Term sheet provides that Proofpoint will pay Finjan $10.9 mln cash ,* Term sheet provide for Finjan to dismiss suit against Proofpoint provide  Proofpoint will pay Finjan $10.9 million cash  in license fees  Source text - http://1.usa.gov/1s57LqG Further company coverage:    (Bengaluru Newsroom: +1 646 223 8780),topStory
PFPT,Proofpoint Inc,20160523,BRIEF-Finjan Holdings says unit  Proofpoint agree to settle patent dispute ,* On may 20  2016  unit Finjan Inc and Proofpoint Inc agreed to a license to Finjan global patent portfolio,normal
PLSE,Pulse Biosciences Inc,20160523,BRIEF-Pulse Biosciences announces closing of initial public offering ,* Pulse biosciences announces closing of initial public offering  Source text for Eikon:  Further company coverage:    (Bengaluru Newsroom: +1-646-223-8780),topStory
RGLS,Regulus Therapeutics Inc,20160523,BRIEF-Regulus names new VP for investor relations & corporate communications ,* Regulus appoints Allison Wey as vice president  investor relations & corporate communications  Source text for Eikon:  Further company coverage:    (Bengaluru Newsroom: +1 646 223 8780),topStory
RTRX,Retrophin Inc,20160523,FDA staff question usefulness of Sanofi diabetes drugs ,A preliminary review by the U.S. Food and Drug Administration questioned the usefulness of a combination diabetes drug made by Sanofi SA's and said it was unclear whether one component  lixisenatide  contributed to its benefit.,normal
RTRX,Retrophin Inc,20160523,UPDATE 2-FDA staff question usefulness of Sanofi diabetes drugs ,May 23 A preliminary review by the U.S. Food and Drug Administration questioned the usefulness of a combination diabetes drug made by Sanofi SA's and said it was unclear whether one component  lixisenatide  contributed to its benefit.,normal
ROSG,Rosetta Genomics Ltd,20160523,BRIEF-Rosetta Genomics announces receipt of conditional approval ,* Receipt of conditional approval from new york state department of health for company's allele-specific pcr based assays  Source text for Eikon:  Further company coverage:    (Bengaluru Newsroom: +1-646-223-8780),topStory
RYAAY,Ryanair Holdings plc,20160523,REFILE-UPDATE 3-Ryanair says to cut prices sharply as European fare war looms ,DUBLIN  May 23 Ryanair  Europe's largest low-cost airline  is prepared for a fare war to break out later this year and will cut its own fares sharply to increase its market share to sustain profits  it said on Monday.,topStory
RYAAY,Ryanair Holdings plc,20160523,BRIEF-Ryanair CEO says fares could fall even more than forecast ,* CEO O'Leary says if there was a surprise on average fares 'it may be to the downside' - video presentation,normal
RYAAY,Ryanair Holdings plc,20160523,Ryanair to cut fares by 7 pct on average this fiscal year as competition grows ,DUBLIN  May 23 Budget carrier Ryanair Holdings PLC said on Monday it plans to cut fares by 7 percent on average this fiscal year to bolster its market share as intensifying competition hits Europe's airline business.,normal
SHPG,Shire plc,20160523,BRIEF-Baxalta announces preliminary merger consideration election results ,* Baxalta announces preliminary merger consideration election results,topStory
SBOT,Stellar Biotechnologies Inc,20160523,BRIEF-Stellar appoints Michael Klein as vice president of chemistry  manufacturing and controls ,* Stellar Biotechnologies appoints Michael Klein as vice president of chemistry  manufacturing and controls (CMC)  Source text for Eikon:  Further company coverage:    (Bengaluru Newsroom: +1 646 223 8780),topStory
STRS,Stratus Properties Inc,20160523,BRIEF-Carl E. Berg releases letter with regards to Stratus Properties' potential buyers ,* Carl E. Berg releases a letter with regards to stratus properties inc's potential buyers  Source text for Eikon:  Further company coverage:    (Bengaluru Newsroom: +1-646-223-8780),topStory
TEDU,Tarena International Inc,20160523,BRIEF-Tarena International sees FY 2016 revenue of $230-$236 mln ,* Says total net revenues for q2 of 2016 are expected to be between us$51.5 million and us$52.5 million,topStory
CG,The Carlyle Group LP,20160523,BRIEF-Booz Allen says Carlyle Group affiliate to sell 13 mln shares ,* Announced sale of an aggregate of 13 million shares of class a common stock by an affiliate of Carlyle Group (,topStory
TCGP,The Carlyle Group LP,20160523,BRIEF-Booz Allen says Carlyle Group affiliate to sell 13 mln shares ,* Announced sale of an aggregate of 13 million shares of class a common stock by an affiliate of Carlyle Group (,topStory
MDCO,The Medicines Company,20160523,UK drugs watchdog warns it will struggle if Britain leaves EU ,LONDON A British vote to leave the European Union would disrupt and could well delay the approval of new drugs  leaving UK regulators struggling to cope  the chairman of the country's medicines watchdog said on Monday.,topStory
MDCO,The Medicines Company,20160523,UK drugs watchdog warns it will struggle if Britain leaves EU ,LONDON  May 23 A British vote to leave the European Union would disrupt and could well delay the approval of new drugs  leaving UK regulators struggling to cope  the chairman of the country's medicines watchdog said on Monday.,normal
VRSK,Verisk Analytics Inc,20160523,BRIEF-Verisk Analytics appoints Mark Anquillare as chief operating officer ,* Mark anquillare has been named to newly created position of chief operating officer,topStory
VIA,Viacom Inc,20160523,BRIEF-Viacom CEO Dauman & Director Abrams file lawsuit to block recent actions around the Sumner Redstone Trust & National Amusements - CNBC ,* Viacom CEO Dauman & Director Abrams file lawsuit to block recent actions around the Sumner Redstone Trust & National Amusements - CNBC  Further company coverage:    (Bengaluru Newsroom: +1 646 223 8780),topStory
VIA,Viacom Inc,20160523,Sumner Redstone plans to add National Amusements executive to trust: sources ,Media mogul Sumner Redstone is planning to name National Amusements Inc general counsel Tad Jankowski to the seven-person trust that will determine the fate of both Viacom and CBS in the event of Redstone's incapacitation or death  sources familiar with the situation told Reuters on Sunday.,normal
VIA,Viacom Inc,20160523,Sumner Redstone plans to add National Amusements executive to trust -sources ,May 22 Media mogul Sumner Redstone is planning to name National Amusements Inc general counsel Tad Jankowski to the seven-person trust that will determine the fate of both Viacom and CBS in the event of Redstone's incapacitation or death  sources familiar with the situation told Reuters on Sunday.,normal
VIAB,Viacom Inc,20160523,BRIEF-Viacom CEO Dauman & Director Abrams file lawsuit to block recent actions around the Sumner Redstone Trust & National Amusements - CNBC ,* Viacom CEO Dauman & Director Abrams file lawsuit to block recent actions around the Sumner Redstone Trust & National Amusements - CNBC  Further company coverage:    (Bengaluru Newsroom: +1 646 223 8780),topStory
VIAB,Viacom Inc,20160523,Sumner Redstone plans to add National Amusements executive to trust: sources ,Media mogul Sumner Redstone is planning to name National Amusements Inc general counsel Tad Jankowski to the seven-person trust that will determine the fate of both Viacom and CBS in the event of Redstone's incapacitation or death  sources familiar with the situation told Reuters on Sunday.,normal
VIAB,Viacom Inc,20160523,Sumner Redstone plans to add National Amusements executive to trust -sources ,May 22 Media mogul Sumner Redstone is planning to name National Amusements Inc general counsel Tad Jankowski to the seven-person trust that will determine the fate of both Viacom and CBS in the event of Redstone's incapacitation or death  sources familiar with the situation told Reuters on Sunday.,normal
VOD,Vodafone Group Plc,20160523,BRIEF-Vodafone says group chief commercial operations officer to exit in July;successor to be named in due course ,* Paolo Bertoluzzo  its group chief commercial operations and strategy officer  has informed company of his intention to take up a new role in Italy,topStory
WLFC,Willis Lease Finance Corporation,20160523,BRIEF-Scott Flaherty joins Willis Lease Finance as CFO ,* Prior to joining co  Scott held position of senior vice president of finance and CFO at Colt Defense Llc,topStory
WLTW,Willis Towers Watson Public Limited Company,20160523,Fitch Rates Trinity Acquisition plc's (Parent Willis Towers Watson  PLC) New Senior Debt 'BBB' ,(The following statement was released by the rating agency) CHICAGO  May 23 (Fitch) Fitch Ratings has assigned a senior unsecured debt  rating of 'BBB' to Trinity Acquisition plc's new issue of EUR540 million 2.125%  senior notes due 2022. Trinity is an indirect wholly owned subsidiary of Willis  Towers Watson  PLC (WLTW)). A full list of WLTW's ratings follows at the end of  this release.  KEY RATING DRIVERS Trinity intends to use the net proceeds of the offering  together with existing  cash r,topStory
WMGI,Wright Medical Group NV,20160523,BRIEF-Wright Medical Group announces secondary offering by selling shareholder ,* Wright medical group n.v. Announces secondary offering of 6.2 million ordinary shares by selling shareholder  Source text for Eikon:  Further company coverage:    (Bengaluru Newsroom +1-646-223-8780),topStory
XGTI,XG Technology Inc,20160523,BRIEF-xG Technology Q1 loss per share $0.18 ,* Says continues to actively evaluate various alternatives of financing,topStory
ZION,Zions Bancorporation,20160523,BRIEF-Zions announces results of preferred stock tender offers ,* Zions Bancorporation announces expiration and successful results of preferred stock tender offers,topStory
ANF,Abercrombie & Fitch Company,20160523,BRIEF-Abercrombie & Fitch declares qtrly cash dividend of $0.20/shr ,* Abercrombie & Fitch Co Reports declaration of quarterly cash dividend of $0.20 per share  Source text for Eikon:  Further company coverage:    (Bengaluru Newsroom: +1-646-223-8780),topStory
ANF,Abercrombie & Fitch Company,20160523,BRIEF-Abercrombie & Fitch appoints new brand presidents ,* Kristin Scott has been appointed as brand president of Hollister Co,normal
ANW,Aegean Marine Petroleum Network Inc,20160523,CORRECTED-Vitol  Aegean Marine trade first DME-listed fuel oil derivatives ,May 23 Energy trader Vitol and shipping fuel company Aegean Marine Petroleum Network  swapped 7 000 tonnes of July 180-centistoke in the first-ever trade of fuel oil derivatives on the Dubai Mercantile Exchange  the DME said on Monday.,topStory
AEB,Aegon NV,20160523,Fitch: L&G's Ratings Unaffected by Purchase of Annuities From Aegon ,(The following statement was released by the rating agency) LONDON  May 23 (Fitch) Fitch Ratings says Legal & General Group Plc's (L&G; IFS:  AA-) ratings are not affected by its announced acquisition of GBP3bn of  annuities from Aegon N.V. (IFS: AA-) L&G announced the purchase of GBP3bn annuities from Aegon this morning   initially structured as a reinsurance contract that will be followed by a "Part  VII transfer" of the policies to L&G from Aegon. The acquisition is in line with  L&G's strate,topStory
AEB,Aegon NV,20160523,L&G picks up Aegon's remaining UK annuities business ,AMSTERDAM Britain's Legal & General Group  said on Monday it will buy 3 billion pounds ($4.4 billion) of annuity liabilities from Dutch insurer Aegon .,normal
AEB,Aegon NV,20160523,UPDATE 1-L&G picks up Aegon's remaining UK annuities business ,AMSTERDAM  May 23 Britain's Legal & General Group said on Monday it will buy 3 billion pounds ($4.4 billion) of annuity liabilities from Dutch insurer Aegon .,normal
AEB,Aegon NV,20160523,Legal & General buys 3 bln pound UK annuity portfolio from Aegon ,LONDON  May 23 Legal & General Group  said on Monday it has bought a 3 billion pound  ($4.35 billion) UK annuity portfolio from Dutch insurer Aegon NV.,normal
AEB,Aegon NV,20160523,Insurer Aegon says annuities divestment will lift Solvency II rating ,AMSTERDAM  May 23 Dutch insurer Aegon said on Monday that the divestment of its remaining annuities businesses in Britain to Legal and General Group will lead to an improvement of up to 20 percent in its solvency ratio in that country.,normal
AEB,Aegon NV,20160523,BRIEF-Legal & General acquires £3bn uk annuity portfolio from aegon ,May 23 Legal & General Group Plc  acquires 3 billion pound  ($4.35 billion) UK annuity portfolio from Aegon,normal
AEB,Aegon NV,20160523,BRIEF-Aegon divests remaining part of UK annuity portfolio ,* Announces sale of 3 billion pound ($4.35 billion) annuity liabilities to Legal & General,normal
AED,Aegon NV,20160523,Fitch: L&G's Ratings Unaffected by Purchase of Annuities From Aegon ,(The following statement was released by the rating agency) LONDON  May 23 (Fitch) Fitch Ratings says Legal & General Group Plc's (L&G; IFS:  AA-) ratings are not affected by its announced acquisition of GBP3bn of  annuities from Aegon N.V. (IFS: AA-) L&G announced the purchase of GBP3bn annuities from Aegon this morning   initially structured as a reinsurance contract that will be followed by a "Part  VII transfer" of the policies to L&G from Aegon. The acquisition is in line with  L&G's strate,topStory
AED,Aegon NV,20160523,L&G picks up Aegon's remaining UK annuities business ,AMSTERDAM Britain's Legal & General Group  said on Monday it will buy 3 billion pounds ($4.4 billion) of annuity liabilities from Dutch insurer Aegon .,normal
AED,Aegon NV,20160523,UPDATE 1-L&G picks up Aegon's remaining UK annuities business ,AMSTERDAM  May 23 Britain's Legal & General Group said on Monday it will buy 3 billion pounds ($4.4 billion) of annuity liabilities from Dutch insurer Aegon .,normal
AED,Aegon NV,20160523,Legal & General buys 3 bln pound UK annuity portfolio from Aegon ,LONDON  May 23 Legal & General Group  said on Monday it has bought a 3 billion pound  ($4.35 billion) UK annuity portfolio from Dutch insurer Aegon NV.,normal
AED,Aegon NV,20160523,Insurer Aegon says annuities divestment will lift Solvency II rating ,AMSTERDAM  May 23 Dutch insurer Aegon said on Monday that the divestment of its remaining annuities businesses in Britain to Legal and General Group will lead to an improvement of up to 20 percent in its solvency ratio in that country.,normal
AED,Aegon NV,20160523,BRIEF-Legal & General acquires £3bn uk annuity portfolio from aegon ,May 23 Legal & General Group Plc  acquires 3 billion pound  ($4.35 billion) UK annuity portfolio from Aegon,normal
AED,Aegon NV,20160523,BRIEF-Aegon divests remaining part of UK annuity portfolio ,* Announces sale of 3 billion pound ($4.35 billion) annuity liabilities to Legal & General,normal
AEG,Aegon NV,20160523,Fitch: L&G's Ratings Unaffected by Purchase of Annuities From Aegon ,(The following statement was released by the rating agency) LONDON  May 23 (Fitch) Fitch Ratings says Legal & General Group Plc's (L&G; IFS:  AA-) ratings are not affected by its announced acquisition of GBP3bn of  annuities from Aegon N.V. (IFS: AA-) L&G announced the purchase of GBP3bn annuities from Aegon this morning   initially structured as a reinsurance contract that will be followed by a "Part  VII transfer" of the policies to L&G from Aegon. The acquisition is in line with  L&G's strate,topStory
AEG,Aegon NV,20160523,L&G picks up Aegon's remaining UK annuities business ,AMSTERDAM Britain's Legal & General Group  said on Monday it will buy 3 billion pounds ($4.4 billion) of annuity liabilities from Dutch insurer Aegon .,normal
AEG,Aegon NV,20160523,UPDATE 1-L&G picks up Aegon's remaining UK annuities business ,AMSTERDAM  May 23 Britain's Legal & General Group said on Monday it will buy 3 billion pounds ($4.4 billion) of annuity liabilities from Dutch insurer Aegon .,normal
AEG,Aegon NV,20160523,Legal & General buys 3 bln pound UK annuity portfolio from Aegon ,LONDON  May 23 Legal & General Group  said on Monday it has bought a 3 billion pound  ($4.35 billion) UK annuity portfolio from Dutch insurer Aegon NV.,normal
AEG,Aegon NV,20160523,Insurer Aegon says annuities divestment will lift Solvency II rating ,AMSTERDAM  May 23 Dutch insurer Aegon said on Monday that the divestment of its remaining annuities businesses in Britain to Legal and General Group will lead to an improvement of up to 20 percent in its solvency ratio in that country.,normal
AEG,Aegon NV,20160523,BRIEF-Legal & General acquires £3bn uk annuity portfolio from aegon ,May 23 Legal & General Group Plc  acquires 3 billion pound  ($4.35 billion) UK annuity portfolio from Aegon,normal
AEG,Aegon NV,20160523,BRIEF-Aegon divests remaining part of UK annuity portfolio ,* Announces sale of 3 billion pound ($4.35 billion) annuity liabilities to Legal & General,normal
AEH,Aegon NV,20160523,Fitch: L&G's Ratings Unaffected by Purchase of Annuities From Aegon ,(The following statement was released by the rating agency) LONDON  May 23 (Fitch) Fitch Ratings says Legal & General Group Plc's (L&G; IFS:  AA-) ratings are not affected by its announced acquisition of GBP3bn of  annuities from Aegon N.V. (IFS: AA-) L&G announced the purchase of GBP3bn annuities from Aegon this morning   initially structured as a reinsurance contract that will be followed by a "Part  VII transfer" of the policies to L&G from Aegon. The acquisition is in line with  L&G's strate,topStory
AEH,Aegon NV,20160523,L&G picks up Aegon's remaining UK annuities business ,AMSTERDAM Britain's Legal & General Group  said on Monday it will buy 3 billion pounds ($4.4 billion) of annuity liabilities from Dutch insurer Aegon .,normal
AEH,Aegon NV,20160523,UPDATE 1-L&G picks up Aegon's remaining UK annuities business ,AMSTERDAM  May 23 Britain's Legal & General Group said on Monday it will buy 3 billion pounds ($4.4 billion) of annuity liabilities from Dutch insurer Aegon .,normal
AEH,Aegon NV,20160523,Legal & General buys 3 bln pound UK annuity portfolio from Aegon ,LONDON  May 23 Legal & General Group  said on Monday it has bought a 3 billion pound  ($4.35 billion) UK annuity portfolio from Dutch insurer Aegon NV.,normal
AEH,Aegon NV,20160523,Insurer Aegon says annuities divestment will lift Solvency II rating ,AMSTERDAM  May 23 Dutch insurer Aegon said on Monday that the divestment of its remaining annuities businesses in Britain to Legal and General Group will lead to an improvement of up to 20 percent in its solvency ratio in that country.,normal
AEH,Aegon NV,20160523,BRIEF-Legal & General acquires £3bn uk annuity portfolio from aegon ,May 23 Legal & General Group Plc  acquires 3 billion pound  ($4.35 billion) UK annuity portfolio from Aegon,normal
AEH,Aegon NV,20160523,BRIEF-Aegon divests remaining part of UK annuity portfolio ,* Announces sale of 3 billion pound ($4.35 billion) annuity liabilities to Legal & General,normal
AEK,Aegon NV,20160523,Fitch: L&G's Ratings Unaffected by Purchase of Annuities From Aegon ,(The following statement was released by the rating agency) LONDON  May 23 (Fitch) Fitch Ratings says Legal & General Group Plc's (L&G; IFS:  AA-) ratings are not affected by its announced acquisition of GBP3bn of  annuities from Aegon N.V. (IFS: AA-) L&G announced the purchase of GBP3bn annuities from Aegon this morning   initially structured as a reinsurance contract that will be followed by a "Part  VII transfer" of the policies to L&G from Aegon. The acquisition is in line with  L&G's strate,topStory
AEK,Aegon NV,20160523,L&G picks up Aegon's remaining UK annuities business ,AMSTERDAM Britain's Legal & General Group  said on Monday it will buy 3 billion pounds ($4.4 billion) of annuity liabilities from Dutch insurer Aegon .,normal
