SRCE,1st Source Corporation,20160721,BRIEF-1st Source posts Q2 earnings per share $0.56 ,* 1St source corporation announces second quarter earnings  cash dividend declared,topStory
BHBK,Blue Hills Bancorp Inc,20160721,BRIEF-Blue Hills Bancorp reports Q2 earnings per share $0.05 ,* Says net interest margin declined to 2.56% in q2 of 2016 from 2.61% in Q1 of 2016,topStory
BKEP,Blueknight Energy Partners LP LLC,20160721,BRIEF-Blueknight Energy Partners sees Q2 net loss of $18.6-$19.0 mln ,* Sees Q2 adjusted EBITDA of between $15.78 million and $15.91 million,topStory
BKEPP,Blueknight Energy Partners LP LLC,20160721,BRIEF-Blueknight Energy Partners sees Q2 net loss of $18.6-$19.0 mln ,* Sees Q2 adjusted EBITDA of between $15.78 million and $15.91 million,topStory
BWEN,Broadwind Energy Inc,20160721,BRIEF-Broadwind Energy announces $15 mln in new tower orders ,* Says Broadwind will produce these towers in Its Manitowoc  Wisconsin facility for 2017 delivery,topStory
BLMT,BSB Bancorp Inc,20160721,BRIEF-BSB Bancorp $0.33 per share for quarter ended June 30 ,* Reports Second Quarter Results - Year over year earnings growth of 84%,topStory
CFFI,C&F Financial Corporation,20160721,BRIEF-Citizens Financial Group reports Q2 earnings per share $0.46 ,* Reports second quarter net income of $243 million; diluted eps of $0.46 up 31% from second quarter 2015,topStory
CAMT,Camtek Ltd,20160721,BRIEF-Camtek posts Q2 earnings of $0.04/share ,* Sees continued revenue growth  reaching level of between $27.5-$29 million. This is in line with Co's outlook for rest of year,topStory
CASS,Cass Information Systems Inc,20160721,BRIEF-Cass Information Q2 earnings per share $0.52 ,* Qtrly revenues $31.0 million versus $30.1 million  Source text for Eikon:  Further company coverage:    (Bengaluru Newsroom: +1-646-223-8780),topStory
CZFC,Citizens First Corporation,20160721,BRIEF-Citizens First Corporation Q2 share $0.42 ,* Citizens First Corporation announces second quarter 2016 results,topStory
CCNE,CNB Financial Corporation,20160721,BRIEF-CNB Financial Q2 share $0.28 ,* CNB Financial Corporation reports second quarter earnings for 2016,topStory
CMCSA,Comcast Corporation,20160721,Comcast to offer prepaid TV and internet service ,NEW YORK Comcast Corp  the No. 1 U.S. cable company  said on Thursday it will introduce prepaid TV and internet services to attract customers whose credit ratings do not quality them for postpaid services.,topStory
CMCSA,Comcast Corporation,20160721,Comcast to offer prepaid TV and internet service ,NEW YORK  July 21 Comcast Corp  the No. 1 U.S. cable company  said on Thursday it will introduce prepaid TV and internet services to attract customers whose credit ratings do not quality them for postpaid services.,normal
CMCSA,Comcast Corporation,20160721,BRIEF-Comcast announces plans to roll out Xfinity prepaid services ,* Comcast announces plans to roll out Xfinity prepaid services,normal
CVGI,Commercial Vehicle Group Inc,20160721,BRIEF-Commercial Vehicle Group provides updates on estimated pre-tax costs for previously announced facility closures ,* Says will also close its administrative office in wixom  michigan  when lease expires in q3 of this year,topStory
PMTS,CPI Card Group Inc,20160721,BRIEF-CPI Card appoints Tom Knaus as VP of financial card operations ,* Cpi Card Group appoints Tom Knaus as VP and GM of financial card operations  Source text for Eikon:  Further company coverage:    (Bengaluru Newsroom: +1-646-223-8780),topStory
DRIO,DarioHealth Corp,20160721,BRIEF-LabStyle Innovations executes distribution partnership with GEMCO Medical ,* Labstyle Innovations Corp. Executes distribution partnership with GEMCO Medical,topStory
DFRG,Del Frisco&#39;s Restaurant Group Inc,20160721,BRIEF-Del Frisco's Q2 EPS $0.19; reiterates outlook ,* Fy2016 earnings per share view $0.84  revenue view $357.1 million -- Thomson Reuters I/B/E/S,topStory
DISH,DISH Network Corporation,20160721,Dish posts record pay-TV subscriber drop  earnings beat estimates ,U.S. satellite TV provider Dish Network Corp  reported better-than-expected earnings on Thursday but posted its biggest-ever decline in pay-TV subscribers amid fierce competition from online video services.,topStory
DISH,DISH Network Corporation,20160721,UPDATE 4-Dish posts record pay-TV subscriber drop  earnings beat estimates ,July 21 U.S. satellite TV provider Dish Network Corp reported better-than-expected earnings on Thursday but posted its biggest-ever decline in pay-TV subscribers amid fierce competition from online video services.,normal
DISH,DISH Network Corporation,20160721,BRIEF-Dish Network posts Q2 earnings of $0.88/share ,* Q2 earnings per share view $0.72 -- Thomson Reuters I/B/E/S,normal
DISH,DISH Network Corporation,20160721,Dish reports 26.5 pct jump in quarterly profit ,July 21 U.S. satellite TV provider Dish Network Corp reported a 26.5 percent jump in quarterly earnings as the company raised prices of its pay-TV services.,normal
ETFC,E*TRADE Financial Corporation,20160721,BRIEF-E*TRADE Financial Q2 earnings per share $0.48 ,* As of June 30  2016  consolidated Tier 1 leverage ratio was 7.5 percent versus 7.8 percent in previous quarter end,topStory
EBTC,Enterprise Bancorp Inc,20160721,BRIEF-Enterprise Bancorp announces Q2 net income of $4.8 mln ,* Enterprise Bancorp says  allowance for loan losses to total loans ratio was 1.60% at June 30  2016  1.56% at December 31  2015 and 1.62% at June 30  2015,topStory
ERIC,Ericsson,20160721,BRIEF-Ericsson says UKTV extends broadcast services contract ,* Says UKTV extends broadcast services contract with Ericsson,topStory
FFKT,Farmers Capital Bank Corporation,20160721,BRIEF-Farmers Capital Bank Q2 earnings per share $0.47 ,* Farmers Capital Bank Corporation announces second quarter earnings,topStory
LION,Fidelity Southern Corporation,20160721,BRIEF-Fidelity Southern Q2 share $0.26 ,* Fidelity Southern Corporation earns $6.6 million in second quarter,topStory
INBK,First Internet Bancorp,20160721,BRIEF-First Internet Bancorp says Q2 earnings per share $0.57 ,* First Internet Bancorp qtrly net interest income $9.3 million versus $7.6 million,topStory
INBKL,First Internet Bancorp,20160721,BRIEF-First Internet Bancorp says Q2 earnings per share $0.57 ,* First Internet Bancorp qtrly net interest income $9.3 million versus $7.6 million,topStory
FWRD,Forward Air Corporation,20160721,BRIEF-Forward Air Corp reports Q2 2016 results ,* Forward air corporation reports second quarter 2016 results and quarterly cash dividend,topStory
GILD,Gilead Sciences Inc,20160721,BRIEF-Gilead's Odefsey meets primary objective in phase 3B studies ,* Odefsey (Emtricitabine  Rilpivirine  Tenofovir Alafenamide) Meets Primary 48-Week objective in two phase 3B studies,topStory
GBCI,Glacier Bancorp Inc,20160721,BRIEF-Glacier Bancorp qtrly earnings per share $0.40 ,* Q2 earnings per share view $0.41 -- Thomson Reuters I/B/E/S,topStory
GLUU,Glu Mobile Inc,20160721,BRIEF-Glu launches 'rival fire' in partnership with Tencent ,* Glu launches 'rival fire' in partnership with Tencent  Source text for Eikon:  Further company coverage:    (Bengaluru Newsroom: +1-646-223-8780),topStory
HTBX,Heat Biologics Inc,20160721,BRIEF-Heat Biologics announces proposed public offering of common stock ,* Announces proposed public offering of common stock  Source text for Eikon:  Further company coverage:,topStory
HFWA,Heritage Financial Corporation,20160721,BRIEF-Heritage Financial posts Q2 earnings of $0.30 per share ,* Net interest margin for quarter ended June 30  2016 decreased 19 basis points to 4.00% from 4.19% for same period in 2015,topStory
HOLX,Hologic Inc,20160721,BRIEF-Bovie Medical announces deal with Hologic Inc ,* Bovie medical announces sales channel partnership agreement with hologic for J-Plasma,topStory
HBMD,Howard Bancorp Inc,20160721,BRIEF-Howard Bancorp reports Q2 earnings per share of $0.22 ,* Howard Bancorp  Inc. Announces results for second quarter of 2016,topStory
PI,Impinj Inc,20160721,BRIEF-Impinj prices IPO of 4.8 mln shares at price of $14 per share ,* Prices ipo of 4.8 million shares of common stock at a price to public of $14.00 per share,topStory
INDB,Independent Bank Corp,20160721,BRIEF-Independent Bank Q2 earnings per share $0.77 ,* Independent Bank Corp reports second quarter net income of $20.4 million,topStory
IIIN,Insteel Industries Inc,20160721,BRIEF-Insteel Industries reports Q3 earnings per share $0.71 ,* Q3 earnings per share view $0.52 -- Thomson Reuters I/B/E/S,topStory
INTC,Intel Corporation,20160721,TREASURIES-Yields slide from multi-week highs as U.S. stocks decline ,* U.S. Treasury yields track Wall Street weakness     * Arrests in Brazil raise risk aversion   (Recasts lead  adds comments  updates prices)     By Gertrude Chavez-Dreyfuss     NEW YORK  July 21 U.S. Treasury long-dated debt yields fell from multi-week highs on Thursday  tracking declines in U.S. equities  as risk aversion crept back into the market with earnings disappointment at U.S. tech company Intel and news of arrests over an alleged terror plot in Brazil.     U.S. 10-year not,topStory
INTC,Intel Corporation,20160721,US STOCKS-Intel  transports sap Wall Street's strength ,* Indexes fall: Dow 0.42 pct  S&P 0.36 Pct  Nasdaq 0.31 pct   (Updates with close of U.S. market),normal
INTC,Intel Corporation,20160721,US STOCKS SNAPSHOT-Wall St falls as Intel  transport earnings weigh ,NEW YORK  July 21 Wall Street cooled off on Thursday as disappointing quarterly reports from tech stalwart Intel and from transportation companies stalled momentum in a U.S. corporate earnings season that has been better than feared.,normal
INTC,Intel Corporation,20160721,US STOCKS-Wall St cools as Intel  transport results disappoint ,* Indexes off: Dow 0.57 pct  S&P 0.46 Pct  Nasdaq 0.39 pct   (Updates to late afternoon),normal
INTC,Intel Corporation,20160721,US STOCKS-Wall St falls on disappointing reports from Intel  others ,* Indexes off: Dow 0.43 pct  S&P 0.30 Pct  Nasdaq 0.20 pct   (Updates to early afternoon),normal
DTYS,iPath US Treasury 10-year Bear ETN,20160721,BRIEF-Barclays sells Vocalink stake to Mastercard for 100 mln stg ,* Confirms sale of  majority of its shareholding in Vocalink Holdings  to Mastercard for 104 million stg,topStory
DTYS,iPath US Treasury 10-year Bear ETN,20160721,Barclays wins dismissal of FHFA mortgage case ,Barclays Bank PLC on Tuesday won dismissal of a 2013 U.S. government-led lawsuit that sought to recover losses incurred by mortgage finance giant Freddie Mac on toxic mortgage-backed securities in a $642 million trust.,normal
DTUS,iPath US Treasury 2-year Bear ETN,20160721,BRIEF-Barclays sells Vocalink stake to Mastercard for 100 mln stg ,* Confirms sale of  majority of its shareholding in Vocalink Holdings  to Mastercard for 104 million stg,topStory
DTUS,iPath US Treasury 2-year Bear ETN,20160721,Barclays wins dismissal of FHFA mortgage case ,Barclays Bank PLC on Tuesday won dismissal of a 2013 U.S. government-led lawsuit that sought to recover losses incurred by mortgage finance giant Freddie Mac on toxic mortgage-backed securities in a $642 million trust.,normal
DTUL,iPath US Treasury 2-year Bull ETN,20160721,BRIEF-Barclays sells Vocalink stake to Mastercard for 100 mln stg ,* Confirms sale of  majority of its shareholding in Vocalink Holdings  to Mastercard for 104 million stg,topStory
DTUL,iPath US Treasury 2-year Bull ETN,20160721,Barclays wins dismissal of FHFA mortgage case ,Barclays Bank PLC on Tuesday won dismissal of a 2013 U.S. government-led lawsuit that sought to recover losses incurred by mortgage finance giant Freddie Mac on toxic mortgage-backed securities in a $642 million trust.,normal
DFVS,iPath US Treasury 5-year Bear ETN,20160721,BRIEF-Barclays sells Vocalink stake to Mastercard for 100 mln stg ,* Confirms sale of  majority of its shareholding in Vocalink Holdings  to Mastercard for 104 million stg,topStory
DFVS,iPath US Treasury 5-year Bear ETN,20160721,Barclays wins dismissal of FHFA mortgage case ,Barclays Bank PLC on Tuesday won dismissal of a 2013 U.S. government-led lawsuit that sought to recover losses incurred by mortgage finance giant Freddie Mac on toxic mortgage-backed securities in a $642 million trust.,normal
DFVL,iPath US Treasury 5-year Bull ETN,20160721,BRIEF-Barclays sells Vocalink stake to Mastercard for 100 mln stg ,* Confirms sale of  majority of its shareholding in Vocalink Holdings  to Mastercard for 104 million stg,topStory
DFVL,iPath US Treasury 5-year Bull ETN,20160721,Barclays wins dismissal of FHFA mortgage case ,Barclays Bank PLC on Tuesday won dismissal of a 2013 U.S. government-led lawsuit that sought to recover losses incurred by mortgage finance giant Freddie Mac on toxic mortgage-backed securities in a $642 million trust.,normal
FLAT,iPath US Treasury Flattener ETN,20160721,BRIEF-Barclays sells Vocalink stake to Mastercard for 100 mln stg ,* Confirms sale of  majority of its shareholding in Vocalink Holdings  to Mastercard for 104 million stg,topStory
FLAT,iPath US Treasury Flattener ETN,20160721,Barclays wins dismissal of FHFA mortgage case ,Barclays Bank PLC on Tuesday won dismissal of a 2013 U.S. government-led lawsuit that sought to recover losses incurred by mortgage finance giant Freddie Mac on toxic mortgage-backed securities in a $642 million trust.,normal
DLBS,iPath US Treasury Long Bond Bear ETN,20160721,BRIEF-Barclays sells Vocalink stake to Mastercard for 100 mln stg ,* Confirms sale of  majority of its shareholding in Vocalink Holdings  to Mastercard for 104 million stg,topStory
DLBS,iPath US Treasury Long Bond Bear ETN,20160721,Barclays wins dismissal of FHFA mortgage case ,Barclays Bank PLC on Tuesday won dismissal of a 2013 U.S. government-led lawsuit that sought to recover losses incurred by mortgage finance giant Freddie Mac on toxic mortgage-backed securities in a $642 million trust.,normal
STPP,iPath US Treasury Steepener ETN,20160721,BRIEF-Barclays sells Vocalink stake to Mastercard for 100 mln stg ,* Confirms sale of  majority of its shareholding in Vocalink Holdings  to Mastercard for 104 million stg,topStory
STPP,iPath US Treasury Steepener ETN,20160721,Barclays wins dismissal of FHFA mortgage case ,Barclays Bank PLC on Tuesday won dismissal of a 2013 U.S. government-led lawsuit that sought to recover losses incurred by mortgage finance giant Freddie Mac on toxic mortgage-backed securities in a $642 million trust.,normal
KNDI,Kandi Technologies Group Inc,20160721,BRIEF-Kandi Technologies announces JV company's plan to sell 1 500 electric vehicles ,* Kandi Technologies announces the JV Company's plan to sell 1 500 electric vehicles for launching micro public transportation program in the cities of Tianjin and Jiangyin,topStory
LAWS,Lawson Products Inc,20160721,BRIEF-Lawson posts Q2 earnings of $0.02/share ,* Fy2016 earnings per share view $0.34  revenue view $278.6 million -- Thomson Reuters I/B/E/S,topStory
LYTS,LSI Industries Inc,20160721,BRIEF-LSI appoints Robert Steele to board of directors ,* LSI Industries Inc appoints Robert A. Steele to the board of directors and announces the upcoming retirement of two board members  Source text for Eikon:  Further company coverage:    (Bengaluru Newsroom: +1-646-223-8780),topStory
MAR,Marriott International,20160721,BRIEF-Marriott International and NBA announce partnership extension ,* Co and National Basketball Association (NBA) announced a partnership extension,topStory
MMLP,Martin Midstream Partners LP,20160721,BRIEF-Martin Midstream Partners announces qtrly cash distribution ,* Declared a quarterly cash distribution of $0.8125 per unit  or $3.25 per unit on an annualized basis  Source text for Eikon:  Further company coverage:,topStory
MXIM,Maxim Integrated Products Inc,20160721,BRIEF-Maxim Integrated Reports Q4 GAAP earnings per share $0.32 ,* Increases quarterly dividend by 10 percent to $0.33per share,topStory
MBFI,MB Financial Inc,20160721,BRIEF-MB Financial reports Q2 EPS $0.56 ,* Qtrly net interest margin increased two basis points to 3.57% compared to 3.55% last quarter,topStory
MPB,Mid Penn Bancorp,20160721,BRIEF-Mid Penn Bancorp quarterly earnings per share $0.48 ,* Mid Penn Bancorp Inc reports record quarterly earnings and total assets of over $1 billion,topStory
MCRI,Monarch Casino & Resort Inc,20160721,BRIEF-Monarch Casino & Resort entered into third amended credit agreement on July 20 ,* New credit facility amends and restates company's $100 million credit facility,topStory
TYPE,Monotype Imaging Holdings Inc,20160721,BRIEF-Monotype says to buy Olapic for about $130 mln ,* Also plans to issue approximately $19 million worth of stock awards  which vest over time  to founders and employees of Olapic,topStory
MORN,Morningstar Inc,20160721,BRIEF-Morningstar Q2 revenue falls 1.9 pct ,* Q2 revenue fell 1.9 pct to $198.2 million  Source text for Eikon:  Further company coverage:,topStory
MYL,Mylan NV,20160721,BRIEF-Mylan and Biocon announce regulatory submission accepted for review by EMA ,* Mylan and Biocon announce regulatory submission for proposed Biosimilar Pegfilgrastim accepted for review by European Medicines Agency  Source text for Eikon:  Further company coverage:    (Bengaluru Newsroom; +1 646 223 8780),topStory
NURO,NeuroMetrix Inc,20160721,BRIEF-Neurometrix reports Q2 loss per share of $5.37 ,* Neurometrix reports q2 2016 financial results and highlights,topStory
OPTT,Ocean Power Technologies Inc,20160721,BRIEF-Ocean Power technologies ocean announces proposed public offering of common stock and warrants ,* Ocean Power Technologies  Inc. announces proposed public offering of common stock and warrants  Source text for Eikon:  Further company coverage:    (Bengaluru Newsroom: +1 646 223 8780),topStory
OREX,Orexigen Therapeutics Inc,20160721,BRIEF-Orexigen Therapeutics to release Q2 results on Aug 4 ,* Orexigen therapeutics to provide business update and discuss second quarter 2016 financial results on august 4  2016  Source text for Eikon:  Further company coverage:,topStory
PYPL,PayPal Holdings Inc,20160721,PayPal announces Visa partnership  15 percent revenue growth ,July 21 PayPal Holdings Inc on Thursday showed strong growth in its online payments business  meeting Wall Street expectations on earnings and announcing a new partnership with Visa Inc that is expected to bring a significant revenue increase.,topStory
PYPL,PayPal Holdings Inc,20160721,BRIEF-Paypal and Visa enter partnership to extend consumer payment choice ,* Paypal will not encourage Visa cardholders to link to a bank account via ach,normal
PWOD,Penns Woods Bancorp Inc,20160721,BRIEF-Penns Woods Bancorp quarterly earnings per share $0.72 ,* Qtrly net interest income  $10.3 million versus $10.2 million  Source text for Eikon:  Further company coverage:,topStory
PBCT,People&#39;s United Financial Inc,20160721,BRIEF-People's United Financial Q2 earnings per share $0.23 ,* Q2 net interest margin decreased four basis points from 1Q to 2.79%,topStory
PBCTP,People&#39;s United Financial Inc,20160721,BRIEF-People's United Financial Q2 earnings per share $0.23 ,* Q2 net interest margin decreased four basis points from 1Q to 2.79%,topStory
POOL,Pool Corporation,20160721,BRIEF-Pool Corp Q2 earnings per share $1.98 ,* Pool corporation reports record second quarter results and updates 2016 earnings guidance range,topStory
PFPT,Proofpoint Inc,20160721,BRIEF-Proofpoint Q2 non-GAAP earnings per share $0.06 ,* Q3 earnings per share view $-0.01  revenue view $90.7 million -- Thomson Reuters I/B/E/S,topStory
QUMU,Qumu Corporation,20160721,BRIEF-Qumu sees q2 loss per share about $0.48 ,* Says company no longer expects to meet its prior full year guidance,topStory
RADA,RADA Electronic Industries Ltd,20160721,BRIEF-Rada Electronic Industries posts qtrly loss per share $0.07 ,* Qtrly revenues totaled $2.9 million compared to revenues of $4.1 million in Q2 of 2015,topStory
SASR,Sandy Spring Bancorp Inc,20160721,BRIEF-Sandy Spring Bancorp reports Q2 earnings per share $0.44 ,* Q2 earnings per share view $0.45 -- Thomson Reuters I/B/E/S,topStory
SCHL,Scholastic Corporation,20160721,BRIEF-Scholastic Q4 earnings per share $1.00 from continuing operations ,* Says fiscal 2017 free cash flow is expected to be in range of $40 to $50 million,topStory
EYES,Second Sight Medical Products Inc,20160721,BRIEF-Second Sight Medical releases 5-year data on Argus II Retinal Prosthesis System ,* Says announces positive five-year data from Argus II Retinal Prosthesis System  Source text for Eikon:  Further company coverage:,topStory
SQBG,Sequential Brands Group Inc,20160721,BRIEF-Dunkin' Brands says FY 16 operating income growth to be 27-30 pct- conf call ,* Dunkin' Brands Executive says "Disappointed with the level of negative transactions that we experienced in the quarter  particularly in the afternoon" - conf call,topStory
SQBG,Sequential Brands Group Inc,20160721,BRIEF-Dunkin' Brands reports Q2 earnings per share of $0.54 ,* Qtrly Dunkin' Donuts U.S. Comparable store sales growth of 0.5%,normal
SQBG,Sequential Brands Group Inc,20160721,BRIEF-Dunkin' Brands Group sets quarterly dividend of $0.30 per share ,* Sets quarterly dividend of $0.30 per share  Source text for Eikon:  Further company coverage:    (Bengaluru Newsroom: +1-646-223-8780),normal
SQBG,Sequential Brands Group Inc,20160721,Dunkin' Brands quarterly revenue rises 2.3 pct ,July 21 Dunkin' Brands Group Inc's  quarterly sales rose 2.3 percent as demand increased for its flavored iced coffee and it benefited from a new feature on its app that allows customers to quickly place and take out orders.,normal
SIMO,Silicon Motion Technology Corporation,20160721,BRIEF-Silicon Motion qtrly earnings per ads (non-GAAP) of $0.86 ,* Sees fy gross margin (non-GAAP) to be in 47.5% to 49.5% range,topStory
SIMO,Silicon Motion Technology Corporation,20160721,BRIEF-Silicon Motion Technology confirms quarterly dividend ,* Silicon Motion declared an annual dividend of $0.60 per ADS  equivalent to $0.15 per ordinary share,normal
SFNC,Simmons First National Corporation,20160721,BRIEF-Simmons First National Q2 EPS $0.75 ,* Simmons reports second quarter net income of $22.9 million  or $0.75 per share,topStory
SWKS,Skyworks Solutions Inc,20160721,BRIEF-Skyworks Q3 non-GAAP earnings per share $1.24 ,* Increases dividend and initiates new stock repurchase program,topStory
