AMZN,Amazoncom Inc,20131101,Amazon tries free  on-time delivery to lure India online ,BANGALORE Free shipping on a 100 rupee ($1.60) book. Delivery times guaranteed to the minute.,topStory
T,AT&T Inc,20131101,UPDATE 1-Vodafone keeps UK FTSE afloat on M&A speculation ,* Meggitt tumbles after cutting full-year guidance   (Updates prices at settle),topStory
T,AT&T Inc,20131101,Vodafone rises on report of AT&T takeover interest ,LONDON Shares in Vodafone Group rose on Friday after a media report that U.S. mobile operator AT&T was exploring strategies for a potential takeover of the British telecoms firm.,normal
BCS,Barclays PLC,20131101,Barclays suspends several traders in FX probe: source ,LONDON Britain's Barclays has suspended several traders amid multiple investigations into possible manipulation of benchmark foreign exchange rates  a banking industry source said on Friday.,topStory
BCS,Barclays PLC,20131101,Barclays suspends several traders in FX probe -source ,LONDON  Nov 1 Britain's Barclays has suspended several traders amid multiple investigations into possible manipulation of benchmark foreign exchange rates  a banking industry source said on Friday.,normal
BCS,Barclays PLC,20131101,NY's Barclays Center box holders claim shabby treatment due to race ,NEW YORK A group of Barclays Center luxury box holders sued the giant events center in Brooklyn on Thursday  claiming they have been treated badly because they are black.,normal
BCS,Barclays PLC,20131101,NY's Barclays Center box holders claim shabby treatment due to race ,NEW YORK  Oct 31 A group of Barclays Center luxury box holders sued the giant events center in Brooklyn on Thursday  claiming they have been treated badly because they are black.,normal
ABX,Barrick Gold Corporation,20131101,Barrick offering lands with a thud  shares slide ,TORONTO A massive public share offering from Barrick Gold Corp  proved a tough sell  market sources said on Friday  as the price of gold dropped and investors digested news that the miner had shelved a key growth project.,topStory
ABX,Barrick Gold Corporation,20131101,UPDATE 2-Barrick offering lands with a thud  shares slide ,(Updates share price  adds source comment  offering details),normal
ABX,Barrick Gold Corporation,20131101,CANADA STOCKS-Barrick dive pushes TSX into red for day and week ,* TSX ends down 23.80 points  or 0.18 percent  at 13 337.46     * Falls 0.5 pct on week after three weeks of big gains     * Barrick again weighs after announcing big stock sale       By Alastair Sharp     TORONTO  Nov 1 Canada's main stock index slipped on Friday  hit by a plunge in Barrick Gold Corp shares as the massive stock offering announced by the world's largest gold miner the day before got a cold shoulder from the market.     While banks and industrial stocks rose  Barrick',normal
ABX,Barrick Gold Corporation,20131101,CANADA STOCKS-TSX closes lower as Barrick plunges almost 8 pct ,TORONTO  Nov 1 Canada's main stock index ended lower on Friday  closing out a declining week weighed down by a poor reception for a massive stock offering from Barrick Gold Corp  whose shares fell 7.7 percent.     The Toronto Stock Exchange's S&P/TSX composite index  unofficially closed down 23.80 points  or 0.18 percent  at 13 337.46. The index was down 0.47 percent on the week  ending three straight weeks of solid gains.,normal
ABX,Barrick Gold Corporation,20131101,CANADA STOCKS-TSX pushed lower by drag on Barrick Gold ,* TSX up 12.21 points  or 0.09 percent  at 13 373.84     * On track for a 0.2 pct slip on week after three weeks of big gains     * Barrick again weighs after announcing planned stock sale       By Alastair Sharp     TORONTO  Nov 1 Canada's main stock index slipped on Friday with shares in the world's largest gold miner  Barrick Gold Corp  tumbling after the company said it would use a stock sale to raise cash.      While banks and industrial stocks gained  Barrick's 7 percent fall t,normal
BHE,Benchmark Electronics Inc,20131101,UPDATE 1-Twitter-backer Benchmark Capital raises new venture fund ,SAN FRANCISCO  Oct 31 Benchmark  the firm behind companies ranging from eBay to Twitter  is raising a new venture fund  according to a person familiar with the situation.,topStory
BLK,BlackRock Inc,20131101,MOVES-Goldman  Deutsche Bank  BlackRock  HSBC  Northern Trust ,Nov 1 The following financial services industry appointments were announced on Friday. To inform us of other job changes  email to moves@thomsonreuters.com.,topStory
BLK,BlackRock Inc,20131101,Brazil regulator may fine OGX for natural gas unit sale -paper ,RIO DE JANEIRO  Nov 1 OGX Petróleo e Gas Participações SA  the oil company controlled by embattled tycoon Eike Batista  might face a penalty because it did not notify Brazilian regulator ANP before the sale of its natural gas unit  ANP's head said in a report in newspaper Valor Economico on Friday.,normal
BA,Boeing Company (The),20131101,UPDATE 2-Spirit Aero posts profit  says asset sale progressing ,Nov 1 Spirit AeroSystems Holdings Inc  a major supplier of aircraft components to Boeing Co and Airbus  on Friday reported a higher-than-expected quarterly profit as it cut costs  and its shares rose 7.8 percent to a year high.,topStory
BA,Boeing Company (The),20131101,Jetmakers feud over seat width with big orders at stake ,PARIS  Nov 1 A row has flared up between leading planemakers over the width of tourist-class seats on long-distance flights  setting the tone for a bitter confrontation at this month's Dubai Airshow.,normal
BA,Boeing Company (The),20131101,UPDATE 1-Spirit Aero revenue rises 10 pct as aircraft demand grows ,Nov 1 Spirit Aerosystems Holdings Inc  a major supplier of aircraft components to Boeing Co and Airbus  reported a 10 percent rise in quarterly revenue due to strong demand for large commercial aircraft.,normal
BA,Boeing Company (The),20131101,U.S. Navy cancels notice on possible F/A-18 fighter jet order ,WASHINGTON The U.S. Navy on Thursday canceled a notice about a possible order of up to 36 more Boeing Co  F/A-18 fighter jets or EA-18G electronic warfare planes after the posting on a federal procurement website sparked confusion this week.,normal
BRFS,BRF SA,20131101,UPDATE 1-Brazil's BRF to get 15 pct of Minerva in beef swap ,SAO PAULO  Nov 1 Brazilian beef producer Minerva SA said in a filing on Friday it will take control of the beef division of meat processor BRF in exchange for 15 percent of Minerva's capital.,topStory
BRFS,BRF SA,20131101,Brazil's BRF to get 15 pct of Minerva in beef swap ,SAO PAULO  Nov 1 Brazilian beef producer Minerva SA will take control of the beef division of meats processor BRF in exchange for 15 percent of Minerva's capital  a source familiar with the deal said on Friday.,normal
CAT,Caterpillar Inc,20131101,Caterpillar unit is subject of U.S. criminal probe: filing ,Federal prosecutors in California are investigating a unit of Caterpillar Inc  for potential violations of environmental law and other alleged improper business practices  the company disclosed in a regulatory filing Friday.,topStory
CAT,Caterpillar Inc,20131101,Caterpillar unit is subject of U.S. criminal probe -filing ,Nov 1 Federal prosecutors in California are investigating a unit of Caterpillar Inc for potential violations of environmental law and other alleged improper business practices  the company disclosed in a regulatory filing Friday.,normal
CVX,Chevron Corporation,20131101,US STOCKS-Wall St ends higher after factory data; Dow  S&P up for week ,NEW YORK  Nov 1 U.S. stocks rose on Friday after surprisingly strong manufacturing data overshadowed expectations that the Federal Reserve might reduce stimulus earlier than expected.,topStory
CVX,Chevron Corporation,20131101,Chevron earnings hurt by refining; output below target ,Refining weakness led to a surprise decline in Chevron Corp's  quarterly profit  and oil and gas well output increased but remained below target  sending the company's shares down 2 percent.,normal
CVX,Chevron Corporation,20131101,UPDATE 2-Chevron earnings hurt by refining; output below target ,Nov 1 Refining weakness led to a surprise decline in Chevron Corp's quarterly profit  and oil and gas well output increased but remained below target  sending the company's shares down 2 percent.,normal
CVX,Chevron Corporation,20131101,Chevron earnings down on refining  well output rises ,Nov 1 Chevron Corp  the second-largest U.S. oil company  reported on Friday a decline in quarterly profit due to the impact of lower refining margins  while oil and gas production increased but remained short of its target.,normal
SNP,China Petroleum & Chemical Corporation,20131101,Sinopec gets initial approval for $10-billion Shanghai refinery: sources ,BEIJING Sinopec Corp  won initial approval last month from China's top economic planner for a plan to build a $10-billion refinery and petrochemical complex in Shanghai  two company officials said.,topStory
SNP,China Petroleum & Chemical Corporation,20131101,Sinopec gets initial approval for $10-bln Shanghai refinery -sources ,* Starts formal planning for the refinery  petchem complex,normal
CI,Cigna Corporation,20131101,Cigna says will increase '14 profit despite pressures ,Insurer Cigna Corp said on Thursday it expects to increase its 2014 earnings from 2013  reflecting its smaller exposure to uncertainty around private Medicare and the rollout of individual insurance on new exchanges around the country.,topStory
C,Citigroup Inc,20131101,Citigroup faces multiple probes over currency trades ,Citigroup Inc   the U.S. bank with the biggest international business  said on Friday that U.S. government agencies and authorities from other jurisdictions are investigating its foreign-exchange trading.,topStory
CTB,Cooper Tire & Rubber Company,20131101,Cooper Tire in tentative deal with workers over merger ,Cooper Tire & Rubber Co  said it reached a tentative agreement with workers represented by United Steelworkers union as part of its push to close its planned $2.5 billion sale to India's Apollo Tyres Ltd .,topStory
CVRR,CVR Refining LP,20131101,CVR Refining's 3Q ethanol credit bill was $57.4 million-CEO ,HOUSTON  Nov 1 CVR Refining LP spent $54.7 million on ethanol credits in the third quarter  down from $65.5 million in the second quarter this year  Chief Executive Jack Lipinski told analysts on Friday.,topStory
DE,Deere & Company,20131101,Bankrupt LightSquared sues Deere & Co  GPS industry titans ,NEW YORK Bankrupt LightSquared on Friday sued leaders in the GPS industry  including Deere & Co and Garmin International Inc  saying they kept mum about interference concerns stemming from LightSquared's wireless network until the company had already pumped $4 billion into building it.,topStory
DB,Deutsche Bank AG,20131101,MOVES-Goldman  Deutsche Bank  BlackRock  HSBC  Northern Trust ,Nov 1 The following financial services industry appointments were announced on Friday. To inform us of other job changes  email to moves@thomsonreuters.com.,topStory
ENB,Enbridge Inc,20131101,Canada crude - Prices slide on extra pipeline rationing ,CALGARY  Alberta  Nov 1 Canadian heavy crude prices hit nine-month lows  and synthetic prices slumped to an 18-month trough on Friday after Enbridge Inc said it would ration space on additional pipelines in November.,topStory
F,Ford Motor Company,20131101,Toronto mayor's lawyer tells police to release alleged crack video ,TORONTO  Nov 1 Toronto Mayor Rob Ford's lawyer said on Friday his client was not smoking crack cocaine in a video that has been seen only by  a few but has dominated Canadian headlines for months  and he urged the city's police to release the video to the public.,topStory
F,Ford Motor Company,20131101,Ford recalls 2 600 Focus Electric cars for potential power loss ,DETROIT  Nov 1 Ford Motor Co is recalling 2 618 Focus Electric cars because of potential loss of power to the wheels while driving.,normal
GM,General Motors Company,20131101,UPDATE 4-U.S. government shutdown dampens October car sales ,DETROIT  Nov 1 The 16-day U.S. government shutdown in early October appeared to dampen consumers' appetite for new cars  as seven of the top eight automakers reporting monthly sales on Friday missed analysts' expectations.,topStory
GM,General Motors Company,20131101,General Motors outsells Chrysler in Canada for October ,TORONTO  Nov 1 General Motors Co outsold Chrysler in Canada in October  company data showed Friday  thanks to healthy sales of GM's Cadillac and Buick vehicles.,normal
GM,General Motors Company,20131101,GM recalls some new pickup trucks in U.S. to fix seatbacks ,DETROIT  Nov 1 General Motors Co is recalling nearly 19 000 of its all-new 2014 Chevrolet Silverado and GMC Sierra pickup trucks to repair a problem with the manual reclining seatback  according to a notice from U.S. auto safety regulators on Friday.,normal
GM,General Motors Company,20131101,BRIEF-GM October U.S. sales up 16 pct ,* GM says in Oct dealers delivered 226 402 vehicles in U.S.  up 16 percent,normal
GM,General Motors Company,20131101,Chrysler sales rise 11 percent but miss expectations ,DETROIT  Nov 1 U.S. October auto sales for Chrysler Group LLC rose 11 percent from a year before  missing analysts' expectations despite strong sales of its Ram pickup truck and Jeep Grand Cherokee.,normal
GEL,Genesis Energy LP,20131101,Genesis Energy's Pronghorn rail facility to start up in December ,HOUSTON  Nov 1 Genesis Energy LP's  Pronghorn rail loading facility in Wyoming will load its first crude shipments in December  Chief Operating Officer Steven Nathanson told analysts on Friday.,topStory
GS,Goldman Sachs Group Inc (The),20131101,Goldman Sachs Brazil chief downplays sovereign risk downgrade ,SAO PAULO Brazil faces no imminent risk of losing its sovereign investment-grade debt ratings over the next 18 months  Paulo Leme  chairman of Goldman Sachs Group Inc  in Brazil  said on Friday.,topStory
GS,Goldman Sachs Group Inc (The),20131101,UPDATE 1-Goldman Sachs Brazil chief downplays sovereign risk downgrade ,SAO PAULO  Nov 1 Brazil faces no imminent risk of losing its sovereign investment-grade debt ratings over the next 18 months  Paulo Leme  chairman of Goldman Sachs Group Inc  in Brazil  said on Friday.,normal
GS,Goldman Sachs Group Inc (The),20131101,Goldman Sachs Brazil chief sees no risk of sovereign downgrade ,SAO PAULO  Nov 1 Brazil runs no risk of having its sovereign debt ratings revised down or downgraded over the next 18 months  Paulo Leme  chairman of Goldman Sachs Group Inc  in Brazil  said on Friday  citing what he sees as solid economic indicators despite inflation and exchange rate volatility.,normal
GS,Goldman Sachs Group Inc (The),20131101,Top Goldman Asia banker Dees to take global  U.S.-based role-sources ,HONG KONG  Nov 1 A top Goldman Sachs banker in Asia is relocating to the United States to take on a global role  people familiar with the matter told Reuters  after playing a key part in the firm's efforts to broaden its business amid a drop in equity offering volumes.,normal
HOG,Harley-Davidson Inc,20131101,Norway plans 12-hour TV show of knitting ,OSLO  Nov 1 Hoping to take "slow TV" to a new level  Norway's public broadcaster will air 12 hours of knitting from Friday night  complete with sheep shearing  needle tips  how to knit a cover for a Harley Davidson motorbike and a world record attempt.,topStory
HMC,Honda Motor Company Ltd,20131101,UPDATE 4-U.S. government shutdown dampens October car sales ,DETROIT  Nov 1 The 16-day U.S. government shutdown in early October appeared to dampen consumers' appetite for new cars  as seven of the top eight automakers reporting monthly sales on Friday missed analysts' expectations.,normal
HSBC,HSBC Holdings plc,20131101,HSBC promotes head of risk to board ,LONDON  Nov 1 HSBC Holdings is promoting its chief risk officer to its main board  which Europe's biggest bank said reflected the growing importance of the risk function.,topStory
HSBC,HSBC Holdings plc,20131101,Johnson matches course record to surge clear in Sheshan ,SHANGHAI Long-hitting American Dustin Johnson matched the Sheshan Golf Club course record to surge into a commanding five-stroke lead after the second round of the $8.5 million WGC-HSBC Champions tournament on Friday.,normal
HSBC,HSBC Holdings plc,20131101,China final HSBC PMI rises to 50.9 in October ,BEIJING  Nov 1 China's giant manufacturing sector grew at its fastest rate in seven months in October  buoyed by new export orders  a private survey showed on Friday  adding to signs that the economy is stabilising in the run up to a key government meeting on economic reform.,normal
HSEA,HSBC Holdings plc,20131101,HSBC promotes head of risk to board ,LONDON  Nov 1 HSBC Holdings is promoting its chief risk officer to its main board  which Europe's biggest bank said reflected the growing importance of the risk function.,topStory
HSEA,HSBC Holdings plc,20131101,Johnson matches course record to surge clear in Sheshan ,SHANGHAI Long-hitting American Dustin Johnson matched the Sheshan Golf Club course record to surge into a commanding five-stroke lead after the second round of the $8.5 million WGC-HSBC Champions tournament on Friday.,normal
HSEA,HSBC Holdings plc,20131101,China final HSBC PMI rises to 50.9 in October ,BEIJING  Nov 1 China's giant manufacturing sector grew at its fastest rate in seven months in October  buoyed by new export orders  a private survey showed on Friday  adding to signs that the economy is stabilising in the run up to a key government meeting on economic reform.,normal
HSEB,HSBC Holdings plc,20131101,HSBC promotes head of risk to board ,LONDON  Nov 1 HSBC Holdings is promoting its chief risk officer to its main board  which Europe's biggest bank said reflected the growing importance of the risk function.,topStory
HSEB,HSBC Holdings plc,20131101,Johnson matches course record to surge clear in Sheshan ,SHANGHAI Long-hitting American Dustin Johnson matched the Sheshan Golf Club course record to surge into a commanding five-stroke lead after the second round of the $8.5 million WGC-HSBC Champions tournament on Friday.,normal
HSEB,HSBC Holdings plc,20131101,China final HSBC PMI rises to 50.9 in October ,BEIJING  Nov 1 China's giant manufacturing sector grew at its fastest rate in seven months in October  buoyed by new export orders  a private survey showed on Friday  adding to signs that the economy is stabilising in the run up to a key government meeting on economic reform.,normal
JPM,J P Morgan Chase & Co,20131101,JPMorgan discloses wider probes of hiring  currency trading ,JPMorgan Chase & Co  the biggest U.S. bank by assets  disclosed on Friday that the U.S. Department of Justice and agencies from other jurisdictions are investigating hiring practices in Hong Kong that were already being probed by the U.S. Securities and Exchange Commission.,topStory
JPM,J P Morgan Chase & Co,20131101,UPDATE 1-JPMorgan discloses wider probes of hiring  currency trading ,Nov 1 JPMorgan Chase & Co  the biggest U.S. bank by assets  disclosed on Friday that the U.S. Department of Justice and agencies from other jurisdictions are investigating hiring practices in Hong Kong that were already being probed by the U.S. Securities and Exchange Commission.,normal
JPM,J P Morgan Chase & Co,20131101,JPMorgan discloses wider probes of hiring  currency trading ,Nov 1 JPMorgan Chase & Co  the biggest U.S. bank by assets  disclosed on Friday that the U.S. Department of Justice and agencies from other jurisdictions are investigating hiring practices in Hong Kong that were already being probed by the U.S. Securities and Exchange Commission.,normal
JCP,JC Penney Company Inc Holding Company,20131101,J.C. Penney shares jump 10 percent on upgrade  short interest falls ,J.C. Penney Co Inc  shares rose as much as 10.8 percent on Friday after Wall Street firm ITG Investment Research lifted its sales forecast for the department store chain  citing "improving sales trends" in five of the last seven weeks.,topStory
