AMGN,Amgen Inc,20130719,DEALTALK-Biotech takeover interest more fad than fashion ,July 19 Investors betting on a wave of big biotechnology deals following Amgen Inc's $10 billion bid for Onyx Pharmaceuticals Inc may well be disappointed.,topStory
BA,Boeing Company (The),20130719,CORRECTED-UPDATE 3-Honeywell cost cutting drives profit higher ,(Corrects paragraph 13 to say pension and post-retirement payments fell to $42 million  not $32 million  during the quarter),normal
BA,Boeing Company (The),20130719,One Asiana victim killed by a vehicle  not plane crash: coroner ,SAN MATEO  California A teenage passenger on the Asiana Airlines jet that crashed in San Francisco died from injuries sustained after being run over by a motor vehicle  most likely a fire truck at the scene  local officials said on Friday.,normal
BA,Boeing Company (The),20130719,Japan to let carriers remove 787 emergency beacons ,TOKYO Aviation regulators will allow Boeing  787 Dreamliners to operate in Japan without locator beacons which have been identified by British investigators as a likely source of a fire on board one of the aircraft in London last week  two aviation sources said.,normal
BA,Boeing Company (The),20130719,UPDATE 1-Japan to let carriers remove 787 emergency beacons ,TOKYO  July 19 Aviation regulators will allow Boeing 787 Dreamliners to operate in Japan without locator beacons which have been identified by British investigators as a likely source of a fire on board one of the aircraft in London last week  two aviation sources said.,normal
BA,Boeing Company (The),20130719,Japan to let carriers remove 787 emergency beacons ,TOKYO  July 19 Aviation regulators will allow Boeing 787 Dreamliners to operate in Japan without locator beacons which have been identified by British investigators as a likely source of a fire on board one of the aircraft in London last week  two aviation sources said.,normal
BA,Boeing Company (The),20130719,UPDATE 1-Airbus raises 2013 order target to over 1 000 jets ,TOULOUSE  France  July 19 European jetmaker Airbus has raised its order target for 2013 to more than 1 000 aircraft  compared with a previous goal of over 800  sales chief John Leahy told Reuters on Friday.,normal
BP,BP plc,20130719,Judge denies BP effort to halt Gulf spill claim payouts ,NEW ORLEANS A federal judge denied an attempt by BP Plc to suspend payments to people and businesses claiming damages related to the 2010 Gulf of Mexico oil spill  while an investigator looks into possible misconduct in the payout process.,topStory
BP,BP plc,20130719,UPDATE 2-Judge denies BP effort to halt Gulf spill claim payouts ,NEW ORLEANS  July 19 A federal judge denied an attempt by BP Plc to suspend payments to people and businesses claiming damages related to the 2010 Gulf of Mexico oil spill  while an investigator looks into possible misconduct in the payout process.,normal
BP,BP plc,20130719,Judge denies BP effort to suspend Gulf spill claims process ,NEW ORLEANS  July 19 A federal judge denied BP Plc's attempt to suspend payments to people and businesses claiming damages related to the 2010 Gulf of Mexico oil spill  while an investigator looks into possible misconduct in the payout process.,normal
BP,BP plc,20130719,Deals of the day -- mergers and acquisitions ,July 19 The following bids  mergers  acquisitions and disposals were reported by 1330 GMT on Friday:,normal
BP,BP plc,20130719,BP veteran Browne builds US Gulf oil acreage ,LONDON  July 19 Former BP chief executive John Browne is to preside over the biggest set of oil and gas assets in the shallower  mature section of the Gulf of Mexico after buying them from U.S.-based Apache Corp.,normal
COF,Capital One Financial Corporation,20130719,Fitch:  Reserve Release Helps Boost Capital One's 2Q13 Earnings ,(The following statement was released by the rating agency) CHICAGO  July 19 (Fitch) Fitch Ratings believes Capital One Financial's (COF)  solid 2Q'13 earnings performance benefited from a sizable reserve release in the  quarter  though core earnings remained good.  COF's Fitch calculated return on  average assets (ROA) was 1.50%  27 basis points of which are attributable to the  $199 million reserve release.  Excluding this  the Fitch calculated ROA would  have been 1.23%  which is still good  ,topStory
CAT,Caterpillar Inc,20130719,China  U.S. companies' great hope  now a drag ,NEW YORK It's official. China's slowdown is starting to hurt corporate America.,normal
CBS,CBS Corporation,20130719,CBS  Time Warner Cable enter fight over fees ,Millions of Time Warner Cable customers in New York  Los Angeles and Dallas could miss out on the summer reruns of "The Big Bang Theory" and "NCIS" if the cable operator does not reach an agreement with No. 1 broadcast network CBS by July 24.,topStory
KO,Coca-Cola Company (The),20130719,Coke likely to face Vitaminwater class-action  but not for money ,A U.S. federal judge has recommended that Coca-Cola Co face a class-action lawsuit accusing it of misleading consumers by overstating the health benefits of its Vitaminwater drink.,topStory
KO,Coca-Cola Company (The),20130719,Coke likely to face Vitaminwater class-action  but not for money ,July 18 A U.S. federal judge has recommended that Coca-Cola Co face a class-action lawsuit accusing it of misleading consumers by overstating the health benefits of its Vitaminwater drink.,normal
CNS,Cohen & Steers Inc,20130719,SAC says charges against Cohen have 'no merit' ,The charges against billionaire hedge fund manager Steven A. Cohen have "no merit" and Cohen will fight them "vigorously " said a spokesman for Cohen's firm SAC Capital Advisors in a statement to the media on Friday.,topStory
CYH,Community Health Systems Inc,20130719,Community Health warnings could scuttle Health Management talks ,A warning from hospital operator Community Health Systems Inc of declining patient admissions and news that the U.S. government is stepping up a probe of how it handles Medicare patients will complicate efforts to buy rival Health Management Associates Inc  analysts said on Friday.,topStory
CYH,Community Health Systems Inc,20130719,Community Health warnings could scuttle Health Management talks ,July 19 A warning from hospital operator Community Health Systems Inc of declining patient admissions and news that the U.S. government is stepping up a probe of how it handles Medicare patients will complicate efforts to buy rival Health Management Associates Inc  analysts said on Friday.,normal
CR,Crane Company,20130719,Crane wins EU approval for $820 mln MEI Conlux purchase ,BRUSSELS  July 19 U.S. diversified manufacturer Crane secured EU regulatory approval on Friday for its proposed $820 million acquisition of MEI Conlux Holdings after pledging to sell assets and products in Canada and Germany to ease competition concerns.,topStory
E,ENI SpA,20130719,UPDATE 1-Italy govt cautious on selling company share stakes ,ROME  July 19 Italy aims to extract value from shareholdings in companies including oil group Eni  aerospace group Finmeccanica and energy group Enel  but is cautious about a possible sale of the stakes  officials said on Friday.,topStory
E,ENI SpA,20130719,Deals of the day -- mergers and acquisitions ,July 19 The following bids  mergers  acquisitions and disposals were reported by 1330 GMT on Friday:,normal
FCX,Freeport-McMoran Inc,20130719,Freeport Indonesia union eyes pay deal by end of July ,JAKARTA  July 19 Workers at the Indonesian unit of Freeport McMoRan Copper & Gold Inc expect to reach an agreement over pay in less than two weeks  a union official said on Friday  cutting the risk of further disruption at the world's second-biggest copper mine after a deadly accident two months ago.,topStory
GEH,General Electric Capital Corporation,20130719,GE order book surges; may bode well for global manufacturing ,General Electric Co  on Friday unveiled a surprise jump in its backlog of orders for locomotives  X-ray machines and scores of other industrial products  boosting the conglomerate's shares and stoking hopes for gains in manufacturing around the world. | Video ,topStory
GEH,General Electric Capital Corporation,20130719,UPDATE 7-GE order book surges; may bode well for global manufacturing ,July 19 General Electric Co on Friday unveiled a surprise jump in its backlog of orders for locomotives  X-ray machines and scores of other industrial products  boosting the conglomerate's shares and stoking hopes for gains in manufacturing around the world.,normal
GEH,General Electric Capital Corporation,20130719,FTC approves GE purchase of Avio's aviation business ,WASHINGTON General Electric  won U.S. antitrust approval for its $4.3 billion bid for Italian plane components maker Avio's aviation business  the Federal Trade Commission said on Friday.,normal
GEH,General Electric Capital Corporation,20130719,FTC approves GE purchase of Avio's aviation business ,WASHINGTON General Electric  won U.S. antitrust approval for its $4.3 billion bid for Italian plane components maker Avio  the Federal Trade Commission said on Friday.,normal
GEH,General Electric Capital Corporation,20130719,US FTC approves GE purchase of Avio's aviation business ,WASHINGTON  July 19 General Electric won U.S. antitrust approval for its $4.3 billion bid for Italian plane components maker Avio  the Federal Trade Commission said on Friday.,normal
GEH,General Electric Capital Corporation,20130719,US STOCKS-Nasdaq  Dow slip on tech weakness  S&P 500 edges up ,NEW YORK  July 19 The Dow and Nasdaq stock gauges fell on Friday as disappointing results from Microsoft and Google dragged on the market  while the S&P 500 index edged up to end at a second straight record high.,normal
GEH,General Electric Capital Corporation,20130719,REFILE-US STOCKS-Wall St down after record highs  Microsoft shares weigh ,NEW YORK  July 19 The Dow and Nasdaq fell on Friday  led by losses in tech shares after disappointing results from Microsoft and Google.,normal
GEH,General Electric Capital Corporation,20130719,US STOCKS-Wall St set to open flat after tech sector disappoints ,* Investors may take profit after record highs on Dow  S&P,normal
GEK,General Electric Capital Corporation,20130719,GE order book surges; may bode well for global manufacturing ,General Electric Co  on Friday unveiled a surprise jump in its backlog of orders for locomotives  X-ray machines and scores of other industrial products  boosting the conglomerate's shares and stoking hopes for gains in manufacturing around the world. | Video ,topStory
GEK,General Electric Capital Corporation,20130719,UPDATE 7-GE order book surges; may bode well for global manufacturing ,July 19 General Electric Co on Friday unveiled a surprise jump in its backlog of orders for locomotives  X-ray machines and scores of other industrial products  boosting the conglomerate's shares and stoking hopes for gains in manufacturing around the world.,normal
GEK,General Electric Capital Corporation,20130719,FTC approves GE purchase of Avio's aviation business ,WASHINGTON General Electric  won U.S. antitrust approval for its $4.3 billion bid for Italian plane components maker Avio's aviation business  the Federal Trade Commission said on Friday.,normal
GEK,General Electric Capital Corporation,20130719,FTC approves GE purchase of Avio's aviation business ,WASHINGTON General Electric  won U.S. antitrust approval for its $4.3 billion bid for Italian plane components maker Avio  the Federal Trade Commission said on Friday.,normal
GEK,General Electric Capital Corporation,20130719,US FTC approves GE purchase of Avio's aviation business ,WASHINGTON  July 19 General Electric won U.S. antitrust approval for its $4.3 billion bid for Italian plane components maker Avio  the Federal Trade Commission said on Friday.,normal
GEK,General Electric Capital Corporation,20130719,US STOCKS-Nasdaq  Dow slip on tech weakness  S&P 500 edges up ,NEW YORK  July 19 The Dow and Nasdaq stock gauges fell on Friday as disappointing results from Microsoft and Google dragged on the market  while the S&P 500 index edged up to end at a second straight record high.,normal
GEK,General Electric Capital Corporation,20130719,REFILE-US STOCKS-Wall St down after record highs  Microsoft shares weigh ,NEW YORK  July 19 The Dow and Nasdaq fell on Friday  led by losses in tech shares after disappointing results from Microsoft and Google.,normal
GEK,General Electric Capital Corporation,20130719,US STOCKS-Wall St set to open flat after tech sector disappoints ,* Investors may take profit after record highs on Dow  S&P,normal
GE,General Electric Company,20130719,GE order book surges; may bode well for global manufacturing ,General Electric Co  on Friday unveiled a surprise jump in its backlog of orders for locomotives  X-ray machines and scores of other industrial products  boosting the conglomerate's shares and stoking hopes for gains in manufacturing around the world. | Video ,topStory
GE,General Electric Company,20130719,UPDATE 7-GE order book surges; may bode well for global manufacturing ,July 19 General Electric Co on Friday unveiled a surprise jump in its backlog of orders for locomotives  X-ray machines and scores of other industrial products  boosting the conglomerate's shares and stoking hopes for gains in manufacturing around the world.,normal
GE,General Electric Company,20130719,FTC approves GE purchase of Avio's aviation business ,WASHINGTON General Electric  won U.S. antitrust approval for its $4.3 billion bid for Italian plane components maker Avio's aviation business  the Federal Trade Commission said on Friday.,normal
GE,General Electric Company,20130719,FTC approves GE purchase of Avio's aviation business ,WASHINGTON General Electric  won U.S. antitrust approval for its $4.3 billion bid for Italian plane components maker Avio  the Federal Trade Commission said on Friday.,normal
GE,General Electric Company,20130719,US FTC approves GE purchase of Avio's aviation business ,WASHINGTON  July 19 General Electric won U.S. antitrust approval for its $4.3 billion bid for Italian plane components maker Avio  the Federal Trade Commission said on Friday.,normal
GE,General Electric Company,20130719,US STOCKS-Nasdaq  Dow slip on tech weakness  S&P 500 edges up ,NEW YORK  July 19 The Dow and Nasdaq stock gauges fell on Friday as disappointing results from Microsoft and Google dragged on the market  while the S&P 500 index edged up to end at a second straight record high.,normal
GE,General Electric Company,20130719,REFILE-US STOCKS-Wall St down after record highs  Microsoft shares weigh ,NEW YORK  July 19 The Dow and Nasdaq fell on Friday  led by losses in tech shares after disappointing results from Microsoft and Google.,normal
GE,General Electric Company,20130719,US STOCKS-Wall St set to open flat after tech sector disappoints ,* Investors may take profit after record highs on Dow  S&P,normal
GEB,General Electric Company,20130719,GE order book surges; may bode well for global manufacturing ,General Electric Co  on Friday unveiled a surprise jump in its backlog of orders for locomotives  X-ray machines and scores of other industrial products  boosting the conglomerate's shares and stoking hopes for gains in manufacturing around the world. | Video ,topStory
GEB,General Electric Company,20130719,UPDATE 7-GE order book surges; may bode well for global manufacturing ,July 19 General Electric Co on Friday unveiled a surprise jump in its backlog of orders for locomotives  X-ray machines and scores of other industrial products  boosting the conglomerate's shares and stoking hopes for gains in manufacturing around the world.,normal
GEB,General Electric Company,20130719,FTC approves GE purchase of Avio's aviation business ,WASHINGTON General Electric  won U.S. antitrust approval for its $4.3 billion bid for Italian plane components maker Avio's aviation business  the Federal Trade Commission said on Friday.,normal
GEB,General Electric Company,20130719,FTC approves GE purchase of Avio's aviation business ,WASHINGTON General Electric  won U.S. antitrust approval for its $4.3 billion bid for Italian plane components maker Avio  the Federal Trade Commission said on Friday.,normal
GEB,General Electric Company,20130719,US FTC approves GE purchase of Avio's aviation business ,WASHINGTON  July 19 General Electric won U.S. antitrust approval for its $4.3 billion bid for Italian plane components maker Avio  the Federal Trade Commission said on Friday.,normal
GEB,General Electric Company,20130719,US STOCKS-Nasdaq  Dow slip on tech weakness  S&P 500 edges up ,NEW YORK  July 19 The Dow and Nasdaq stock gauges fell on Friday as disappointing results from Microsoft and Google dragged on the market  while the S&P 500 index edged up to end at a second straight record high.,normal
GEB,General Electric Company,20130719,REFILE-US STOCKS-Wall St down after record highs  Microsoft shares weigh ,NEW YORK  July 19 The Dow and Nasdaq fell on Friday  led by losses in tech shares after disappointing results from Microsoft and Google.,normal
GEB,General Electric Company,20130719,US STOCKS-Wall St set to open flat after tech sector disappoints ,* Investors may take profit after record highs on Dow  S&P,normal
GM,General Motors Company,20130719,GM recalls 843 new Silverado and Sierra pickups ,DETROIT General Motors Co said it is recalling 843 2014 Chevrolet Silverado and GMC Sierra crew cab pickup trucks because the passenger airbag may not fully inflate in a crash.,topStory
GM,General Motors Company,20130719,GM recalls 843 new Silverado and Sierra pickups ,DETROIT  July 19 General Motors Co said it is recalling 843 2014 Chevrolet Silverado and GMC Sierra crew cab pickup trucks because the passenger airbag may not fully inflate in a crash.,normal
GSK,GlaxoSmithKline PLC,20130719,GSK sends three executives to China to handle crisis ,LONDON GlaxoSmithKline has sent its head of emerging markets and two other top executives to China to lead the drugmaker's response to an unfolding crisis over alleged bribery and corruption.,topStory
GSK,GlaxoSmithKline PLC,20130719,How GlaxoSmithKline missed red flags in China ,LONDON With more compliance officers in China than in any country bar the United States  British drug maker GlaxoSmithKline Plc seemed well-positioned to do things right.,normal
GSK,GlaxoSmithKline PLC,20130719,UPDATE 2-China jeweller Chow Tai Fook named in price-fixing probe-report ,* Report says Chinese authorities investigating shops in Shanghai,normal
GSK,GlaxoSmithKline PLC,20130719,GSK emerging markets head sent to handle China crisis: source ,LONDON GlaxoSmithKline  has sent its head of emerging markets to China to lead the drugmaker's response to an unfolding crisis over alleged bribery and corruption  a person familiar with the situation said on Friday.,normal
GSK,GlaxoSmithKline PLC,20130719,China widens drug industry probe  visits Belgium's UCB ,BRUSSELS/LONDON Belgian drugmaker UCB has been visited by Chinese authorities as the country widens investigations into bribery by drugmakers  following allegations against Britain's GlaxoSmithKline.,normal
GSK,GlaxoSmithKline PLC,20130719,UPDATE 3-China widens drug industry probe  visits Belgium's UCB ,BRUSSELS/LONDON  July 19 Belgian drugmaker UCB  has been visited by Chinese authorities as the country widens investigations into bribery by drugmakers  following allegations against Britain's GlaxoSmithKline.,normal
GS,Goldman Sachs Group Inc (The),20130719,Exclusive: Buyout firm GTCR looks to sell Six3 Systems - sources ,Buyout firm GTCR LLC is exploring a potential sale of Six3 Systems Inc  which provides intelligence services to national security and defense agencies  and hopes to fetch as much as $1 billion  four people familiar with the matter said on Friday.,normal
