SHLM,A Schulman Inc,20130702,A. Schulman drops bid for Ferro  shares fall ,Chemical maker A. Schulman Inc  said it dropped its bid for Ferro Corp   about four months after it had offered $563 million for its smaller rival.,topStory
FB,Facebook Inc,20130702,Winklevoss twins plan IPO for Bitcoin-tracking stock ,SAN FRANCISCO  July 1 The Winklevoss twins  who famously alleged that Facebook Inc founder Mark Zuckerberg stole their website idea  have  revealed plans for an IPO that will give investors exposure to the value of digital currency Bitcoins.,topStory
IEP,Icahn Enterprises LP,20130702,Icahn  affiliates provide bulk of $5.2 billion Dell loan package ,Billionaire investor Carl Icahn and affiliates provided $3.42 billion  or 66 percent  of the $5.2 billion in committed debt financing to back his proposed leveraged recapitalization plan for personal computer maker Dell Inc.,topStory
DTYS,iPath US Treasury 10-year Bear ETN,20130702,S&P cuts Barclays Bank  Credit Suisse  Deutsche Bank ratings ,Standard & Poor's Ratings Services on Tuesday said it lowered its long-term counterparty credit ratings on Barclays Bank PLC  Credit Suisse AG  and Deutsche Bank AG  to A from A-plus.,topStory
DTYS,iPath US Treasury 10-year Bear ETN,20130702,S&P cuts Barclays Bank  Credit Suisse  Deutsche Bank ratings ,July 2 Standard & Poor's Ratings Services on Tuesday said it lowered its long-term counterparty credit ratings on Barclays Bank PLC  Credit Suisse AG and Deutsche Bank AG to A from A-plus.,normal
DTUS,iPath US Treasury 2-year Bear ETN,20130702,S&P cuts Barclays Bank  Credit Suisse  Deutsche Bank ratings ,Standard & Poor's Ratings Services on Tuesday said it lowered its long-term counterparty credit ratings on Barclays Bank PLC  Credit Suisse AG  and Deutsche Bank AG  to A from A-plus.,topStory
DTUS,iPath US Treasury 2-year Bear ETN,20130702,S&P cuts Barclays Bank  Credit Suisse  Deutsche Bank ratings ,July 2 Standard & Poor's Ratings Services on Tuesday said it lowered its long-term counterparty credit ratings on Barclays Bank PLC  Credit Suisse AG and Deutsche Bank AG to A from A-plus.,normal
DTUL,iPath US Treasury 2-year Bull ETN,20130702,S&P cuts Barclays Bank  Credit Suisse  Deutsche Bank ratings ,Standard & Poor's Ratings Services on Tuesday said it lowered its long-term counterparty credit ratings on Barclays Bank PLC  Credit Suisse AG  and Deutsche Bank AG  to A from A-plus.,topStory
DTUL,iPath US Treasury 2-year Bull ETN,20130702,S&P cuts Barclays Bank  Credit Suisse  Deutsche Bank ratings ,July 2 Standard & Poor's Ratings Services on Tuesday said it lowered its long-term counterparty credit ratings on Barclays Bank PLC  Credit Suisse AG and Deutsche Bank AG to A from A-plus.,normal
DFVS,iPath US Treasury 5-year Bear ETN,20130702,S&P cuts Barclays Bank  Credit Suisse  Deutsche Bank ratings ,Standard & Poor's Ratings Services on Tuesday said it lowered its long-term counterparty credit ratings on Barclays Bank PLC  Credit Suisse AG  and Deutsche Bank AG  to A from A-plus.,topStory
DFVS,iPath US Treasury 5-year Bear ETN,20130702,S&P cuts Barclays Bank  Credit Suisse  Deutsche Bank ratings ,July 2 Standard & Poor's Ratings Services on Tuesday said it lowered its long-term counterparty credit ratings on Barclays Bank PLC  Credit Suisse AG and Deutsche Bank AG to A from A-plus.,normal
DFVL,iPath US Treasury 5-year Bull ETN,20130702,S&P cuts Barclays Bank  Credit Suisse  Deutsche Bank ratings ,Standard & Poor's Ratings Services on Tuesday said it lowered its long-term counterparty credit ratings on Barclays Bank PLC  Credit Suisse AG  and Deutsche Bank AG  to A from A-plus.,topStory
DFVL,iPath US Treasury 5-year Bull ETN,20130702,S&P cuts Barclays Bank  Credit Suisse  Deutsche Bank ratings ,July 2 Standard & Poor's Ratings Services on Tuesday said it lowered its long-term counterparty credit ratings on Barclays Bank PLC  Credit Suisse AG and Deutsche Bank AG to A from A-plus.,normal
FLAT,iPath US Treasury Flattener ETN,20130702,S&P cuts Barclays Bank  Credit Suisse  Deutsche Bank ratings ,Standard & Poor's Ratings Services on Tuesday said it lowered its long-term counterparty credit ratings on Barclays Bank PLC  Credit Suisse AG  and Deutsche Bank AG  to A from A-plus.,topStory
FLAT,iPath US Treasury Flattener ETN,20130702,S&P cuts Barclays Bank  Credit Suisse  Deutsche Bank ratings ,July 2 Standard & Poor's Ratings Services on Tuesday said it lowered its long-term counterparty credit ratings on Barclays Bank PLC  Credit Suisse AG and Deutsche Bank AG to A from A-plus.,normal
DLBS,iPath US Treasury Long Bond Bear ETN,20130702,S&P cuts Barclays Bank  Credit Suisse  Deutsche Bank ratings ,Standard & Poor's Ratings Services on Tuesday said it lowered its long-term counterparty credit ratings on Barclays Bank PLC  Credit Suisse AG  and Deutsche Bank AG  to A from A-plus.,topStory
DLBS,iPath US Treasury Long Bond Bear ETN,20130702,S&P cuts Barclays Bank  Credit Suisse  Deutsche Bank ratings ,July 2 Standard & Poor's Ratings Services on Tuesday said it lowered its long-term counterparty credit ratings on Barclays Bank PLC  Credit Suisse AG and Deutsche Bank AG to A from A-plus.,normal
STPP,iPath US Treasury Steepener ETN,20130702,S&P cuts Barclays Bank  Credit Suisse  Deutsche Bank ratings ,Standard & Poor's Ratings Services on Tuesday said it lowered its long-term counterparty credit ratings on Barclays Bank PLC  Credit Suisse AG  and Deutsche Bank AG  to A from A-plus.,topStory
STPP,iPath US Treasury Steepener ETN,20130702,S&P cuts Barclays Bank  Credit Suisse  Deutsche Bank ratings ,July 2 Standard & Poor's Ratings Services on Tuesday said it lowered its long-term counterparty credit ratings on Barclays Bank PLC  Credit Suisse AG and Deutsche Bank AG to A from A-plus.,normal
MSFT,Microsoft Corporation,20130702,Zynga  seeking salvation  names Microsoft Xbox head as CEO ,SAN FRANCISCO Zynga Inc's decision to bring in the head of Microsoft Corp's Xbox business to replace founder Mark Pincus is a bold stroke that was hailed on Wall Street  but it still leaves questions as to who is ultimately in charge at the troubled game-maker. | Video ,topStory
MSFT,Microsoft Corporation,20130702,UPDATE 6-Zynga  seeking salvation  names Microsoft Xbox head as CEO ,* Zynga business model flailing due to rise of mobile games,normal
MORN,Morningstar Inc,20130702,Pimco Total Return Fund posts record outflows of $9.6 billion ,NEW YORK Pimco Total Return  the world's largest bond fund  suffered record large outflows in June  in a second straight month of withdrawals amid carnage in the bond market that have reduced the fund's assets by 8.5 percent  data from Morningstar showed on Tuesday.,topStory
MORN,Morningstar Inc,20130702,UPDATE 2-Pimco Total Return Fund posts record outflows of $9.6 bln ,NEW YORK  July 2 Pimco Total Return  the world's largest bond fund  suffered record large outflows in June  in a second straight month of withdrawals amid carnage in the bond market that have reduced the fund's assets by 8.5 percent  data from Morningstar showed on Tuesday.,normal
CG,The Carlyle Group LP,20130702,Exclusive: Carlyle's CommScope explores IPO after $3.9 billion buyout ,NEW YORK Carlyle Group LP  is weighing an initial public offering of CommScope Holding Company Inc  a telecommunications equipment provider it took private for $3.9 billion less than three years ago  two people familiar with the matter said on Tuesday.,topStory
TCGP,The Carlyle Group LP,20130702,Exclusive: Carlyle's CommScope explores IPO after $3.9 billion buyout ,NEW YORK Carlyle Group LP  is weighing an initial public offering of CommScope Holding Company Inc  a telecommunications equipment provider it took private for $3.9 billion less than three years ago  two people familiar with the matter said on Tuesday.,topStory
VVUS,VIVUS Inc,20130702,Top Vivus holder proposes ex AstraZeneca exec as CEO ,NEW YORK Vivus Inc's largest shareholder on Tuesday took the unusual step of naming the man it would install as the drugmaker's chief executive should it prevail in its battle to gain control of the board of directors this month.,topStory
VVUS,VIVUS Inc,20130702,UPDATE 1-Top Vivus holder proposes ex AstraZeneca exec as CEO ,NEW YORK  July 2 Vivus Inc's largest shareholder on Tuesday took the unusual step of naming the man it would install as the drugmaker's chief executive should it prevail in its battle to gain control of the board of directors this month.,normal
ZNGA,Zynga Inc,20130702,Zynga  seeking salvation  names Microsoft Xbox head as CEO ,SAN FRANCISCO Zynga Inc's decision to bring in the head of Microsoft Corp's Xbox business to replace founder Mark Pincus is a bold stroke that was hailed on Wall Street  but it still leaves questions as to who is ultimately in charge at the troubled game-maker. | Video ,topStory
ZNGA,Zynga Inc,20130702,US STOCKS-Futures higher as positive momentum persists ,NEW YORK  July 2 U.S. stock index futures rose modestly on Tuesday  indicating positive market momentum would continue as investors remain more comfortable with the economic outlook.,normal
ZNGA,Zynga Inc,20130702,UPDATE 6-Zynga  seeking salvation  names Microsoft Xbox head as CEO ,* Zynga business model flailing due to rise of mobile games,normal
ABT,Abbott Laboratories,20130702,UPDATE 2-China probes infant milk firms for antitrust violations ,* Danone  Nestle  Mead Johnson  Abbott cooperating with investigation,topStory
AIG,American International Group Inc,20130702,UPDATE 2-Prudential to fight U.S. proposal to label it "systemic" ,WASHINGTON  July 2 Insurance company Prudential Financial Inc said on Tuesday it will contest a proposal by the new U.S. risk council to designate it as systemically important  a tag that would subject it to stricter oversight by federal banking regulators.,topStory
AM,Antero Midstream Partners LP,20130702,UPDATE 1-American Greetings founding family sweetens go-private offer ,July 2 American Greetings Corp's founding family raised for the third time its offer to take the gift card maker private  sending the company's shares up 5 percent in early trading.,topStory
AM,Antero Midstream Partners LP,20130702,Founding family raises offer to take American Greetings private ,July 2 American Greetings Corp's founding family raised its offer to take the gift card maker private  according to a regulatory filing on Tuesday  sending the company's shares up 4 percent in premarket trading.,normal
AZN,Astrazeneca PLC,20130702,Top Vivus holder proposes ex AstraZeneca exec as CEO ,NEW YORK Vivus Inc's largest shareholder on Tuesday took the unusual step of naming the man it would install as the drugmaker's chief executive should it prevail in its battle to gain control of the board of directors this month.,topStory
AZN,Astrazeneca PLC,20130702,UPDATE 1-Top Vivus holder proposes ex AstraZeneca exec as CEO ,NEW YORK  July 2 Vivus Inc's largest shareholder on Tuesday took the unusual step of naming the man it would install as the drugmaker's chief executive should it prevail in its battle to gain control of the board of directors this month.,normal
SAN,Banco Santander SA,20130702,Santander's Botin set to be questioned on MPS on Wednesday: sources ,SIENA  Italy Banco Santander  chairman Emilio Botin is set to be questioned as a witness to alleged fraud and corruption at Tuscan lender Banca Monte dei Paschi di Siena (MPS)  on Wednesday  sources close the investigation said.,topStory
SAN,Banco Santander SA,20130702,Santander's Botin set to be questioned on MPS on Wednesday -sources ,SIENA  Italy  July 2 Banco Santander  chairman Emilio Botin is set to be questioned as a witness to alleged fraud and corruption at Tuscan lender Banca Monte dei Paschi di Siena (MPS) on Wednesday  sources close the investigation said.,normal
SAN,Banco Santander SA,20130702,Polish bank PKO to sell stake in new insurance arm ,WARSAW Poland's biggest bank PKO BP  has shortlisted insurance firms that may buy around 50 percent of its newly-acquired insurance business  part of plans to diversify into higher margin areas in Poland's overcrowded financial sector.,normal
BCS,Barclays PLC,20130702,S&P cuts Barclays Bank  Credit Suisse  Deutsche Bank ratings ,Standard & Poor's Ratings Services on Tuesday said it lowered its long-term counterparty credit ratings on Barclays Bank PLC  Credit Suisse AG  and Deutsche Bank AG  to A from A-plus.,topStory
BCS,Barclays PLC,20130702,S&P cuts Barclays Bank  Credit Suisse  Deutsche Bank ratings ,July 2 Standard & Poor's Ratings Services on Tuesday said it lowered its long-term counterparty credit ratings on Barclays Bank PLC  Credit Suisse AG and Deutsche Bank AG to A from A-plus.,normal
ABX,Barrick Gold Corporation,20130702,CANADA STOCKS-TSX hits one-week high as energy  Valeant provide boost ,* TSX rises 49.27 points  or 0.41 percent  to 12 178.38     * Seven of 10 main index sectors advance     * Barrick tumbles on mine delay  bullion decline     * BlackBerry slips after brokerage cuts     * Valeant climbs 4.8 percent after RBC raises price target      By John Tilak     TORONTO  July 2 Canada's main stock index touched a one-week high on Tuesday as weakness in gold producers and smartphone maker BlackBerry was offset by robust gains in the energy sector  fueled by a jump,topStory
ABX,Barrick Gold Corporation,20130702,Chile court to rule on suspended Pascua-Lama this month -report ,SANTIAGO  July 2 A Chilean court will rule this month on an attempt by indigenous groups to halt development of Barrick Gold Corp's $8.5 billion Pascua-Lama gold mine  work on which is already suspended  local media reported on Tuesday.,normal
BBT,BB&T Corporation,20130702,REFILE-RESEARCH ALERT-Ply Gem: BB&T Capital Markets starts with buy ,July 2 July 2 Ply Gem Holdings Inc  :  * BB&T Capital Markets starts with buy  price target $25 For a summary of rating and price target changes on U.S. companies:    Reuters Eikon users  click on    Reuters 3000Xtra users  double-click    Reuters Station users  click .1568    For a summary of rating and price target changes on Canadian companies:    Reuters Eikon users  click on    Reuters 3000Xtra users  double-click    Reuters Station users  click .4899,topStory
BBY,Best Buy Co Inc,20130702,Capital One to buy back $1 billion in shares ,Credit card issuer Capital One Financial Corp  said it would buy back shares worth up to $1 billion after it completed the sale of its Best Buy Co Inc  portfolio.,topStory
BBY,Best Buy Co Inc,20130702,Capital One to buy back $1 bln in shares ,July 2 Credit card issuer Capital One Financial Corp said it would buy back shares worth up to $1 billion after it completed the sale of its Best Buy Co Inc  portfolio.,normal
BA,Boeing Company (The),20130702,Auto  factory data hint at some momentum in economy ,WASHINGTON U.S. new motor vehicle sales in June were poised to record their strongest month in more than 5-1/2 years and factories posted a second straight month of gains in new orders in May  indicating some pick-up in economic activity. | Video ,topStory
BP,BP plc,20130702,Former FBI Director Freeh to probe BP spill claims payouts ,July 2 Former FBI Director Louis Freeh will investigate possible misconduct by a lawyer involved in making payments to settle claims by people and businesses affected by the BP spill in the Gulf of Mexico in 2010  the judge in the spill damages case said on Tuesday.,topStory
COF,Capital One Financial Corporation,20130702,Capital One to buy back $1 billion in shares ,Credit card issuer Capital One Financial Corp  said it would buy back shares worth up to $1 billion after it completed the sale of its Best Buy Co Inc  portfolio.,topStory
COF,Capital One Financial Corporation,20130702,Capital One to buy back $1 bln in shares ,July 2 Credit card issuer Capital One Financial Corp said it would buy back shares worth up to $1 billion after it completed the sale of its Best Buy Co Inc  portfolio.,normal
C,Citigroup Inc,20130702,INSIGHT-Citigroup's crown jewel is losing some luster ,NEW YORK  July 2 Citigroup may be losing ground in a business that is central to its recovery plan  as rivals catch on to how much money the unit makes.,topStory
C,Citigroup Inc,20130702,Insight: Citigroup's crown jewel is losing some luster ,NEW YORK Citigroup may be losing ground in a business that is central to its recovery plan  as rivals catch on to how much money the unit makes.,normal
KO,Coca-Cola Company (The),20130702,Investor Diller penalized for Coke securities buy -U.S. Justice ,WASHINGTON  July 2 The U.S. Justice Department said on Tuesday it had reached a proposed settlement with Barry Diller related to allegations that the investor violated antitrust notification requirements when he acquired voting securities of Coca-Cola Co.,topStory
STZ,Constellation Brands Inc,20130702,Constellation Brands misses Wall St forecasts  raises outlook ,Constellation Brands Inc   the world's largest wine company  posted lower-than-expected quarterly earnings on Tuesday after higher grape costs hurt margins.,topStory
STZ,Constellation Brands Inc,20130702,UPDATE 2-Constellation Brands misses Wall St forecasts  raises outlook ,* Quarterly earnings of $0.38 a share; analysts expected $0.40,normal
DVA,DaVita Inc,20130702,Dialysis stocks hit by proposed U.S. reimbursement cuts ,A proposal to slash reimbursements to kidney dialysis centers in the United States drove down shares of Fresenius Medical Care AG and Davita Healthcare Partners Inc  two of the world's leading providers of dialysis services.,topStory
DB,Deutsche Bank AG,20130702,S&P cuts Barclays Bank  Credit Suisse  Deutsche Bank ratings ,Standard & Poor's Ratings Services on Tuesday said it lowered its long-term counterparty credit ratings on Barclays Bank PLC  Credit Suisse AG  and Deutsche Bank AG  to A from A-plus.,topStory
DB,Deutsche Bank AG,20130702,S&P cuts Barclays Bank  Credit Suisse  Deutsche Bank ratings ,July 2 Standard & Poor's Ratings Services on Tuesday said it lowered its long-term counterparty credit ratings on Barclays Bank PLC  Credit Suisse AG and Deutsche Bank AG to A from A-plus.,normal
FOE,Ferro Corporation,20130702,A. Schulman drops bid for Ferro  shares fall ,Chemical maker A. Schulman Inc  said it dropped its bid for Ferro Corp   about four months after it had offered $563 million for its smaller rival.,topStory
FIS,Fidelity National Information Services Inc,20130702,MOVES-StanChart  FIS  RSA  LaSalle  Baring  Thomas Miller ,July 2 The following financial services industry appointments were announced on Tuesday. To inform us of other job changes  email to moves@thomsonreuters.com.,topStory
F,Ford Motor Company,20130702,UPDATE 3-Trucks lift U.S. auto sales to best month since 2007 ,* Industry rides coattails of improving U.S. housing market,topStory
F,Ford Motor Company,20130702,US STOCKS-Wall Street dips  investors look to Friday payroll data ,* Dow off 0.4 pct  S&P 500 off 0.3 pct  Nasdaq down 0.4 pct   (Updates to early afternoon),normal
F,Ford Motor Company,20130702,US STOCKS-Wall St extends gains ahead of Friday's payrolls data ,* Fed's Dudley to speak about national economic conditions,normal
F,Ford Motor Company,20130702,CORRECTED-UPDATE 1-Demand for big pickup trucks fuels June U.S. auto sales ,(Corrects first bullet point to "best monthly sales rate" instead of "best June"),normal
F,Ford Motor Company,20130702,US STOCKS-Wall St gains for second day; eyes on payroll data Fri ,* Fed's Dudley to speak about national economic conditions,normal
FMS,Fresenius Medical Care Corporation,20130702,European shares retreat  charts signal more weakness ,* Euro STOXX 50 down 0.7 pct  fails to hold above 200-day MA,topStory
FMS,Fresenius Medical Care Corporation,20130702,European shares retreat  charts signal more weakness ,LONDON  July 2 European equities drifted lower in thin volumes on Tuesday  led by Fresenius Medical Care   and failure to hold above an important technical level opened the door to further index weakness in the near term.,normal
FMS,Fresenius Medical Care Corporation,20130702,Dialysis stocks hit by proposed U.S. reimbursement cuts ,A proposal to slash reimbursements to kidney dialysis centers in the United States drove down shares of Fresenius Medical Care AG and Davita Healthcare Partners Inc  two of the world's leading providers of dialysis services.,normal
GEH,General Electric Capital Corporation,20130702,GE Capital will not appeal risk panel's proposed systemic tag ,WASHINGTON GE Capital  the financial services arm of General Electric   said on Tuesday it will not appeal a proposal by the new U.S. risk council to designate the firm as systemically important  a tag that will subject the company to tougher regulations.,topStory
GEH,General Electric Capital Corporation,20130702,American Realty seeks No.2 spot in net leases with $3.1 billion buy ,American Realty Capital Properties Inc  (ARCP) said it would buy American Realty Capital Trust IV (ARCT) for $3.1 billion as it seeks to become the second-largest operator in the fast-growing U.S. net-lease property sector.,normal
GEH,General Electric Capital Corporation,20130702,UPDATE 2-American Realty seeks No.2 spot in net leases with $3.1 bln buy ,* ARCT shareholders to get $30/share in cash or 2.05 shares of ARCP,normal
GEH,General Electric Capital Corporation,20130702,UPDATE 1-Japan's MUFG agrees to buy $5.61 bln stake in Thai lender ,* MUFG requires Thai central bank and ministry of finance approval,normal
GEH,General Electric Capital Corporation,20130702,GE gains EU approval for $4.3 billion Avio buy ,BRUSSELS U.S. conglomerate General Electric  won EU clearance on Tuesday for its $4.3 billion bid for Italian plane components maker AVIO after agreeing to protect strategic information related to the Eurofighter project.,normal
GEK,General Electric Capital Corporation,20130702,GE Capital will not appeal risk panel's proposed systemic tag ,WASHINGTON GE Capital  the financial services arm of General Electric   said on Tuesday it will not appeal a proposal by the new U.S. risk council to designate the firm as systemically important  a tag that will subject the company to tougher regulations.,topStory
GEK,General Electric Capital Corporation,20130702,American Realty seeks No.2 spot in net leases with $3.1 billion buy ,American Realty Capital Properties Inc  (ARCP) said it would buy American Realty Capital Trust IV (ARCT) for $3.1 billion as it seeks to become the second-largest operator in the fast-growing U.S. net-lease property sector.,normal
GEK,General Electric Capital Corporation,20130702,UPDATE 2-American Realty seeks No.2 spot in net leases with $3.1 bln buy ,* ARCT shareholders to get $30/share in cash or 2.05 shares of ARCP,normal
GEK,General Electric Capital Corporation,20130702,UPDATE 1-Japan's MUFG agrees to buy $5.61 bln stake in Thai lender ,* MUFG requires Thai central bank and ministry of finance approval,normal
GEK,General Electric Capital Corporation,20130702,GE gains EU approval for $4.3 billion Avio buy ,BRUSSELS U.S. conglomerate General Electric  won EU clearance on Tuesday for its $4.3 billion bid for Italian plane components maker AVIO after agreeing to protect strategic information related to the Eurofighter project.,normal
GE,General Electric Company,20130702,GE Capital will not appeal risk panel's proposed systemic tag ,WASHINGTON GE Capital  the financial services arm of General Electric   said on Tuesday it will not appeal a proposal by the new U.S. risk council to designate the firm as systemically important  a tag that will subject the company to tougher regulations.,topStory
GE,General Electric Company,20130702,American Realty seeks No.2 spot in net leases with $3.1 billion buy ,American Realty Capital Properties Inc  (ARCP) said it would buy American Realty Capital Trust IV (ARCT) for $3.1 billion as it seeks to become the second-largest operator in the fast-growing U.S. net-lease property sector.,normal
GE,General Electric Company,20130702,UPDATE 2-American Realty seeks No.2 spot in net leases with $3.1 bln buy ,* ARCT shareholders to get $30/share in cash or 2.05 shares of ARCP,normal
GE,General Electric Company,20130702,UPDATE 1-Japan's MUFG agrees to buy $5.61 bln stake in Thai lender ,* MUFG requires Thai central bank and ministry of finance approval,normal
GE,General Electric Company,20130702,GE gains EU approval for $4.3 billion Avio buy ,BRUSSELS U.S. conglomerate General Electric  won EU clearance on Tuesday for its $4.3 billion bid for Italian plane components maker AVIO after agreeing to protect strategic information related to the Eurofighter project.,normal
GEB,General Electric Company,20130702,Prudential to fight U.S. proposal to label it 'systemic' ,WASHINGTON Insurance company Prudential Financial Inc  said on Tuesday it will contest a proposal by the new U.S. risk council to designate it as systemically important  a tag that would subject it to stricter oversight by federal banking regulators.,topStory
GEB,General Electric Company,20130702,UPDATE 2-Prudential to fight U.S. proposal to label it "systemic" ,WASHINGTON  July 2 Insurance company Prudential Financial Inc said on Tuesday it will contest a proposal by the new U.S. risk council to designate it as systemically important  a tag that would subject it to stricter oversight by federal banking regulators.,normal
GEB,General Electric Company,20130702,GE Capital will not appeal risk panel's proposed systemic tag ,WASHINGTON GE Capital  the financial services arm of General Electric   said on Tuesday it will not appeal a proposal by the new U.S. risk council to designate the firm as systemically important  a tag that will subject the company to tougher regulations.,normal
GEB,General Electric Company,20130702,American Realty seeks No.2 spot in net leases with $3.1 billion buy ,American Realty Capital Properties Inc  (ARCP) said it would buy American Realty Capital Trust IV (ARCT) for $3.1 billion as it seeks to become the second-largest operator in the fast-growing U.S. net-lease property sector.,normal
GEB,General Electric Company,20130702,UPDATE 2-American Realty seeks No.2 spot in net leases with $3.1 bln buy ,* ARCT shareholders to get $30/share in cash or 2.05 shares of ARCP,normal
GEB,General Electric Company,20130702,UPDATE 1-Japan's MUFG agrees to buy $5.61 bln stake in Thai lender ,* MUFG requires Thai central bank and ministry of finance approval,normal
GEB,General Electric Company,20130702,GE gains EU approval for $4.3 billion Avio buy ,BRUSSELS U.S. conglomerate General Electric  won EU clearance on Tuesday for its $4.3 billion bid for Italian plane components maker AVIO after agreeing to protect strategic information related to the Eurofighter project.,normal
GM,General Motors Company,20130702,UPDATE 3-Trucks lift U.S. auto sales to best month since 2007 ,* Industry rides coattails of improving U.S. housing market,topStory
GM,General Motors Company,20130702,Trucks lift U.S. auto sales to best month since 2007 ,DETROIT Sales of brawny pickup trucks fueled strong demand for new vehicles in the United States in June  driving the industry toward its strongest month since late 2007  before the financial crisis that drove General Motors Co  and Chrysler into bankruptcy.,normal
GM,General Motors Company,20130702,UPDATE 1-GM  Honda to develop hydrogen fuel-cell vehicles by 2020 ,DETROIT  July 2 General Motors Co and Honda Motor Co will jointly develop hydrogen fuel-cell vehicle systems over the next seven years  the latest alliance in an industrywide effort to cut the cost of the new technology while meeting stricter global emissions rules.,normal
GM,General Motors Company,20130702,CORRECTED-UPDATE 1-Demand for big pickup trucks fuels June U.S. auto sales ,(Corrects first bullet point to "best monthly sales rate" instead of "best June"),normal
GM,General Motors Company,20130702,GM  Honda to jointly develop hydrogen fuel-cell vehicles by 2020 ,DETROIT  July 2 General Motors Co and Honda Motor Co will jointly develop hydrogen fuel-cell vehicles over the next seven years  the latest alliance in an industry-wide effort to cut the technology's costs and meet stricter global emissions rules.,normal
GM,General Motors Company,20130702,GM appeals to American patriotism to sell new Silverado ,DETROIT Chevrolet's marketing campaign for its redesigned Silverado pickup truck is the U.S. automaker's latest attempt to appeal to American patriotism  in a vehicle segment where its offering has been the oldest on the block.,normal
GS,Goldman Sachs Group Inc (The),20130702,UPDATE 2-Goldman closes Brent/WTI call as spread hits 2.5-year low ,NEW YORK  July 2 Goldman Sachs Group Inc  closed its trading recommendation to buy U.S. crude oil and sell Brent oil on Tuesday  as the closely watched spread between the European and U.S. benchmarks reached its narrowest since early 2011.,topStory
GS,Goldman Sachs Group Inc (The),20130702,Goldman closes Brent/WTI call as spread hits 2.5-year low ,NEW YORK Goldman Sachs  closed its trading recommendation to buy U.S. crude oil and sell Brent oil on Tuesday as the closely watched spread between the European and U.S. benchmarks reached its narrowest since early 2011.,normal
GS,Goldman Sachs Group Inc (The),20130702,Thomson Reuters to buy FX option business from Tradeweb ,LONDON Thomson Reuters Corp   has agreed to buy the foreign exchange options business of Tradeweb Markets for an undisclosed amount  the company said on Tuesday.,normal
GS,Goldman Sachs Group Inc (The),20130702,BofA hires ex-Goldman banker Woo as China FIG head-memo ,HONG KONG  July 2 Bank of America Merrill Lynch  hired Michael Woo as head of China Financial Institutions Group (FIG) investment banking  as the New York-based firm looks to deepen its ties with insurance companies and banks in the world's second largest economy.,normal
GS,Goldman Sachs Group Inc (The),20130702,Goldman Sachs names Ken Hitchner as president in Asia Pacific ex-Japan ,HONG KONG  July 2 Goldman Sachs Group Inc  has appointed Ken Hitchner as its new president for Asia Pacific  excluding Japan  the bank announced on Tuesday.,normal
