0 0 0 0 729 259 50 1691 71 40 129 183 259 50 336 55 551 251 856 504 -0.000775
0 0 0 0 0 0 289 69 364 136 289 19 309 77 69 205 126 113 1614 35 -0.000775
0 0 0 0 0 0 0 0 139 421 332 91 943 126 40 645 1109 1212 221 88 -0.000775
50 71 40 129 183 27 599 700 12 259 50 336 66 15 2 55 551 251 856 504 -0.000775
136 71 40 129 183 27 599 700 12 259 50 336 66 15 2 55 551 251 856 504 -0.000775
3 289 126 28 136 289 159 653 34 28 299 205 126 113 1614 35 464 23 17 1050 -0.000775
0 0 0 0 0 0 0 0 0 0 0 0 1173 14 105 1257 33 3 78 1172 -0.000775
0 0 0 0 0 0 0 112 324 136 508 1149 108 621 340 105 35 126 755 1109 -0.000775
0 0 0 0 0 584 1692 563 188 70 1174 562 1692 18 563 2 1175 355 1449 672 0.013041
0 0 0 0 0 0 0 0 0 0 0 0 0 0 783 2000 696 759 20 477 0.013041
0 0 0 0 0 0 0 0 332 1918 621 340 105 35 126 755 393 1173 14 1349 0.013041
0 0 0 0 3 584 563 2000 1292 70 1174 562 1692 18 563 2 1175 355 1449 672 0.013041
0 0 0 0 0 0 0 0 3 16 48 888 660 170 251 121 1927 176 455 73 0.013041
0 5 16 76 50 70 16 76 201 44 857 1350 251 858 35 357 1553 469 553 1297 0.013041
0 0 0 0 0 0 0 16 76 50 70 16 76 201 485 41 225 31 857 16 0.013041
0 0 0 16 76 50 16 76 201 44 857 1350 251 858 35 357 1553 469 553 1297 0.013041
170 251 70 16 888 501 525 251 856 1394 227 35 257 27 30 827 170 314 146 1554 0.013041
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 353 153 696 2000 2000 0.036494
0 0 0 0 0 0 0 0 0 0 0 0 510 197 1252 184 7 197 1252 2000 0.036494
0 0 0 112 1254 621 131 112 508 108 1254 621 205 518 357 445 302 55 106 40 0.036494
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 112 54 188 757 72 0.036494
0 203 1028 2000 114 84 1028 699 1495 221 203 538 146 1000 1079 126 113 15 2000 1298 -0.002378
0 0 203 194 38 113 114 84 77 322 699 1495 203 15 108 538 121 2000 14 2 -0.002378
0 0 0 0 0 495 2000 470 251 114 14 31 756 2 30 644 85 130 251 41 -0.002378
0 0 0 117 76 46 141 30 42 491 215 1496 76 117 76 1051 134 14 2000 156 -0.002378
0 0 0 0 0 0 0 0 0 0 139 185 2000 203 139 1395 203 15 14 282 -0.002378
0 0 5 148 495 470 76 251 114 2000 2000 756 2 30 644 85 130 251 41 31 -0.002378
0 0 0 0 0 0 0 0 0 0 0 0 0 5 117 76 46 39 282 1110 -0.002378
0 0 0 23 2000 203 328 114 209 2000 6 699 160 203 15 4 95 1213 203 14 -0.002378
0 0 0 0 0 0 0 2000 3 373 39 43 327 944 158 2 24 166 42 533 -0.000879
0 0 0 0 3 23 13 17 3 358 23 13 17 346 55 1493 45 66 588 168 -0.000879
0 2000 876 5 1258 701 2000 203 14 40 80 59 2000 1855 32 1176 11 328 661 1396 0.000405
0 0 0 0 0 0 760 251 5 470 431 760 76 251 1615 135 1350 45 16 279 0.000405
40 1616 323 2000 539 367 254 773 31 813 1693 2000 328 2000 35 48 567 1001 77 31 0.018169
0 0 0 0 0 0 32 102 17 133 32 102 17 41 200 446 277 19 99 1555 0.018169
1616 323 2000 18 539 367 254 773 31 813 1693 2000 328 2000 35 48 567 1001 77 31 0.018169
257 27 1111 2000 29 12 470 661 599 257 27 1111 2000 29 12 471 251 35 352 128 0.018169
27 1111 2000 29 68 18 470 661 599 257 27 1111 2000 29 12 471 251 35 352 128 0.018169
0 0 0 0 0 0 0 0 0 0 0 0 0 108 877 294 568 877 192 192 0.018169
27 1111 2000 29 68 18 470 661 599 257 27 1111 2000 29 12 471 251 35 352 128 0.018169
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1177 877 273 1351 1002 37 0.018169
12 78 6 210 39 2000 2000 78 4 2 447 215 702 1397 3 12 174 644 53 146 -0.012356
78 18 6 210 39 2000 2000 78 4 2 447 215 702 1397 3 12 174 644 53 146 -0.012356
0 0 0 0 540 684 2000 359 132 29 78 255 540 684 258 14 108 71 359 132 -0.012356
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 188 1080 618 6 142 -0.004918
0 0 0 0 0 0 0 0 0 0 0 3 1694 142 125 206 41 125 80 1146 -0.004918
0 0 0 0 0 0 0 0 0 123 378 35 37 123 378 35 13 5 9 19 -0.000442
0 0 0 0 0 0 0 0 0 0 0 0 0 0 89 2000 89 444 4 1856 -0.000442
0 0 0 0 0 0 0 0 0 0 0 0 0 89 2000 37 89 444 4 1856 -0.000442
0 0 0 0 0 0 0 0 3 123 378 35 37 123 378 35 13 5 9 19 -0.000442
0 0 0 0 0 0 0 0 0 0 3 188 26 465 587 2000 1048 17 2000 28 -0.000442
0 473 29 337 77 133 473 54 333 635 56 85 337 80 2000 19 99 1555 214 618 0.001709
473 29 337 77 133 51 473 54 333 635 56 85 337 80 2000 19 99 1555 214 618 0.001709
0 0 0 0 0 0 0 0 0 0 0 0 914 92 691 1299 303 202 294 878 0.001709
0 0 0 0 0 0 0 0 0 0 0 0 242 735 51 97 185 242 252 19 0.001709
0 0 0 0 0 0 0 0 5 123 378 13 5 75 125 2000 477 119 685 1497 0.001709
0 0 0 0 0 0 0 0 0 0 914 134 92 1695 654 204 102 13 33 70 0.001709
738 646 1556 413 87 98 413 138 481 307 785 781 355 1498 379 739 209 74 32 740 0.009049
0 0 0 40 769 61 828 122 87 50 40 129 336 270 16 828 700 12 122 2000 0.009049
0 0 0 0 40 769 61 828 122 50 40 129 336 270 16 828 700 12 122 2000 0.009049
0 0 0 0 0 0 0 0 0 0 26 208 408 659 28 431 63 8 659 344 0.002428
0 0 0 0 0 0 0 0 0 0 3 26 113 208 659 1112 68 344 344 1146 0.002428
0 0 0 0 0 0 0 0 0 0 0 16 1450 76 73 90 16 228 128 310 0.002428
0 0 0 0 729 259 76 468 103 44 183 772 55 551 76 468 31 45 16 215 0.014973
0 0 0 0 3 259 76 468 103 44 183 259 76 468 31 782 56 736 551 31 0.014973
0 0 0 0 0 0 0 0 0 0 0 230 2 4 230 298 1178 380 1052 70 0.004099
0 0 0 0 0 0 0 0 0 0 230 109 2 4 230 298 1178 380 1052 70 0.004099
0 0 0 0 0 0 0 0 0 5 230 109 2 4 230 298 1178 380 1052 70 0.004099
0 0 0 0 40 1781 729 2000 68 1557 124 71 1781 183 27 700 18 12 259 1928 0.011266
110 1081 435 258 289 32 110 41 435 83 29 9 2000 12 15 24 368 1082 2000 14 0.015707
619 255 103 541 51 2000 1029 1113 400 1499 86 1150 621 10 256 17 510 332 5 37 0.015707
0 0 0 0 0 0 0 3 32 2000 68 110 1081 435 258 426 83 29 9 110 0.015707
0 0 0 0 0 0 0 0 32 13 75 131 2 24 32 35 217 446 13 9 -0.003216
0 0 0 0 0 0 0 133 670 225 492 131 261 2000 19 1084 1697 2 360 781 -0.003216
0 0 0 0 0 0 0 0 133 670 225 492 261 2000 19 1084 1697 2 360 781 -0.003216
0 0 0 0 0 0 0 0 0 0 0 0 0 3 143 668 633 21 633 289 -0.003216
5 209 217 2000 13 75 131 32 13 9 600 2000 349 217 80 152 1929 496 300 217 -0.003216
0 0 209 217 2000 13 9 32 13 9 600 2000 349 217 80 152 1929 496 300 217 0.011922
0 0 0 0 0 0 0 0 0 0 2000 13 9 426 217 21 2000 2000 1451 448 0.011922
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2000 784 0.011922
0 0 0 0 0 16 72 660 170 251 114 16 72 660 251 1394 4 352 584 170 0.011922
0 0 0 0 0 0 0 0 0 0 112 357 132 644 55 106 204 77 1214 88 0.011922
0 0 0 0 0 0 0 0 0 0 0 0 0 6 55 106 204 77 1214 88 0.011922
0 0 0 0 0 0 0 0 0 0 132 106 381 2000 204 77 1617 829 1214 88 0.011922
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 1398 795 106 72 0.011922
0 0 0 0 369 299 910 12 41 5 503 35 343 454 2 35 369 910 12 41 -0.008411
0 0 0 0 0 0 0 117 814 112 2000 132 852 1615 591 1214 294 1300 2000 1782 -0.008411
0 23 2000 5 569 41 2000 2000 456 351 343 454 179 381 35 24 182 2000 2000 592 -0.008411
0 0 0 0 0 112 2000 2000 10 3 8 112 10 1399 8 10 5 8 239 211 -0.008411
0 0 0 0 0 0 0 0 117 814 10 5 8 10 3 8 10 3 8 123 -0.008411
0 0 0 0 0 0 0 915 509 1085 13 610 93 1030 1085 741 298 6 422 1698 0.014345
0 0 0 3 32 217 58 18 330 174 1614 532 217 25 328 19 99 74 66 96 0.001778
133 29 565 143 20 430 1151 13 12 18 12 85 538 438 19 99 1555 289 66 96 -0.006685
0 0 0 0 0 0 0 469 137 29 4 2 1003 137 469 128 277 335 1179 143 -0.006685
0 0 55 117 738 147 149 266 55 117 152 322 86 149 54 11 1783 1179 142 351 0.01073
0 0 0 0 0 0 0 0 5 55 117 738 147 149 1930 622 68 147 796 68 0.01073
0 0 0 0 0 324 51 78 255 540 684 713 689 320 378 97 340 1114 71 132 0.01073
0 0 0 0 0 0 60 1053 296 49 15 38 60 1053 296 49 154 19 392 125 -0.00508
0 0 0 0 0 0 0 60 235 49 15 133 60 1053 296 49 154 19 392 125 -0.00508
0 0 0 0 5 60 1053 296 49 15 133 38 60 1053 296 49 154 19 392 125 -0.00508
0 0 0 0 0 0 0 0 0 0 0 30 38 1558 30 730 385 422 360 218 -0.00508
0 0 0 0 0 0 0 0 0 0 0 0 0 3 32 668 686 2000 68 32 -0.00508
0 0 0 0 0 13 60 235 49 15 133 38 60 1053 296 49 154 19 392 125 -0.00508
0 0 0 0 0 0 502 2000 49 815 2 502 2000 49 815 154 995 727 296 420 -0.002872
0 0 0 0 0 502 2000 49 815 83 2 502 2000 49 815 154 995 727 296 420 -0.002872
0 0 0 0 0 0 0 0 0 0 0 0 0 49 272 288 185 49 243 98 -0.002872
0 0 0 0 0 0 0 60 235 49 15 133 60 1053 296 49 154 19 392 125 -0.002872
0 0 0 0 0 1452 154 995 49 816 154 995 49 1453 542 2000 1559 242 2 347 -0.002872
0 0 0 0 1452 154 995 49 83 816 154 995 49 1453 542 2000 1559 242 2 347 -0.002872
129 6 306 103 875 1560 1560 2000 401 2000 232 731 350 465 1698 507 2000 731 1301 188 -0.002872
0 0 0 0 0 166 1500 378 289 686 2 24 349 153 406 32 1618 289 668 1454 -0.002872
0 0 0 0 0 0 0 0 0 0 0 23 49 83 272 288 185 49 243 98 -0.002872
0 0 0 0 0 0 623 456 25 133 623 25 1561 269 456 461 357 703 188 19 -0.010028
0 0 0 0 0 623 456 25 133 82 623 25 1561 269 456 461 357 703 188 19 -0.010028
314 46 73 100 431 16 122 170 314 146 1554 282 50 2000 2000 251 35 1784 910 12 -0.002495
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 170 122 784 1026 -0.002495
0 0 0 2000 570 786 2000 178 1562 1857 309 1086 232 2000 1115 336 357 179 1785 422 -0.002495
46 73 100 431 16 122 170 314 146 1554 282 50 2000 2000 251 35 1784 227 2000 12 -0.002495
0 106 159 221 634 963 2000 480 669 347 159 425 106 964 130 317 36 88 875 1782 -0.000976
13 557 2000 439 704 225 64 22 6 182 2000 407 928 2000 32 170 264 84 394 1293 -0.000976
0 0 0 0 0 0 0 0 0 77 221 1259 253 30 2000 71 943 275 965 161 -0.00467
0 0 0 0 0 0 0 0 1054 122 61 2 700 18 12 122 30 40 50 484 -0.00467
0 0 0 0 0 0 0 0 1054 122 120 61 2 700 18 12 122 30 40 484 -0.00467
0 0 0 3 193 57 125 63 193 57 20 125 66 96 2 40 84 2000 311 142 -0.00467
0 0 0 0 193 57 125 63 193 57 20 45 125 66 96 40 84 2000 311 142 -0.00467
365 605 218 217 1004 64 2 328 405 12 1553 178 218 56 59 251 23 387 200 2000 -0.00467
200 365 605 218 217 1004 2 328 405 12 1553 178 218 56 59 251 23 387 200 2000 -0.00467
0 0 0 0 0 0 5 1054 122 120 61 2 700 18 12 122 30 40 50 484 -0.00467
0 0 0 0 0 0 0 0 48 2000 1215 63 60 1215 683 204 601 66 96 243 -0.010287
0 0 0 0 0 49 2000 1931 1455 123 2000 1931 478 49 761 49 782 494 1145 49 -0.010287
36 368 49 235 662 125 141 48 705 160 235 155 49 1257 1053 235 601 66 96 2 -0.010287
0 0 0 1616 6 124 2000 220 144 74 2000 1151 1005 2 133 371 58 52 673 1616 -0.00538
0 0 0 1689 600 456 124 773 31 610 1349 1353 1700 1260 2000 47 52 41 31 1456 -0.00538
0 0 0 1689 600 456 124 773 31 610 1349 1353 1700 1260 2000 47 52 41 31 1456 -0.00538
0 0 0 0 0 0 0 0 193 276 593 54 85 504 1613 593 54 85 19 99 -0.005193
0 0 0 0 0 0 0 193 276 593 54 85 124 504 1613 593 54 85 19 99 -0.005193
0 0 0 0 0 1031 90 136 47 118 35 1006 149 28 11 300 2000 325 496 300 -0.005193
0 0 0 0 0 474 136 289 94 31 364 432 11 180 26 1079 916 113 647 1501 -0.005193
0 0 887 88 285 1055 136 78 255 262 964 714 65 2000 97 839 340 569 119 59 -0.005193
0 0 0 0 0 0 0 0 0 0 0 0 0 70 70 97 318 797 1701 197 0.001661
0 0 0 0 594 15 67 46 594 67 186 1216 13 9 72 217 1614 692 4 2 0.001661
0 0 0 594 15 67 70 46 594 67 186 1216 13 9 72 217 1614 692 4 2 0.001661
0 473 6 407 92 42 774 77 473 405 56 355 92 42 774 230 19 99 194 430 0.001661
473 6 407 92 42 774 70 77 473 405 56 355 92 42 774 230 19 99 194 430 0.001661
0 0 0 0 0 0 1031 90 47 118 35 1006 149 28 11 300 2000 325 496 300 0.001661
0 0 0 217 25 3 611 217 25 65 4 115 188 1550 1152 533 496 300 217 21 0.0
0 53 150 165 966 1145 377 267 53 328 24 2000 123 328 119 11 668 35 571 2 0.0
0 0 0 0 0 0 0 0 3 53 150 165 511 119 11 53 182 888 357 56 0.0
0 0 0 0 0 41 195 133 5 22 1858 195 19 388 1457 400 1217 420 230 1302 -0.004163
0 0 0 0 0 0 0 0 0 0 1218 40 40 219 14 194 291 75 449 38 -0.004163
736 192 1153 40 3 17 108 118 47 42 127 633 35 13 18 17 221 10 2000 17 -0.004163
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 41 195 798 1786 -0.004163
0 0 0 0 0 0 0 481 1500 33 2000 113 77 54 350 2000 941 889 35 1564 0.019253
0 0 0 0 0 76 73 1007 769 16 76 393 4 2000 298 4 465 73 1502 817 -0.000524
0 0 0 0 76 73 1007 769 51 16 76 393 4 2000 298 4 465 73 1502 817 -0.000524
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2000 37 67 1458 63 -0.000524
0 0 0 0 0 0 0 0 0 2000 2000 785 51 148 1216 431 191 392 215 50 -0.000524
10 18 17 929 5 2000 332 5 17 4 19 20 413 26 1702 26 20 128 142 648 -0.000524
0 0 0 645 1396 178 57 591 732 645 1396 2000 755 35 2 98 153 624 2000 263 0.01356
0 0 645 1396 178 57 51 591 732 645 1396 2000 755 35 2 98 153 624 2000 263 0.01356
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 335 41 913 195 0.01356
0 0 0 0 0 0 2000 761 187 154 83 154 663 761 187 1008 338 138 2000 572 -0.001469
0 0 0 0 185 543 157 165 83 287 71 1931 1218 2000 1148 926 742 355 368 1056 -0.001469
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 112 914 239 78 -0.015407
1116 12 170 46 1557 183 27 1116 12 526 154 285 1180 250 71 584 170 314 45 16 -0.022843
0 0 0 0 0 0 0 197 967 103 1144 1565 115 197 232 153 337 115 2000 185 -0.022843
0 0 0 0 0 0 0 0 0 0 0 3 15 78 103 569 1932 361 143 21 -0.022843
0 0 0 0 0 0 0 0 0 0 5 2000 1116 68 170 46 1557 176 585 163 -0.022843
0 0 0 0 0 0 0 132 55 10 18 8 112 10 23 8 10 5 8 123 -0.022843
0 0 0 0 0 0 0 0 0 10 23 8 10 18 8 10 18 8 211 621 -0.022843
0 0 0 0 0 0 0 0 132 55 10 18 8 112 10 23 8 10 5 8 -0.022843
0 0 0 0 0 0 0 0 0 0 0 2000 361 233 100 2 2000 361 463 233 -0.020626
0 0 0 0 0 0 0 0 0 0 208 1024 100 208 1024 54 672 142 45 344 -0.020626
0 0 0 0 0 0 0 204 121 303 262 227 29 17 344 19 208 303 54 672 -0.020626
0 0 0 0 0 0 0 0 0 0 3 204 121 303 1024 90 633 276 147 344 -0.020626
0 0 0 18 98 64 144 11 100 56 52 40 787 2000 80 142 1933 4 236 890 -0.020626
2000 572 891 64 135 61 572 160 1219 235 228 36 2000 891 2000 81 48 879 48 74 0.008615
0 0 0 0 0 0 0 0 2000 743 58 109 78 880 744 1619 745 715 153 2000 -0.011115
0 0 0 0 0 0 0 3 2000 743 58 109 78 880 744 1619 745 715 153 2000 -0.011115
0 0 3 573 121 106 1351 3 3 5 126 40 573 38 29 8 29 2000 8 1787 -0.011115
2000 762 12 622 12 30 1859 376 683 117 11 52 538 57 438 19 99 74 66 96 0.000422
0 0 0 28 102 358 2000 77 29 17 139 69 28 302 541 5 12 608 703 14 0.000422
0 0 0 0 0 0 0 0 0 0 1151 622 12 376 683 706 477 13 2000 133 0.000422
0 0 0 0 0 0 0 0 0 0 2000 743 78 880 744 1619 745 715 153 2000 0.000422
0 0 0 0 0 0 0 0 0 0 0 3 2000 743 58 392 2000 168 636 176 0.000422
2000 762 12 622 12 30 1859 376 683 117 11 52 538 57 438 19 99 74 66 96 0.000422
0 0 0 0 0 0 0 0 0 0 0 0 0 5 23 166 6 225 344 176 0.000422
0 0 0 0 0 0 0 0 0 13 28 707 381 126 106 386 589 455 53 146 0.000422
0 0 0 0 0 1261 2000 60 139 272 48 799 336 400 859 173 60 6 612 11 0.01838
0 0 0 0 1261 2000 60 124 139 272 48 799 336 400 859 173 60 6 612 11 0.01838
0 0 0 0 0 0 0 0 0 0 0 26 124 19 69 26 205 113 1614 35 0.01838
0 0 0 3 1261 2000 60 124 139 272 48 799 336 400 859 173 60 6 612 11 0.01838
0 0 0 0 0 0 0 0 3 69 28 124 289 1614 159 653 34 28 625 2000 0.01838
0 0 0 738 112 132 123 124 508 1149 108 112 644 132 1400 755 1212 1173 14 1349 0.01838
0 0 0 0 0 0 0 1149 340 10 3 8 10 5 8 10 23 8 211 91 0.01838
0 0 0 0 0 0 0 0 0 0 0 1860 324 10 13 8 10 18 8 176 0.01838
0 0 0 0 0 0 0 0 1861 490 22 6 2000 2000 48 860 574 2000 1303 2 -0.000103
0 0 0 0 0 0 0 1861 490 136 22 6 2000 2000 48 860 574 2000 1303 2 -0.000103
0 0 0 0 0 0 0 0 0 0 0 0 738 21 967 930 40 1565 132 55 -0.000103
0 0 0 0 0 0 0 0 1620 136 41 80 130 393 1566 453 41 2000 55 117 -0.000103
0 0 0 0 0 0 0 0 0 1620 41 80 130 393 1566 453 41 2000 55 117 -0.000103
0 0 0 0 0 0 0 0 0 0 0 429 136 133 243 429 31 4 430 2000 -0.000103
0 0 0 0 0 0 0 0 0 0 0 0 429 133 243 429 31 4 430 2000 -0.000103
0 0 0 0 0 0 0 0 0 0 3 429 136 133 243 429 31 4 430 2000 -0.000103
15 136 61 784 917 265 1116 12 122 250 584 170 314 243 36 2000 478 422 466 2000 -0.000103
0 0 0 0 0 0 0 0 0 2000 663 1181 70 297 188 361 143 185 30 385 0.008431
0 0 0 0 0 0 0 0 0 168 346 311 70 168 636 141 346 2000 618 1114 0.008431
