ATVI,Activision Blizzard Inc,20160215,EU mergers and takeovers (Feb 15) ,BRUSSELS  Feb 15 The following are mergers under review by the European Commission and a brief guide to the EU merger process:,topStory
HSEB,HSBC Holdings plc,20160215,UPDATE-HSBC opts to keep its HQ in London ,LONDON  Feb 15 (IFR) - HSBC Holdings said it is keeping its headquarters in Britain  after a 10-month review that considered moving its base to Hong Kong or elsewhere.,normal
HSEB,HSBC Holdings plc,20160215,'Brexit' could lead to HSBC moving 1 000 jobs to Paris: Sky ,HONG KONG HSBC Holdings   could move around 1 000 employees from London to Paris in the event that Britain votes to leave the European Union  the bank's Chief Executive Stuart Gulliver was quoted saying by Sky News on Monday.,normal
HSEB,HSBC Holdings plc,20160215,'Brexit' could lead to HSBC moving 1 000 jobs to Paris -Sky ,HONG KONG  Feb 15 HSBC Holdings   could move around 1 000 employees from London to Paris in the event that Britain votes to leave the European Union  the bank's Chief Executive Stuart Gulliver was quoted saying by Sky News on Monday.,normal
HSEB,HSBC Holdings plc,20160215,RPT-UPDATE 5-HSBC keeps headquarters in London  rejects move to Hong Kong ,LONDON/HONG KONG  Feb 15 Banking group HSBC Holdings has decided to keep its headquarters in Britain  rejecting the option of shifting its centre of gravity back to its main profit-generating hub Hong Kong after a 10-month review.,normal
HSEB,HSBC Holdings plc,20160215,BRIEF-Shares in HSBC up about 1 pct on decision to keep HQ in London ,* Open up 1 percent after bank says to keep HQ in London  rejects move to Hong Kong  Further company coverage:    (Reporting By Richa Naidu; richa.naidu@thomsonreuters.com),normal
HSEB,HSBC Holdings plc,20160215,HSBC shares indicated to open up 3.4 percent after HQ decision ,HONG KONG Shares in HSBC Holdings plc are indicated to open up 3.4 percent on Monday after the board unanimously decided to  keep its headquarters in Britain.,normal
HSEB,HSBC Holdings plc,20160215,HSBC shares indicated to open up 3.4 pct after HQ decision ,HONG KONG  Feb 15 Shares in HSBC Holdings plc  are indicated to open up 3.4 percent on Monday after the board unanimously decided to  keep its headquarters in Britain.,normal
NVTA,Invitae Corporation,20160215,CORRECTED-BRIEF-InVitae Q4 loss per share $0.76 (Feb 9) ,Feb 15 Invitae Corp :  * Announces full year 2015 financial results and 2016 business objectives  * Q4 loss per share $0.76  * Q4 earnings per share view $-0.72 -- Thomson Reuters I/B/E/S  * Q4 revenue $3.2 million versus I/B/E/S view $2.9 million   * Says planning to deliver 50 000-70 000 billable tests and expand menu to approximately 3 000 genes by the end of 2016  * Sees to secure reimbursement by the centers for medicare and medicaid services (CMS) and from top private payers in,topStory
MTL,Mechel PAO,20160215,UPDATE 1-Russia's Gazprombank to gain Elga project in Mechel debt deal -sources ,* Gazprombank to pay off some of Mechel's Sberbank debt -sources,topStory
MTL,Mechel PAO,20160215,Russia's Gazprombank to get Mechel's Elga in exchange for some of debt to Sberbank - sources ,MOSCOW  Feb 15 Russia's Gazprombank will get Mechel's Elga coal project in exchange for paying off some of the coal and steel company's debt to Sberbank  according to a preliminary debt restructuring deal  two banking sources told Reuters.,normal
MS,Morgan Stanley,20160215,BRIEF-FinTech Group enters strategic partnership with Morgan Stanley ,* Enters strategic partnership for exchange traded products with Morgan Stanley,topStory
ORAN,Orange,20160215,Orange and Bouygues Telecom seen reaching a deal in March - sources ,PARIS Orange  and Bouygues  are likely to reach an initial agreement on the sale of Bouygues's telecoms unit in March at the earliest  amid wrangling over terms that would make Bouygues the second biggest shareholder in Orange after the French state  sources close to the matter said.,topStory
ORAN,Orange,20160215,UPDATE 1-Orange and Bouygues Telecom seen reaching a deal in March - sources ,* Bouygues' potential stake in Orange under scrutiny -sources,normal
ORAN,Orange,20160215,Orange says Bouygues Telecom talks continuing  no deal reached ,PARIS  Feb 15 French telecoms group Orange  denied on Monday that any deal had been reached to divide up Bouygues Telecom assets after weekend press reports that a preliminary agreement could be presented on Tuesday when Orange publishes full-year earnings.,normal
PBR,Petroleo Brasileiro SA- Petrobras,20160215,UPDATE 3-Shell expects its Brazil output to quadruple by 2020 -CEO ,* Rousseff may be open to change Petrobras subsalt role   (Adds details on Brazil strategy  expected cost of Libra),topStory
PJT,PJT Partners Inc,20160215,BRIEF-Kenya Airways appoints PJT Partners as transaction advisor ,* Says appointed PJT Partners as airline's transaction advisor on balance sheet restructure and long term capital refinancing ,topStory
PUK,Prudential Public Limited Company,20160215,Britain's FTSE rises as Reckitt rallies ,LONDON  Feb 15 Britain's top equity index rose on Monday  extending its recovery from the three-year lows it hit earlier this month  helped by a surge in Reckitt Benckiser .,normal
PUK,Prudential Public Limited Company,20160215,Britain's FTSE rises as Reckitt rallies ,* FTSE still down 7 pct since start of 2016   (Adds comments  updates prices),normal
PUK,Prudential Public Limited Company,20160215,Britain's FTSE rises as Reckitt rallies ,LONDON  Feb 15 Britain's top equity index rose on Monday  extending its climb away from three-year lows reached earlier this month  helped by a surge in Reckitt Benckiser .,normal
RIO,Rio Tinto Plc,20160215,RPT-COLUMN-Rio Tinto's iron ore hope at odds with foresight claim: Russell ,LAUNCESTON  Australia  Feb 15 - "We don't run our business on hope  we run it with foresight and focus." These are Rio Tinto Chief Executive Sam Walsh's words  but he's only half right.,topStory
RIO,Rio Tinto Plc,20160215,Rio Tinto's iron ore hope at odds with foresight claim: Russell ,LAUNCESTON  Australia - "We don't run our business on hope  we run it with foresight and focus." These are Rio Tinto Chief Executive Sam Walsh's words  but he's only half right.,normal
RIO,Rio Tinto Plc,20160215,COLUMN-Rio Tinto's iron ore hope at odds with foresight claim: Russell ,LAUNCESTON  Australia  Feb 15 - "We don't run our business on hope  we run it with foresight and focus." These are Rio Tinto Chief Executive Sam Walsh's words  but he's only half right.,normal
SMFG,Sumitomo Mitsui Financial Group Inc,20160215,UPDATE 1-Hong Kong's BEA rejects activist investor Elliott's demand for bank sale ,* Elliott says BEA's measures too little too late   (Adds Elliott's comments  updates share price),normal
SMFG,Sumitomo Mitsui Financial Group Inc,20160215,Hong Kong's BEA rejects activist investor Elliott's demand for bank sale ,HONG KONG  Feb 15 Bank of East Asia Ltd   a family-run Hong Kong lender  rejected a call by activist investor Elliott Management Corp to put the bank up for sale  saying the challenging economic and business environment would bode ill for such a process.,normal
TSM,Taiwan Semiconductor Manufacturing Company Ltd,20160215,BRIEF-TSMC orders machinery equipment from Confederate Tech  Shibaura Mechatronics ,* Says orders machinery equipment worth T$981 million  ($29.78 million),topStory
TSM,Taiwan Semiconductor Manufacturing Company Ltd,20160215,Taiwan stocks slip but heavyweight TSMC recoups early losses ,TAIPEI  Feb 15 Taiwan stocks slipped on Monday in their first trading session after the long Lunar New Year holidays  tracking gains in some regional bourses  with TSMC  leading heavyweights higher.,normal
TM,Toyota Motor Corp Ltd Ord,20160215,Toyota resumes production at Japan plants after steel shortage ,TOKYO  Feb 15 Toyota Motor Corp resumed production at its vehicle assembly plants in Japan on Monday following a one-week stoppage after an explosion at an affiliate's steel plant resulted in a steel shortage.,topStory
UMC,United Microelectronics Corporation,20160215,BRIEF-UMC's Xiamen subsidiary orders machinery equipment from Applied Materials ,* Says Xiamen subsidiary orders machinery equipment worth T$528.7 million  ($15.98 million),topStory
VZ,Verizon Communications Inc,20160215,Virgin Atlantic turns flight back to UK after laser incident ,LONDON A Virgin Atlantic [VA.UL] flight heading to New York returned to London Heathrow airport on Sunday after a "laser beam incident"  the British airline said.,topStory
VZA,Verizon Communications Inc,20160215,Virgin Atlantic turns flight back to UK after laser incident ,LONDON A Virgin Atlantic [VA.UL] flight heading to New York returned to London Heathrow airport on Sunday after a "laser beam incident"  the British airline said.,topStory
VSTO,Vista Outdoor Inc,20160215,CORRECTED-BRIEF-Vista Outdoor announces Q3 adj earnings per share $0.70 (Feb 11) ,Feb 15 Vista Outdoor Inc :  * Announces FY 2016 third quarter operating results  * Q3 adjusted earnings per share $0.70  * Q3 earnings per share $0.70  * Q3 earnings per share view $0.57 -- Thomson Reuters I/B/E/S  * Sees FY 2016 adjusted earnings per share $2.40 to $2.50  * Sees FY 2016 sales $2.24 billion to $2.26 billion  * Q3 sales $593 million versus I/B/E/S view $577.3 million  * Says updates FY 2016 financial guidance  * Sees 2016 capital expenditures of approximately $45 mill,topStory
DIS,Walt Disney Company (The),20160215,Disney's Hong Kong park posts loss as Chinese visitor numbers skid ,SHANGHAI Walt Disney Co's  Hong Kong theme park posted its first net loss in four years in 2015 as Chinese visitor numbers slumped  a potential headache for the U.S. firm as it prepares to open its first mainland Chinese park in June.,topStory
DIS,Walt Disney Company (The),20160215,Disney's Hong Kong park posts loss as Chinese visitor numbers skid ,SHANGHAI  Feb 15 Walt Disney Co's Hong Kong theme park posted its first net loss in four years in 2015 as Chinese visitor numbers slumped  a potential headache for the U.S. firm as it prepares to open its first mainland Chinese park in June.,normal
WM,Waste Management Inc,20160215,BRIEF-China Tianying terminates plan to bid for German waste management company ,* Says terminates plan to bid for German waste management company Energy from Waste (EEW),topStory
