ADBE,Adobe Systems Incorporated,20160209,Adobe escapes patent damages as Federal Circuit clarifies notice requirement ,Software maker Adobe Systems Inc did not have knowledge of a patent application made by a New York-based software maker and therefore cannot be liable for infringement  the U.S. Court of Appeals for the Federal Circuit ruled on Tuesday.,topStory
TAPR,Barclays Inverse US Treasury Composite ETN,20160209,Barclays appoints JPMorgan's Paul Compton as new COO ,LONDON  Feb 9 Britain's Barclays Plc  has named JPmorgan Chase & Co executive Paul Compton its new Chief Operating Officer  following the departure of Jonathan Moulds.,topStory
DLBL,Barclays PLC,20160209,Barclays appoints JPMorgan's Paul Compton as new COO ,LONDON  Feb 9 Britain's Barclays Plc  has named JPmorgan Chase & Co executive Paul Compton its new Chief Operating Officer  following the departure of Jonathan Moulds.,topStory
DTYL,Barclays PLC,20160209,Barclays appoints JPMorgan's Paul Compton as new COO ,LONDON  Feb 9 Britain's Barclays Plc  has named JPmorgan Chase & Co executive Paul Compton its new Chief Operating Officer  following the departure of Jonathan Moulds.,topStory
BGCP,BGC Partners Inc,20160209,GFI shareholders may pursue lawsuit over aborted merger: judge ,NEW YORK Shareholders of the former GFI Group Inc may pursue a lawsuit accusing two top executives of fraudulently causing them to sell their stock prematurely as part of a plan to take the firm's main brokerage unit private  a federal judge ruled on Tuesday.,normal
BGCP,BGC Partners Inc,20160209,GFI shareholders may pursue lawsuit over aborted merger -judge ,NEW YORK  Feb 9 Shareholders of the former GFI Group Inc may pursue a lawsuit accusing two top executives of fraudulently causing them to sell their stock prematurely as part of a plan to take the firm's main brokerage unit private  a federal judge ruled on Tuesday.,normal
CTSH,Cognizant Technology Solutions Corporation,20160209,Indian shares end more than 1 pct lower; IT slumps ,Feb 9 Indian shares fell more than 1 percent on Tuesday as software services exporters were hit hard after Cognizant Technology Solutions issued disappointing revenue guidance  while sentiment also remained weak after a global market sell-off.,topStory
CTSH,Cognizant Technology Solutions Corporation,20160209,Indian shares trade sharply lower; IT stocks drag ,MUMBAI  Feb 9 Indian shares fell on Tuesday  dragged by IT stocks after a disappointing quarterly forecast from Cognizant Technology Solutions Corp  India's third-biggest software company  while fears of a global slowdown led investors to dump risky assets.,normal
COST,Costco Wholesale Corporation,20160209,American Express looks to grow small business loan revenue ,Feb 9 American Express Co wants to grow small-business lending to make up for revenue it expects to lose after its credit card partnership with Costco Wholesale Corp  ends this year.,normal
FB,Facebook Inc,20160209,India introduces net neutrality rules barring Facebook's free Internet ,NEW DELHI/MUMBAI India introduced rules on Monday to prevent Internet service providers from having different pricing policies for accessing different parts of the Web  in a setback to Facebook Inc's plan to roll out a pared-back free Internet service to the masses.,topStory
DTYS,iPath US Treasury 10-year Bear ETN,20160209,Barclays appoints JPMorgan's Paul Compton as new COO ,LONDON  Feb 9 Britain's Barclays Plc  has named JPmorgan Chase & Co executive Paul Compton its new Chief Operating Officer  following the departure of Jonathan Moulds.,topStory
DTUS,iPath US Treasury 2-year Bear ETN,20160209,Barclays appoints JPMorgan's Paul Compton as new COO ,LONDON  Feb 9 Britain's Barclays Plc  has named JPmorgan Chase & Co executive Paul Compton its new Chief Operating Officer  following the departure of Jonathan Moulds.,topStory
DTUL,iPath US Treasury 2-year Bull ETN,20160209,Barclays appoints JPMorgan's Paul Compton as new COO ,LONDON  Feb 9 Britain's Barclays Plc  has named JPmorgan Chase & Co executive Paul Compton its new Chief Operating Officer  following the departure of Jonathan Moulds.,topStory
DFVS,iPath US Treasury 5-year Bear ETN,20160209,Barclays appoints JPMorgan's Paul Compton as new COO ,LONDON  Feb 9 Britain's Barclays Plc  has named JPmorgan Chase & Co executive Paul Compton its new Chief Operating Officer  following the departure of Jonathan Moulds.,topStory
DFVL,iPath US Treasury 5-year Bull ETN,20160209,Barclays appoints JPMorgan's Paul Compton as new COO ,LONDON  Feb 9 Britain's Barclays Plc  has named JPmorgan Chase & Co executive Paul Compton its new Chief Operating Officer  following the departure of Jonathan Moulds.,topStory
FLAT,iPath US Treasury Flattener ETN,20160209,Barclays appoints JPMorgan's Paul Compton as new COO ,LONDON  Feb 9 Britain's Barclays Plc  has named JPmorgan Chase & Co executive Paul Compton its new Chief Operating Officer  following the departure of Jonathan Moulds.,topStory
DLBS,iPath US Treasury Long Bond Bear ETN,20160209,Barclays appoints JPMorgan's Paul Compton as new COO ,LONDON  Feb 9 Britain's Barclays Plc  has named JPmorgan Chase & Co executive Paul Compton its new Chief Operating Officer  following the departure of Jonathan Moulds.,topStory
STPP,iPath US Treasury Steepener ETN,20160209,Barclays appoints JPMorgan's Paul Compton as new COO ,LONDON  Feb 9 Britain's Barclays Plc  has named JPmorgan Chase & Co executive Paul Compton its new Chief Operating Officer  following the departure of Jonathan Moulds.,topStory
NFLX,Netflix Inc,20160209,CORRECTED-Fund managers ditch 2015 winners and move toward safety ,NEW YORK  Feb 8 Fund managers who relied on the so-called FANG stocks - Facebook  Amazon.com  Netflix  and Google - to boost their performance numbers in 2015 are cutting ties as the global economy looks weaker than many expected  leaving last year's outperformers in the midst of a deep selloff.,normal
REGN,Regeneron Pharmaceuticals Inc,20160209,UPDATE 3-Regeneron sees gradual adoption of cholesterol drug Praluent ,* Shares down 5.3 pct at $369.77   (Adds details from conference call  analyst comment),topStory
REGN,Regeneron Pharmaceuticals Inc,20160209,Regeneron Pharma revenue rises 37 pct ,Feb 9 Regeneron Pharmaceuticals Inc  reported a 37 percent rise in quarterly revenue as sales of its blockbuster eye drug Eylea increased 44 percent in the United States.,normal
RYAAY,Ryanair Holdings plc,20160209,BA goes head to head with Ryanair with new Stansted routes ,LONDON  Feb 9 British Airways said it would begin flying from Stansted Airport  establishing a presence at London's No.3 airport for the first time and bringing it into direct competition with budget carrier Ryanair on leisure routes.,topStory
SHLD,Sears Holdings Corporation,20160209,Fitch: Sears' Liquidity Worsens with $2.5B Needed to Fund Operations in 2016 ,(The following statement was released by the rating agency) NEW YORK  February 09 (Fitch) Today Sears preannounced its fourth quarter  results with projected 2015 EBITDA of negative $750 million to $800 million   about $150 million worse than previously expected by Fitch Ratings.  This reflects the company's first negative fourth quarter EBITDA  projected at  negative $50 million to $100 million on negative comparable store sales of 7.1%.  Fitch expects comps to remain in the negative mid-single,topStory
SHLD,Sears Holdings Corporation,20160209,Sears estimates quarterly sales below analysts' expectations ,Sears Holdings Corp  estimated quarterly sales below analysts' expectations  citing unseasonably warm weather and intense competition  and said it would speed up closure of at least 50 unprofitable stores in the next few months.,normal
SHLD,Sears Holdings Corporation,20160209,UPDATE 3-Sears estimates quarterly sales below analysts' expectations ,* Shares down 7.8 pct   (Adds details; updates share movement),normal
SHLD,Sears Holdings Corporation,20160209,Sears posts 7.1 pct drop in 4th-qtr sales at established stores ,Feb 9 Sears Holdings Corp reported a 7.1 percent drop in sales at established stores during the holiday quarter compared with a year earlier  and said it would speed up closures of unprofitable stores in the next few months.,normal
TSLA,Tesla Inc ,20160209,Now it is Tesla's turn to confront the bears ,SAN FRANCISCO Tesla Motors Inc  faces a pivotal moment Wednesday in its fight to convince skeptical investors that it can still win against traditional auto makers in the competition to reshape the auto business.,topStory
GT,The Goodyear Tire & Rubber Company,20160209,Higher EMEA tire volumes  lower costs drive Goodyear profit beat ,Goodyear Tire & Rubber Co  reported a higher-than-expected quarterly profit as its sales volumes in the Europe  Middle East and Africa (EMEA) region recovered after more than a year of decline and its raw material costs fell.,topStory
GT,The Goodyear Tire & Rubber Company,20160209,UPDATE 2-Higher EMEA tire volumes  lower costs drive Goodyear profit beat ,* Shares rise as much as 9 pct   (Adds CEO comment  details; updates shares),normal
GT,The Goodyear Tire & Rubber Company,20160209,Tire maker Goodyear's quarterly revenue falls 6.7 pct ,Feb 9 Goodyear Tire & Rubber Co  the No.1 U.S. tire maker  reported a 6.7 percent fall in quarterly revenue  hurt by a strong dollar.,normal
WEN,Wendy&#39;s Company (The),20160209,Wendy's sales beat estimates as promotions draw more diners ,U.S. burger chain operator Wendy's Co  reported higher-than-expected quarterly sales growth at established restaurants in North America as new promotions such as its "4 for $4 meal" and renovated restaurants helped bring in more diners. | Video ,topStory
WEN,Wendy&#39;s Company (The),20160209,UPDATE 3-Wendy's sales beat estimates as promotions draw more diners ,* Investigators find malware on some of co's systems   (Adds analysts' comments  details  adds shares),normal
WEN,Wendy&#39;s Company (The),20160209,Burger chain Wendy's sees quarterly revenue fall 4.7 pct ,Feb 9 Burger chain Wendy's Co estimated a 4.7 percent fall in fourth-quarter revenue  as it sold more restaurants to franchisees.,normal
ZEAL,Zealand Pharma A/S,20160209,BRIEF-Zealand Pharma Q4 lixisenatide (Lyxumia) royalty rev up 31 pct at DKK 8.1 mln ,* Q4 royalty revenue from Sanofi's sales of lixisenatide (Lyxumia) outside US up at 8.1 million Danish crowns / 1.1 million euros ($1.23 million)  up 15 pct over Q3  up 31 pct over Q4 2014,topStory
ABBV,AbbVie Inc,20160209,CORRECTED-UPDATE 4-FDA staff backs biosimilar to Remicade; J&J and AbbVie fall ,Feb 5 U.S. Food and Drug Administration staff members on Friday said  Celltrion Inc's biosimilar form of Johnson & Johnson's Remicade arthritis drug appeared "highly similar" to the widely used branded product.,normal
AET,Aetna Inc,20160209,Novartis sets heart-drug price with two insurers based on health outcome ,NEW YORK U.S.-based health insurers Cigna Corp and Aetna Inc have struck deals with Novartis AG for a performance-based price for the Swiss drugmaker's new heart drug  Entresto  the companies said on Monday.,topStory
AET,Aetna Inc,20160209,CORRECTED-UPDATE 1-Novartis sets heart-drug price with two insurers based on health outcome ,NEW YORK  Feb 9 U.S.-based health insurers Cigna Corp and Aetna Inc have struck deals with Novartis AG for a performance-based price for the Swiss drugmaker's new heart drug  Entresto  the companies said on Monday.,normal
AET,Aetna Inc,20160209,CORRECTED-UPDATE 1-Novartis sets heart-drug price with two insurers based on health outcome ,NEW YORK  Feb 8 U.S.-based health insurers Cigna Corp and Aetna Inc have struck deals with Novartis AG for a performance-based price for the Swiss drugmaker's new heart drug  Entresto  the companies said on Monday.,normal
AGCO,AGCO Corporation,20160209,AGCO not planning to buy stake in Claas' 365FarmNet: CEO ,Farming equipment manufacturer AGCO Corp.  does not have immediate plans to purchase a stake in 365FarmNet  a farm management company and software platform that is a subsidiary of Germany-based Claas KGaA mbH   AGCO's chief executive said on Tuesday.,topStory
AMOV,America Movil SAB de CV,20160209,Mexico's America Movil profit jumps in 4th-qtr ,MEXICO CITY  Feb 9 Mexico's America Movil on Tuesday reported a jump in fourth-quarter net profit compared with the same period a year earlier.,topStory
AMOV,America Movil SAB de CV,20160209,UPDATE 1-America Movil's Austria unit swings to net profit ,* Slim  state have to increase free float in 2016   (Adds details  background),normal
AMOV,America Movil SAB de CV,20160209,Telekom Austria increases 2015 core profit by 4 pct ,VIENNA  Feb 9 Telekom Austria  part of Mexican tycoon Carlos Slim's America Movil  reported on Tuesday a 4 percent increase in its 2015 core profit  helped by cost savings and synergy effects with its parent company.,normal
AMX,America Movil SAB de CV,20160209,Mexico's America Movil profit jumps in 4th-qtr ,MEXICO CITY  Feb 9 Mexico's America Movil on Tuesday reported a jump in fourth-quarter net profit compared with the same period a year earlier.,topStory
AMX,America Movil SAB de CV,20160209,UPDATE 1-America Movil's Austria unit swings to net profit ,* Slim  state have to increase free float in 2016   (Adds details  background),normal
AMX,America Movil SAB de CV,20160209,Telekom Austria increases 2015 core profit by 4 pct ,VIENNA  Feb 9 Telekom Austria  part of Mexican tycoon Carlos Slim's America Movil  reported on Tuesday a 4 percent increase in its 2015 core profit  helped by cost savings and synergy effects with its parent company.,normal
AXP,American Express Company,20160209,American Express looks to grow small business loan revenue ,American Express Co  wants to grow small-business lending to make up for revenue it expects to lose after its credit card partnership with Costco Wholesale Corp  ends this year.    Last week  American Express said it will pay an undisclosed amount to feature its charge cards on Fundera  an online marketplace. AmEx hopes small-business owners will compare loan terms and rates and choose its cards over traditional loans.    The company is bracing for the end ,topStory
AXP,American Express Company,20160209,American Express looks to grow small business loan revenue ,Feb 9 American Express Co wants to grow small-business lending to make up for revenue it expects to lose after its credit card partnership with Costco Wholesale Corp  ends this year.,normal
AEUA,Anadarko Petroleum Corporation,20160209,Anadarko cuts dividend 82 percent to survive cheap oil ,Oil and gas producer Anadarko Petroleum Corp slashed its quarterly dividend by 82 percent on Tuesday  preserving cash at a time when sliding oil prices have fueled losses.,topStory
AEUA,Anadarko Petroleum Corporation,20160209,UPDATE 1-Anadarko cuts dividend 82 percent to survive cheap oil ,Feb 9 Oil and gas producer Anadarko Petroleum Corp slashed its quarterly dividend by 82 percent on Tuesday  preserving cash at a time when sliding oil prices have fueled losses.,normal
AEUA,Anadarko Petroleum Corporation,20160209,Anadarko slashes quarterly dividend ,Feb 9 Oil and gas company Anadarko Petroleum Corp said it slashed its quarterly dividend by 22 cents to 5 cents per share.,normal
APC,Anadarko Petroleum Corporation,20160209,Anadarko cuts dividend 82 percent to survive cheap oil ,Oil and gas producer Anadarko Petroleum Corp slashed its quarterly dividend by 82 percent on Tuesday  preserving cash at a time when sliding oil prices have fueled losses.,topStory
APC,Anadarko Petroleum Corporation,20160209,UPDATE 1-Anadarko cuts dividend 82 percent to survive cheap oil ,Feb 9 Oil and gas producer Anadarko Petroleum Corp slashed its quarterly dividend by 82 percent on Tuesday  preserving cash at a time when sliding oil prices have fueled losses.,normal
APC,Anadarko Petroleum Corporation,20160209,Anadarko slashes quarterly dividend ,Feb 9 Oil and gas company Anadarko Petroleum Corp said it slashed its quarterly dividend by 22 cents to 5 cents per share.,normal
BLL,Ball Corporation,20160209,BRIEF-Ball Corp commences syndication for about $3.9 bln credit facilities ,* Commencement of syndication for new revolving and term loan senior secured credit facilities,topStory
BCS,Barclays PLC,20160209,Barclays appoints JPMorgan's Paul Compton as new COO ,LONDON  Feb 9 Britain's Barclays Plc  has named JPmorgan Chase & Co executive Paul Compton its new Chief Operating Officer  following the departure of Jonathan Moulds.,topStory
BBT,BB&T Corporation,20160209,BB&T CEO eyes more deals  though low share price gives him pause ,Feb 9 BB&T Corp is still in the hunt for acquisitions following three recent deals in 2015  although CEO and Chairman Kelly King says he may hold off in 2016.,topStory
BGCA,BGC Partners Inc,20160209,GFI shareholders may pursue lawsuit over aborted merger: judge ,NEW YORK Shareholders of the former GFI Group Inc may pursue a lawsuit accusing two top executives of fraudulently causing them to sell their stock prematurely as part of a plan to take the firm's main brokerage unit private  a federal judge ruled on Tuesday.,normal
BGCA,BGC Partners Inc,20160209,GFI shareholders may pursue lawsuit over aborted merger -judge ,NEW YORK  Feb 9 Shareholders of the former GFI Group Inc may pursue a lawsuit accusing two top executives of fraudulently causing them to sell their stock prematurely as part of a plan to take the firm's main brokerage unit private  a federal judge ruled on Tuesday.,normal
BG,Bunge Limited,20160209,UPDATE 2-Bunge challenges Egypt over rejected French wheat cargo ,CHICAGO  Feb 9 Bunge Ltd has launched legal proceedings against Egypt's state grain buyer over a rejected cargo of French wheat  highlighting uncertainty among suppliers who are already charging a risk premium to the world's largest wheat importer.,topStory
BG,Bunge Limited,20160209,Bunge challenges Egypt's grain buyer over rejected French wheat ,CHICAGO  Feb 9 Bunge Ltd has launched legal proceedings challenging a decision by Egypt's state grain buyer to reject a cargo of French wheat it contracted to buy from the agribusiness company  the company said on Tuesday.,normal
CBS,CBS Corporation,20160209,Viacom CEO rails against 'naysayers' as sales miss estimates  shares tumble ,Viacom Inc  CEO Philippe Dauman railed at critics of his leadership after a fifth straight quarter missing Wall Street's sales estimates on Tuesday  unnerving investors and sending the media company's shares down more than 21 percent to a five-year low. | Video ,topStory
CBS,CBS Corporation,20160209,Viacom CEO rails against 'naysayers' as sales miss estimates  shares tumble ,Viacom Inc CEO Philippe Dauman railed at critics of his leadership after a fifth straight quarter missing Wall Street's sales estimates on Tuesday  unnerving investors and sending the media company's shares down more than 21 percent to a five-year low.,normal
CBS,CBS Corporation,20160209,UPDATE 6-Viacom CEO rails against 'naysayers' as sales miss estimates  shares tumble ,Feb 9 Viacom Inc CEO Philippe Dauman railed at critics of his leadership after a fifth straight quarter missing Wall Street's sales estimates on Tuesday  unnerving investors and sending the media company's shares down more than 21 percent to a five-year low.,normal
CBS,CBS Corporation,20160209,Deals of the day- Mergers and acquisitions ,Feb 9 The following bids  mergers  acquisitions and disposals were reported by 2100 GMT on Tuesday:,normal
CBS,CBS Corporation,20160209,CORRECTED-UPDATE 3-Viacom sales miss estimates  shares drop; CEO hits out at critics ,Feb 9 Viacom Inc  the owner of MTV  Comedy Central  Nickelodeon and movie studio Paramount  reported a steeper-than-expected drop in quarterly revenue  hurt by lower advertising sales in the United States and few hit movie releases in the period  sending its shares down 11.3 percent.,normal
CBS,CBS Corporation,20160209,Viacom extends ad deal with Snapchat ,Viacom Inc  and Snapchat have extended a deal that will allow Viacom to sell advertising on the mobile app's behalf.,normal
CBS,CBS Corporation,20160209,Viacom's quarterly revenue falls 5.7 pct ,Feb 9 Viacom Inc  the owner of television channel MTV and movie studio Paramount  reported a 5.7 percent fall in quarterly revenue  hurt by lower domestic advertising revenue and a lack of hit movie releases in the period.,normal
CBS,CBS Corporation,20160209,UPDATE 1-Viacom extends ad deal with Snapchat ,Feb 8 Viacom Inc and Snapchat have extended a deal that will allow Viacom to sell advertising on the mobile app's behalf.,normal
CBS,CBS Corporation,20160209,Viacom to sell Snapchat ads in multi-year deal - WSJ ,Feb 8 Viacom Inc is said to be extending its deal with Snapchat which will allow it to sell advertising on the mobile app's behalf  the Wall Street Journal reported citing people familiar with the matter.,normal
CI,Cigna Corporation,20160209,Novartis sets heart-drug price with two insurers based on health outcome ,NEW YORK U.S.-based health insurers Cigna Corp and Aetna Inc have struck deals with Novartis AG for a performance-based price for the Swiss drugmaker's new heart drug  Entresto  the companies said on Monday.,topStory
CI,Cigna Corporation,20160209,CORRECTED-UPDATE 1-Novartis sets heart-drug price with two insurers based on health outcome ,NEW YORK  Feb 9 U.S.-based health insurers Cigna Corp and Aetna Inc have struck deals with Novartis AG for a performance-based price for the Swiss drugmaker's new heart drug  Entresto  the companies said on Monday.,normal
CI,Cigna Corporation,20160209,CORRECTED-UPDATE 1-Novartis sets heart-drug price with two insurers based on health outcome ,NEW YORK  Feb 8 U.S.-based health insurers Cigna Corp and Aetna Inc have struck deals with Novartis AG for a performance-based price for the Swiss drugmaker's new heart drug  Entresto  the companies said on Monday.,normal
CI,Cigna Corporation,20160209,CORRECTED-Insurer Cigna and Novartis set heart-drug price based on health outcome ,NEW YORK  Feb 8 U.S.-based health insurer Cigna Corp and Novartis AG have agreed on a performance-based price for the Swiss drugmaker's new heart drug  Entresto  Cigna said on Monday.,normal
KO,Coca-Cola Company (The),20160209,Cost cuts  cheaper commodities help Coca-Cola top profit estimates ,Coca-Cola Co  reported a better-than-expected profit in the last three months of 2015  helped by aggressive cost-cutting and lower commodity costs.,topStory
KO,Coca-Cola Company (The),20160209,UPDATE 3-Cost cuts  cheaper commodities help Coca-Cola top profit estimates ,* Global sales volume up 3 pct   (Adds details from conference call  shares  graphic),normal
KO,Coca-Cola Company (The),20160209,Coca-Cola's quarterly sales fall 8 pct hit by strong dollar ,Feb 9 Coca-Cola Co reported an 8 percent fall in quarterly net revenue  as a strong dollar once again reduced the value of sales from outside the United States.,normal
KO,Coca-Cola Company (The),20160209,Coca-Cola to fully refranchise N America bottling operations by 2017 ,Feb 9 Coca-Cola Co said it would refranchise all its North America bottling operations  including its 39 cold-fill production factories  three years earlier than expected  as the soda maker looks to cut costs.,normal
CVS,CVS Health Corporation,20160209,CVS Health forecasts first-quarter profit below estimates ,CVS Health Corp   the No.2 U.S. drugstore chain by store count  forecast current-quarter profit below analysts' estimates as customer traffic to its retail stores slows.,topStory
CVS,CVS Health Corporation,20160209,UPDATE 2-CVS Health forecasts 1st-qtr profit below estimates ,* Pharmacy comparable sales up 4.5 pct   (Adds analyst comment  shares),normal
CVS,CVS Health Corporation,20160209,CVS Health's quarterly revenue rises 11 pct ,Feb 9 CVS Health Corp  the No.2 U.S. drugstore chain by store count  reported an 11 percent rise in quarterly net revenue  helped by strong demand in its pharmacy business.,normal
DB,Deutsche Bank AG,20160209,Deutsche Bank looking to buy back several billion euros of bonds -FT ,Deutsche Bank AG  is looking to buy back several billion euros worth of its debt in an effort to reverse the falling value of its securities  the Financial Times reported.,topStory
DB,Deutsche Bank AG,20160209,Deutsche Bank looking to buy back several billion euros of bonds -FT ,Feb 9 Deutsche Bank AG is looking to buy back several billion euros worth of its debt in an effort to reverse the falling value of its securities  the Financial Times reported.,normal
DB,Deutsche Bank AG,20160209,UPDATE 2-Banks eye more cost cuts amid global growth concerns ,Feb 9 Goldman Sachs Group Inc and other U.S. banks are looking at ways to slash expenses further this year as market turmoil  declining oil prices and concerns about Germany's Deutsche Bank AG have sent the sector's shares down sharply.,normal
DB,Deutsche Bank AG,20160209,As worries mount  European banks face sell-off more savage than 2008 ,LONDON Big European bank stocks  mired by a seemingly endless list of investor concerns  are being sold-off more brutally than they were at the start of the financial crisis in 2008.,normal
DB,Deutsche Bank AG,20160209,No easy way out for Deutsche Bank as investors 'lose faith' ,FRANKFURT Deutsche Bank bosses face a formidable task to drag its shares off a 30-year low  with reassurances about its capital levels doing little to improve investor confidence and few other options on the table to trigger a recovery.,normal
DB,Deutsche Bank AG,20160209,No easy way out for Deutsche Bank as investors 'lose faith' ,* Two top 10 investors say running out of patience with turnaround,normal
EC,Ecopetrol SA,20160209,Bombings halt pumping of crude on Colombia's No. 2 oil pipeline ,BOGOTA  Feb 9 Pumping of crude on Colombia's Cano Limon pipeline has been halted after two bomb attacks late on Monday  state-run oil company Ecopetrol said.,topStory
ETE,Energy Transfer Equity LP,20160209,Chesapeake Energy woes cast shadow on U.S. pipeline companies ,NEW YORK U.S. oil and gas pipeline companies including Williams Companies Inc and Kinder Morgan Inc have contracts worth billions of dollars that might be at risk as Chesapeake Energy Corp aims to slash its debts amid collapsing energy prices.,normal
ETE,Energy Transfer Equity LP,20160209,UPDATE 1-Chesapeake Energy woes cast shadow on U.S. pipeline companies ,NEW YORK  Feb 9 U.S. oil and gas pipeline companies including Williams Companies Inc and Kinder Morgan Inc have contracts worth billions of dollars that might be at risk as Chesapeake Energy Corp aims to slash its debts amid collapsing energy prices.,normal
ETE,Energy Transfer Equity LP,20160209,CORRECTED-RPT-Chesapeake Energy woes cast shadow on U.S. pipeline companies ,NEW YORK  Feb 9 U.S. oil and gas pipeline companies including Williams Companies Inc and Kinder Morgan Inc have contracts worth billions of dollars that might be at risk as Chesapeake Energy Corp aims to slash its debts amid collapsing energy prices.,normal
ETE,Energy Transfer Equity LP,20160209,CORRECTED-Chesapeake Energy woes cast shadow on U.S. pipeline companies ,NEW YORK  Feb 9 U.S. oil and gas pipeline companies including Williams Companies Inc and Kinder Morgan Inc have contracts worth billions of dollars that might be at risk as Chesapeake Energy Corp aims to slash its debts amid collapsing energy prices.,normal
FIT,Fitbit Inc,20160209,More pain possible for Fitbit shareholders as lockup expires ,NEW YORK Fitbit Inc's  stock  already at a record low  could take another hit on Wednesday  when insiders and employees will be allowed to sell some 127.3 million shares that had been locked up.,topStory
FTS,Fortis Inc,20160209,Deals of the day- Mergers and acquisitions ,Feb 9 The following bids  mergers  acquisitions and disposals were reported by 2100 GMT on Tuesday:,topStory
FTS,Fortis Inc,20160209,Canada's Fortis bulks up regulated power business with ITC buy ,Canadian utility Fortis Inc  said it would buy U.S. power transmission company ITC Holdings Corp  for $6.9 billion – its biggest deal ever – to boost its exposure to regulated power markets  which have stable power prices.,normal
FTS,Fortis Inc,20160209,UPDATE 2-Canada's Fortis bulks up regulated power business with ITC buy ,* Fortis to sell 19.9 pct of ITC to investor   (Adds details),normal
FCX,Freeport-McMoran Inc,20160209,Indonesia mines ministry backs new Freeport copper export permit ,JAKARTA Indonesia's mining ministry on Tuesday recommended that Freeport McMoRan Inc receive a new six-month copper export permit  potentially ending a near two-week stoppage after the previous permit expired last month.,topStory
FCX,Freeport-McMoran Inc,20160209,UPDATE 2-Indonesia mines ministry backs new Freeport copper export permit ,* Trade ministry still needs to issue permit   (Adds Freeport comment),normal
GS,Goldman Sachs Group Inc (The),20160209,Goldman CEO eyes more cost cuts amid global growth concerns ,Feb 9 Goldman Sachs Group Inc's chief executive officer signaled the U.S. bank could cut costs yet again as market turmoil  declining oil prices and concerns about Germany's Deutsche Bank AG have cratered the sector's shares this year.,topStory
GS,Goldman Sachs Group Inc (The),20160209,BRIEF-Goldman Sachs holds 3.1 pct in Ansaldo STS - filing ,* Goldman Sachs held a borrowed 3.115 percent stake in Italy's Ansaldo STS as of Feb. 1  according to a regulatory filing published by Italy's market watchdog Consob  Further company coverage:    (Reporting by Milan newsroom),normal
GS,Goldman Sachs Group Inc (The),20160209,Goldman Sachs says metals set to underperform oil  cuts price forecasts ,Goldman Sachs on Monday said metals  particularly copper and aluminum  are set to underperform oil in the near future on subdued global demand growth and a sluggish Chinese economy.,normal
HLF,Herbalife LTD,20160209,Herbalife foe releases video of former sellers claiming they were duped ,BOSTON  Feb 9 Hedge fund manager William Ackman  who has a $1 billion short bet on Herbalife stock  on Tuesday released a video of former Herbalife sellers claiming the company misled them.,topStory
