AMGN,Amgen Inc,20150903,UPDATE 3-Novartis launches first U.S. 'biosimilar' drug at 15 pct discount ,* Amgen unsuccessful in attempt to block Zarxio launch   (Adds Amgen comment),topStory
BA,Boeing Company (The),20150903,Cyber missions could fuel Boeing EA-18G orders: U.S. Navy chief ,WASHINGTON The Pentagon is evaluating whether potential cyber missions could drive demand for additional Boeing Co  EA-18G electronic attack jets  or Growlers  the top U.S. Navy officer told Reuters on Thursday.,normal
BA,Boeing Company (The),20150903,Boeing books $2.6 billion order from Jet2.com ,NEW YORK  Sept 3 Boeing Co said on Thursday it had booked an order for 27 of its 737-800 aircraft  worth about $2.6 billion at list prices  from UK airline Jet2.com.,normal
BA,Boeing Company (The),20150903,Loans may help Kenya Airways take delivery of Boeing 787s -source ,WASHINGTON  Sept 2 Two new loans provided to Kenya Airways Ltd could help Kenya's national carrier complete the financing needed to take delivery of two Boeing Co  787-8 aircraft now in storage in Everett  Washington  a source familiar with the matter said late Wednesday.,normal
CPB,Campbell Soup Company,20150903,CORRECTED-UPDATE 2-Campbell Soup's profit tops estimates slightly on margin improvement ,Sept 3 Campbell Soup Co said on Thursday that its quarterly profit slightly topped expectations on higher gross margin as the company cut costs amid a consumer shift to less-processed foods.,topStory
CPB,Campbell Soup Company,20150903,CORRECTED-BRIEF-Campbell Q4 adj. EPS from cont ops $0.43 ,(Corrects headline to "Q4 adj. EPS from cont ops $0.43" from "Q4 EPS $0.42")  Sept 3 Campbell Soup Co :  * Reports fourth-quarter and full-year results  * Q4 adjusted earnings per share $0.43 from continuing operations  * Q4 earnings per share view $0.42 -- Thomson Reuters I/B/E/S  * Campbell provides fiscal 2016 guidance within long-term growth targets announced in July  * Says U.S. simple meals sales decreased 3 percent in the quarter to $505 million  * Qtrly U.S. soup sales decrea,normal
CPB,Campbell Soup Company,20150903,Campbell Soup sales fall 8.6 percent ,Sept 3 Packaged foods maker Campbell Soup Co  reported an 8.6 percent fall in quarterly sales  hurt by a strong dollar and weak sales in its U.S. simple meals business.,normal
COF,Capital One Financial Corporation,20150903,Capital One wins again against Intellectual Ventures patents ,The increasingly aggressive litigation strategy of Intellectual Ventures  one of the world's biggest patent owners  took another hit on Wednesday as a U.S. court canceled two of its patents in a dispute with Capital One Financial Corp.,topStory
SNP,China Petroleum & Chemical Corporation,20150903,UPDATE 1-China's Sinopec buys into Russia's Sibur ,MOSCOW  Sept 3 Sinopec and Sibur have agreed on the Chinese energy giant buying into Russia's top petrochemical company  Sibur said on Thursday without disclosing the stake and the value of the deal.,topStory
CMG,Chipotle Mexican Grill Inc,20150903,Chipotle critic turns up heat with 'Chubby Chipotle' ad ,LOS ANGELES Chipotle Mexican Grill Inc  known for its indulgent burritos  is battling a "Chubby Chipotle" ad campaign from the food industry group whose "Nanny" ads helped sink New York City's ban on super-sized sugary drinks.,topStory
CMG,Chipotle Mexican Grill Inc,20150903,Chipotle critic turns up heat with 'Chubby Chipotle' ad ,LOS ANGELES Chipotle Mexican Grill Inc   known for its indulgent burritos  is battling a "Chubby Chipotle" ad campaign from the food industry group whose "Nanny" ads helped sink New York City's ban on super-sized sugary drinks.,normal
CMG,Chipotle Mexican Grill Inc,20150903,Chipotle critic turns up heat with 'Chubby Chipotle' ad ,LOS ANGELES  Sept 3 Chipotle Mexican Grill Inc   known for its indulgent burritos  is battling a "Chubby Chipotle" ad campaign from the food industry group whose "Nanny" ads helped sink New York City's ban on super-sized sugary drinks.,normal
CVS,CVS Health Corporation,20150903,CVS says its ban on cigarette sales has reduced smoking ,CHICAGO CVS Health Corp said on Thursday its decision to stop selling tobacco products last year led to a 1 percent decrease in cigarette sales in some states where the drugstore chain has a sizeable presence.,topStory
CVS,CVS Health Corporation,20150903,CVS says its ban on cigarette sales has reduced smoking ,CHICAGO  Sept 3 CVS Health Corp said on Thursday its decision to stop selling tobacco products last year led to a 1 percent decrease in cigarette sales in some states where the drugstore chain has a sizeable presence.,normal
DAL,Delta Air Lines Inc,20150903,Delta's Philadelphia refinery running at 110 percent  margins swell ,NEW YORK Delta Air Lines Inc is running its Philadelphia area oil refinery at a near-record 110 percent of capacity  according to a person familiar with operations  a sign of the surprisingly strong summer profits U.S. refineries are generating.,topStory
DAL,Delta Air Lines Inc,20150903,Delta's Philadelphia refinery running at 110 pct  margins swell ,NEW YORK  Sept 3 Delta Air Lines Inc is running its Philadelphia area oil refinery at a near-record 110 percent of capacity  according to a person familiar with operations  a sign of the surprisingly strong summer profits U.S. refineries are generating.,normal
F,Ford Motor Company,20150903,Ford opens $275 million engine plant in Russia ,MOSCOW U.S. carmaker Ford's  Russian venture  Ford Sollers  opened a $275 million engine plant on Thursday  which will help make its Russian-produced vehicles less dependent on imported components and currency fluctuations.,topStory
F,Ford Motor Company,20150903,Ford opens $275 mln engine plant in Russia ,MOSCOW  Sept 3 U.S. carmaker Ford's  Russian venture  Ford Sollers  opened a $275 million engine plant on Thursday  which will help make its Russian-produced vehicles less dependent on imported components and currency fluctuations.,normal
GIS,General Mills Inc,20150903,B&G to buy General Mills' Green Giant frozen foods business ,Snack food company B&G Foods Inc  said it would buy General Mills Inc's  Green Giant frozen foods and Le Sueur canned vegetables brands for about $765 million to expand its distribution network and enter the frozen foods market.,topStory
GIS,General Mills Inc,20150903,UPDATE 2-B&G to buy General Mills' Green Giant frozen foods business ,* B&G to also buy General Mills' Le Sueur canned vegetables unit,normal
HSBC,HSBC Holdings plc,20150903,MOVES-HSBC appoints M&A head for MENA region - memo ,DUBAI  Sept 3 HSBC Holdings has appointed Efe Kapanci as the bank's head of mergers and acquisitions in the Middle East and North Africa  according to a company memo seen by Reuters.,topStory
HSBC,HSBC Holdings plc,20150903,HSBC says to rebrand British retail arm 'HSBC UK' ,LONDON HSBC Holdings is to rebrand its British business as 'HSBC UK' after a months-long review of what to call the business from 2018.,normal
HSBC,HSBC Holdings plc,20150903,HSBC says to rebrand British retail arm 'HSBC UK' ,LONDON  Sept 3 HSBC Holdings is to rebrand its British business as 'HSBC UK' after a months-long review of what to call the business from 2018.,normal
HSEA,HSBC Holdings plc,20150903,MOVES-HSBC appoints M&A head for MENA region - memo ,DUBAI  Sept 3 HSBC Holdings has appointed Efe Kapanci as the bank's head of mergers and acquisitions in the Middle East and North Africa  according to a company memo seen by Reuters.,topStory
HSEA,HSBC Holdings plc,20150903,HSBC says to rebrand British retail arm 'HSBC UK' ,LONDON HSBC Holdings is to rebrand its British business as 'HSBC UK' after a months-long review of what to call the business from 2018.,normal
HSEA,HSBC Holdings plc,20150903,HSBC says to rebrand British retail arm 'HSBC UK' ,LONDON  Sept 3 HSBC Holdings is to rebrand its British business as 'HSBC UK' after a months-long review of what to call the business from 2018.,normal
HSEB,HSBC Holdings plc,20150903,MOVES-HSBC appoints M&A head for MENA region - memo ,DUBAI  Sept 3 HSBC Holdings has appointed Efe Kapanci as the bank's head of mergers and acquisitions in the Middle East and North Africa  according to a company memo seen by Reuters.,topStory
HSEB,HSBC Holdings plc,20150903,HSBC says to rebrand British retail arm 'HSBC UK' ,LONDON HSBC Holdings is to rebrand its British business as 'HSBC UK' after a months-long review of what to call the business from 2018.,normal
HSEB,HSBC Holdings plc,20150903,HSBC says to rebrand British retail arm 'HSBC UK' ,LONDON  Sept 3 HSBC Holdings is to rebrand its British business as 'HSBC UK' after a months-long review of what to call the business from 2018.,normal
JPM,J P Morgan Chase & Co,20150903,Los Angeles drops mortgage discrimination case against JPMorgan ,NEW YORK Los Angeles has dropped a lawsuit accusing JPMorgan Chase   the largest U.S. bank  of discriminatory mortgage lending  ending the first of the city's four lawsuits accusing major banks of driving up foreclosures among minority borrowers.,topStory
JPM,J P Morgan Chase & Co,20150903,Los Angeles drops mortgage discrimination case against JPMorgan ,Los Angeles has dropped a lawsuit accusing JPMorgan Chase  the largest U.S. bank  of discriminatory mortgage lending  ending the first of the city's four lawsuits accusing major banks of driving up foreclosures among minority borrowers.,normal
JPM,J P Morgan Chase & Co,20150903,Los Angeles drops mortgage discrimination case against JPMorgan ,NEW YORK  Sept 3 Los Angeles has dropped a lawsuit accusing JPMorgan Chase  the largest U.S. bank  of discriminatory mortgage lending  ending the first of the city's four lawsuits accusing major banks of driving up foreclosures among minority borrowers.,normal
KBR,KBR Inc,20150903,Oregon magistrate: KBR Inc cannot recoup legal fees from soldiers ,PORTLAND  Ore. A federal magistrate in Oregon has ruled that KBR Inc cannot recoup legal fees from 12 Oregon Army National Guardsmen who accused the defense contractor of failing to protect them from cancer-causing chemicals when they served in Iraq  attorneys said on Thursday.,topStory
KBR,KBR Inc,20150903,Oregon magistrate: KBR Inc cannot recoup legal fees from soldiers ,PORTLAND  Ore. A federal magistrate in Oregon has ruled that KBR Inc cannot recoup legal fees from 12 Oregon Army National Guardsmen who accused the defense contractor of failing to protect them from cancer-causing chemicals when they served in Iraq  attorneys said on Thursday.,normal
KBR,KBR Inc,20150903,Oregon magistrate: KBR Inc cannot recoup legal fees from soldiers ,PORTLAND  Ore.  Sept 3 A federal magistrate in Oregon has ruled that KBR Inc cannot recoup legal fees from 12 Oregon Army National Guardsmen who accused the defense contractor of failing to protect them from cancer-causing chemicals when they served in Iraq  attorneys said on Thursday.,normal
MDT,Medtronic plc,20150903,UPDATE 2-Medtronic sales surge as rise in U.S. surgeries drives demand ,* Stock little changed in midday trading   (Adds CEO and analyst comment  details from conference call),topStory
MDT,Medtronic plc,20150903,Medtronic profit jumps 47 pct ,Sept 3  Medical device maker Medtronic Plc  reported a 47 percent rise in quarterly adjusted net income  helped by higher sales across all its divisions.,normal
MON,Monsanto Company,20150903,Deals of the day-Mergers and acquisitions ,Sept 3 The following bids  mergers  acquisitions and disposals were reported by 2000 GMT on Thursday:,topStory
MON,Monsanto Company,20150903,UPDATE 2-Syngenta to sell vegetable seeds  buy back shares ,* CFO signals vegetable seeds could fetch up to $3.9 bln   (Adds CFO comment  deal value estimates  analyst comment  background),normal
MON,Monsanto Company,20150903,European Factors to Watch-Shares seen up  focus on central banks ,LONDON  Sept 3 European shares headed for a higher open on Thursday  tracking strong gains on Wall Street  with investors focusing on a meeting of the European Central Bank later in the day and U.S. jobs data on Friday for hints about the market's near-term direction.,normal
MON,Monsanto Company,20150903,Swiss stocks - Factors to watch on Sept 3 ,ZURICH  Sept 3 The Swiss blue-chip SMI  was seen opening up 0.4 percent at 8656 points on Thursday  according to premarket indications by bank Julius Baer .,normal
SID,National Steel Company,20150903,CSN refinancing 2016  2017 loans with Banco do Brasil  source says ,RIO DE JANEIRO/SAO PAULO  Sept 3 Brazil's Cia Siderurgica Nacional is in talks to refinance debt due in 2016 and 2017 with state-run Banco do Brasil and a deal could be announced as early as next week  a source said on Thursday.,topStory
SID,National Steel Company,20150903,Brazil steelmaker CSN extends maturity on $687 mln in Caixa debt ,RIO DE JANEIRO  Sept 3 Brazilian steelmaker Cia Siderurgica Nacional said on Thursday that it has extended the amount of time it has to repay 2.57 billion reais ($687 million) of debt with Brazil's state-owned Caixa Economic Federal.,normal
NVO,Novo Nordisk A/S,20150903,BRIEF-Novo Nordisk invests $76 mln in raw material warehouse ,* Says company is investing 500 million Danish crowns ($75.6 million) in a new 19 000 m2 warehouse in Hillerød  Denmark.,topStory
RFP,Resolute Forest Products Inc,20150903,BRIEF-Valmet to supply tissue production line to Resolute Forest Products in USA ,* Says to supply tissue production line to Resolute Forest Products in the United States,topStory
RIO,Rio Tinto Plc,20150903,Rio Tinto still aims to hit 360 million T iron ore output target ,SYDNEY Rio Tinto signaled on Thursday it will continue to boost iron ore production but had yet to give construction approval for a new mine in Australia amid board promises to rein in spending.,topStory
RIO,Rio Tinto Plc,20150903,Seaborne coal market may shrink  total demand won't: Russell ,LAUNCESTON  Australia  It's tempting to mould events to suit your view of how the world should be  and there seems to be plenty of that in the coal debate.,normal
RIO,Rio Tinto Plc,20150903,BUZZ-Miner relief ,** Shares in London-listed mining cos among top FTSE 100 gainers in early trade following Rio Tinto's positive market outlook,normal
RIO,Rio Tinto Plc,20150903,COLUMN-Seaborne coal market may shrink  total demand won't: Russell ,--Clyde Russell is a Reuters columnist. The views expressed are his own.--,normal
SNY,Sanofi,20150903,Sanofi's Genzyme pays $32.59 million in criminal Seprafilm case ,Genzyme Corp agreed to pay $32.59 million  admit wrongdoing and enter a deferred prosecution agreement to resolve U.S. criminal charges over its marketing of the surgical implant Seprafilm  the Department of Justice said on Thursday.,topStory
SNY,Sanofi,20150903,UPDATE 2-Sanofi's Genzyme pays $32.59 mln in criminal Seprafilm case ,Sept 3 Genzyme Corp agreed to pay $32.59 million  admit wrongdoing and enter a deferred prosecution agreement to resolve U.S. criminal charges over its marketing of the surgical implant Seprafilm  the Department of Justice said on Thursday.,normal
SNY,Sanofi,20150903,Sanofi's Genzyme pays $32.59 mln in criminal Seprafilm case ,Sept 3 Genzyme Corp  a unit of French drug company Sanofi SA  will pay $32.59 million and admit wrongdoing to resolve criminal charges over the unlawful distribution of the surgical device Seprafilm  the U.S. Department of Justice said on Thursday.,normal
SNE,Sony Corp Ord,20150903,UPDATE 1-Japan Display CEO hints at strong Apple orders ahead of new iPhone launch ,* Any talks with Sharp would happen suddenly - CEO   (Adds quotes on Sharp merger speculation  shares  background),normal
SNE,Sony Corp Ord,20150903,Japan Display CEO hints at strong Apple orders ahead of new iPhone launch ,TOKYO  Sept 3 Japan Display Inc Chief Executive Mitsuru Homma on Thursday said the screen maker's "biggest client"  widely understood to refer to Apple Inc   is increasing orders ahead of the expected launch of a new iPhone this month.,normal
WMT,Wal-Mart Stores Inc,20150903,Sam's Club seeks to boost auto business with TrueCar tie-up ,Sept 3 Sam's Club  the membership warehouse club division of Wal-Mart Stores Inc  said on Thursday it has tied up with online car-shopping site TrueCar Inc in an effort to boost its auto business.,topStory
DIS,Walt Disney Company (The),20150903,Spielberg's DreamWorks to split from Disney: Hollywood Reporter ,DreamWorks Studios  the film company co-founded by Steven Spielberg  will split from Walt Disney Co after the release of his film  "The BFG " the Hollywood Reporter said  citing people familiar with the matter. | Video ,topStory
NAK,Northern Dynasty Minerals Ltd,20150903,UPDATE 4-Obama's Arctic adventure ends with sinking village  fish spawn ,KOTZEBUE  Alaska  Sept 2 President Barack Obama got a taste of the U.S. Arctic on Wednesday  dropping in to two remote fly-in native villages in a journey the White House hopes will show how climate change is affecting Americans.,normal
