FB,Facebook Inc,20180225,BRIEF-Nokia  Facebook Collaborate For Fixed Wireless Access ,* NOKIA AND FACEBOOK WORK TOGETHER TO EXPAND ECOSYSTEM FOR FIXED WIRELESS ACCESS OVER 60 GHZ Source text for Eikon: Further company coverage: (Helsinki Newsroom),topStory
DAL,Delta Air Lines Inc,20180225,Delta  United Airlines become latest companies to cut NRA ties ,NEW YORK Delta Air Lines and United Airlines on Saturday became the latest major corporations to sever marketing ties with the National Rifle Association as the fallout from last week's massacre at a Florida high school took its toll on the gun advocacy group.,topStory
ERJ,Embraer-Empresa Brasileira de Aeronautica,20180225,Boeing to have 51 percent stake in venture with Embraer: paper ,BRASILIA Boeing Co  will have a 51 percent stake in a joint company currently being negotiated with Brazilian aircraft maker Embraer   O Globo newspaper columnist Lauro Jardim reported on Sunday.,topStory
ERJ,Embraer-Empresa Brasileira de Aeronautica,20180225,UPDATE 1-Boeing to have 51 pct stake in venture with Embraer - paper ,BRASILIA  Feb 25 Boeing Co will have a 51 percent stake in a joint company currently being negotiated with Brazilian aircraft maker Embraer  O Globo newspaper columnist Lauro Jardim reported on Sunday.,normal
ERJ,Embraer-Empresa Brasileira de Aeronautica,20180225,Boeing to have 51 pct stake in new venture with Embraer - paper ,BRASILIA  Feb 25 Boeing Co will have a 51 percent stake in a joint company currently being negotiating with Brazilian aircraft maker Embraer  O Globo newspaper columnist Lauro Jardim reported on Sunday.,normal
XOM,Exxon Mobil Corporation,20180225,ExxonMobil shuts PNG gas conditioning plant to assess quake damage ,MELBOURNE  Feb 26 ExxonMobil Corp said it shut its Hides gas conditioning plant in Papua New Guinea after a powerful 7.5 magnitude earthquake hit the country's Southern Highlands province.,topStory
GEH,General Electric Capital Corporation,20180225,General Electric to restate two years of earnings ,General Electric   the United States' largest industrial conglomerate  will restate its earnings for 2016 and 2017 as it adopts a new accounting standard  according to a regulatory filing on Friday.,topStory
GEH,General Electric Capital Corporation,20180225,UPDATE 1-General Electric to restate two years of earnings ,Feb 25 General Electric  the United States' largest industrial conglomerate  will restate its earnings for 2016 and 2017 as it adopts a new accounting standard  according to a regulatory filing on Friday.,normal
GEH,General Electric Capital Corporation,20180225,General Electric to restate two years of earnings ,Feb 25 General Electric will restate its earnings for 2016 and 2017 as it adopts a new accounting standard  according to a regulatory filing Friday.,normal
GEK,General Electric Capital Corporation,20180225,General Electric to restate two years of earnings ,General Electric   the United States' largest industrial conglomerate  will restate its earnings for 2016 and 2017 as it adopts a new accounting standard  according to a regulatory filing on Friday.,topStory
GEK,General Electric Capital Corporation,20180225,UPDATE 1-General Electric to restate two years of earnings ,Feb 25 General Electric  the United States' largest industrial conglomerate  will restate its earnings for 2016 and 2017 as it adopts a new accounting standard  according to a regulatory filing on Friday.,normal
GEK,General Electric Capital Corporation,20180225,General Electric to restate two years of earnings ,Feb 25 General Electric will restate its earnings for 2016 and 2017 as it adopts a new accounting standard  according to a regulatory filing Friday.,normal
GE,General Electric Company,20180225,General Electric to restate two years of earnings ,General Electric   the United States' largest industrial conglomerate  will restate its earnings for 2016 and 2017 as it adopts a new accounting standard  according to a regulatory filing on Friday.,topStory
GE,General Electric Company,20180225,UPDATE 1-General Electric to restate two years of earnings ,Feb 25 General Electric  the United States' largest industrial conglomerate  will restate its earnings for 2016 and 2017 as it adopts a new accounting standard  according to a regulatory filing on Friday.,normal
GE,General Electric Company,20180225,General Electric to restate two years of earnings ,Feb 25 General Electric will restate its earnings for 2016 and 2017 as it adopts a new accounting standard  according to a regulatory filing Friday.,normal
GEB,General Electric Company,20180225,General Electric to restate two years of earnings ,General Electric   the United States' largest industrial conglomerate  will restate its earnings for 2016 and 2017 as it adopts a new accounting standard  according to a regulatory filing on Friday.,topStory
GEB,General Electric Company,20180225,UPDATE 1-General Electric to restate two years of earnings ,Feb 25 General Electric  the United States' largest industrial conglomerate  will restate its earnings for 2016 and 2017 as it adopts a new accounting standard  according to a regulatory filing on Friday.,normal
GEB,General Electric Company,20180225,General Electric to restate two years of earnings ,Feb 25 General Electric will restate its earnings for 2016 and 2017 as it adopts a new accounting standard  according to a regulatory filing Friday.,normal
IBM,International Business Machines Corporation,20180225,Major firms learning to adapt in fight against start-ups: IBM ,BARCELONA Major corporations are learning to defend against start-ups that threaten their business models  hitting back by adopting the disruptors' playbook  according to a survey of top executives by computer services firm IBM.,topStory
IBM,International Business Machines Corporation,20180225,Major firms learning to adapt in fight against start-ups - IBM ,BARCELONA  Feb 25 Major corporations are learning to defend against start-ups that threaten their business models  hitting back by adopting the disruptors' playbook  according to a survey of top executives by computer services firm IBM.,normal
ICL,Israel Chemicals Shs,20180225,Israel Chemicals names insurance boss Zoller as new CEO ,JERUSALEM  Feb 25 Fertiliser and specialty chemicals maker Israel Chemicals (ICL)  said on Sunday its board had appointed insurance boss Raviv Zoller as its new chief executive.,topStory
NOK,Nokia Corporation,20180225,REFILE-UPDATE 2-Nokia CEO sees big 5G rollouts nearly a year ahead of schedule ,BARCELONA/HELSINKI  Feb 25 Major telecom operators are accelerating their timelines for adopting next-generation 5G networks by up to a year  boosting Nokia's confidence of an uplift for its own business later in 2018  Chief Executive Rajeev Suri said on Sunday.,topStory
NOK,Nokia Corporation,20180225,Nokia phones to expand to high-end while also striking nostalgia chord ,BARCELONA  Feb 25 Seeking to capitalise on a remarkable comeback over the past year  Nokia phones are expanding to include their first premium Android smartphone model  as well as a remake of one of its biggest hits of the 1990s  the 8110 "slider" feature phone.,normal
NOK,Nokia Corporation,20180225,Nokia CEO sees Europe lagging China  U.S. in 5G roll-outs ,BARCELONA  Feb 25 Europe does not have the catalysts for rapid  large-scale rollouts for next-generation 5G networks  Nokia CEO Rajeev Suri said on Sunday.,normal
NOK,Nokia Corporation,20180225,BRIEF-Nokia Expects To Announce A Big Project With Vodafone -CEO ,* NOKIA EXPECTS SOON TO ANNOUNCE A SPECIAL PROJECT WITH VODAFONE -CEO Further company coverage: (Helsinki Newsroom),normal
NOK,Nokia Corporation,20180225,BRIEF-Nokia To Buy Home Wi-Fi Firm Unium ,* NOKIA TO BOLSTER HOME WI-FI PORTFOLIO WITH ACQUISITION OF UNIUM,normal
NOK,Nokia Corporation,20180225,BRIEF-Nokia Says Deploying 5G For Vodafone Italy's Trial In Milan ,* NOKIA DEPLOYING 5G FOR VODAFONE ITALY'S 5G TRIAL IN MILAN Source text for Eikon: Further company coverage: (Helsinki Newsroom),normal
NOK,Nokia Corporation,20180225,BRIEF-Nokia  Facebook Collaborate For Fixed Wireless Access ,* NOKIA AND FACEBOOK WORK TOGETHER TO EXPAND ECOSYSTEM FOR FIXED WIRELESS ACCESS OVER 60 GHZ Source text for Eikon: Further company coverage: (Helsinki Newsroom),normal
PKI,PerkinElmer Inc,20180225,BRIEF-RHS Enters Deal For Perkinelmer  Inc To Buy All Shares Of Co For $0.28 Per Share ,* ENTERS SCHEME IMPLEMENTATION AGREEMENT FOR PERKINELMER  INC TO BUY ALL SHARES OF CO FOR $0.28 PER SHARE,topStory
TEF,Telefonica SA,20180225,Telefonica launches 'Aura' voice assistant in six countries ,BARCELONA Spanish mobile operator Telefonica on Sunday launched a voice-activated assistant  called 'Aura'  in six countries  using artificial intelligence to interact with its customers.,topStory
TEF,Telefonica SA,20180225,UPDATE 1-Telefonica launches 'Aura' voice assistant in six countries ,* Works with European telcos on data-portability initiative (Adds quotes  details on data-portability initiative),normal
TEF,Telefonica SA,20180225,Telefonica launches 'Aura' voice assistant in six countries ,BARCELONA  Feb 25 Spanish mobile operator Telefonica on Sunday launched a voice-activated assistant  called 'Aura'  in six countries  using artificial intelligence to interact with its customers.,normal
