AAL,American Airlines Group Inc,20180621,Virgin Atlantic chief Kreeger to retire  to be replaced by CCO ,LONDON  June 21 British airline Virgin Atlantic on Thursday said Chief Executive Craig Kreeger would retire at the end of the year and will be replaced by the airline's chief commercial officer.,topStory,Unknown
CG,The Carlyle Group LP,20180621,UPDATE 1-Carlyle raises $6.55 billion for new Asia fund ,HONG KONG  June 21 Carlyle Group said on Thursday it had raised $6.55 billion for its Asia private equity fund  its biggest ever  which will seek buyout and strategic investment opportunities across a wide range of sectors in the region.,normal,Unknown
CG,The Carlyle Group LP,20180621,Carlyle raises $6.6 billion for new Asia fund ,HONG KONG  June 21 Carlyle Group said on Thursday it had raised $6.6 billion for its Asia private equity fund  its biggest ever  which will seek buyout and strategic investment opportunities across a wide range of sectors in the region.,normal,Unknown
CMCSA,Comcast Corporation,20180621,UPDATE 1-Disney willing to divest more Fox assets for deal clearance ,June 21 Walt Disney Co said on Thursday it was willing to divest Twenty-First Century Fox Inc assets that generated up to $1 billion in earnings before interest  tax  depreciation and amortization (EBITDA) to get a regulatory nod for the deal.,repeated,Sell
CMCSA,Comcast Corporation,20180621,Disney willing to divest more Fox assets for deal clearance ,June 21 Walt Disney Co said on Thursday it was willing to divest Twenty-First Century Fox Inc assets that generated up to $1 billion in earnings before interest  tax  depreciation and amortization to get a regulatory nod for the deal.,normal,Unknown
CMCSA,Comcast Corporation,20180621,Global stocks fall with U.S. dollar; oil slips before OPEC ,NEW YORK Stocks around the world fell on Thursday and the U.S. dollar slipped from a peak as investors flocked to bonds on worries about a U.S.-China trade war. | Video ,normal,Unknown
CMCSA,Comcast Corporation,20180621,GLOBAL MARKETS-Dollar stalls at 11-month high  oil slides ahead of OPEC ,LONDON  June 21 Simmering trade and political tensions and a pumped-up dollar weighed on world shares on Thursday  while oil prices were under pressure before an OPEC meeting expected to increase the world's supply of crude.,normal,Unknown
CMCSA,Comcast Corporation,20180621,GLOBAL MARKETS-Dollar scales 11-month peak  oil slides ahead of OPEC ,LONDON  June 21 Simmering trade and political tensions weighed on European and world shares on Thursday  while oil prices were under pressure ahead of an OPEC meeting that could boost the global supply of crude.,normal,Unknown
CMCSA,Comcast Corporation,20180621,GLOBAL MARKETS-Global shares edge up  China pulls Asia down  oil subdued pre-OPEC ,SYDNEY  June 21 Shares crept higher in most major markets on Thursday as a lull in the Sino-U.S. trade tussle and talk of more stimulus in China helped calm nerves  though the nagging trade tensions caused Chinese shares to slip  dragging other Asian markets lower.,normal,Unknown
CMCSA,Comcast Corporation,20180621,GLOBAL MARKETS-Asian shares edge ahead  oil subdued before OPEC meeting ,SYDNEY  June 21 Asian shares crept ahead on Thursday as a lull in the Sino-U.S. trade tussle and talk of more Chinese stimulus helped calm nerves  while tensions in the oil market grew ahead of an OPEC meeting that could expand the supply of crude.,normal,Strong Buy
CMCSA,Comcast Corporation,20180621,GLOBAL MARKETS-Asian shares subdued amid lull in trade spat  oil eases into OPEC ,* Major currencies turn quiet  dollar holds near 11-month top,normal,Unknown
CMCSA,Comcast Corporation,20180621,COLUMN-M&A "mega deal" frenzy evokes 1999 tech boom ... and its aftermath?: McGeever ,LONDON  June 21 By some measures  the global merger and acquisition frenzy has never been greater  fueled by "TMT" mega deals that are drawing comparisons with the late 1990s boom and spectacular bust.,normal,Unknown
CRM,Salesforcecom Inc,20180621,UPDATE 1-SAP aims to double CRM business in two years - sales chief ,* We aim to outgrow market - SAP sales chief (Writes through with full interview),topStory,Unknown
CRM,Salesforcecom Inc,20180621,SAP aims to double CRM business in two years - sales chief ,FRANKFURT  June 21 SAP SE aims to double the size of its sales and marketing software business within two years  its top salesman told Reuters  throwing down the gauntlet against market leader Salesforce.,normal,Unknown
CS,Credit Suisse Group,20180621,UBS and Credit Suisse must work on TBTF emergency plans: SNB ,ZURICH Switzerland's two biggest banks  UBS  and Credit Suisse   have more work to do on emergency planning to meet new too-big-to-fail rules by the end of 2019  the Swiss National Bank said on Thursday.,topStory,Sell
CS,Credit Suisse Group,20180621,UPDATE 1-UBS and Credit Suisse must work on TBTF emergency plans - SNB ,ZURICH  June 21 Switzerland's two biggest banks  UBS and Credit Suisse  have more work to do on emergency planning to meet new too-big-to-fail rules by the end of 2019  the Swiss National Bank said on Thursday.,normal,Sell
CS,Credit Suisse Group,20180621,Swiss National Bank says UBS  Credit Suisse must work on TBTF rules ,ZURICH  June 21 Switzerland's two biggest banks  UBS and Credit Suisse  have more work to do on emergency planning to meet new too-big-to-fail rules by the end of 2019  the Swiss National Bank said on Thursday.,normal,Unknown
CS,Credit Suisse Group,20180621,Credit Suisse names Kavonic to lead oil & gas equities research in Australia ,Credit Suisse said on Thursday Saul Kavonic will lead the oil and gas division of its energy equities research in Australia.,normal,Sell
DB,Deutsche Bank AG,20180621,UPDATE 1-Fitch downgrades Deutsche Bank outlook amid strategy concerns ,* Fitch sees "substantial execution risk" (Updates with details  background  no comment from bank),topStory,Sell
DB,Deutsche Bank AG,20180621,Fitch downgrades Deutsche Bank outlook to negative ,FRANKFURT  June 21 The credit ratings agency Fitch on Thursday revised its outlook for Deutsche Bank to negative from stable  the latest blow to the German lender's reputation.,normal,Unknown
DIS,Walt Disney Company (The),20180621,Disney willing to divest more Fox assets for deal clearance ,Walt Disney Co  said on Thursday it was willing to divest Twenty-First Century Fox Inc  assets that generated up to $1 billion in earnings before interest  tax  depreciation and amortization (EBITDA) to get a regulatory nod for the deal.,topStory,Unknown
DIS,Walt Disney Company (The),20180621,UPDATE 1-Disney willing to divest more Fox assets for deal clearance ,June 21 Walt Disney Co said on Thursday it was willing to divest Twenty-First Century Fox Inc assets that generated up to $1 billion in earnings before interest  tax  depreciation and amortization (EBITDA) to get a regulatory nod for the deal.,normal,Sell
DIS,Walt Disney Company (The),20180621,Disney willing to divest more Fox assets for deal clearance ,June 21 Walt Disney Co said on Thursday it was willing to divest Twenty-First Century Fox Inc assets that generated up to $1 billion in earnings before interest  tax  depreciation and amortization to get a regulatory nod for the deal.,normal,Unknown
DSW,DSW Inc,20180621,UPDATE 2-Thyssenkrupp workers  some investors give CEO time for Tata Steel deal ,* DSW investor group also advocates time if needed (Recasts  adds investor voice  context),topStory,Unknown
E,ENI SpA,20180621,Lukoil  Eni discussing possible swap of Mexico licenses ,MOSCOW Lukoil  Russia's second biggest oil producer  is considering swapping licenses with Italy's Eni in Mexico  First Deputy Chief Executive Ravil Maganov said on Thursday.,topStory,Unknown
E,ENI SpA,20180621,Lukoil  Eni discussing possible swap of Mexico licences ,MOSCOW  June 21 Lukoil  Russia's second biggest oil producer  is considering swapping licences with Italy's Eni in Mexico  First Deputy Chief Executive Ravil Maganov said on Thursday.,normal,Unknown
ERIC,Ericsson,20180621,Ericsson needs industries to embrace 5G to underpin its recovery ,* Newer 5G business could create 36 pct more revs for telcos by 2026-Ericsson,topStory,Unknown
ERJ,Embraer SA,20180621,Bombardier sees 50 percent market share with revamped CRJ 900 jet ,MONTREAL Bombardier Inc's revamped CRJ 900 regional jet should win "half or more" of the market against competing planes from Brazil's Embraer SA  the company's Commercial Aircraft President Fred Cromer told reporters on Thursday.,topStory,Unknown
ERJ,Embraer SA,20180621,UPDATE 2-Bombardier sees 50 pct market share with revamped CRJ 900 jet ,MONTREAL  June 21 Bombardier Inc's revamped CRJ 900 regional jet should win "half or more" of the market against competing planes from Brazil's Embraer SA   the company's Commercial Aircraft President Fred Cromer told reporters on Thursday.,normal,Unknown
ESLT,Elbit Systems Ltd,20180621,Elbit Systems gets $17 million European electronic warfare deal ,TEL AVIV Israeli defense firm Elbit Systems Ltd   said on Thursday it won an approximately $17 million contract from a European country to supply advanced ground-based electronic warfare and signal intelligence systems.,topStory,Unknown
ESLT,Elbit Systems Ltd,20180621,Elbit Systems gets $17 mln European electronic warfare deal ,TEL AVIV  June 21 Israeli defence firm Elbit Systems Ltd  said on Thursday it won an approximately $17 million contract from a European country to supply advanced ground-based electronic warfare and signal intelligence systems.,normal,Unknown
FB,Facebook Inc,20180621,Index provider MSCI delays decision on unequal voting rights stocks ,NEW YORK  June 21 Stock index provider MSCI said on Thursday it extended its review of how to treat stocks with unequal voting rights  with a decision now expected by the end of October.,topStory,Sell
FCAU,Fiat Chrysler Automobiles NV,20180621,Fiat slams EU regulators for acting as supranational tax body ,LUXEMBOURG Fiat Chrysler Automobiles NV  on Thursday accused EU competition regulators of over-reaching their powers and acting as a supranational tax authority for the bloc when they ruled against its tax deal with Luxembourg three years ago.,topStory,Unknown
FCAU,Fiat Chrysler Automobiles NV,20180621,Fiat slams EU regulators for acting as supranational tax body ,LUXEMBOURG  June 21 Fiat Chrysler Automobiles NV on Thursday accused EU competition regulators of over-reaching their powers and acting as a supranational tax authority for the bloc when they ruled against its tax deal with Luxembourg three years ago.,normal,Unknown
FOXA,Twenty-First Century Fox Inc,20180621,Investor Odey says Sky could be worth as much as 50 bln pounds ,LONDON  June 21 Top-20 Sky investor Crispin Odey said he expects the bidding war for the media company to carry on over the summer and that the European broadcaster could be worth as much as 50 billion pounds ($65.5 billion).,normal,Unknown
FOXA,Twenty-First Century Fox Inc,20180621,PRESS DIGEST -Wall Street Journal - June 21 ,June 21 The following are the top stories in the Wall Street Journal. Reuters has not verified these stories and does not vouch for their accuracy.,normal,Unknown
FOXA,Twenty-First Century Fox Inc,20180621,COLUMN-M&A "mega deal" frenzy evokes 1999 tech boom ... and its aftermath?: McGeever ,LONDON  June 21 By some measures  the global merger and acquisition frenzy has never been greater  fueled by "TMT" mega deals that are drawing comparisons with the late 1990s boom and spectacular bust.,normal,Unknown
FOX,Twenty-First Century Fox Inc,20180621,Investor Odey says Sky could be worth as much as 50 bln pounds ,LONDON  June 21 Top-20 Sky investor Crispin Odey said he expects the bidding war for the media company to carry on over the summer and that the European broadcaster could be worth as much as 50 billion pounds ($65.5 billion).,normal,Unknown
FOX,Twenty-First Century Fox Inc,20180621,PRESS DIGEST -Wall Street Journal - June 21 ,June 21 The following are the top stories in the Wall Street Journal. Reuters has not verified these stories and does not vouch for their accuracy.,normal,Unknown
FOX,Twenty-First Century Fox Inc,20180621,COLUMN-M&A "mega deal" frenzy evokes 1999 tech boom ... and its aftermath?: McGeever ,LONDON  June 21 By some measures  the global merger and acquisition frenzy has never been greater  fueled by "TMT" mega deals that are drawing comparisons with the late 1990s boom and spectacular bust.,normal,Unknown
GLNG,Golar LNG Limited,20180621,After Gazprom probe  EU investigates Qatar's long-term LNG contracts ,LONDON/BRUSSELS The European Commission is investigating the bloc's biggest sea-borne gas supplier Qatar Petroleum over potentially restrictive 20-year supply agreements inhibiting development of a single gas market  its latest challenge to a major gas supplier.,topStory,Sell
GLNG,Golar LNG Limited,20180621,UPDATE 3-After Gazprom probe  EU investigates Qatar's long-term LNG contracts ,LONDON/BRUSSELS  June 21 The European Commission is investigating the bloc's biggest sea-borne gas supplier Qatar Petroleum over potentially restrictive 20-year supply agreements inhibiting development of a single gas market  its latest challenge to a major gas supplier.,normal,Sell
GLPG,Galapagos NV,20180621,BRIEF-Galapagos Increases Share Capital Through Warrant Exercises ,* ANNOUNCED ON WEDNESDAY SHARE CAPITAL INCREASE ARISING FROM WARRANT EXERCISES,topStory,Sell
GOOG,Alphabet Inc,20180621,U.S. lawmakers want Google to reconsider links to China's Huawei ,WASHINGTON Some Republican and Democratic U.S. lawmakers asked Alphabet Inc's  Google on Wednesday to reconsider its work with Chinese telecommunications firm Huawei Technologies Co Ltd  which they described as a security threat.,topStory,Unknown
GOOG,Alphabet Inc,20180621,YouTube pushes memberships  merchandise as alternatives to ads ,SAN FRANCISCO  June 21 YouTube said on Thursday that video uploaders with more than 100 000 followers could start paid fan clubs on the service  one of several new features aimed at helping itself and its users diversify revenue after a turbulent year.,normal,Sell
GOOGL,Alphabet Inc,20180621,U.S. lawmakers want Google to reconsider links to China's Huawei ,WASHINGTON Some Republican and Democratic U.S. lawmakers asked Alphabet Inc's  Google on Wednesday to reconsider its work with Chinese telecommunications firm Huawei Technologies Co Ltd  which they described as a security threat.,repeated,Unknown
GOOGL,Alphabet Inc,20180621,YouTube pushes memberships  merchandise as alternatives to ads ,SAN FRANCISCO  June 21 YouTube said on Thursday that video uploaders with more than 100 000 followers could start paid fan clubs on the service  one of several new features aimed at helping itself and its users diversify revenue after a turbulent year.,normal,Sell
HES,Hess Corporation,20180621,Focus on returns now will hurt long-term U.S. shale oil investment: Hess ,VIENNA Investor pressure on oil producers to focus more attention on shareholder returns and less on output will drive down vital industry investment in the long term  a leading U.S. shale executive said on Thursday.,topStory,Unknown
HES,Hess Corporation,20180621,Focus on returns now will hurt long-term U.S. shale oil investment - Hess ,VIENNA  June 21 Investor pressure on oil producers to focus more attention on shareholder returns and less on output will drive down vital industry investment in the long term  a leading U.S. shale executive said on Thursday.,normal,Unknown
HMC,Honda Motor Company Ltd,20180621,Honda deal is positive for Red Bull  says Verstappen ,LE CASTELLET  France Red Bull's decision to switch from Renault to Honda engines for at least the next two seasons looks a positive step for the Formula One team  according to their Dutch driver Max Verstappen.,topStory,Unknown
HMC,Honda Motor Company Ltd,20180621,Motor racing-Honda deal is positive for Red Bull  says Verstappen ,LE CASTELLET  France  June 21 Red Bull's decision to switch from Renault to Honda engines for at least the next two seasons looks a positive step for the Formula One team  according to their Dutch driver Max Verstappen.,normal,Unknown
IBM,International Business Machines Corporation,20180621,British lawmakers publish IBM report into TSB bank IT failure ,LONDON  June 21 Britain's influential Treasury Committee of lawmakers on Thursday published a preliminary report by International Business Machines Corp into an IT outage at TSB bank that left thousands of customers locked out of their accounts.,topStory,Unknown
IIJI,Internet Initiative Japan Inc,20180621,Silicon Valley-style coding boot camp seeks to reset Japan Inc ,TOKYO Barely six months after inaugurating a tiny software-coding boot camp in a basement in Tokyo  Silicon Valley transplant Kani Munidasa stood before some of Japan's top business leaders in February with a warning: software was threatening their future. | Video ,topStory,Unknown
INTC,Intel Corporation,20180621,Intel CEO resigns after probe of relationship with employee ,Intel Corp  Chief Executive Brian Krzanich resigned on Thursday after an investigation found he had a consensual relationship with an employee in breach of company policy. | Video ,topStory,Unknown
INTC,Intel Corporation,20180621,UPDATE 8-Intel CEO resigns after probe of relationship with employee ,June 21 Intel Corp Chief Executive Brian Krzanich resigned on Thursday after an investigation found he had a consensual relationship with an employee in breach of company policy.,normal,Unknown
INTC,Intel Corporation,20180621,Intel CEO resigns after probe into relationship with employee ,June 21 Intel Corp on Thursday said Chief Executive Officer Brian Krzanich has resigned  effective immediately  after a probe revealed that a past consensual relationship with an Intel employee violated company policy.,normal,Unknown
JPM,J P Morgan Chase & Co,20180621,UPDATE 2-Largest banks clear U.S. Fed's toughest annual stress tests ,WASHINGTON  June 21 The 35 largest U.S. banks are poised to put more money toward dividends  share buybacks and business investments  after clearing the first stage of an annual regulatory stress test on Thursday  showing they have enough capital to withstand an extreme recession.,normal,Sell
JPM,J P Morgan Chase & Co,20180621,Largest U.S. banks clear first hurdle in Fed's toughest annual stress tests ,WASHINGTON  June 21 The 35 largest U.S. banks have all cleared the first stage of an annual stress test  showing they would be able to maintain enough capital in an extreme recession to meet regulatory requirements  the Federal Reserve said on Thursday.,normal,Unknown
K,Kellogg Company,20180621,Kellogg's sued over salmonella outbreak tied to Honey Smacks cereal ,Two women have filed the first lawsuits accusing Kellogg Co of being negligent for selling Honey Smacks cereal contaminated with salmonella that U.S. health officials say has resulted in 73 people in 31 states becoming ill.,topStory,Unknown
KR,Kroger Company (The),20180621,Kroger profit beats as online investments pay off  shares soar ,Kroger Co  on Thursday raised the lower-end of its full-year earnings forecast and posted a better-than-expected quarterly profit  as investments in online and delivery services paid off  sending its shares up as much as 13 percent. | Video ,topStory,Unknown
KR,Kroger Company (The),20180621,UPDATE 3-Kroger profit beats as online investments pay off  shares soar ,June 21 Kroger Co on Thursday raised the lower-end of its full-year earnings forecast and posted a better-than-expected quarterly profit  as investments in online and delivery services paid off  sending its shares up as much as 13 percent.,normal,Unknown
KR,Kroger Company (The),20180621,Kroger same-store sales rise 1.4 pct ,June 21 Supermarket chain Kroger Co said on Thursday same-store sales  excluding fuel centers  rose 1.4 percent in the first quarter and raised its 2018 profit forecast.,normal,Unknown
LAC,Lithium Americas Corp,20180621,Lithium Americas sees rapid development of major U.S. lithium project ,TORONTO  June 21 Lithium Americas Corp plans rapid development of its Thacker Pass lithium project in Nevada  the company said on Thursday  as it released a feasibility study on what it calls the largest U.S. deposit of the crucial battery ingredient.,topStory,Sell
LNG,Cheniere Energy Inc,20180621,Cheniere Oklahoma Midship natgas pipe gets positive environmental report ,Cheniere Energy Inc's proposed $1.025 billion Midship natural gas pipeline in Oklahoma got a positive environmental report from staff at the U.S. Federal Energy Regulatory Commission (FERC) on Thursday.,topStory,Unknown
LUV,Southwest Airlines Company,20180621,U.S. passengers file suit against Southwest over fatal engine explosion ,NEW YORK Eight passengers have sued Southwest Airlines Co  over a catastrophic engine blowout in April that killed a passenger and injured several others.,topStory,Unknown
LUV,Southwest Airlines Company,20180621,US watchdog auditing FAA checks of Southwest Air after engine failure ,WASHINGTON  June 21 The U.S. Transportation Department's inspector general is auditing the Federal Aviation Administration's oversight of Southwest Airlines Co after a midair incident in which an engine exploded and one person was killed.,normal,Sell
LYG,Lloyds Banking Group Plc,20180621,UPDATE 1-British lawmakers call for probe of Lloyds  KPMG over HBOS fraud ,June 21 A group of British lawmakers on Thursday called for an investigation by law enforcement and regulatory agencies into the handling by Lloyds Banking Group of a fraud at its HBOS Reading unit more than a decade ago and into the role of auditor KPMG.,topStory,Unknown
LYG,Lloyds Banking Group Plc,20180621,British lawmakers call for probe of Lloyds  KPMG over HBOS fraud ,June 21 A group of British lawmakers on Thursday called for an investigation by law enforcement and regulatory agencies into the handling by Lloyds Banking Group of a fraud at its HBOS Reading unit more than a decade ago and into the role of auditor KPMG.,normal,Sell
MFC,Manulife Financial Corp,20180621,UPDATE 1-Manulife to cut 5 pct of Canadian workforce in technology push ,June 21 Canada's Manulife Financial Corp is cutting some 700 jobs in the country as part of a drive to automate certain functions  the insurer said on Thursday.,topStory,Unknown
MRK,Merck & Company Inc,20180621,Novo's pioneering diabetes pill beats Victoza  Januvia in tests ,COPENHAGEN Novo Nordisk's experimental diabetes pill  which it hopes will transform the diabetes market  has proved superior to both Merck & Co's Januvia and its own best-selling injectable treatment Victoza in tests.,topStory,Unknown
MRK,Merck & Company Inc,20180621,Novo's pioneering diabetes pill beats Victoza  Januvia in tests ,COPENHAGEN  June 21 Novo Nordisk's experimental diabetes pill  which it hopes will transform the diabetes market  has proved superior to both Merck & Co's Januvia and its own best-selling injectable treatment Victoza in tests.,normal,Unknown
MSCI,MSCI Inc,20180621,UPDATE 1-Index provider MSCI delays decision on unequal voting rights stocks ,NEW YORK  June 21 Stock index provider MSCI said on Thursday it extended its review of how to treat stocks with unequal voting rights and expects to make a decision by the end of October.,topStory,Sell
MSCI,MSCI Inc,20180621,EMERGING MARKETS-Mexico interest rate hike nudges peso  MSCI nod lifts Argentina stocks , (Recasts with Mexico peso gains)     By Miguel Gutierrez     MEXICO CITY  June 21 Mexico'S peso firmed slightly on Thursday  supported by an interest rate hike by the central bank  while the stock market in Argentina soared after index provider MSCI upgraded the country to its emerging markets index.     Mexico's central bank raised its benchmark interest rate by 25 basis points to a more than nine-year high of 7.75 percent  in a bid to counteract the effects of a peso slump and kee,normal,Unknown
MSFT,Microsoft Corporation,20180621,UK's M&S  Microsoft sign artificial intelligence deal ,LONDON Britain's Marks & Spencer has signed a strategic partnership deal with Microsoft to test the integration of artificial intelligence technologies into the retailer's stores and operations  it said on Thursday.,topStory,Unknown
MSFT,Microsoft Corporation,20180621,UK's M&S  Microsoft sign artificial intelligence deal ,LONDON  June 21 Britain's Marks & Spencer has signed a strategic partnership deal with Microsoft to test the integration of artificial intelligence technologies into the retailer's stores and operations  it said on Thursday.,normal,Unknown
MT,ArcelorMittal,20180621,Exclusive: JSW Steel plans bid for ArcelorMittal's Romanian plant ,LONDON/MUMBAI India's biggest steelmaker JSW Steel  is expected to make a bid for ArcelorMittal's  Galati plant in Romania  three sources told Reuters  potentially competing against Ukraine's Metinvest and Italy's Marcegaglia.,topStory,Sell
MU,Micron Technology Inc,20180621,US STOCKS SNAPSHOT-Dow drops at open  technology stocks boost Nasdaq ,June 21 The Dow Jones Industrial Average opened lower on Thursday  as concerns over an ongoing trade spat between the United States and China lingered  while strong results from Micron and gains in large-cap technology stocks buoyed the S&P 500 and Nasdaq.,topStory,Sell
NOK,Nokia Corporation,20180621,Nokia seller HMD looks to smart and feature phones to grow its African business ,NAIROBI  June 21 HMD Global  the Finnish company that owns the rights to sell Nokia-branded phones  is targeting growth in both its smartphones and more basic models as it bids to become Africa's number-one phone brand  its vice president for sub-Saharan Africa said on Thursday.,topStory,Unknown
NVO,Novo Nordisk A/S,20180621,Novo's pioneering diabetes pill beats Victoza  Januvia in tests ,COPENHAGEN Novo Nordisk's experimental diabetes pill  which it hopes will transform the diabetes market  has proved superior to both Merck & Co's Januvia and its own best-selling injectable treatment Victoza in tests.,topStory,Unknown
NVO,Novo Nordisk A/S,20180621,Novo's pioneering diabetes pill beats Victoza  Januvia in tests ,COPENHAGEN  June 21 Novo Nordisk's experimental diabetes pill  which it hopes will transform the diabetes market  has proved superior to both Merck & Co's Januvia and its own best-selling injectable treatment Victoza in tests.,normal,Unknown
OSTK,Overstockcom Inc,20180621,Online retailers slide after U.S. court ruling on sales tax ,** Shares of online retailers take a hit after U.S. Supreme Court allows states to force these companies to collect sales tax,topStory,Unknown
PBR,Petroleo Brasileiro SA- Petrobras,20180621,UPDATE 1-Brazil labor court hands Petrobras workers victory in $4.5 bln wage spat ,BRASILIA  June 21 Brazil's top labor court on Thursday ruled in favor of workers at state-controlled Petroleo Brasileiro in a wage dispute that could cost the world's most indebted oil company up to 17 billion reais ($4.5 billion).,topStory,Unknown
PBR,Petroleo Brasileiro SA- Petrobras,20180621,Brazil labor rapporteur favors employees in Petrobras wage dispute ,BRASÍLIA  June 21 The rapporteur of a labor case filed by employees of state-run oil company Petroleo Brasileiro SA voted in favor of the workers on Thursday  but a final ruling is still pending as the court overseeing the case is still in session.,normal,Unknown
PCG,Pacific Gas & Electric Co,20180621,PG&E takes $2.5 billion charge related to California wildfires ,PG&E Corp  will record $2.5 billion in pre-tax expenses in the second quarter related to wildfires in California  the electric utility said on Thursday  two weeks after state officials blamed its power lines for sparking the fires.,topStory,Unknown
PCG,Pacific Gas & Electric Co,20180621,UPDATE 2-PG&E takes $2.5 bln charge related to California wildfires ,* Utility's stock rises nearly 2 percent (Adds analyst and CFO comment  share price),normal,Unknown
