AMZN,Amazoncom Inc,20121030,All eyes on Amazon as Brazil's Saraiva looks to sell online unit ,* Brazil's top bookseller may sell online business-sources,topStory
TAPR,Barclays Inverse US Treasury Composite ETN,20121030,Barclays suspends bid for Namibia's Bank Windhoek ,WINDHOEK  Oct 30 Barclays Plc has temporarily suspended its bid for a stake in Namibia's Bank Windhoek until it completes a process to combine its African businesses with those of Absa Group  Barclays said on Tuesday.,topStory
DLBL,Barclays PLC,20121030,Barclays suspends bid for Namibia's Bank Windhoek ,WINDHOEK  Oct 30 Barclays Plc has temporarily suspended its bid for a stake in Namibia's Bank Windhoek until it completes a process to combine its African businesses with those of Absa Group  Barclays said on Tuesday.,topStory
DTYL,Barclays PLC,20121030,Barclays suspends bid for Namibia's Bank Windhoek ,WINDHOEK  Oct 30 Barclays Plc has temporarily suspended its bid for a stake in Namibia's Bank Windhoek until it completes a process to combine its African businesses with those of Absa Group  Barclays said on Tuesday.,topStory
BBGI,Beasley Broadcast Group Inc,20121030,Ohio jury convicts teenager of Craigslist murders ,AKRON  Ohio A jury convicted 17-year-old Brogan Rafferty of murder on Tuesday in the deaths of three men  two of whom were lured to Ohio by a Craigslist ad promising work on a farm.,topStory
BCRX,BioCryst Pharmaceuticals Inc,20121030,BioCryst drops hep C drug on safety issues ,BioCryst Pharmaceuticals Inc said it would withdraw an application to test its experimental hepatitis C drug in humans after the U.S. Food and Drug Administration expressed concern about its safety.,topStory
CMCSA,Comcast Corporation,20121030,UPDATE 3-Hurricane Sandy disrupts Northeast US telecom networks ,* FCC says 25 percent of region's cell towers out of action,topStory
ESLT,Elbit Systems Ltd,20121030,Lockheed cites good reports on night flights of F-35 helmet ,HERZLIYA  Israel  Oct 30 Lockheed Martin Corp  said on Tuesday that it was making progress on resolving technical issues facing the cutting-edge helmet being developed for use by F-35 fighter pilots  and it cited positive initial reports from night flight tests of the system.,topStory
EA,Electronic Arts Inc,20121030,Electronic Arts third-quarter forecast disappoints as "Medal" lags ,SAN FRANCISCO Video game publisher Electronic Arts Inc forecast third-quarter earnings below Wall Street targets on Tuesday after its "Medal of Honor: Warfighter" title fell short of expectations for a crowded holiday season.,topStory
EA,Electronic Arts Inc,20121030,UPDATE 1-Electronic Arts Q3 forecast disappoints as "Medal" lags ,SAN FRANCISCO  Oct 30 Video game publisher Electronic Arts Inc forecast third-quarter earnings below Wall Street targets on Tuesday after its "Medal of Honor: Warfighter" title fell short of expectations for a crowded holiday season.,normal
EA,Electronic Arts Inc,20121030,Electronic Arts revenue drops in Q2 ,SAN FRANCISCO  Oct 30 Video game publisher Electronic Arts Inc reported lower revenue in the second quarter.,normal
FITB,Fifth Third Bancorp,20121030,TEXT-Fitch affirms large regional bank ratings following peer review ,Oct 30 - Fitch Ratings has completed a peer review of the  following 14 rated large regional banks: BB&T Corporation (BBT)  Capital One  Finance Corporation (COF)  Comerica Incorporated (CMA)  Fifth Third Bancorp  (FITB)  Huntington Bancshares Inc (HBAN)  Keycorp (KEY)  M&T Bank Corporation  (MTB)  PNC Financial Services Group (PNC)  Regions Financial Corporation (RF)   SunTrust Banks Inc. (STI)  US Bancorp (USB)  UnionBanCal Corporation (UBC)   Wells Fargo & Company (WFC)  and Zions Bancorporat,topStory
FITBI,Fifth Third Bancorp,20121030,TEXT-Fitch affirms large regional bank ratings following peer review ,Oct 30 - Fitch Ratings has completed a peer review of the  following 14 rated large regional banks: BB&T Corporation (BBT)  Capital One  Finance Corporation (COF)  Comerica Incorporated (CMA)  Fifth Third Bancorp  (FITB)  Huntington Bancshares Inc (HBAN)  Keycorp (KEY)  M&T Bank Corporation  (MTB)  PNC Financial Services Group (PNC)  Regions Financial Corporation (RF)   SunTrust Banks Inc. (STI)  US Bancorp (USB)  UnionBanCal Corporation (UBC)   Wells Fargo & Company (WFC)  and Zions Bancorporat,topStory
HBNC,Horizon Bancorp (IN),20121030,Japan's Hitachi buys UK's Horizon nuclear project ,LONDON/TOKYO Japanese industrial electronics maker Hitachi  is taking over Britain's Horizon nuclear project to build four to six new nuclear power stations  the UK's Department of Energy and Climate Change (DECC) said on Tuesday.,topStory
HBNC,Horizon Bancorp (IN),20121030,Hitachi pays 696 million pounds for nuclear venture Horizon ,BERLIN Hitachi Ltd   Japan's largest industrial electronics maker  is paying 696 million pounds ($1.12 billion) for British nuclear project Horizon  one of the sellers said.,normal
HBNC,Horizon Bancorp (IN),20121030,Hitachi pays 696 million pounds for nuclear venture Horizon ,BERLIN Hitachi Ltd   Japan's largest industrial electronics maker  is paying 696 million pounds ($1.12 billion) for British nuclear project Horizon  one of the sellers said.,normal
HBNC,Horizon Bancorp (IN),20121030,PRESS DIGEST - FINANCIAL TIMES - OCT 30 ,EDITOR CHARGED OVER SWISS BANK EXPOSE ATTACKS 'SICK' GREEK SYSTEM,normal
IPXL,Impax Laboratories Inc,20121030,Impax sales miss on drug withdrawal  fall in generics market share ,* Third-quarter adjusted profit $0.48/share vs est $0.50/share,topStory
DTYS,iPath US Treasury 10-year Bear ETN,20121030,Barclays suspends bid for Namibia's Bank Windhoek ,WINDHOEK  Oct 30 Barclays Plc has temporarily suspended its bid for a stake in Namibia's Bank Windhoek until it completes a process to combine its African businesses with those of Absa Group  Barclays said on Tuesday.,topStory
DTUS,iPath US Treasury 2-year Bear ETN,20121030,Barclays suspends bid for Namibia's Bank Windhoek ,WINDHOEK  Oct 30 Barclays Plc has temporarily suspended its bid for a stake in Namibia's Bank Windhoek until it completes a process to combine its African businesses with those of Absa Group  Barclays said on Tuesday.,topStory
DTUL,iPath US Treasury 2-year Bull ETN,20121030,Barclays suspends bid for Namibia's Bank Windhoek ,WINDHOEK  Oct 30 Barclays Plc has temporarily suspended its bid for a stake in Namibia's Bank Windhoek until it completes a process to combine its African businesses with those of Absa Group  Barclays said on Tuesday.,topStory
DFVS,iPath US Treasury 5-year Bear ETN,20121030,Barclays suspends bid for Namibia's Bank Windhoek ,WINDHOEK  Oct 30 Barclays Plc has temporarily suspended its bid for a stake in Namibia's Bank Windhoek until it completes a process to combine its African businesses with those of Absa Group  Barclays said on Tuesday.,topStory
DFVL,iPath US Treasury 5-year Bull ETN,20121030,Barclays suspends bid for Namibia's Bank Windhoek ,WINDHOEK  Oct 30 Barclays Plc has temporarily suspended its bid for a stake in Namibia's Bank Windhoek until it completes a process to combine its African businesses with those of Absa Group  Barclays said on Tuesday.,topStory
FLAT,iPath US Treasury Flattener ETN,20121030,Barclays suspends bid for Namibia's Bank Windhoek ,WINDHOEK  Oct 30 Barclays Plc has temporarily suspended its bid for a stake in Namibia's Bank Windhoek until it completes a process to combine its African businesses with those of Absa Group  Barclays said on Tuesday.,topStory
DLBS,iPath US Treasury Long Bond Bear ETN,20121030,Barclays suspends bid for Namibia's Bank Windhoek ,WINDHOEK  Oct 30 Barclays Plc has temporarily suspended its bid for a stake in Namibia's Bank Windhoek until it completes a process to combine its African businesses with those of Absa Group  Barclays said on Tuesday.,topStory
STPP,iPath US Treasury Steepener ETN,20121030,Barclays suspends bid for Namibia's Bank Windhoek ,WINDHOEK  Oct 30 Barclays Plc has temporarily suspended its bid for a stake in Namibia's Bank Windhoek until it completes a process to combine its African businesses with those of Absa Group  Barclays said on Tuesday.,topStory
MSFT,Microsoft Corporation,20121030,Acer delays Windows RT tablets after Microsoft moves into market ,LONDON Taiwanese computer maker Acer is putting off the launch of tablets using Microsoft's new Windows RT operating system to give itself time to see how Microsoft's own Surface tablet fares.,topStory
MSFT,Microsoft Corporation,20121030,Microsoft CEO says four million Windows 8 upgrades since Friday ,SEATTLE Microsoft Corp Chief Executive Steve Ballmer said on Tuesday the company has sold 4 million upgrades to Windows 8  signaling a strong start for its new operating system which launched on Friday.,normal
MSFT,Microsoft Corporation,20121030,Microsoft CEO says 4 mln Windows 8 upgrades since Friday ,SEATTLE  Oct 30 Microsoft Corp Chief Executive Steve Ballmer said on Tuesday the company has sold 4 million upgrades to Windows 8  signaling a strong start for its new operating system which launched on Friday.,normal
SASR,Sandy Spring Bancorp Inc,20121030,UPDATE 6-US stock markets to reopen Wednesday after storm ,Oct 30 Major U.S. stock exchanges expect to reopen on Wednesday after Sandy  the worst storm to hit New York in nearly 75 years  closed trading for two days.,topStory
SASR,Sandy Spring Bancorp Inc,20121030,WRAPUP 10-US East Coast crippled by massive storm  death toll climbs ,* "The devastation is unthinkable " New Jersey governor says,normal
SASR,Sandy Spring Bancorp Inc,20121030,Sandy complicates final stretch of tense U.S. presidential race ,WASHINGTON A tense and unpredictable race for the White House became even more so on Monday  as mammoth storm Sandy created delicate political challenges for President Barack Obama and Republican rival Mitt Romney and raised the possibility of a chaotic voting process. | Video ,normal
SASR,Sandy Spring Bancorp Inc,20121030,RPT-Sandy complicates final stretch of tense US presidential race ,WASHINGTON  Oct 30 A tense and unpredictable race for the White House became even more so on Monday  as mammoth storm Sandy created delicate political challenges for President Barack Obama and Republican rival Mitt Romney and raised the possibility of a chaotic voting process.,normal
SASR,Sandy Spring Bancorp Inc,20121030,WRAPUP 1-Floods across New York as Sandy slams into eastern U.S. ,NEW YORK/REHOBOTH BEACH  Del.  Oct 30 Sandy  one of the biggest storms to hit the United States  pounded the east coast on Tuesday  flooding large parts of New York City  bringing transport to a halt and interrupting the presidential campaign.,normal
SASR,Sandy Spring Bancorp Inc,20121030,Sandy complicates final stretch of tense US presidential race ,WASHINGTON  Oct 29 A tense and unpredictable race for the White House became even more so on Monday  as mammoth storm Sandy created delicate political challenges for President Barack Obama and Republican rival Mitt Romney and raised the possibility of a chaotic voting process.,normal
SASR,Sandy Spring Bancorp Inc,20121030,WRAPUP 6-Massive storm Sandy crashes ashore in New Jersey ,* Early warnings of $20 billion in economic losses   (Adds details on storm),normal
SKYW,SkyWest Inc,20121030,RPT-UPDATE 2-Singapore Airlines ups pressure on Qantas with Virgin Australia deal ,* Virgin says deals will boost its domestic competitiveness,topStory
SKYW,SkyWest Inc,20121030,UPDATE 2-Singapore Airlines ups pressure on Qantas with Virgin Australia deal ,* Virgin says deals will boost its domestic competitiveness,normal
SKYW,SkyWest Inc,20121030,Skywest shares surge 50 pct on Virgin Australia approach ,MELBOURNE  Oct 30 Shares in Australia's Skywest  surged 50 percent on Tuesday after Virgin Australia Holdings Ltd offered to buy the airline as part of a set of deals to help it compete with larger rival Qantas Airways .,normal
ANDE,The Andersons Inc,20121030,RPT-DEALTALK-The Andersons: Target in global grains race may be a steal ,* The Andersons seen as target amid industry consolidation,topStory
ANDE,The Andersons Inc,20121030,RPT-DEALTALK-The Andersons: Target in global grains race may be a steal ,* The Andersons seen as target amid industry consolidation,normal
CG,The Carlyle Group LP,20121030,INDIA PRESS-Warburg to exit Alliance Tire Group; Carlyle  Bain sounded-Economic Times ,Note: Reuters has not verified these stories and does not vouch for their accuracy.,topStory
TCGP,The Carlyle Group LP,20121030,INDIA PRESS-Warburg to exit Alliance Tire Group; Carlyle  Bain sounded-Economic Times ,Note: Reuters has not verified these stories and does not vouch for their accuracy.,topStory
ZION,Zions Bancorporation,20121030,TEXT-Fitch affirms large regional bank ratings following peer review ,Oct 30 - Fitch Ratings has completed a peer review of the  following 14 rated large regional banks: BB&T Corporation (BBT)  Capital One  Finance Corporation (COF)  Comerica Incorporated (CMA)  Fifth Third Bancorp  (FITB)  Huntington Bancshares Inc (HBAN)  Keycorp (KEY)  M&T Bank Corporation  (MTB)  PNC Financial Services Group (PNC)  Regions Financial Corporation (RF)   SunTrust Banks Inc. (STI)  US Bancorp (USB)  UnionBanCal Corporation (UBC)   Wells Fargo & Company (WFC)  and Zions Bancorporat,topStory
AGN,Allergan plc,20121030,Allergan says exploring sale of obesity business ,Oct 30 Allergan Inc said it was exploring a sale of its obesity business on falling sales of the only product in the unit.,topStory
AMOV,America Movil SAB de CV,20121030,Mexican Axtel's share price plunges on Supreme Court decision ,MEXICO CITY  Oct 30 Shares of Axtel SAB de CV plunged nearly 15 percent on Tuesday on media reports the Supreme Court had rejected the Mexican telecom's efforts to avoid paying interconnection fees to tycoon Carlos Slim's America Movil cell phone giant.,topStory
AMX,America Movil SAB de CV,20121030,Mexican Axtel's share price plunges on Supreme Court decision ,MEXICO CITY  Oct 30 Shares of Axtel SAB de CV plunged nearly 15 percent on Tuesday on media reports the Supreme Court had rejected the Mexican telecom's efforts to avoid paying interconnection fees to tycoon Carlos Slim's America Movil cell phone giant.,topStory
AEUA,Anadarko Petroleum Corporation,20121030,BRIEF-Anadarko sees 2013 spending modestly higher from 2012 ,HOUSTON  Oct 30 Anadarko Petroleum Corp :  * Exec says 2013 spending will likely be modestly higher than in 2012  * Still sees 2012 spending of $6.6 billion to $6.9 billion,topStory
APC,Anadarko Petroleum Corporation,20121030,BRIEF-Anadarko sees 2013 spending modestly higher from 2012 ,HOUSTON  Oct 30 Anadarko Petroleum Corp :  * Exec says 2013 spending will likely be modestly higher than in 2012  * Still sees 2012 spending of $6.6 billion to $6.9 billion,topStory
APA,Apache Corporation,20121030,Apache extends maintenance on UK Skene gas field ,LONDON  Oct 30 Apache Corp extended maintenance at its Skene gas field on Tuesday by two and a half days compared to earlier guidance  and it now lasts from Nov. 2 to Nov. 7.,topStory
ADM,Archer-Daniels-Midland Company,20121030,ADM profit beats expectations  helped by oilseeds ,Agribusiness giant Archer Daniels Midland Co  reported better-than-expected quarterly earnings on Tuesday  helped by higher profit at its oilseeds processing unit.,topStory
ADM,Archer-Daniels-Midland Company,20121030,UPDATE 2-ADM profit beats expectations  helped by oilseeds ,Oct 30 Agribusiness giant Archer Daniels Midland Co reported better-than-expected quarterly earnings on Tuesday  helped by higher profit at its oilseeds processing unit.,normal
AGO,Assured Guaranty Ltd,20121030,BRIEF-Moody's continues review of Assured Guaranty ratings ,Oct 30 Assured Guaranty  * Moody's continues review of Assured Guaranty ratings; to resolve in first half of November,topStory
T,AT&T Inc,20121030,UPDATE 3-Hurricane Sandy disrupts Northeast US telecom networks ,* FCC says 25 percent of region's cell towers out of action,topStory
SAN,Banco Santander SA,20121030,BRIEF-Moody's confirms 1 structured finance deal exposed to Banco Santander ,Oct 30 Banco Santander SA :  * Moody's confirms one structured finance transaction directly exposed to Banco,topStory
BCS,Barclays PLC,20121030,Barclays suspends bid for Namibia's Bank Windhoek ,WINDHOEK  Oct 30 Barclays Plc has temporarily suspended its bid for a stake in Namibia's Bank Windhoek until it completes a process to combine its African businesses with those of Absa Group  Barclays said on Tuesday.,topStory
BBT,BB&T Corporation,20121030,TEXT-Fitch affirms Wells Fargo's ratings following peer review ,Oct 30 - Fitch Ratings has completed a peer review of the following 14 rated large regional banks : BB&T Corporation (BBT)  Capital One Finance Corporation (COF)  Comerica Incorporated (CMA)  Fifth Third Bancorp (FITB)  Huntington Bancshares Inc (HBAN)  Keycorp  (KEY)  M&T Bank Corporation (MTB)  PNC Financial Services Group  (PNC)  Regions Financial Corporation (RF)  SunTrust Banks Inc  (STI)  US Bancorp (USB)  UnionBanCal Corporation (UBC)  Wells Fargo & Company (WFC)  and Zions Bancorporation,topStory
BLK,BlackRock Inc,20121030,BlackRock says China  U.S. to power commodities markets ,SYDNEY BlackRock Inc   the world's largest money manager  downplayed the impact of Europe's financial woes on commodities markets on Tuesday  and said robust Chinese demand and an improving U.S. economy will support growth.,topStory
BLK,BlackRock Inc,20121030,UPDATE 1-BlackRock says China  U.S to power commodities markets ,SYDNEY  Oct 30 BlackRock Inc  the world's largest money manager  downplayed the impact of Europe's financial woes on commodities markets on Tuesday  and said robust Chinese demand and an improving U.S. economy will support growth.,normal
BA,Boeing Company (The),20121030,Russia's Rostech in $3.5 billion Boeing 737 MAX plane deal ,MOSCOW Boeing Co  will sell 35 of its 737 MAX airliners to an aircraft leasing arm of Russian Technologies (Rostech) in a deal worth $3.5 billion  the companies said on Tuesday.,topStory
BA,Boeing Company (The),20121030,UPDATE 2-Russia's Rostech in $3.5 bln Boeing 737 MAX plane deal ,MOSCOW  Oct 30 Boeing Co will sell 35 of its 737 MAX airliners to an aircraft leasing arm of Russian Technologies (Rostech) in a deal worth $3.5 billion  the companies said on Tuesday.,normal
BA,Boeing Company (The),20121030,Russia to spend $3.5 billion on 35 planes from Boeing ,MOSCOW State-owned industrial and defense vehicle Russian Technologies is to buy 35 737 MAX planes from U.S. aerospace company Boeing Co  for $3.5 billion  the companies said in a joint statement on Tuesday.,normal
BP,BP plc,20121030,BP says no injuries in Texas City hydrotreater fire ,HOUSTON BP Plc said a fire that broke out on Tuesday afternoon in a residual hydrotreater at the company's 400 780 barrel-per-day Texas City  Texas  refinery was extinguished in about 1-1/2 hours and resulted in no injuries.,topStory
BP,BP plc,20121030,UPDATE 2-BP says no injuries in Texas City hydrotreater fire ,* Refinery was site of deadly 2005 accident   (Updates with fire out at refinery),normal
BP,BP plc,20121030,BP says no injuries in Texas City hydrotreater fire ,HOUSTON BP Plc said a fire broke out on Tuesday afternoon on a residual hydrotreater at the company's 400 780-barrels-per-day Texas City  Texas  refinery  but no injuries were reported.,normal
BP,BP plc,20121030,BP  banks buoy European stock markets ,LONDON  Oct 30 Gains in oil major BP and several major bank stocks after results lifted European shares on Tuesday  with a key European equity index reaching its highest level in more than a week.,normal
BP,BP plc,20121030,UPDATE 1-BP 'about to start' major Indiana refinery work-CFO ,HOUSTON  Oct 30 BP Plc is "about to start" major planned work on the largest crude distillation unit at its refinery in Whiting  Indiana  as part of a $4 billion upgrade  Chief Financial Officer Brian Gilvary told analysts on Tuesday.,normal
BP,BP plc,20121030,UPDATE 1-BP 'about to start' major Indiana refinery work-CFO ,HOUSTON  Oct 30 BP Plc is "about to start" major planned work on the largest crude distillation unit at its refinery in Whiting  Indiana  as part of a $4 billion upgrade  Chief Financial Officer Brian Gilvary told analysts on Tuesday.,normal
BP,BP plc,20121030,UPDATE 4-BP hikes dividend as fights back from oil spill ,* World No.4 sees more upstream  "oilier" future after 2014,normal
BP,BP plc,20121030,Europe stocks rise in broad rally  led by UBS  BP ,* Euro STOXX 50 up 1.1 pct to above 50-day moving average,normal
BP,BP plc,20121030,Russia's TNK-BP profit up 53 percent on lower taxes ,MOSCOW Russia's third-largest oil producer TNK-BP   soon to be acquired by Rosneft   said quarterly net profit jumped 53 percent thanks to lower taxes and costs.,normal
BPL,Buckeye Partners LP,20121030,Buckeye: Facilities in NYC  NJ  Connecticut without power after Sandy ,U.S. midstream company Buckeye Partners LP  said many of its facilities in New York City  New Jersey and Connecticut are without power after Hurricane Sandy  and it is not yet able to estimate when all operations will be restarted.,topStory
CAH,Cardinal Health Inc,20121030,BRIEF-Moody's says Cardinal Health's dividend increase is credit negative; ratings unaffected at this time ,Oct 31 Moody's says Cardinal Health's dividend increase is credit negative; ratings unaffected at this time,topStory
CAH,Cardinal Health Inc,20121030,REFILE-UPDATE 1-Cardinal Health quarterly profits rise reaffirms outlook ,Oct 30Drug wholesaler Cardinal Health Inc.  on Tuesday reported higher quarterly profits even as revenue fell as patients converted to generic pharmaceuticals from higher-priced brand name pharmaceuticals.,normal
CAH,Cardinal Health Inc,20121030,Cardinal Health quarterly profits rise  reaffirms outlook ,Drug wholesaler Cardinal Health Inc.  on Tuesday reported higher quarterly profits even as revenue fell as patients converted to generic pharmaceuticals from higher-priced brand name pharmaceuticals.,normal
CAH,Cardinal Health Inc,20121030,Cardinal Health quarterly profits rise  reaffirms outlook ,Oct 31Drug wholesaler Cardinal Health Inc.  on Tuesday reported higher quarterly profits even as revenue fell as patients converted to generic pharmaceuticals from higher-priced brand name pharmaceuticals.,normal
CX,Cemex SAB de CV,20121030,UPDATE 3-Mexico's Cemex to join clean energy fund ,* Projects will not be consolidated into Cemex balance sheet,topStory
CX,Cemex SAB de CV,20121030,CORRECTED-Mexico's Cemex to join clean energy fund ,(Corrects to show fund expects to raise $300 mln  not Cemex),normal
CX,Cemex SAB de CV,20121030,Mexico's Cemex to raise $300 mln by joining clean energy fund ,MEXICO CITY  Oct 30 Mexican cement maker Cemex  said on Tuesday it will join a clean energy fund that is expected to raise $300 million through a public offer of Capital Development Certificates on Mexico's stock exchange.,normal
C,Citigroup Inc,20121030,Citigroup prepared for trading after power outages ,Citigroup Inc  said it was ready for markets to re-open on Wednesday despite power outages in the waterside neighborhood where it is located and flood damage in a building where its investment bankers work.,topStory
C,Citigroup Inc,20121030,Citigroup says prepared for trading after power outages ,Citigroup Inc  said it was ready for markets to re-open on Wednesday despite power outages in the waterside neighborhood where it is located and flood damage in a building where its investment bankers work.,normal
C,Citigroup Inc,20121030,UPDATE 2-Citigroup says prepared for trading after power outages ,Oct 30 Citigroup Inc said it was ready for markets to re-open on Wednesday despite power outages in the waterside neighborhood where it is located and flood damage in a building where its investment bankers work.,normal
C,Citigroup Inc,20121030,Citigroup says prepared for trading after power outages ,Citigroup Inc  said it is ready for markets to re-open on Wednesday despite power outages in the waterside neighborhood around its trading floors and flood damage in a building where its investment bankers are based.,normal
C,Citigroup Inc,20121030,Citigroup tower for investment bankers has some flooding ,Citigroup Inc  said on Tuesday that a Manhattan building where investment bankers work sustained minor flooding from Hurricane Sandy and had no power.,normal
C,Citigroup Inc,20121030,RPT-Citigroup tower for investment bankers has some flooding ,Oct 30 Citigroup Inc said on Tuesday that a Manhattan building where investment bankers work sustained minor flooding from Hurricane Sandy and had no power.,normal
C,Citigroup Inc,20121030,STOCKS NEWS ASEAN-Bank Mandiri  Keppel Corp  Kasikornbank top ASEAN buys-Citi ,Citigroup named Indonesia's Bank Mandiri Persero  Singapore's Keppel Corp and Thailand's Kasikornbank  among its list of 30 strongest buy ideas of stocks in Pan Asia for the next 12 months.,normal
CMA,Comerica Incorporated,20121030,TEXT-Fitch affirms large regional bank ratings following peer review ,Oct 30 - Fitch Ratings has completed a peer review of the  following 14 rated large regional banks: BB&T Corporation (BBT)  Capital One  Finance Corporation (COF)  Comerica Incorporated (CMA)  Fifth Third Bancorp  (FITB)  Huntington Bancshares Inc (HBAN)  Keycorp (KEY)  M&T Bank Corporation  (MTB)  PNC Financial Services Group (PNC)  Regions Financial Corporation (RF)   SunTrust Banks Inc. (STI)  US Bancorp (USB)  UnionBanCal Corporation (UBC)   Wells Fargo & Company (WFC)  and Zions Bancorporat,topStory
CYH,Community Health Systems Inc,20121030,Community Health profit beats  but it trims outlook ,Hospital operator Community Health Systems Inc  reported third-quarter profit that exceeded analysts' estimates  but it trimmed its full-year profit forecast due to higher interest expense and a delayed payment from a California Medicaid program.,topStory
CYH,Community Health Systems Inc,20121030,UPDATE 2-Community Health profit beats  but it trims outlook ,* Q3 EPS  excluding items  $0.86 vs analysts' estimate of $0.84,normal
CYH,Community Health Systems Inc,20121030,Community Health profit beats Wall Street forecasts ,* Q3 EPS excluding items $0.86 vs analyst estimate of $0.84,normal
ED,Consolidated Edison Inc,20121030,Lower Manhattan faces up to four days without power: ConEd ,NEW YORK Residents of lower Manhattan faced up to four days without power on Tuesday as Consolidated Edison  New York City's power provider  scrambled to repair the damage wrought by Hurricane Sandy.,topStory
ED,Consolidated Edison Inc,20121030,Lower Manhattan faces up to four days without power - ConEd ,NEW YORK  Oct 30 Residents of lower Manhattan faced up to four days without power on Tuesday as Consolidated Edison  New York City's power provider  scrambled to repair the damage wrought by Hurricane Sandy.,normal
ED,Consolidated Edison Inc,20121030,UPDATE 1-Superstorm Sandy cuts power to 8.1 million homes ,NEW YORK  Oct 30 More than 8.1 million U.S. homes and businesses were without power on Tuesday after Hurricane Sandy tore down power lines  flooded electrical networks and sparked an explosion at a Consolidated Edison  substation on Manhattan's East River.,normal
ED,Consolidated Edison Inc,20121030,CORRECTED-Superstorm Sandy cuts power to at least 7.3 million homes ,(In paragraph 14  corrects percentage of Connecticut Light and Power customers without power to 39 percent),normal
ED,Consolidated Edison Inc,20121030,ConEd cuts power to part of Lower Manhattan due to Sandy ,NEW YORK New York power company Consolidated Edison Inc ED.N said on Monday that it had shut off power to part of Lower Manhattan to protect electrical equipment and to allow for quicker restoration after Hurricane Sandy passes.,normal
ED,Consolidated Edison Inc,20121030,Con Edison workers trapped in New York power plant by Sandy: Reuters witness ,NEW YORK Nineteen workers were trapped inside a Consolidated Edison power station on the east side of Manhattan Monday night by rising floodwaters that accompanied the surge from powerful storm Sandy  according to a Reuters witness.,normal
ED,Consolidated Edison Inc,20121030,Con Edison workers trapped in NY power plant by Sandy -Reuters witness ,NEW YORK  Oct 30 Nineteen workers were trapped inside a Consolidated Edison power station on the east side of Manhattan Monday night by rising floodwaters that accompanied the surge from powerful storm Sandy  according to a Reuters witness.,normal
ED,Consolidated Edison Inc,20121030,UPDATE 2-ConEd cuts power to part of Lower Manhattan due Sandy ,NEW YORK Oct 29 New York power company Consolidated Edison Inc ED.N said on Monday that it had shut off power to part of Lower Manhattan to protect electrical equipment and to allow for quicker restoration after Hurricane Sandy passes.,normal
