ALDR,Alder BioPharmaceuticals Inc,20150515,BRIEF-Alder Biopharma says its single IV dose of ALD403 shows efficacy in treating migraine ,* Announced six-month follow-up data from phase 2 proof-of-concept clinical trial of ald403,topStory
MON,Monsanto Company,20150515,Monsanto's Syngenta gambit hinges on sale of seed businesses: sources ,LONDON/FRANKFURT U.S. seeds giant Monsanto is trying to line up buyers for assets worth up to $8 billion to appease competition authorities before making a fresh takeover approach for Swiss Syngenta  possibly within three weeks  industry sources said.,normal
MON,Monsanto Company,20150515,Bayer sees consolidation in crop chemicals  seeds ,FRANKFURT German drugs and chemicals group Bayer believes further consolidation in the crop chemicals and seeds markets  is likely regardless of the outcome of Monsanto's bid for Syngenta.,normal
MON,Monsanto Company,20150515,UPDATE 1-Bayer sees consolidation in crop chemicals  seeds ,* Bayer sees consolidation regardless of Monsanto-Syngenta outcome,normal
MS,Morgan Stanley,20150515,No class action vs. Morgan Stanley alleging Detroit predatory lending ,NEW YORK A federal judge in Manhattan on Thursday refused to let thousands of Detroit homeowners sue Morgan Stanley as a group for allegedly pushing a subprime lender into making risky loans they could not afford.,topStory
MOS,Mosaic Company (The),20150515,CORRECTED-BRIEF-Joc o'Rourke will succeed James T. Prokopanko as Mosaic's president and CEO (May 14) ,(In May 14 item  corrects headline to add dropped word "Prokopanko") May 14 Mosaic Co :,topStory
MSI,Motorola Solutions Inc,20150515,DIARY-U.S. MEETINGS/WEEK AHEAD ,Thomson Reuters May 15  2015 - Corporate Meetings for US companies for Week ahead.         S&P 500 Earnings - MONTH AHEAD     Dividends                            Non S&P 500 - Weekly             Federal Reserve events               ConferenceCall/Webcast - Weekly  Meetings - Weekly                                Xtra users can see more details on conference calls & webcasts by hovering your mouse  over the RIC  right click  no click on Related Co Data  now click on Co Events.             ** For,normal
MSI,Motorola Solutions Inc,20150515,DIARY-U.S. MEETINGS/WEEK AHEAD ,Thomson Reuters May 15  2015 - Corporate Meetings for US companies for Week ahead.         S&P 500 Earnings - MONTH AHEAD     Dividends                            Non S&P 500 - Weekly             Federal Reserve events               ConferenceCall/Webcast - Weekly  Meetings - Weekly                                Xtra users can see more details on conference calls & webcasts by hovering your mouse  over the RIC  right click  no click on Related Co Data  now click on Co Events.             ** For,normal
MUR,Murphy Oil Corporation,20150515,Top oil execs  cash-rich funds team up to buy UK North Sea assets ,LONDON  May 15 High-profile oil and gas executives are teaming up with private equity funds seeking to invest billions in British North Sea assets and maximize profits by cutting costs  offering the ageing basin a badly needed lifeline.,topStory
NFX,Newfield Exploration Company,20150515,DIARY-U.S. MEETINGS/WEEK AHEAD ,Thomson Reuters May 15  2015 - Corporate Meetings for US companies for Week ahead.         S&P 500 Earnings - MONTH AHEAD     Dividends                            Non S&P 500 - Weekly             Federal Reserve events               ConferenceCall/Webcast - Weekly  Meetings - Weekly                                Xtra users can see more details on conference calls & webcasts by hovering your mouse  over the RIC  right click  no click on Related Co Data  now click on Co Events.             ** For,normal
NFX,Newfield Exploration Company,20150515,DIARY-U.S. MEETINGS/WEEK AHEAD ,Thomson Reuters May 15  2015 - Corporate Meetings for US companies for Week ahead.         S&P 500 Earnings - MONTH AHEAD     Dividends                            Non S&P 500 - Weekly             Federal Reserve events               ConferenceCall/Webcast - Weekly  Meetings - Weekly                                Xtra users can see more details on conference calls & webcasts by hovering your mouse  over the RIC  right click  no click on Related Co Data  now click on Co Events.             ** For,normal
NMR,Nomura Holdings Inc ADR,20150515,Nomura  RBS must pay $806 mln in mortgage bond case-U.S. judge ,NEW YORK A U.S. judge on Friday ordered Nomura Holdings Inc and Royal Bank of Scotland Group Plc  to pay a collective $806 million for making false statements in selling mortgage-backed securities to Fannie Mae  and Freddie Mac.,topStory
NMR,Nomura Holdings Inc ADR,20150515,Nomura  RBS must pay $806 million in mortgage bond case: U.S. judge ,NEW YORK A U.S. judge on Friday ordered Nomura Holdings Inc  and Royal Bank of Scotland Group Plc  to pay a collective $806 million for making false statements in selling mortgage-backed securities to Fannie Mae  and Freddie Mac .,normal
NMR,Nomura Holdings Inc ADR,20150515,UPDATE 1-Nomura  RBS must pay $806 mln in mortgage bond case-U.S. judge ,NEW YORK  May 15 A U.S. judge on Friday ordered Nomura Holdings Inc and Royal Bank of Scotland Group Plc to pay a collective $806 million for making false statements in selling mortgage-backed securities to Fannie Mae  and Freddie Mac.,normal
NMR,Nomura Holdings Inc ADR,20150515,Nomura  RBS must pay $806 mln in mortgage bond case-U.S. judge ,NEW YORK  May 15 A U.S. judge on Friday ordered Nomura Holdings Inc and Royal Bank of Scotland Group Plc to pay a collective $806 million for making false statements in selling mortgage-backed securities to Fannie Mae  and Freddie Mac.,normal
ORCL,Oracle Corporation,20150515,Google versus Oracle case exposes differences within Obama administration ,SAN FRANCISCO/WASHINGTON The Obama administration has been locked in internal wrangling over what position to take in high profile litigation between two American technology giants  Google and Oracle  according to multiple sources familiar with the discussions. It faces an end-of-May deadline to decide whether to take sides in a case before the U.S. Supreme Court that will have wide implications for the technology industry.,topStory
ORCL,Oracle Corporation,20150515,Google versus Oracle case exposes differences within Obama administration ,SAN FRANCISCO/WASHINGTON The Obama administration has been locked in internal wrangling over what position to take in high profile litigation between two American technology giants  Google and Oracle  according to multiple sources familiar with the discussions. It faces an end-of-May deadline to decide whether to take sides in a case before the U.S. Supreme Court that will have wide implications for the technology industry.,normal
ORCL,Oracle Corporation,20150515,INSIGHT-Google versus Oracle case exposes differences within Obama administration ,SAN FRANCISCO/WASHINGTON  May 15 The Obama administration has been locked in internal wrangling over what position to take in high profile litigation between two American technology giants  Google and Oracle  according to multiple sources familiar with the discussions. It faces an end-of-May deadline to decide whether to take sides in a case before the U.S. Supreme Court that will have wide implications for the technology industry.,normal
ORCL,Oracle Corporation,20150515,RPT-INSIGHT-Google versus Oracle case exposes differences within Obama administration ,SAN FRANCISCO/WASHINGTON  May 15 The Obama administration has been locked in internal wrangling over what position to take in high profile litigation between two American technology giants  Google and Oracle  according to multiple sources familiar with the discussions. It faces an end-of-May deadline to decide whether to take sides in a case before the U.S. Supreme Court that will have wide implications for the technology industry.,normal
ORCL,Oracle Corporation,20150515,INSIGHT-Google versus Oracle case exposes differences within Obama administration ,SAN FRANCISCO/WASHINGTON  May 15 The Obama administration has been locked in internal wrangling over what position to take in high profile litigation between two American technology giants  Google and Oracle  according to multiple sources familiar with the discussions. It faces an end-of-May deadline to decide whether to take sides in a case before the U.S. Supreme Court that will have wide implications for the technology industry.,normal
P,Pandora Media Inc,20150515,Pandora to appeal court ruling that gives BMI higher royalties ,Internet radio service Pandora Media Inc  said it will appeal a rate court ruling that could force the company to pay higher royalties to Broadcast Music Inc (BMI) for music licenses.,topStory
P,Pandora Media Inc,20150515,Pandora to appeal court ruling that gives BMI higher royalties ,Internet radio service Pandora Media Inc said it will appeal a rate court ruling that could force the company to pay higher royalties to Broadcast Music Inc (BMI) for music licenses.,normal
P,Pandora Media Inc,20150515,Pandora to appeal court ruling that gives BMI higher royalties ,May 15 Internet radio service Pandora Media Inc  said it will appeal a rate court ruling that could force the company to pay higher royalties to Broadcast Music Inc (BMI) for music licenses.,normal
PAG,Penske Automotive Group Inc,20150515,Penske seeks $1 bln sale of Truck-Lite -sources ,May 15 Transportation services company Penske Corp is exploring a sale of Truck-Lite Co LLC  in a deal that could value the maker of lighting  wiring harnesses and mirrors for trucks at close to $1 billion  according to people familiar with the matter.,normal
PBR,Petroleo Brasileiro SA- Petrobras,20150515,UPDATE 1-Brazil's Petrobras posts 5.33 bln 1st qtr profit  beats outlook ,RIO DE JANEIRO  May 15 Brazil's state-run oil company Petroleo Brasileiro SA beat analyst forecasts on Friday  posting first-quarter profit little changed from a year earlier  as an end to fuel subsidies helped overcome a plunge in crude prices.,topStory
PBR,Petroleo Brasileiro SA- Petrobras,20150515,Brazil's Petrobras posts 1st-qtr net profit of 5.33 bln reais ,RIO DE JANEIRO  May 15 Brazil's Petroleo Brasileiro SA reported a first-quarter profit of 5.33 billion reais ($1.78 billion)  the state-run oil company said on Friday in a statement filed with the country's securities regulator CVM.,normal
PXD,Pioneer Natural Resources Company,20150515,Baupost buys 3.16 mln shares of Pioneer Natural Resources in Q1- filing ,BOSTON  May 15 Baupost Group took a new stake in Pioneer Natural Resources during the first quarter when the prominent hedge fund bought 3.16 million shares  a regulatory filing shows.,topStory
DGX,Quest Diagnostics Incorporated,20150515,DIARY-U.S. MEETINGS/WEEK AHEAD ,Thomson Reuters May 15  2015 - Corporate Meetings for US companies for Week ahead.         S&P 500 Earnings - MONTH AHEAD     Dividends                            Non S&P 500 - Weekly             Federal Reserve events               ConferenceCall/Webcast - Weekly  Meetings - Weekly                                Xtra users can see more details on conference calls & webcasts by hovering your mouse  over the RIC  right click  no click on Related Co Data  now click on Co Events.             ** For,normal
DGX,Quest Diagnostics Incorporated,20150515,DIARY-U.S. MEETINGS/WEEK AHEAD ,Thomson Reuters May 15  2015 - Corporate Meetings for US companies for Week ahead.         S&P 500 Earnings - MONTH AHEAD     Dividends                            Non S&P 500 - Weekly             Federal Reserve events               ConferenceCall/Webcast - Weekly  Meetings - Weekly                                Xtra users can see more details on conference calls & webcasts by hovering your mouse  over the RIC  right click  no click on Related Co Data  now click on Co Events.             ** For,normal
RTN,Raytheon Company,20150515,U.S. Air Force aims to complete radar bid re-evaluations in three months ,WASHINGTON The U.S. Air Force expects to complete a reevaluation of bids to build a $1 billion long-range radar system in about three months  after Raytheon Co lost a legal bid to halt the review  the top Air Force acquisition official said Friday.,topStory
RTN,Raytheon Company,20150515,U.S. Air Force aims to complete radar bid re-evaluations in 3 months ,WASHINGTON  May 15 The U.S. Air Force expects to complete a reevaluation of bids to build a $1 billion long-range radar system in about three months  after Raytheon Co  lost a legal bid to halt the review  the top Air Force acquisition official said Friday.,normal
RTN,Raytheon Company,20150515,RPT-Missile shield for Gulf to take years  and heavy U.S. commitment ,WASHINGTON  May 15 A U.S.-supplied missile shield to protect Gulf nations against Iranian attacks will take years to complete  requiring a step-up in regional trust  more U.S. sales of sensitive weapons  and intensive U.S. training to avoid mishaps in the volatile region.,normal
RTN,Raytheon Company,20150515,Missile shield for Gulf to take years  and heavy U.S. commitment ,WASHINGTON A U.S.-supplied missile shield to protect Gulf nations against Iranian attacks will take years to complete  requiring a step-up in regional trust  more U.S. sales of sensitive weapons  and intensive U.S. training to avoid mishaps in the volatile region.,normal
RTN,Raytheon Company,20150515,Missile shield for Gulf to take years  and heavy U.S. commitment ,WASHINGTON  May 15 A U.S.-supplied missile shield to protect Gulf nations against Iranian attacks will take years to complete  requiring a step-up in regional trust  more U.S. sales of sensitive weapons  and intensive U.S. training to avoid mishaps in the volatile region.,normal
RIO,Rio Tinto Plc,20150515,REFILE-UPDATE 2-Australian PM backs Senate probe into iron ore slump ,SYDNEY/MELBOURNE  May 15 Australian Prime Minister Tony Abbott on Friday threw his support behind a proposed Senate inquiry into the economic impact of a slump in the price of iron ore  ratcheting up pressure on top producers Rio Tinto and BHP Billiton.,topStory
RIO,Rio Tinto Plc,20150515,Any Australian iron ore inquiry won't solve major issue: Russell ,SINGAPORE Any inquiry into the collapse of iron ore prices by the Australian Senate is likely to provide a great opportunity for political point-scoring for a domestic audience  but won't address the main issue.,normal
RIO,Rio Tinto Plc,20150515,COLUMN-Any Australian iron ore inquiry won't solve major issue: Russell ,--Clyde Russell is a Reuters columnist. The views expressed are his own.--,normal
SHAK,Shake Shack Inc,20150515,HIGHLIGHTS-Hedge funds cut eBay  Leonard Green hot on Shake Shack ,NEW YORK  May 15 Top U.S. hedge fund management firms  including Dan Loeb's Third Point LLC and Farallon Capital Management  trimmed some of their equity exposure in eBay Inc   but kept high positions in the e-commerce company's shares during the first quarter  according to regulatory filings.,topStory
SHAK,Shake Shack Inc,20150515,HIGHLIGHTS-U.S. hedge funds trim eBay  Leonard Green hot on Shake Shack ,NEW YORK  May 15 Top U.S. hedge fund management firms  including Dan Loeb's Third Point LLC and Farallon Capital Management  trimmed some of their equity exposure in eBay Inc  but kept high stake positions in the e-commerce company's shares during the first quarter  according to regulatory filings.,normal
SCCO,Southern Copper Corporation,20150515,UPDATE 2-Southern Copper proposes 'pause' in Peru project to end unrest ,LIMA  May 15 Southern Copper Corp   on Friday proposed a 60-day formal "pause" in its stalled $1.4 billion Tia Maria project in a bid to quell deadly protests against it.,topStory
SCCO,Southern Copper Corporation,20150515,Southern Copper to announce "pause" in Peru project -sources ,LIMA  May 15 Southern Copper Corp   was preparing to announce a formal "pause" in its stalled $1.4 billion Tia Maria project in Peru amid deadly protests against it  two government sources and a company source said on Friday.   (Reporting By Teresa Cespedes and Marco Aquino),normal
SCCO,Southern Copper Corporation,20150515,Peru probes Southern Copper's knowledge of suspected extortion ,LIMA  May 14 Peru is investigating whether Southern Copper Corp knew about but failed to report an extortion attempt by an opponent of its stalled Tia Maria project  the mines minister said on Thursday.,normal
SU,Suncor Energy  Inc,20150515,BRIEF-Suncor Energy finishes dry appraisal well in the North Sea ,* Suncor Energy  operator of production licence 375  has completed drilling of appraisal well 34/4-14 S in the oil discovery 34/4-11  the Norwegian Petroleum Directorate says,topStory
SYY,Sysco Corporation,20150515,Exclusive: Sysco sees U.S. bird flu hurting egg supply up to 18 months ,NEW YORK Food distributor Sysco Corp said on Friday that a record U.S. outbreak of avian flu would limit its chicken and egg supply for nine to 18 months  based on information provided to the company by its suppliers.,topStory
SYY,Sysco Corporation,20150515,Sysco may face about $1 billion in costs if US Foods merger dies ,WASHINGTON/NEW YORK Sysco Corp  will be left with a bill of around $1 billion if the U.S. government kills its $3.5 billion merger with US Foods  regulatory filings show  underscoring the perils of doing deals that have a good chance of being blocked by antitrust regulators.,normal
SYY,Sysco Corporation,20150515,DEALTALK-Sysco may face about $1 bln in costs if US Foods merger dies ,WASHINGTON/NEW YORK  May 15 Sysco Corp  will be left with a bill of around $1 billion if the U.S. government kills its $3.5 billion merger with US Foods  regulatory filings show  underscoring the perils of doing deals that have a good chance of being blocked by antitrust regulators.,normal
TSM,Taiwan Semiconductor Manufacturing Company Ltd,20150515,BRIEF-TSMC orders machinery equipment worth T$845 million ,* Says orders machinery equipment worth T$845 million ($27.78 million),topStory
TI,Telecom Italia SPA,20150515,BRIEF-Italy's court upholds antitrust fine against Telecom Italia ,* has upheld a 103.8 million euro anti-trust fine against Telecom Italia  a court document showed,topStory
TEVA,Teva Pharmaceutical Industries Limited,20150515,Appeals court won't block Teva from launching generic Atelvia ,A U.S. appeals court Friday refused to block Israeli drugmaker Teva Pharmaceutical Industries Ltd's U.S. unit from launching a generic version of Actavis PLC's osteoarthritis drug Atelvia.,topStory
TM,Toyota Motor Corp Ltd Ord,20150515,Expansion of Toyota air bag recall includes 637 000 U.S. vehicles ,DETROIT Toyota Motor Corp  is recalling 637 000 vehicles in the United States as part of a massive expansion of a global recall to replace potentially defective air bags that could rupture and send shrapnel into occupants.,topStory
TM,Toyota Motor Corp Ltd Ord,20150515,Expansion of Toyota air bag recall includes 637 000 U.S. vehicles ,DETROIT  May 15 Toyota Motor Corp is recalling 637 000 vehicles in the United States as part of a massive expansion of a global recall to replace potentially defective air bags that could rupture and send shrapnel into occupants.,normal
UNP,Union Pacific Corporation,20150515,Freight train carrying gravel derails south of San Antonio ,AUSTIN  Texas A Union Pacific Corp freight train carrying gravel derailed south of San Antonio on Friday with no reported of injuries  the railroad company said.,topStory
UNP,Union Pacific Corporation,20150515,Freight train carrying gravel derails south of San Antonio ,AUSTIN  Texas  May 15 A Union Pacific Corp  freight train carrying gravel derailed south of San Antonio on Friday with no reported of injuries  the railroad company said.,normal
VSH,Vishay Intertechnology Inc,20150515,DIARY-U.S. MEETINGS/WEEK AHEAD ,Thomson Reuters May 15  2015 - Corporate Meetings for US companies for Week ahead.         S&P 500 Earnings - MONTH AHEAD     Dividends                            Non S&P 500 - Weekly             Federal Reserve events               ConferenceCall/Webcast - Weekly  Meetings - Weekly                                Xtra users can see more details on conference calls & webcasts by hovering your mouse  over the RIC  right click  no click on Related Co Data  now click on Co Events.             ** For,normal
WMT,Wal-Mart Stores Inc,20150515,Wal-Mart presses case for repairs at stores in labor dispute ,Weeks after Wal-Mart Stores Inc was accused of shuttering a California store to stop workers from organizing  the company said it would seek permits to rip up floors and replace plumbing lines as part of significant repairs at five stores the retailer said justified their abrupt closure.,topStory
WMT,Wal-Mart Stores Inc,20150515,Wal-Mart presses case for repairs at stores in labor dispute ,Weeks after Wal-Mart Stores Inc was accused of shuttering a California store to stop workers from organizing  the company said it would seek permits to rip up floors and replace plumbing lines as part of significant repairs at five stores the retailer said justified their abrupt closure.,normal
WMT,Wal-Mart Stores Inc,20150515,UPDATE 1-Wal-Mart presses case for repairs at stores in labor dispute ,May 15 Weeks after Wal-Mart Stores Inc was accused of shuttering a California store to stop workers from organizing  the company said it would seek permits to rip up floors and replace plumbing lines as part of significant repairs at five stores the retailer said justified their abrupt closure.,normal
WMT,Wal-Mart Stores Inc,20150515,Wal-Mart seeks repair permits for stores in labor dispute ,May 15 Weeks after Wal-Mart Stores Inc  was accused of shuttering a California store to stop workers from organizing  the company said it would seek permits to rip up floors and replace plumbing lines as part of significant repairs at five stores that justified their abrupt closure.,normal
WFC,Wells Fargo & Company,20150515,Buffett's Berkshire adds to favorites IBM  Wells Fargo ,Warren Buffett's Berkshire Hathaway Inc on Friday said it has boosted its holdings in some of the billionaire's favorite companies  including Wells Fargo & Co and International Business Machines Corp.,topStory
WFC,Wells Fargo & Company,20150515,UPDATE 1-Buffett's Berkshire adds to favorites IBM  Wells Fargo ,May 15 Warren Buffett's Berkshire Hathaway Inc  on Friday said it has boosted its holdings in some of the billionaire's favorite companies  including Wells Fargo & Co  and International Business Machines Corp.,normal
WFC,Wells Fargo & Company,20150515,Buffett's Berkshire adds to some of its biggest stock holdings ,May 15 Warren Buffett's Berkshire Hathaway Inc  on Friday said it has increased its holdings in some of its biggest stock investments  including Wells Fargo & Co  and International Business Machines Corp.,normal
WFC,Wells Fargo & Company,20150515,DIARY-U.S. MEETINGS/WEEK AHEAD ,Thomson Reuters May 15  2015 - Corporate Meetings for US companies for Week ahead.         S&P 500 Earnings - MONTH AHEAD     Dividends                            Non S&P 500 - Weekly             Federal Reserve events               ConferenceCall/Webcast - Weekly  Meetings - Weekly                                Xtra users can see more details on conference calls & webcasts by hovering your mouse  over the RIC  right click  no click on Related Co Data  now click on Co Events.             ** For,normal
WFC,Wells Fargo & Company,20150515,DIARY-U.S. MEETINGS/WEEK AHEAD ,Thomson Reuters May 15  2015 - Corporate Meetings for US companies for Week ahead.         S&P 500 Earnings - MONTH AHEAD     Dividends                            Non S&P 500 - Weekly             Federal Reserve events               ConferenceCall/Webcast - Weekly  Meetings - Weekly                                Xtra users can see more details on conference calls & webcasts by hovering your mouse  over the RIC  right click  no click on Related Co Data  now click on Co Events.             ** For,normal
WU,Western Union Company (The),20150515,DIARY-U.S. MEETINGS/WEEK AHEAD ,Thomson Reuters May 15  2015 - Corporate Meetings for US companies for Week ahead.         S&P 500 Earnings - MONTH AHEAD     Dividends                            Non S&P 500 - Weekly             Federal Reserve events               ConferenceCall/Webcast - Weekly  Meetings - Weekly                                Xtra users can see more details on conference calls & webcasts by hovering your mouse  over the RIC  right click  no click on Related Co Data  now click on Co Events.             ** For,normal
WU,Western Union Company (The),20150515,DIARY-U.S. MEETINGS/WEEK AHEAD ,Thomson Reuters May 15  2015 - Corporate Meetings for US companies for Week ahead.         S&P 500 Earnings - MONTH AHEAD     Dividends                            Non S&P 500 - Weekly             Federal Reserve events               ConferenceCall/Webcast - Weekly  Meetings - Weekly                                Xtra users can see more details on conference calls & webcasts by hovering your mouse  over the RIC  right click  no click on Related Co Data  now click on Co Events.             ** For,normal
WPX,WPX Energy Inc,20150515,Exclusive: WPX Energy would add North Dakota rigs with $65 per barrel oil ,WILLISTON  N.D. Oil and gas producer WPX Energy Inc would add one or two drilling rigs in North Dakota if WTI oil prices stabilized around $65 per barrel  Chief Executive Rick Muncrief told Reuters on Friday.,topStory
WPX,WPX Energy Inc,20150515,WPX Energy would add North Dakota rigs with $65/barrel oil ,WILLISTON  N.D.  May 15 Oil and gas producer WPX Energy Inc would add one or two drilling rigs in North Dakota if oil prices stabilized around $65 per barrel  Chief Executive Rick Muncrief told Reuters on Friday.,normal
WPXP,WPX Energy Inc,20150515,Exclusive: WPX Energy would add North Dakota rigs with $65 per barrel oil ,WILLISTON  N.D. Oil and gas producer WPX Energy Inc would add one or two drilling rigs in North Dakota if WTI oil prices stabilized around $65 per barrel  Chief Executive Rick Muncrief told Reuters on Friday.,topStory
WPXP,WPX Energy Inc,20150515,WPX Energy would add North Dakota rigs with $65/barrel oil ,WILLISTON  N.D.  May 15 Oil and gas producer WPX Energy Inc would add one or two drilling rigs in North Dakota if oil prices stabilized around $65 per barrel  Chief Executive Rick Muncrief told Reuters on Friday.,normal
YUM,Yum! Brands Inc,20150515,US STOCKS-S&P ekes out second record close after lackluster data ,May 15 U.S. shares ended little changed on Friday  with the S&P 500 edging up to a record high for a second straight session after a ream of weak economic data.,topStory
YUM,Yum! Brands Inc,20150515,REFILE-US STOCKS-Wall St dips  S&P off peak  on lackluster data ,May 15 U.S. shares dipped on Friday and the S&P 500 eased off a recent record high as a ream of weak data stirred concerns about the economy's health.,normal
YUM,Yum! Brands Inc,20150515,US STOCKS-Wall St slips after weak economic data ,* Indexes down: Dow 0.07 pct  S&P 0.1 pct  Nasdaq 0.2 pct   (Updates to early afternoon),normal
YUM,Yum! Brands Inc,20150515,Yum China spinoff becoming more probable: J.P. Morgan ,The likelihood is growing that Yum Brands Inc  will spin off its China business  J.P. Morgan said in a client note  upgrading the company's shares to "overweight" from "neutral".,normal
IMO,Imperial Oil Limited,20150515,UPDATE 1-Imperial Oil begins to accept proposals for Esso stations -sources ,TORONTO/CALGARY  May 15 Imperial Oil Ltd   Canada's No. 2 integrated oil producer and refiner  is accepting proposals from interested bidders for 500 of its remaining company-owned Esso retail sites  according to four sources familiar with the process.,topStory
IMO,Imperial Oil Limited,20150515,Imperial Oil begins to accept proposals for Esso stations-sources ,TORONTO/CALGARY  May 15 Imperial Oil  Canada's No. 2 integrated oil producer and refiner  is moving forward on plans to sell some 500 of its remaining company-owned Esso retail sites and has begun to accept proposals from interested bidders  according to four sources familiar with the process.,normal
