AMZN,Amazoncom Inc,20150409,Amazon sues to block alleged fake reviews on its website ,April 9 Amazon.com Inc has sued four websites to stop them from selling fake  positive product reviews.,topStory
MDCO,The Medicines Company,20150409,US STOCKS-Wall St ends up on energy rebound; early earnings weak ,* Indexes up: Dow 0.3 pct  S&P 0.5 pct  Nasdaq 0.5 pct   (Updates trading volume  adds PriceSmart and Medicines Co news),topStory
WBA,Walgreens Boots Alliance Inc,20150409,Walgreens profit beats expectations; more cost cuts planned ,Drugstore operator Walgreens Boots Alliance Inc  on Thursday reported a higher-than-expected quarterly profit and said it would widen its cost-cutting program  sending its shares higher. | Video ,topStory
WBA,Walgreens Boots Alliance Inc,20150409,Walgreens profit beats Street  drug chain to close 200 US stores ,April 9 Walgreens Boots Alliance Inc  reported a better-than-expected quarterly profit and said it would close about 200 stores in the United States under a cost-cutting program that would help it save $1.5 billion by the end of fiscal 2017.,normal
ZNGA,Zynga Inc,20150409,Zynga CEO resigns  founder Mark Pincus steps back in ,In an abrupt changing of the guard  Zynga has announced that Chief Executive Don Mattrick will step down and founder Mark Pincus will return to lead the company as it struggles to adapt to the changing tastes of gamers.,topStory
ZNGA,Zynga Inc,20150409,UPDATE 2-Zynga CEO resigns  founder Mark Pincus steps back in ,April 8 In an abrupt changing of the guard  Zynga has announced that Chief Executive Don Mattrick will step down and founder Mark Pincus will return to lead the company as it struggles to adapt to the changing tastes of gamers.,normal
AET,Aetna Inc,20150409,American with Ebola released from U.S. hospital: aid group  NIH ,CHICAGO A U.S. healthcare worker who was being treated for Ebola at a National Institutes of Health hospital in Maryland has been declared free of the virus and was released from the hospital on Thursday  according to the U.S. aid agency Partners In Health.,topStory
AA,Alcoa Corporation,20150409,US STOCKS-Wall St ends up on energy rebound; early earnings weak ,* Indexes up: Dow 0.3 pct  S&P 0.5 pct  Nasdaq 0.5 pct   (Updates trading volume  adds PriceSmart and Medicines Co news),topStory
AA,Alcoa Corporation,20150409,US STOCKS-Wall St edges up as energy rebounds; early earnings weak ,* Dow flat  S&P up 0.1 pct  Nasdaq up 0.1 pct   (Updates to afternoon trading),normal
AA,Alcoa Corporation,20150409,Alcoa posts profit after year-earlier loss  confirms '15 outlook ,CHICAGO Alcoa Inc earned a profit in the first quarter after a year-earlier loss  reflecting its ongoing shift from traditional  smelting and refining to value-added businesses such as automotive and aerospace  the aluminum producer said on Wednesday.,normal
BABA,Alibaba Group Holding Limited,20150409,Alibaba steps up China online finance network push with new index  bank ,BEIJING/SHANGHAI Alibaba Group Holding Ltd  and its finance affiliate accelerated a drive to be a full-fledged Chinese online financial network  with the launch on Thursday of an e-commerce tracking stock index and plans for a June start of an internet bank.,topStory
BABA,Alibaba Group Holding Limited,20150409,UPDATE 1-Alibaba steps up China online finance network push with new index  bank ,* Alibaba arm Ant Financial launches e-commerce tracking index,normal
BABA,Alibaba Group Holding Limited,20150409,UPDATE 1-Alibaba finance arm Ant Financial to launch online bank in June ,BEIJING  April 9 Alibaba Group Holding Ltd's  affiliate Ant Financial will launch its planned online bank called MYbank in June  a group executive said on Thursday  as China's internet companies increasingly encroach upon the turf of traditional banks.,normal
BABA,Alibaba Group Holding Limited,20150409,Alibaba finance arm Ant Financial to launch online private bank in June ,BEIJING  April 9 Alibaba Group Holding Ltd's  finance arm will launch its private internet bank  to be called MYbank in June  Yuan Leiming  Ant Financial's general manager of its finance division  told Reuters in an interview in Beijing on Thursday.,normal
BABA,Alibaba Group Holding Limited,20150409,Alibaba's Ant arm launches China's first e-commerce based stock index ,BEIJING/SHANGHAI  April 9 Alibaba Group Holding's finance arm launched on Thursday an index that tracks e-commerce activities to gauge firms' performance  marrying the China internet shopping giant's data troves with its financial services aspirations.,normal
AMC,AMC Entertainment Holdings Inc,20150409,AMC's premium theaters to have Dolby's big movie screens ,Motion picture theater chain AMC Entertainment Holdings Inc said it signed a deal with Dolby Laboratories Inc to install Dolby's big-movie-screen technology in its premium theaters.,topStory
AMC,AMC Entertainment Holdings Inc,20150409,AMC's premium theatres to have Dolby's big movie screens ,April 9 Motion picture theatre chain AMC Entertainment Holdings Inc said it signed a deal with Dolby Laborataries Inc to install Dolby's big-movie-screen technolgy in its premium theatres.,normal
AUO,AU Optronics Corp,20150409,BRIEF-Taiwan's AU Optronics orders equipment from Orbotech Asia ,Further company coverage:    ($1 = 31.1320 Taiwan dollars)   (Reporting by Hong Kong and Singapore newsrooms),topStory
ABX,Barrick Gold Corporation,20150409,UPDATE 1-Proxy firm advises Barrick shareholders to reject pay plan ,TORONTO  April 9 Influential proxy advisory firm Glass Lewis is recommending that shareholders vote against Barrick Gold Corp's executive compensation plan  while flagging "serious concerns" with the executive chairman's pay.,topStory
ABX,Barrick Gold Corporation,20150409,Proxy firm advises Barrick shareholders to reject pay plan ,TORONTO  April 9 The influential proxy advisory firm Glass Lewis is recommending that shareholders vote against Barrick Gold Corp's executive compensation plan  while flagging "serious concerns" with the executive chairman's pay.,normal
BCE,BCE Inc,20150409,BCE exec exits after apology for editorial interference ,TORONTO The president of the media unit of BCE Inc  Canada's biggest communications company  parted ways with the company on Thursday with immediate effect  two weeks after he apologized for interfering in news coverage.,topStory
BCE,BCE Inc,20150409,UPDATE 1-BCE exec exits after apology for editorial interference ,TORONTO  April 9 The president of the media unit of BCE Inc  Canada's biggest communications company  parted ways with the company on Thursday with immediate effect  two weeks after he apologized for interfering in news coverage.,normal
BCE,BCE Inc,20150409,BCE media executive leaves weeks after apologizing for editorial intrusion ,April 9 The president of BCE Inc's Bell Media would leave effective immediately  Canada biggest communications company said on Thursday  two weeks after the executive apologized for interfering in editorial coverage.,normal
BBL,BHP Billiton plc,20150409,Australia shares set to open cautiously  NZ shares steady ,SYDNEY  April 10 Australian shares are likely to have a cautious start on Friday  after Wall Street ended higher and global miner BHP Billiton set to open sharply lower following another slide in its U.S. ADRs.     The local share price futures index edged up 0.3 percent to 5 951.0  a 16-point premium to the close of the underlying S&P/ASX 200 index. The benchmark fell 0.5 percent on Thursday  but remained within sight of a seven-year peak of 5 996.9 set last month.     New Zealand's,topStory
BLK,BlackRock Inc,20150409,BlackRock bullish on emerging markets debt ,BlackRock sees opportunities to invest in emerging markets debt  despite the rising U.S. dollar and an expected increase in U.S. interest rates this year  executives said Thursday.,topStory
BLK,BlackRock Inc,20150409,REFILE-BlackRock bullish on emerging markets debt ,April 9 BlackRock sees opportunities to invest in emerging markets debt  despite the rising U.S. dollar and an expected increase in U.S. interest rates this year  executives said Thursday.,normal
SNP,China Petroleum & Chemical Corporation,20150409,RPT-Iran seeks to mend fences with Chinese oil firms to get projects going ,* Iran wants latest technology  equipment to get fields going,topStory
SNP,China Petroleum & Chemical Corporation,20150409,RPT-Iran seeks to mend fences with Chinese oil firms to get projects going ,* Iran wants latest technology  equipment to get fields going,normal
CHU,China Unicom (Hong Kong) Ltd,20150409,BRIEF-Net Insight wins order from China Unicom ,* China Unicom has selected net insight solution for sports video contribution,topStory
C,Citigroup Inc,20150409,Citigroup's head of franchise risk  Brian Leach  retiring ,NEW YORK Brian Leach  head of franchise risk and strategy for Citigroup Inc   said on Thursday that he is retiring and does not know what he will do next.,topStory
C,Citigroup Inc,20150409,Citigroup's head of franchise risk  Brian Leach  retiring ,NEW YORK  April 9 Brian Leach  head of franchise risk and strategy for Citigroup Inc  said on Thursday that he is retiring and does not know what he will do next.,normal
C,Citigroup Inc,20150409,Citigroup says evaluating return to Cuba ,PANAMA CITY Citigroup  is evaluating a return to Cuba  the U.S. bank's chief executive for Latin America said on Thursday at a business forum.,normal
C,Citigroup Inc,20150409,Citigroup says evaluating return to Cuba ,PANAMA CITY  April 9 Citigroup is evaluating a return to Cuba  the U.S. bank's chief executive for Latin America said on Thursday at a business forum.,normal
STZ,Constellation Brands Inc,20150409,UPDATE 1-Constellation Brands full-year profit forecast misses estimates ,April 9 Alcoholic beverage maker Constellation Brands Inc forecast a profit for the fiscal year ending February that fell short of analysts' estimates and said it would spend more than $1 billion this year to expand its beer business.,topStory
STZ,Constellation Brands Inc,20150409,Constellation Brands profit jumps 36.5 pct on strong beer sales ,April 9 Alcoholic beverage maker Constellation Brands Inc reported a 36.5 percent rise in quarterly profit  helped by strong demand for its beer brands such as Corona and Modelo  and said it would initiate a cash dividend.,normal
DB,Deutsche Bank AG,20150409,Deutsche Bank could settle Libor probe this month: source ,Deutsche Bank AG  which faces allegations that it tried to rig the Libor benchmark interest rate  could settle with U.S. and UK authorities as early as this month  a source familiar with the matter said.,topStory
DB,Deutsche Bank AG,20150409,Deutsche Bank could settle Libor probe this month - source ,April 9 Deutsche Bank AG  which faces allegations that it tried to rig the Libor benchmark interest rate  could settle with U.S. and UK authorities as early as this month  a source familiar with the matter said.,normal
DB,Deutsche Bank AG,20150409,MOVES-Euromoney  Deutsche Bank  AXA Investment Managers ,April 9 The following financial services industry appointments were announced on Thursday. To inform us of other job changes  email moves@thomsonreuters.com.,normal
DB,Deutsche Bank AG,20150409,MOVES-Deutsche Bank makes senior regulatory affairs appointment ,DUBAI  April 9 Deutsche Bank has appointed Philippe Vollot as global head of regulatory relationship and coordination for government and regulatory affairs  based in Frankfurt  it said on Thursday.,normal
DLB,Dolby Laboratories,20150409,AMC's premium theaters to have Dolby's big movie screens ,Motion picture theater chain AMC Entertainment Holdings Inc said it signed a deal with Dolby Laboratories Inc to install Dolby's big-movie-screen technology in its premium theaters.,topStory
XOM,Exxon Mobil Corporation,20150409,Exxon reduces stake in former Japan unit to 9.9 pct ,TOKYO  April 9 Exxon Mobil Corp has reduced its stake in Japan's second-biggest oil refiner by capacity  TonenGeneral Sekiyu KK   to 9.9 percent from 11.6 percent  the Japanese firm said on Thursday.,topStory
FCAU,Fiat Chrysler Automobiles NV,20150409,U.S. agency weighs reopening Jeep fires probe ,DETROIT  April 9 U.S. vehicle safety regulators said Thursday they could reopen an investigation into whether Fiat Chrysler Automobiles needs to take more action to reduce the risk of gas tank fires in older Jeep sport utilities.,topStory
FHN,First Horizon National Corporation,20150409,First Horizon to pay $212.5 mln to settle mortgage-related claims ,First Tennessee Bank  the regional bank for First Horizon National Corp  said it would pay $212.5 million to settle claims of mortgage lending violations related to the business the company sold in 2008.,topStory
FHN,First Horizon National Corporation,20150409,First Horizon to pay $212.5 million to settle mortgage-related claims ,First Tennessee Bank  the regional bank for First Horizon National Corp  said it would pay $212.5 million to settle claims of mortgage lending violations related to the business the company sold in 2008.,normal
FHN,First Horizon National Corporation,20150409,UPDATE 1-First Horizon to pay $212.5 mln to settle mortgage-related claims ,April 9 First Tennessee Bank  the regional bank for First Horizon National Corp  said it would pay $212.5 million to settle claims of mortgage lending violations related to the business the company sold in 2008.,normal
FHN,First Horizon National Corporation,20150409,First Horizon to pay $212.5 mln to settle mortgage-related claims ,April 9 First Tennessee Bank  the regional bank for First Horizon National Corp  said it would pay $212.5 million to settle claims of mortgage lending violations related to the business the company sold in 2008.,normal
IT,Gartner Inc,20150409,Worldwide IT spending squeezed by strength of dollar-Gartner ,LONDON  April 9 Worldwide IT spending will shrink 1.3 percent this year to $3.66 trillion as the strength of the U.S. dollar more than wipes out a rise in underlying demand  Gartner said on Thursday.,topStory
GEH,General Electric Capital Corporation,20150409,GE close to selling nearly all its real estate holdings: source ,General Electric Co is nearing a deal to sell practically all of its $30 billion real estate portfolio to a consortium led by Blackstone Group and Wells Fargo & Co  according to a person familiar with the matter.,topStory
GEH,General Electric Capital Corporation,20150409,UPDATE 3-GE close to selling nearly all its real estate holdings -source ,* Shares rise 2.4 pct   (Adds analyst comment  updates GE share price),normal
GEH,General Electric Capital Corporation,20150409,Deals of the day- Mergers and acquisitions ,April 9 The following bids  mergers  acquisitions and disposals were reported by 2000 GMT on Thursday:,normal
GEH,General Electric Capital Corporation,20150409,GE close to selling part or all of its real estate holdings - WSJ ,April 9 General Electric Co is close to selling part or all of its real estate holdings  the Wall Street Journal reported  citing people familiar with the matter.,normal
GEK,General Electric Capital Corporation,20150409,GE close to selling nearly all its real estate holdings: source ,General Electric Co is nearing a deal to sell practically all of its $30 billion real estate portfolio to a consortium led by Blackstone Group and Wells Fargo & Co  according to a person familiar with the matter.,topStory
GEK,General Electric Capital Corporation,20150409,UPDATE 3-GE close to selling nearly all its real estate holdings -source ,* Shares rise 2.4 pct   (Adds analyst comment  updates GE share price),normal
GEK,General Electric Capital Corporation,20150409,Deals of the day- Mergers and acquisitions ,April 9 The following bids  mergers  acquisitions and disposals were reported by 2000 GMT on Thursday:,normal
GEK,General Electric Capital Corporation,20150409,GE close to selling part or all of its real estate holdings - WSJ ,April 9 General Electric Co is close to selling part or all of its real estate holdings  the Wall Street Journal reported  citing people familiar with the matter.,normal
GE,General Electric Company,20150409,GE close to selling nearly all its real estate holdings: source ,General Electric Co is nearing a deal to sell practically all of its $30 billion real estate portfolio to a consortium led by Blackstone Group and Wells Fargo & Co  according to a person familiar with the matter.,topStory
GE,General Electric Company,20150409,UPDATE 3-GE close to selling nearly all its real estate holdings -source ,* Shares rise 2.4 pct   (Adds analyst comment  updates GE share price),normal
GE,General Electric Company,20150409,Deals of the day- Mergers and acquisitions ,April 9 The following bids  mergers  acquisitions and disposals were reported by 2000 GMT on Thursday:,normal
GE,General Electric Company,20150409,GE close to selling part or all of its real estate holdings - WSJ ,April 9 General Electric Co is close to selling part or all of its real estate holdings  the Wall Street Journal reported  citing people familiar with the matter.,normal
GEB,General Electric Company,20150409,GE close to selling nearly all its real estate holdings: source ,General Electric Co is nearing a deal to sell practically all of its $30 billion real estate portfolio to a consortium led by Blackstone Group and Wells Fargo & Co  according to a person familiar with the matter.,topStory
GEB,General Electric Company,20150409,UPDATE 3-GE close to selling nearly all its real estate holdings -source ,* Shares rise 2.4 pct   (Adds analyst comment  updates GE share price),normal
GEB,General Electric Company,20150409,Deals of the day- Mergers and acquisitions ,April 9 The following bids  mergers  acquisitions and disposals were reported by 2000 GMT on Thursday:,normal
GEB,General Electric Company,20150409,GE close to selling part or all of its real estate holdings - WSJ ,April 9 General Electric Co is close to selling part or all of its real estate holdings  the Wall Street Journal reported  citing people familiar with the matter.,normal
GM,General Motors Company,20150409,CORRECTED-GM mulls $1.3 bln expansion of Texas assembly plant (April 8) , ,topStory
GM,General Motors Company,20150409,Opel CEO affirms goal of posting a profit in Europe in 2016 ,STUTTGART Opel's chief executive affirmed that the European arm of General Motors  is to return to profit in 2016  as continued growth in southern or Eastern Europe would help offset a slump in Russia sales.,normal
GM,General Motors Company,20150409,Former FAW-Volkswagen executive sentenced to life for corruption ,BEIJING A former top executive at Volkswagen's  China joint venture with FAW Group Corp was sentenced to life in prison for accepting bribes  state media reported on Thursday  the latest development in corruption investigations involving FAW.,normal
GM,General Motors Company,20150409,UPDATE 1-Former FAW-Volkswagen exec sentenced to life for corruption ,BEIJING  April 9 A former top executive at Volkswagen's China joint venture with FAW Group Corp was sentenced to life in prison for accepting bribes  state media reported on Thursday  the latest development in corruption investigations involving FAW.,normal
GM,General Motors Company,20150409,Former FAW-Volkswagen exec sentenced to life for corruption ,BEIJING  April 9 A former top executive at Volkswagen's China joint venture with FAW Group Corp was sentenced to life in prison for accepting bribes  state media reported on Thursday  the latest development in corruption investigations involving FAW.,normal
GS,Goldman Sachs Group Inc (The),20150409,SPECIAL REPORT-How Wall Street captured Washington's effort to rein in banks ,NEW YORK  April 9 In the aftermath of the 2008 financial crisis  Keith Higgins was certain: Banks weren't to blame.,normal
HSBC,HSBC Holdings plc,20150409,France sets 1 billion euro bail as it probes HSBC over Swiss tax scandal ,LONDON/PARIS French magistrates have ordered HSBC Holdings Plc to post a 1 billion euro ($1.1 billion) bail to cover a potential fine after the bank was put under formal criminal investigation over allegations it helped customers dodge tax.,topStory
HSBC,HSBC Holdings plc,20150409,CORRECTED-UPDATE 1-France sets 1 bln eur bail as it probes HSBC over Swiss tax scandal ,LONDON/PARIS  April 9 French magistrates have ordered HSBC Holdings Plc to post a 1 billion euro ($1.1 billion) bail to cover a potential fine after the bank was put under formal criminal investigation over allegations it helped customers dodge tax.,normal
HSBC,HSBC Holdings plc,20150409,HSBC deposit is half of alleged French tax fraud: source ,PARIS The 1 billion euro ($1.07 billion) deposit French magistrates have imposed on HSBC Holdings in a tax offence case represents nearly half of the value of the bank's alleged tax fraud  a source close to the matter said on Thursday.,normal
HSBC,HSBC Holdings plc,20150409,HSBC deposit is half of alleged French tax fraud - source ,PARIS  April 9 The 1 billion euro ($1.07 billion) deposit French magistrates have imposed on HSBC Holdings in a tax offence case represents nearly half of the value of the bank's alleged tax fraud  a source close to the matter said on Thursday.,normal
HSBC,HSBC Holdings plc,20150409,France sets 1 bln eur bail and charges HSBC over Swiss tax scandal ,LONDON  April 9 French magistrates have placed HSBC Holdings Plc under formal criminal investigation over alleged past tax-related offences at its Swiss private bank and imposed 1 billion euro  ($1.08 billion) bail on Europe's biggest bank.,normal
HSBC,HSBC Holdings plc,20150409,BRIEF-HSBC says French Magistrates starts criminal investigation into co's Swiss private bank ,* On 8 April 2015  HSBC Holdings Plc was informed that it has been placed under formal criminal investigation by French Magistrates,normal
HSEA,HSBC Holdings plc,20150409,France sets 1 billion euro bail as it probes HSBC over Swiss tax scandal ,LONDON/PARIS French magistrates have ordered HSBC Holdings Plc to post a 1 billion euro ($1.1 billion) bail to cover a potential fine after the bank was put under formal criminal investigation over allegations it helped customers dodge tax.,topStory
HSEA,HSBC Holdings plc,20150409,CORRECTED-UPDATE 1-France sets 1 bln eur bail as it probes HSBC over Swiss tax scandal ,LONDON/PARIS  April 9 French magistrates have ordered HSBC Holdings Plc to post a 1 billion euro ($1.1 billion) bail to cover a potential fine after the bank was put under formal criminal investigation over allegations it helped customers dodge tax.,normal
HSEA,HSBC Holdings plc,20150409,HSBC deposit is half of alleged French tax fraud: source ,PARIS The 1 billion euro ($1.07 billion) deposit French magistrates have imposed on HSBC Holdings in a tax offence case represents nearly half of the value of the bank's alleged tax fraud  a source close to the matter said on Thursday.,normal
HSEA,HSBC Holdings plc,20150409,HSBC deposit is half of alleged French tax fraud - source ,PARIS  April 9 The 1 billion euro ($1.07 billion) deposit French magistrates have imposed on HSBC Holdings in a tax offence case represents nearly half of the value of the bank's alleged tax fraud  a source close to the matter said on Thursday.,normal
HSEA,HSBC Holdings plc,20150409,France sets 1 bln eur bail and charges HSBC over Swiss tax scandal ,LONDON  April 9 French magistrates have placed HSBC Holdings Plc under formal criminal investigation over alleged past tax-related offences at its Swiss private bank and imposed 1 billion euro  ($1.08 billion) bail on Europe's biggest bank.,normal
HSEA,HSBC Holdings plc,20150409,BRIEF-HSBC says French Magistrates starts criminal investigation into co's Swiss private bank ,* On 8 April 2015  HSBC Holdings Plc was informed that it has been placed under formal criminal investigation by French Magistrates,normal
HSEB,HSBC Holdings plc,20150409,France sets 1 billion euro bail as it probes HSBC over Swiss tax scandal ,LONDON/PARIS French magistrates have ordered HSBC Holdings Plc to post a 1 billion euro ($1.1 billion) bail to cover a potential fine after the bank was put under formal criminal investigation over allegations it helped customers dodge tax.,topStory
HSEB,HSBC Holdings plc,20150409,CORRECTED-UPDATE 1-France sets 1 bln eur bail as it probes HSBC over Swiss tax scandal ,LONDON/PARIS  April 9 French magistrates have ordered HSBC Holdings Plc to post a 1 billion euro ($1.1 billion) bail to cover a potential fine after the bank was put under formal criminal investigation over allegations it helped customers dodge tax.,normal
HSEB,HSBC Holdings plc,20150409,HSBC deposit is half of alleged French tax fraud: source ,PARIS The 1 billion euro ($1.07 billion) deposit French magistrates have imposed on HSBC Holdings in a tax offence case represents nearly half of the value of the bank's alleged tax fraud  a source close to the matter said on Thursday.,normal
