AMCN,AirMedia Group Inc,20150407,REFILE-BRIEF-Shenzhen Liantronics to acquire 5 pct stake in AirMedia ,* Says to acquire 5 percent stake in AirMedia group for 150 million yuan ($24.21 million),topStory
XOM,Exxon Mobil Corporation,20150407,UPDATE 3-Shell seeking to buy BG in first oil super-merger in over a decade ,April 7 Royal Dutch Shell is in advanced talks to buy BG Group in the first oil super-merger since early 2000s to extend its global lead in gas production and close the gap with the world's biggest oil major U.S. ExxonMobil.,normal
FDX,FedEx Corporation,20150407,Wall Street ends down  dollar gains offset deal news optimism ,NEW YORK U.S. stocks ended slightly lower on Tuesday  reversing course late in the session as strength in the dollar offset optimism about deal news.,topStory
FDX,FedEx Corporation,20150407,U.S. dollar rallies  eroding Wall Street gains ,NEW YORK The U.S. dollar rose more than 1 percent on Tuesday  resuming a recent upward trend and weighing on Wall Street stocks as investors fretted the currency's strength would hurt multinational corporate profits.,normal
FDX,FedEx Corporation,20150407,US STOCKS-Wall St ends down  dollar gains offset deal news optimism ,* Indexes down: Dow 0.03 pct  S&P 0.2 pct  Nasdaq 0.1 pct   (Updates to close),normal
FDX,FedEx Corporation,20150407,Deals of the day- Mergers and acquisitions ,April 7 The following bids  mergers  acquisitions and disposals were reported by 2000 GMT on Tuesday:,normal
FDX,FedEx Corporation,20150407,FedEx to buy TNT for $4.8 billion to take on rivals in Europe ,AMSTERDAM FedEx Corp  is to buy Dutch package delivery firm TNT Express  for an agreed 4.4 billion euros ($4.8 billion)  stepping up the challenge to rivals United Parcel Service  and Deutsche Post  in Europe. | Video ,normal
FDX,FedEx Corporation,20150407,In TNT  FedEx may get last major package target UPS once sought ,CHICAGO FedEx Corp's $4.8 billion bid Tuesday for TNT Express took the world's last large potential package delivery acquisition target off the table  marking a victory in FedEx's battle to gain market share from rival United Parcel Service Inc.,normal
FDX,FedEx Corporation,20150407,In TNT  FedEx may get last major package target UPS once sought ,CHICAGO  April 7 FedEx Corp's $4.8 billion bid Tuesday for TNT Express took the world's last large potential package delivery acquisition target off the table  marking a victory in FedEx's battle to gain market share from rival United Parcel Service Inc.,normal
FDX,FedEx Corporation,20150407,US STOCKS-Wall St gains on deal news; biotechs jump ,* Indexes up: Dow 0.4 pct  S&P 0.3 pct  Nasdaq 0.5 pct   (Updates to early afternoon),normal
FDX,FedEx Corporation,20150407,CORRECTED-US STOCKS-Wall St up on deals  biotech boost ,NEW YORK  April 7 U.S. stocks rose on Tuesday  extending two sessions of gains for the S&P 500  with deals including a bid from FedEx for a Dutch peer indicating companies still see value in the market.,normal
FDX,FedEx Corporation,20150407,Europe shares rise as FedEx/TNT bid feeds M&A fever ,* France's CAC  Italy's MIB  Spain's IBEX hit multi-year highs,normal
F,Ford Motor Company,20150407,BRIEF-Ford Motor says March China vehicle sales up 1 pct y/y vs 9 pct rise in Feb ,* March China vehicle sales +1.0 percent y/y  versus +9 percent in Feb,topStory
FSM,Fortuna Silver Mines Inc,20150407,BRIEF-Fortuna says to pay no dividend in 2015  policy under review ,* Czech betting firm Fortuna says board decided to pay no dividend in 2015,topStory
GM,General Motors Company,20150407,US STOCKS-Futures tick up with eyes on FedEx ,NEW YORK  April 7 U.S. stock index futures ticked up on Tuesday  following two sessions of gains on the S&P 500  with FedEx's multibillion dollar transatlantic acquisition expected to lift the transports sector.,topStory
GM,General Motors Company,20150407,BRIEF-GM says March China vehicle sales up 8 pct y/y  vs 1.3 pct rise in Feb ,* March China vehicle sales +8.0 percent y/y  versus +1.3 percent in Feb,normal
HDB,HDFC Bank Limited,20150407,India's HDFC Bank to cut base lending rate by 15 bps - exec ,MUMBAI  April 7 India's HDFC Bank Ltd  the country's second-biggest private sector lender by assets  will reduce its base lending rate by 15 basis points to 9.85 percent  effective April 13  an executive at the bank said on Tuesday.,topStory
HES,Hess Corporation,20150407,Oil prices could be $5-$15 lower in 2016 if Iran sanctions lifted: EIA ,NEW YORK World oil prices could be $5 to $15 a barrel lower than forecast next year if oil-related sanctions against Iran are lifted  the U.S. government's energy agency said on Tuesday.,topStory
HES,Hess Corporation,20150407,Hess is mirroring Toyota manufacturing process to slash well costs ,DENVER Oil producer Hess Corp has turned to a manufacturing process developed by automaker Toyota Motor Corp to cut costs and boost production as crude oil prices lag.,normal
HES,Hess Corporation,20150407,CORRECTED (OFFICIAL)-Hess is mirroring Toyota manufacturing process to slash well costs ,DENVER  April 2 Oil producer Hess Corp  has turned to a manufacturing process developed by automaker Toyota Motor Corp to cut costs and boost production as crude oil prices lag.,normal
HUM,Humana Inc,20150407,Humana expects Medicare Advantage payments to create funding increase ,NEW YORK  April 7 Humana Inc  a health insurer that manages Medicare Advantage health plans for the elderly and disabled  said on Tuesday that it believes the government's final plan payment rates represent a 0.8 percent increase in funding to it.,topStory
IBN,ICICI Bank Limited,20150407,India's ICICI Bank says to cut base lending rate by 25 bps ,MUMBAI  April 7 ICICI Bank Ltd  India's biggest private sector lender by assets  will cut its base lending rate by 25 basis points to 9.75 percent  effective Friday  it said on Tuesday.,topStory
JPM,J P Morgan Chase & Co,20150407,Scandal-hit Petrobras may issue earnings in April: JP Morgan ,RIO DE JANEIRO Petróleo Brasileiro SA  struggling with fallout from a corruption scandal and a decline in oil prices  could release audited financial information this month despite facing "a perfect storm " analysts at JPMorgan Securities said on Tuesday.,topStory
LMT,Lockheed Martin Corporation,20150407,U.S. Air Force eyes future F-35 engine and arms upgrades ,WASHINGTON The U.S. Air Force is on track to declare Lockheed Martin Corp's F-35 fighter jet ready for initial combat use by August or September 2016  and officials are already looking at possible future upgrades to its weapons  propulsion and avionics.,topStory
LMT,Lockheed Martin Corporation,20150407,U.S. Air Force eyes future F-35 engine and arms upgrades ,WASHINGTON  April 7 The U.S. Air Force is on track to declare Lockheed Martin Corp's F-35 fighter jet ready for initial combat use by August or September 2016  and officials are already looking at possible future upgrades to its weapons  propulsion and avionics.,normal
MMC,Marsh & McLennan Companies Inc,20150407,MOVES-Marsh appoints new director of risk and governance ,April 7 Insurance broking and risk management company Marsh  a wholly owned subsidiary of Marsh & McLennan Co   appointed Sally Williams to its board as director of risk and governance.,topStory
MUX,McEwen Mining Inc,20150407,UPDATE 1-McEwen Mining says robbers stole 7 000 ozs of gold from Mexico mine ,April 7 Armed robbers on Tuesday made off with 7 000 ounces of gold contained in some 900 kilograms of gold-bearing concentrate from McEwen Mining Inc's El Gallo 1 mine in Mexico  the Canadian-based miner said.,topStory
MS,Morgan Stanley,20150407,MOVES-BofA Merrill Lynch hires Michael Casey from Morgan Stanley ,April 7 Bank of America Merrill Lynch hired Michael Casey from Morgan Stanley as director of its Nevada Boise complex.,topStory
NYCB,New York Community Bancorp Inc,20150407,Fitch Affirms New York Community's Ratings at 'BBB+'; Outlook Stable ,(The following statement was released by the rating agency) NEW YORK  April 07 (Fitch) Fitch Ratings has affirmed the ratings for New York  Community Bancorp  Inc. (NYCB) at 'BBB+/F2'. The Rating Outlook remains Stable.  . A full list of rating actions follows at the end of this release. Fitch reviewed NYCB as part of its Niche Bank Peer Review  which also includes  Astoria Financial Corporation  Inc.  Dime Community Bancshares  Inc. and  Emigrant Bancorp Inc. Niche banks are defined by their na,topStory
NYCB,New York Community Bancorp Inc,20150407,Fitch Affirms Astoria Fin'l's IDRs at 'BBB-'/'F3' Following Peer Review; Outlook Stable ,(The following statement was released by the rating agency) NEW YORK  April 07 (Fitch) Fitch Ratings has affirmed the long- and short-term  Issuer Default Ratings (IDRs) of Astoria Financial Corporation and its principal  banking subsidiary  Astoria Bank  at 'BBB-'/'F3'. The Rating Outlook is Stable.  A full list of ratings actions is provided at the end of this release. Fitch reviewed AF as part of its Niche Bank Peer Review  which also includes  Dime Community Bancshares  Inc.  Emigrant Bancor,normal
NYT,New York Times Company (The),20150407,India seeks to settle Rafale dispute ahead of France trip -report ,NEW DELHI India has asked France's Dassault Aviation SA to stick to the original price tag for fighter jets or risk losing one of the world's biggest military aircraft deals  the Times of India reported on Tuesday.,topStory
NYT,New York Times Company (The),20150407,UPDATE 1-India seeks to settle Rafale dispute ahead of France trip -report ,NEW DELHI  April 7 India has asked France's Dassault Aviation SA to stick to the original price tag for fighter jets or risk losing one of the world's biggest military aircraft deals  the Times of India reported on Tuesday.,normal
NYT,New York Times Company (The),20150407,India seeks to settle French fighter jet dispute ahead of PM's trip -report ,NEW DELHI  April 7 India has asked France's Dassault Aviation SA to stick to the original price tag for fighter jets or risk losing one of the world's biggest military aircraft deals  the Times of India reported on Tuesday.,normal
NBL,Noble Energy Inc,20150407,MEDIA-Noble Energy to cut jobs in Colorado - Denver Post ,HOUSTON  April 7 -- Source link: (http://www.denverpost.com/business/ci_27864855/noble-energy-set-cut-colorado-jobs-response-lower)  -- Note: Reuters has not verified this story and does not vouch for its accuracy   (Reporting By Houston Newsroom),topStory
NVO,Novo Nordisk A/S,20150407,FDA accepts Novo Nordisk's resubmitted application for insulin drug ,Denmark's Novo Nordisk A/S said the U.S. Food and Drug Administration accepted a resubmitted application for its key insulin drug  Tresiba  based on interim analysis data from a clinical trial.,topStory
NVO,Novo Nordisk A/S,20150407,UPDATE 1-FDA accepts Novo Nordisk's resubmitted application for insulin drug ,April 7 Denmark's Novo Nordisk A/S  said the U.S. Food and Drug Administration accepted a resubmitted application for its key insulin drug  Tresiba  based on interim analysis data from a clinical trial.,normal
NS,Nustar Energy LP,20150407,Washington state city orders environmental review of oil-by-rail terminal ,The City of Vancouver  Washington  on Friday said it will conduct a thorough environmental review of NuStar Energy LP’s proposal to convert a bulk terminal into a facility capable of receiving crude oil by rail.,topStory
NS,Nustar Energy LP,20150407,Washington state city orders environmental review of oil-by-rail terminal ,April 6 The City of Vancouver  Washington  on Friday said it will conduct a thorough environmental review of NuStar Energy LP's proposal to convert a bulk terminal into a facility capable of receiving crude oil by rail.,normal
OAK,Oaktree Capital Group LLC,20150407,Oaktree's Marks says no bargains in financial markets: CNBC ,NEW YORK Howard Marks  co-founder and chairman of Oaktree Capital  the world's largest distressed debt investor  said on Tuesday that no assets in financial markets were "absolutely cheap" but that stock valuations were not excessive.,topStory
OAK,Oaktree Capital Group LLC,20150407,Oaktree's Marks says no bargains in financial markets - CNBC ,NEW YORK  April 7 Howard Marks  co-founder and chairman of Oaktree Capital  the world's largest distressed debt investor  said on Tuesday that no assets in financial markets were "absolutely cheap" but that stock valuations were not excessive.,normal
ORAN,Orange,20150407,Vivendi in exclusive talks to buy Orange's Dailymotion ,PARIS French media group Vivendi has entered exclusive talks to buy 80 percent of video-sharing website Dailymotion from telecom operator Orange for 217 million euros ($236 million)  the companies said on Tuesday.,topStory
ORAN,Orange,20150407,UPDATE 2-Vivendi in exclusive talks to buy Orange's Dailymotion ,PARIS  April 7 French media group Vivendi  has entered exclusive talks to buy 80 percent of video-sharing website Dailymotion from telecom operator Orange  for 217 million euros ($236 million)  the companies said on Tuesday.,normal
ORAN,Orange,20150407,Vivendi enters exclusive talks to buy Orange's Dailymotion ,PARIS  April 7 French media group Vivendi  has entered exclusive talks to buy 80 percent of video-sharing website Dailymotion from telecom operator Orange  for 217 million euros ($236 million)  the companies said in a joint statement on Tuesday.,normal
PBR,Petroleo Brasileiro SA- Petrobras,20150407,LatAm credit take back some gains on profit-taking ,NEW YORK  April 7 (IFR) - Latin American credit markets were taking a breather Tuesday as crude gave back some gains and investors awaited further evidence that Brazilian oil company Petrobras would deliver its audited results in coming weeks.,topStory
PBR,Petroleo Brasileiro SA- Petrobras,20150407,Petrobras expects a $14.3 bln loss on Comperj refinery -O Globo ,RIO DE JANEIRO  April 7 Brazil's state-run oil company Petrobras will lose at least $14.3 billion on its unfinished Comperj refinery  nearly 12 times more than the plant is expected to earn from operations over its lifetime  O Globo reported  citing a company submission to a government watchdog.,normal
PBR,Petroleo Brasileiro SA- Petrobras,20150407,Scandal-hit Petrobras may issue earnings in April: JP Morgan ,RIO DE JANEIRO Petróleo Brasileiro SA  struggling with fallout from a corruption scandal and a decline in oil prices  could release audited financial information this month despite facing "a perfect storm " analysts at JPMorgan Securities said on Tuesday.,normal
PFE,Pfizer Inc,20150407,Hospira gets FDA warning letter for Italian facility ,Hospira Inc  which agreed in February to be bought by Pfizer Inc  said the U.S. Food and Drug Administration had sent it another warning letter detailing violations in standard drug manufacturing practices at one of its facilities.,topStory
PFE,Pfizer Inc,20150407,UPDATE 1-Hospira gets FDA warning letter for Italian facility ,April 7 Hospira Inc  which agreed in February to be bought by Pfizer Inc  said the U.S. Food and Drug Administration had sent it another warning letter detailing violations in standard drug manufacturing practices at one of its facilities.,normal
RIO,Rio Tinto Plc,20150407,Australia chases BHP  Rio Tinto on Singapore tax shelter: AFR ,MELBOURNE Australia is pursuing global miners BHP Billiton and Rio Tinto for shifting billions of dollars in iron ore profits through marketing hubs in Singapore that pay almost no tax  the Australian Financial Review reported on Tuesday.,topStory
RIO,Rio Tinto Plc,20150407,UPDATE 1-Glencore  Japan's Tohoku set annual coal price down 17 pct -sources ,* Glencore  Tohoku set thermal coal price at $67.80/T -sources,normal
RIO,Rio Tinto Plc,20150407,UPDATE 1-Australia chases BHP  Rio Tinto on Singapore tax shelter - AFR ,* Australia pursuing multibillion-dollar claims on BHP  Rio -AFR,normal
SNE,Sony Corp Ord,20150407,Sony to further boost production of imaging sensors ,TOKYO Sony Corp said it would spend an extra 45 billion yen  ($376 million) in the fiscal year that started this month to further boost output of imaging sensors  increasing its focus on a business that has become one of its strongest as its TV and mobile operations struggle.,topStory
SNE,Sony Corp Ord,20150407,Sony to further boost production of imaging sensors ,TOKYO  April 7 Sony Corp said it would spend an extra 45 billion yen  ($376 million) in the fiscal year that started this month to further boost output of imaging sensors  increasing its focus on a business that has become one of its strongest as its TV and mobile operations struggle.,normal
TSM,Taiwan Semiconductor Manufacturing Company Ltd,20150407,BRIEF-Taiwan's TSMC orders equipment from Applied Materials ,April 7 Taiwan Semiconductor Manufacturing Co Ltd,topStory
TEF,Telefonica SA,20150407,BRIEF-Alcatel-Lucent and Accenture announce four-year agreement with Telefonica ,* Accenture and Alcatel-Lucent announce four-year agreement with Telefonica to deploy Alcatel-Lucent's motive customer experience management software,topStory
