AXAS,Abraxas Petroleum Corporation,20170120,BRIEF-Abraxas prices 25 mln share offering at $2.40 per share ,* Abraxas Petroleum announces pricing of upsized common stock offering,topStory
TAPR,Barclays Inverse US Treasury Composite ETN,20170120,MOVES-Barclays  Mizuho  Cerno ,Jan 20 The following financial services industry appointments were announced on Friday. To inform us of other job changes  email moves@thomsonreuters.com.,topStory
TAPR,Barclays Inverse US Treasury Composite ETN,20170120,Barclays vice chairman of banking Matthew Ponsonby to retire: memo ,LONDON Barclays vice chairman of banking  Matthew Ponsonby will retire from the British bank at the end of January  according to a memo seen by Reuters on Friday.,normal
TAPR,Barclays Inverse US Treasury Composite ETN,20170120,MOVES-Barclays vice chairman of banking Matthew Ponsonby to retire - memo ,LONDON  Jan 20 Barclays vice chairman of banking  Matthew Ponsonby will retire from the British bank at the end of January  according to a memo seen by Reuters on Friday.,normal
CARO,Carolina Financial Corporation,20170120,BRIEF-CAROLINA FINANCIAL ANNOUNCES PRICING OF PUBLIC OFFERING OF COMMON STOCK ,* CAROLINA FINANCIAL CORPORATION ANNOUNCES PRICING OF PUBLIC OFFERING OF COMMON STOCK,topStory
TAST,Carrols Restaurant Group Inc,20170120,BRIEF-CARROLS RESTAURANT GROUP ENTERED INTO FOURTH AMENDMENT TO CREDIT AGREEMENT WITH WELLS FARGO BANK ,* CARROLS RESTAURANT GROUP INC SAYS ENTERED INTO FOURTH AMENDMENT TO CREDIT AGREEMENT WITH WELLS FARGO BANK  NATIONAL ASSOCIATION,topStory
KOOL,Cesca Therapeutics Inc,20170120,BRIEF-Cesca Therapeutics files for resale of up to 950 000 common shares ,* Files for resale of up to 950 000 shares of co's common stock by the selling stockholders - sec filing,topStory
CCNE,CNB Financial Corporation,20170120,BRIEF-CNB Financial announces sale of its Mt. Hope  Ohio Branch to First Federal Community Bank ,* CNB Financial - to sell its bank branch in Mt. Hope  Ohio to First Federal Community Bank of Dover  Ohio for a deposit premium of 8.0%.  Source text for Eikon:  Further company coverage:,topStory
CMCSA,Comcast Corporation,20170120,Outgoing FCC chair warns against overturning net neutrality ,WASHINGTON  Jan 20 Outgoing U.S. Federal Communications Commission Chairman Tom Wheeler warned Republicans against dismantling the Obama administration's landmark "net neutrality" protections that bar internet service providers from slowing consumer access to web content.,normal
CORI,Corium International Inc,20170120,BRIEF-Corium International says enters extended agreement with P&G ,* Corium International Inc - on Jan 13  co and Procter & Gamble Company entered into an amendment to restated supply agreement dated june 30  2014,topStory
CTSO,Cytosorbents Corporation,20170120,BRIEF-Cytosorbents launches VetResQ for U.S. veterinary market ,* Cytosorbents launches VetResQ for U.S. veterinary market  Source text for Eikon:  Further company coverage:,topStory
DXCM,DexCom Inc,20170120,BRIEF-Baillie Gifford & Co reports 7.25% passive stake in Dexcom Inc as of Dec 31  2016 ,* Reports 7.25 percent passive stake in Dexcom Inc as of 31 December 2016 - SEC filing  Source text (http://bit.ly/2jwYmFB) Further company coverage:,topStory
DRYS,DryShips Inc,20170120,BRIEF-DryShips buys first large gas carrier with 5 year time charter attached to oil major ,* DryShips acquires its first very large gas carrier with a 5 year time charter attached to an oil major,topStory
GILD,Gilead Sciences Inc,20170120,BRIEF-European Medicines Agency validates Gilead's marketing authorization application for investigational chronic hepatitis C therapy ,* European Medicines Agency validates Gilead's marketing authorization application for investigational chronic hepatitis c therapy sofosbuvir/velpatasvir/voxilaprevir (sof/vel/vox),topStory
IEP,Icahn Enterprises LP,20170120,U.S. investigating Herbalife over foreign bribery in China ,The U.S. government is investigating dietary supplement maker Herbalife  over whether it violated foreign bribery laws while conducting business in China  the company revealed in a regulatory filing on Friday.,normal
IEP,Icahn Enterprises LP,20170120,UPDATE 2-U.S. investigating Herbalife over foreign bribery in China ,Jan 20 The U.S. government is investigating dietary supplement maker Herbalife over whether it violated foreign bribery laws while conducting business in China  the company revealed in a regulatory filing on Friday.,normal
IDXG,Interpace Diagnostics Group Inc,20170120,BRIEF-INTERPACE DIAGNOSTICS ANNOUNCES $4 MLN REGISTERED DIRECT OFFERING OF COMMON STOCK ,* INTERPACE DIAGNOSTICS ANNOUNCES $4.0 MILLION REGISTERED DIRECT OFFERING OF COMMON STOCK,topStory
MMYT,MakeMyTrip Limited,20170120,BRIEF-Makemytrip Ltd- Ibibo Group receives letter of approval for their deal with MakemyTrip from competition commission of India ,* MakemyTrip ltd - Ibibo Group received letter from competition commission of India stating proposed combination of MakemyTrip and Ibibo has been approved by the commission,topStory
MIME,Mimecast Limited,20170120,BRIEF-Mimecast files for mixed shelf of up to $50 million ,* In addition  selling shareholders may offer up to 20.54 million ordinary shares  Source text: [http://bit.ly/2jWApY6] Further company coverage:,topStory
NDAQ,Nasdaq Inc,20170120,Nasdaq backs trading illiquid stocks only on listing exchange ,NEW YORK Nasdaq Inc  will ask U.S. regulators under the Trump administration to limit the trading of shares of small companies and illiquid exchange-traded funds to the exchanges on which they are listed  the market operator said in a note to clients.,topStory
NDAQ,Nasdaq Inc,20170120,Nasdaq backs trading illiquid stocks only on listing exchange ,NEW YORK  Jan 20 Nasdaq Inc will ask U.S. regulators under the Trump administration to limit the trading of shares of small companies and illiquid exchange-traded funds to the exchanges on which they are listed  the market operator said in a note to clients.,normal
NFLX,Netflix Inc,20170120,More TV networks follow Netflix to binge-watching model ,LOS ANGELES Traditional TV networks are following Netflix Inc's  lead by releasing all new episodes of a series at the same time  a step to win over binge viewers who do not want to wait a week for the next installment. | Video ,topStory
NFLX,Netflix Inc,20170120,RPT-More TV networks follow Netflix to binge-watching model ,LOS ANGELES  Jan 20 Traditional TV networks are following Netflix Inc's lead by releasing all new episodes of a series at the same time  a step to win over binge viewers who do not want to wait a week for the next installment.,normal
NFLX,Netflix Inc,20170120,More TV networks follow Netflix to binge-watching model ,LOS ANGELES  Jan 20 Traditional TV networks are following Netflix Inc's lead by releasing all new episodes of a series at the same time  a step to win over binge viewers who do not want to wait a week for the next installment.,normal
OMED,OncoMed Pharmaceuticals Inc,20170120,BRIEF-OncoMed initiates enrollment of phase 1B clinical trial of Brontictuzumab ,* OncoMed initiates enrollment of phase 1B clinical trial of Brontictuzumab for the treatment of metastatic colorectal cancer patients  Source text for Eikon:  Further company coverage:,topStory
PEGI,Pattern Energy Group Inc,20170120,BRIEF-Pattern Energy announces pricing of offering of senior notes ,* Pattern Energy announces pricing of offering of senior notes,topStory
PERY,Perry Ellis International Inc,20170120,BRIEF-Perry Ellis International enters into distribution agreements for Nike Swim in Latin America ,* Perry Ellis international enters into distribution agreements for Nike Swim in Latin America,topStory
PSTI,Pluristem Therapeutics Inc,20170120,BRIEF-Pluristem increases previously announced bought deal offering of common stock and warrants to $15 000 000 ,* Pluristem increases previously announced bought deal offering of common stock and warrants to $15 000 000  Source text for Eikon:  Further company coverage:,topStory
QCOM,QUALCOMM Incorporated,20170120,BRIEF-Apple sues Qualcomm for roughly $1 bln over royalties - CNBC ,* Apple sues Qualcomm for roughly $1 billion over royalties - CNBC  Source text : http://cnb.cx/2jy3p8P Further company coverage:,topStory
SANM,Sanmina Corporation,20170120,BRIEF-Sanmina CEO FY 2016 total compensation $12.6 million ,* CEO Jure Sola's FY 2016 total compensation $12.6 million versus $10.1 million in FY 2015 - SEC filing  Source text: (http://bit.ly/2jh5vZP) Further company coverage:,topStory
BSRR,Sierra Bancorp,20170120,BRIEF-Sierra Bancorp raises qtrly cash dividend by 17 pct ,* Increases regular quarterly cash dividend by 17 percent to $0.14 per share  Source text for Eikon:  Further company coverage:,topStory
TROW,T Rowe Price Group Inc,20170120,T.Rowe results should get boost from $100 mln insurance recovery ,BOSTON T. Rowe Price Group Inc.  recently disclosed an insurance agreement to recover $100 million after it made a proxy voting error  which should help the Baltimore fund manager's results due to be reported next week.,topStory
TROW,T Rowe Price Group Inc,20170120,T.Rowe results should get boost from $100 million insurance recovery ,BOSTON T. Rowe Price Group Inc. recently disclosed an insurance agreement to recover $100 million after it made a proxy voting error  which should help the Baltimore fund manager's results due to be reported next week.,normal
TROW,T Rowe Price Group Inc,20170120,UPDATE 2-T.Rowe results should get boost from $100 mln insurance recovery ,BOSTON  Jan 20 T. Rowe Price Group Inc.  recently disclosed an insurance agreement to recover $100 million after it made a proxy voting error  which should help the Baltimore fund manager's results due to be reported next week.,normal
TROW,T Rowe Price Group Inc,20170120,T. Rowe Price to recover $100 mln from insurance after voting error ,BOSTON  Jan 20 Fund manager T. Rowe Price Group  said in a securities filing this month it has entered an insurance agreement to recover $100 million after it made a voting error in the 2013 buyout of Dell Inc.,normal
TROW,T Rowe Price Group Inc,20170120,BRIEF-T. Rowe Price to not contest plan by Snap Inc ,* T. Rowe Price is not contesting plan by Snap Inc. to issue non-voting shares in its impending initial public offering,normal
TSLA,Tesla Inc ,20170120,U.S. regulator finds no evidence of defects after Tesla death probe ,WASHINGTON U.S. auto safety regulators said on Thursday they found no evidence of defects in a Tesla Motors Inc  car involved in the death of a man whose Model S collided with a truck while he was using its Autopilot system.,topStory
TSLA,Tesla Inc ,20170120,U.S. regulator finds no evidence of defects after Tesla death probe ,WASHINGTON U.S. auto safety regulators said on Thursday they found no evidence of defects in a Tesla Motors Inc  car involved in the death of a man whose Model S collided with a truck while he was using its Autopilot system.,normal
TSLA,Tesla Inc ,20170120,UPDATE 5-U.S. regulator finds no evidence of defects after Tesla death probe ,WASHINGTON  Jan 19 U.S. auto safety regulators said on Thursday they found no evidence of defects in a Tesla Motors Inc car involved in the death of a man whose Model S collided with a truck while he was using its Autopilot system.,normal
TCFC,The Community Financial Corporation,20170120,BRIEF-THE COMMUNITY FINANCIAL CORP Q4 EARNINGS PER SHARE $0.44 ,* THE COMMUNITY FINANCIAL CORPORATION ANNOUNCES RESULTS OF OPERATIONS FOR FOURTH QUARTER OF 2016,topStory
HAIN,The Hain Celestial Group Inc,20170120,BRIEF-Hain Celestial announces strategic alliance with Future Consumer Limited in India ,* Hain Celestial announces strategic alliance with Future Consumer Limited in India,topStory
TTS,Tile Shop Hldgs Inc,20170120,BRIEF-Tile Shop Holdings on Jan. 19  2017  U.S. District court issued order preliminarily approving stipulation of settlement ,* Tile Shop Holdings Inc - on Jan 19  2017  u.s. District court issued order preliminarily approving stipulation of settlement - sec filing,topStory
TIVO,TiVo Corporation,20170120,Judge bars TiVo's claim for trade secret damages from Kantar ,A federal judge blocked TiVo Research and Analytics on Wednesday from seeking up to $196 million in damages for trade-secret misappropriation and other torts as part of its patent litigation with a rival market-research firm.,topStory
TCX,Tucows Inc,20170120,BRIEF-Rightside Group Ltd says signed a definitive agreement for sale of eNom to Tucows Inc ,* Rightside Group Ltd says signed a definitive agreement for sale of eNom to Tucows Inc,topStory
TCX,Tucows Inc,20170120,BRIEF-Tucows Inc to acquire eNom from Rightside ,* Tucows Inc- Tucows will pay $83.5 million and transaction is expected to be immediately accretive to earning,normal
FOX,Twenty-First Century Fox Inc,20170120,Canada's Competition Bureau reaches deal with Apple  publishers ,OTTAWA  Jan 20 Canada's business competition watchdog said on Friday it had reached an agreement with Apple Inc and three major e-book publishers that will allow retailers to offer discounts to customers.,normal
FOXA,Twenty-First Century Fox Inc,20170120,Canada's Competition Bureau reaches deal with Apple  publishers ,OTTAWA  Jan 20 Canada's business competition watchdog said on Friday it had reached an agreement with Apple Inc and three major e-book publishers that will allow retailers to offer discounts to customers.,normal
VRAY,ViewRay Inc,20170120,BRIEF-Orbimed Advisors Llc reports 18.8 pct stake in Viewray Inc ,* Orbimed Advisors Llc reports 18.8 percent stake in Viewray Inc as of January 18  2017 versus 22.6 percent stake as of August 22  2016 - SEC filing  Source text: [http://bit.ly/2kbwQkd] Further company coverage:,topStory
VYGR,Voyager Therapeutics Inc,20170120,BRIEF-Voyager Therapeutics announces updates from phase 1B trial of VY-AADC01 ,* Voyager Therapeutics announces updates from phase 1b trial of vy-aadc01 for advanced parkinson's disease,topStory
WBA,Walgreens Boots Alliance Inc,20170120,FTC not sold on Walgreens' plan to win nod for Rite Aid deal: Bloomberg ,The U.S. Federal Trade Commission is not satisfied with Walgreens Boots Alliance Inc's  plan to divest stores to win antitrust clearance for its acquisition of Rite Aid Corp   Bloomberg reported  citing people familiar with the matter.,topStory
WBA,Walgreens Boots Alliance Inc,20170120,UPDATE 2-FTC not sold on Walgreens' plan to win nod for Rite Aid deal-BBG ,Jan 20 The U.S. Federal Trade Commission is not satisfied with Walgreens Boots Alliance Inc's plan to divest stores to win antitrust clearance for its acquisition of Rite Aid Corp  Bloomberg reported  citing people familiar with the matter.,normal
WBA,Walgreens Boots Alliance Inc,20170120,FTC dissatisfied with Walgreens' plan to win nod for Rite Aid deal-BBG ,Jan 20 The U.S. Federal Trade Commission is not satisfied with Walgreens Boots Alliance Inc's plan to divest stores to win antitrust clearance for its acquisition of Rite Aid Corp  Bloomberg reported on Friday.,normal
WBA,Walgreens Boots Alliance Inc,20170120,BRIEF-Walgreens' plan to win antitrust nod for Rite Aid deal has not satisfied FTC - Bloomberg ,* Walgreens Boots Alliance's plan to win U.S. antitrust clearance for acquisition of Rite Aid has not satisfied officials at FTC - Bloomberg  citing sources,normal
WDC,Western Digital Corporation,20170120,CORRECTED-UPDATE 3-Toshiba making preparations for sale of stake in chip business -sources ,* State-backed bank considers investment in chip business -sources,normal
ACCO,Acco Brands Corporation,20170120,BRIEF-ACCO BRANDS RECEIVES CLEARANCE FROM COMPETITION AUTHORITIES FOR ACQUISITION OF ESSELTE ,* ACCO BRANDS RECEIVES CLEARANCE FROM COMPETITION AUTHORITIES FOR ACQUISITION OF ESSELTE,topStory
AFL,Aflac Incorporated,20170120,BRIEF-Aflac's president Kriss Cloninger  will retire on Dec. 31 ,* Says co's president Kriss Cloninger  will retire  effective on Dec. 31,topStory
AFSD,Aflac Incorporated,20170120,BRIEF-Aflac's president Kriss Cloninger  will retire on Dec. 31 ,* Says co's president Kriss Cloninger  will retire  effective on Dec. 31,topStory
AA,Alcoa Corporation,20170120,UPDATE 3-Australia's $182 mln aid secures Alcoa plant  jobs in state hit by closures ,* Federal government provides A$30 mln  state A$210 mln -source,topStory
AA,Alcoa Corporation,20170120,Alcoa Australian aluminum plant rescued with government aid ,SYDNEY An Australian smelter run by Alcoa Corp will resume production after a major blackout  under a government-sponsored rescue package securing its future for at least four years  with electricity supplied by AGL Energy Ltd.,normal
ALDW,Alon USA Partners LP,20170120,BRIEF-Alon USA Partners appoints Alan Moret as interim CEO of company ,* On Jan 18  2017  board of directors of company appointed Alan Moret as interim chief executive officer of company - SEC filing,topStory
AIG,American International Group Inc,20170120,AIG to pay Buffett's Berkshire about $10 bln in insurance deal ,NEW YORK American International Group Inc  has agreed to pay roughly $10.2 billion to Warren Buffett's Berkshire Hathaway Inc to take on many long-term risks on U.S. commercial insurance policies it has already written.,topStory
AIG,American International Group Inc,20170120,AIG to pay Buffett's Berkshire about $10 billion in insurance deal ,NEW YORK American International Group Inc  has agreed to pay roughly $10.2 billion to Warren Buffett's Berkshire Hathaway Inc  to take on many long-term risks on U.S. commercial insurance policies it has already written.,normal
AIG,American International Group Inc,20170120,UPDATE 2-AIG to pay Buffett's Berkshire about $10 bln in insurance deal ,NEW YORK  Jan 20 American International Group Inc has agreed to pay roughly $10.2 billion to Warren Buffett's Berkshire Hathaway Inc to take on many long-term risks on U.S. commercial insurance policies it has already written.,normal
AIG,American International Group Inc,20170120,AIG  Berkshire Hathaway unit enter reinsurance pact ,Jan 20 American International Group Inc  said it would pay $9.8 billion to National Indemnity Co  a unit of Berkshire Hathaway Inc  to cover most of AIG's U.S. Commercial "long-tail exposures" for accidents that occurred in 2015 and prior.,normal
AIG,American International Group Inc,20170120,BRIEF-AIG partners with Berkshire Hathaway unit on reinsurance agreement ,* AIG Partners with Berkshire Hathaway unit on reinsurance agreement,normal
AON,Aon plc,20170120,Aon nears $4.5 billion sale of benefits outsourcing unit -sources ,Insurance broker Aon Plc is in advanced talks to sell its employee benefits outsourcing unit to buyout firm Clayton Dubilier & Rice LLC for nearly $4.5 billion  people familiar with the matter said on Thursday.,topStory
ABR,Arbor Realty Trust,20170120,BRIEF-Arbor Realty Trust files for offering of $13.8 mln principal amount of 6.50 pct convertible senior notes due 2019 ,* Files for offering of $13.8 million principal amount of our 6.50 pct convertible senior notes due 2019  - sec filing  Source text - http://bit.ly/2iS1DNA Further company coverage:,topStory
ABRN,Arbor Realty Trust,20170120,BRIEF-Arbor Realty Trust files for offering of $13.8 mln principal amount of 6.50 pct convertible senior notes due 2019 ,* Files for offering of $13.8 million principal amount of our 6.50 pct convertible senior notes due 2019  - sec filing  Source text - http://bit.ly/2iS1DNA Further company coverage:,topStory
AZN,Astrazeneca PLC,20170120,UPDATE 1-Bristol-Myers lung cancer delay slams shares  keeps Merck in lead ,New YORK  Jan 20 Bristol-Myers Squibb Co  shares fell 11 percent on Friday following Thursday's announcement that it would not seek accelerated approval of its immunotherapy drug combination in first-line lung cancer  further solidifying Merck & Co Inc's leading position in the burgeoning immuno-oncolgy field.,normal
T,AT&T Inc,20170120,AT&T shares buoyed by DirecTV Now subscriber numbers ,AT&T Inc  said it added more than 200 000 paying subscribers to DirecTV Now in what industry observers called a strong launch of the streaming television service introduced in November.,topStory
T,AT&T Inc,20170120,UPDATE 3-AT&T shares buoyed by DirecTV Now subscriber numbers ,Jan 20 AT&T Inc said it added more than 200 000 paying subscribers to DirecTV Now in what industry observers called a strong launch of the streaming television service introduced in November.,normal
T,AT&T Inc,20170120,Outgoing FCC chair warns against overturning net neutrality ,WASHINGTON Outgoing U.S. Federal Communications Commission Chairman Tom Wheeler warned Republicans against dismantling the Obama administration's landmark "net neutrality" protections that bar internet service providers from slowing consumer access to web content.,normal
T,AT&T Inc,20170120,BRIEF-AT&T says to record $1 bln pre-tax loss in Q4 ,* AT&T Inc -for quarter ended dec 31  2016  expect to record noncash  pre-tax loss of approximately $1.0 billion,normal
T,AT&T Inc,20170120,AT&T says to record $1 bln pre-tax loss in Q4 ,Jan 20 AT&T Inc  the largest U.S. pay TV operator and No.2 U.S. wireless carrier  said it will record a pre-tax loss of about $1 billion in the fourth quarter ended Dec. 31.,normal
AZZ,AZZ Inc,20170120,BRIEF-AZZ and Westinghouse Electric Co announce teaming agreement mutually agree to terminate nuclear logistics transaction ,* Azz Inc and Westinghouse Electric Company announce teaming agreement; mutually agree to terminate nuclear logistics transaction  Source text for Eikon:  Further company coverage:,topStory
BCS,Barclays PLC,20170120,MOVES-Barclays  Mizuho  Cerno ,Jan 20 The following financial services industry appointments were announced on Friday. To inform us of other job changes  email moves@thomsonreuters.com.,topStory
BCS,Barclays PLC,20170120,Barclays vice chairman of banking Matthew Ponsonby to retire: memo ,LONDON Barclays vice chairman of banking  Matthew Ponsonby will retire from the British bank at the end of January  according to a memo seen by Reuters on Friday.,normal
BCS,Barclays PLC,20170120,MOVES-Barclays vice chairman of banking Matthew Ponsonby to retire - memo ,LONDON  Jan 20 Barclays vice chairman of banking  Matthew Ponsonby will retire from the British bank at the end of January  according to a memo seen by Reuters on Friday.,normal
BAS,Basic Energy Services Inc,20170120,BRIEF-Ascribe Capital reports sale of 134 019 shares of Basic Energy Services common stock on Jan 18 & 19 ,* Ascribe Capital LLC reports sale of 134 019 shares of Basic Energy Services common stock on Jan 18 & 19 - SEC filing  Source text: (http://bit.ly/2jHuFUa) Further company coverage:,topStory
BTE,Baytex Energy Corp,20170120,BRIEF-BAYTEX ANNOUNCES CLOSING OF PEACE RIVER ACQUISITION ,* BAYTEX ANNOUNCES CLOSING OF PEACE RIVER ACQUISITION  Source text for Eikon:  Further company coverage:,topStory
BERY,Berry Global Group Inc,20170120,BRIEF-Berry Plastics Group enters into agreement with Credit Suisse Ag  Cayman Islands Branch and Citibank ,* Entered into incremental assumption agreement with Credit Suisse Ag  Cayman Islands Branch  and CitiBank  N.A. - SEC filing,topStory
BBY,Best Buy Co Inc,20170120,Carrefour weighs Best Buy executive to replace CEO: paper ,BRASILIA Carrefour SA  shareholders could appoint a new chief executive this year and have identified Best Buy Co Inc  CEO Hubert Joly as one of their favorites for the post  Brazilian newspaper Valor Economico reported on Friday.,topStory
BBY,Best Buy Co Inc,20170120,UPDATE 1-Carrefour weighs Best Buy executive to replace CEO -paper ,BRASILIA  Jan 20 Carrefour SA  shareholders could appoint a new chief executive this year and have identified Best Buy Co Inc CEO Hubert Joly as one of their favourites for the post  Brazilian newspaper Valor Economico reported on Friday.,normal
BBY,Best Buy Co Inc,20170120,CORRECTED-Carrefour weighs Best Buy executive to replace CEO - paper ,BRASILIA  Jan 20 Carrefour SA  shareholders could appoint a new chief executive this year and have identified Best Buy Co Inc CEO Hubert Joly as one of their favourites for the post  Brazilian newspaper Valor Economico reported on Friday.,normal
BLK,BlackRock Inc,20170120,BlackRock hires former UK finance minister Osborne as adviser ,NEW YORK/LONDON Former British finance minister George Osborne  who lost his job after Britain's vote to leave the European Union  will join BlackRock Inc as an adviser next month  the world's largest asset manager said on Friday.,topStory
BLK,BlackRock Inc,20170120,BlackRock says hired former UK finance minister Osborne as adviser ,Jan 20 BlackRock Inc on Friday said it is appointing former British finance minister George Osborne as a senior adviser to its Investment Institute.,normal
BLK,BlackRock Inc,20170120,BlackRock CEO sees dollar tensions between Trump and Fed ,DAVOS  Switzerland The U.S. is facing a period of dollar strengthening  fuelling likely tensions between the new administration of Donald Trump and the Federal Reserve  the chief executive of asset manager BlackRock told a panel in Davos on Friday.,normal
BLK,BlackRock Inc,20170120,BlackRock CEO says Trump economic policies may be 'loud  noisy and strong' ,DAVOS  Switzerland Talks with members of the incoming Donald Trump administration suggest their economic policies will be "loud  noisy and strong" the head of BlackRock  the world's largest money manager  said on Friday.,normal
BLK,BlackRock Inc,20170120,BlackRock CEO sees dollar tensions between Trump and Fed ,DAVOS  Switzerland The U.S. is facing a period of dollar strengthening  fuelling likely tensions between the new administration of Donald Trump and the Federal Reserve  the chief executive of asset manager BlackRock told a panel in Davos on Friday.,normal
BLK,BlackRock Inc,20170120,BlackRock CEO says Trump economic policies may be "loud  noisy and strong" ,DAVOS  Switzerland  Jan 20 Talks with members of the incoming Donald Trump administration suggest their economic policies will be "loud  noisy and strong"the head of BlackRock  the world's largest money manager  said on Friday.,normal
BA,Boeing Company (The),20170120,Machinists seek union vote for Boeing South Carolina workers ,SEATTLE The International Association of Machinists and Aerospace Workers said it planned to petition on Friday for about 2 850 workers at Boeing Co's  assembly plant in South Carolina to vote on union representation.,topStory
BA,Boeing Company (The),20170120,UPDATE 2-Machinists seek union vote for Boeing S. Carolina workers ,SEATTLE  Jan 20 The International Association of Machinists and Aerospace Workers said it planned to petition on Friday for about 2 850 workers at Boeing Co's assembly plant in South Carolina to vote on union representation.,normal
BA,Boeing Company (The),20170120,BRIEF-Boeing responds to IAM filing second petition to unionize Boeing South Carolina ,* notified that IAM union petitioned national labor relations board second time for union election at North Charleston  S.C. facilities,normal
BA,Boeing Company (The),20170120,South Carolina Boeing workers to vote on union representation-IAM ,Jan 20 The International Association of Machinists and Aerospace Workers said on Friday that it would file a petition for some Boeing Co workers with the National Labor Relations Board (NLRB) to vote on union representation.,normal
BA,Boeing Company (The),20170120,BRIEF-Machinists and aerospace workers union IAM says about 2 850 Boeing workers in South Carolina will vote on union representation ,* Machinists and aerospace workers union IAM says about 2 850 Boeing workers in South Carolina will vote on union representation  Source text for Eikon:  Further company coverage:,normal
BA,Boeing Company (The),20170120,Production problems were a factor in Zodiac agreeing to takeover-shareholder ,PARIS Recent production problems at Zodiac Aerospace  partially influenced the French seatmaker’s decision to agree to be taken over by aero engines group Safran   a leading Zodiac shareholder said.,normal
BA,Boeing Company (The),20170120,BRIEF-CTT Systems: Boeing selects CTT for 777X humidification systems ,* CTT will be tier-1 supplier to Boeing and the CTT products will be offered as supplier furnished equipment in the 777X catalogue  Source text for Eikon:  Further company coverage:    (Gdynia Newsroom),normal
BCO,Brink&#39;s Company (The),20170120,BRIEF-Brink's sets quarterly dividend of $0.10 per share ,* Sets quarterly dividend of $0.10 per share  Source text for Eikon:  Further company coverage:,topStory
