TAPR,Barclays Inverse US Treasury Composite ETN,20130830,MOVES-London Metal Exchange  Barclays  Old Mutual ,Aug 30 The following financial services industry appointments were announced on Friday. To inform us of other job changes  email to moves@thomsonreuters.com.,topStory
GEH,General Electric Capital Corporation,20130830,UPDATE 2-GE plans to exit U.S. retail lending ,Aug 30 General Electric Co plans to spin off the U.S. consumer lending operations of its finance arm GE Capital  as the conglomerate moves to focus on its core industrial operations  a person familiar with the matter said.,normal
GEH,General Electric Capital Corporation,20130830,GE plans to exit U.S. retail lending: WSJ ,General Electric Co  plans to spin off the U.S. consumer lending operations of its finance arm GE Capital  as the conglomerate moves to focus on its core industrial operations  the Wall Street Journal reported  citing people familiar with the matter.,normal
GEH,General Electric Capital Corporation,20130830,GE plans to exit U.S. retail lending-WSJ ,Aug 30 General Electric Co plans to spin off the U.S. consumer lending operations of its finance arm GE Capital  as the conglomerate moves to focus on its core industrial operations  the Wall Street Journal reported  citing people familiar with the matter.,normal
GEK,General Electric Capital Corporation,20130830,GE plans to exit U.S. retail lending ,General Electric Co  plans to spin off the U.S. consumer lending operations of its finance arm GE Capital  as the conglomerate moves to focus on its core industrial operations  a person familiar with the matter said.,topStory
GEK,General Electric Capital Corporation,20130830,UPDATE 2-GE plans to exit U.S. retail lending ,Aug 30 General Electric Co plans to spin off the U.S. consumer lending operations of its finance arm GE Capital  as the conglomerate moves to focus on its core industrial operations  a person familiar with the matter said.,normal
GEK,General Electric Capital Corporation,20130830,GE plans to exit U.S. retail lending: WSJ ,General Electric Co  plans to spin off the U.S. consumer lending operations of its finance arm GE Capital  as the conglomerate moves to focus on its core industrial operations  the Wall Street Journal reported  citing people familiar with the matter.,normal
GEK,General Electric Capital Corporation,20130830,GE plans to exit U.S. retail lending-WSJ ,Aug 30 General Electric Co plans to spin off the U.S. consumer lending operations of its finance arm GE Capital  as the conglomerate moves to focus on its core industrial operations  the Wall Street Journal reported  citing people familiar with the matter.,normal
GE,General Electric Company,20130830,GE plans to exit U.S. retail lending ,General Electric Co  plans to spin off the U.S. consumer lending operations of its finance arm GE Capital  as the conglomerate moves to focus on its core industrial operations  a person familiar with the matter said.,topStory
GE,General Electric Company,20130830,UPDATE 2-GE plans to exit U.S. retail lending ,Aug 30 General Electric Co plans to spin off the U.S. consumer lending operations of its finance arm GE Capital  as the conglomerate moves to focus on its core industrial operations  a person familiar with the matter said.,normal
GE,General Electric Company,20130830,GE plans to exit U.S. retail lending: WSJ ,General Electric Co  plans to spin off the U.S. consumer lending operations of its finance arm GE Capital  as the conglomerate moves to focus on its core industrial operations  the Wall Street Journal reported  citing people familiar with the matter.,normal
GE,General Electric Company,20130830,GE plans to exit U.S. retail lending-WSJ ,Aug 30 General Electric Co plans to spin off the U.S. consumer lending operations of its finance arm GE Capital  as the conglomerate moves to focus on its core industrial operations  the Wall Street Journal reported  citing people familiar with the matter.,normal
GEB,General Electric Company,20130830,GE plans to exit U.S. retail lending ,General Electric Co  plans to spin off the U.S. consumer lending operations of its finance arm GE Capital  as the conglomerate moves to focus on its core industrial operations  a person familiar with the matter said.,topStory
GEB,General Electric Company,20130830,UPDATE 2-GE plans to exit U.S. retail lending ,Aug 30 General Electric Co plans to spin off the U.S. consumer lending operations of its finance arm GE Capital  as the conglomerate moves to focus on its core industrial operations  a person familiar with the matter said.,normal
GEB,General Electric Company,20130830,US STOCKS-Wall St to open flat after data; Syria uncertainty ,NEW YORK  Aug 30 U.S. stocks were poised for a flat open on Friday  with the S&P set for its worst monthly showing in over a year as the likelihood of an impending Western military strike on Syria appeared to lessen and personal income data for July came in soft.,normal
GEB,General Electric Company,20130830,US STOCKS-Futures rise as Syria strike seen on hold ,* British parliament votes against Syrian military action,normal
GEB,General Electric Company,20130830,GE plans to exit U.S. retail lending: WSJ ,General Electric Co  plans to spin off the U.S. consumer lending operations of its finance arm GE Capital  as the conglomerate moves to focus on its core industrial operations  the Wall Street Journal reported  citing people familiar with the matter.,normal
GEB,General Electric Company,20130830,GE plans to exit U.S. retail lending-WSJ ,Aug 30 General Electric Co plans to spin off the U.S. consumer lending operations of its finance arm GE Capital  as the conglomerate moves to focus on its core industrial operations  the Wall Street Journal reported  citing people familiar with the matter.,normal
GM,General Motors Company,20130830,GM names consultant new head of Indonesia operations ,DETROIT  Aug 30 General Motors Co on Friday named consultant Michael Dunne president of its Indonesian operations as the U.S. automaker looks to boost sales in one of the world's hottest auto markets.,topStory
GS,Goldman Sachs Group Inc (The),20130830,Ex-employee pays fine for defrauding Goldman Sachs ,WASHINGTON A former employee of Goldman Sachs Group Inc  was fined $500 000 for defrauding the investment bank in December 2007 by hiding trading positions  the U.S. derivatives regulator said on Friday.,topStory
GS,Goldman Sachs Group Inc (The),20130830,Ex-employee pays fine for defrauding Goldman Sachs ,WASHINGTON  Aug 30 A former employee of Goldman Sachs Group Inc was fined $500 000 for defrauding the investment bank in December 2007 by hiding trading positions  the U.S. derivatives regulator said on Friday.,normal
HLF,Herbalife LTD,20130830,Herbalife billionaire brawl puts spotlight on N.J. professor ,BOSTON/NEW YORK  Aug 29 In the battle of investors who've made opposite bets on the shares of Herbalife   both sides - including firms led by billionaires Bill Ackman and George Soros - have consulted a New Jersey college professor and studied his research.,topStory
JCP,JC Penney Company Inc Holding Company,20130830,Perry ups ownership stake in J.C. Penney to 8.6 pct ,Aug 30 Hedge fund manager Richard Perry  already a big owner in J.C. Penney Co Inc  bought additional shares in the retailer on Friday  according to a regulatory filing made just days after the largest investor announced plans to sell his stake.,topStory
JKS,JinkoSolar Holding Company Limited,20130830,Sunny Asia has JinkoSolar's factories buzzing , ,topStory
LPL,LG Display Co Ltd,20130830,LG Display says to invest $750 mln in small  medium displays ,SEOUL  Aug 30 South Korean flat-screen maker LG Display Co Ltd  a key supplier to Apple Inc  on Friday announced a plan to invest 832.6 billion Korean won ($750.28 million) by 2014 in facilities to produce small- and medium-sized displays.,topStory
MS,Morgan Stanley,20130830,Credit union regulator sues Morgan Stanley over mortgage losses ,Morgan Stanley  is being sued by a U.S. credit union regulator to recover losses on more than $566 million of residential mortgage-backed securities sold to two corporate credit unions that later failed.,topStory
MS,Morgan Stanley,20130830,UPDATE 1-Mark Walsh exits Morgan Stanley for new role at CS ,LONDON  Aug 30 (IFR) - Mark Walsh has left his role as co-head of European leveraged finance and acquisition finance at Morgan Stanley and is expected to take up a new position at Credit Suisse  according to several sources with knowledge of the matter.,normal
MS,Morgan Stanley,20130830,Mark Walsh exits Morgan Stanley ,LONDON  Aug 30 (IFR) - Mark Walsh has left his role as co-head of European leveraged finance and acquisition finance at Morgan Stanley  according to sources with knowledge of the matter.,normal
SID,National Steel Company,20130830,RPT-Market Chatter-Corporate finance press digest ,Aug 30 The following corporate finance-related stories were reported by media on Friday:,topStory
SID,National Steel Company,20130830,Market Chatter-Corporate finance press digest ,Aug 30 The following corporate finance-related stories were reported by media on Friday:,normal
PSO,Pearson Plc,20130830,Caxton sells stake in Pearson Southern Africa for $68 mln ,JOHANNESBURG  Aug 30 South African publishing firm Caxton said on Friday it will sell its 15 percent stake in Pearson Southern Africa for 703.3 million rand ($68 million) to publisher Longman Group.,topStory
PG,Procter & Gamble Company (The),20130830,P&G shares briefly sink five percent in brisk trade ,NEW YORK Shares of Procter & Gamble  fell nearly 5 percent in active trading during a brief period at midday on'm Friday.,topStory
RIO,Rio Tinto Plc,20130830,Insight: Batista's Brazilian empire was sunk by more than hubris ,RIO DE JANEIRO Fifteen months ago  OGX Petróleo chief executive Paulo Mendonça was confident that the company he led was on track to become a major independent oil producer  an anchor for Eike Batista's vast Brazilian resource empire.,normal
RCI,Rogers Communication Inc,20130830,Weak spending  inflation data point to soft U.S. economy ,WASHINGTON U.S. consumer spending barely rose and inflation was tame in July  offering a cautionary note on the economy as the Federal Reserve weighs cutting back its massive bond-buying program.,topStory
RBS,Royal Bank Scotland plc (The),20130830,BoE's Carney says uncertainty about RBS' future must end ,LONDON Britain should end uncertainty over long-term plans for state-controlled Royal Bank of Scotland   Bank of England Governor Mark Carney said in a newspaper interview.,topStory
RBS,Royal Bank Scotland plc (The),20130830,UPDATE 1-BoE's Carney says uncertainty about RBS' future must end ,LONDON  Aug 30 Britain should end uncertainty over long-term plans for state-controlled Royal Bank of Scotland   Bank of England Governor Mark Carney said in a newspaper interview.,normal
R,Ryder System Inc,20130830,Ex-Ryder Cup captain Gallacher suffers suspected heart attack ,Former European Ryder Cup captain Bernard Gallacher is in critical condition in hospital in his native Scotland after suffering a suspected heart attack.,topStory
CRM,Salesforcecom Inc,20130830,US STOCKS-Cautious Wall St falls on Syria before long weekend ,NEW YORK  Aug 30 U.S. stocks fell on Friday  setting the S&P 500 index on track for the biggest monthly drop in over a year  as investors positioned themselves before a long holiday weekend with an uncertain Syrian situation.,topStory
CRM,Salesforcecom Inc,20130830,US STOCKS-Wall St to open flat after data; Syria uncertainty ,NEW YORK  Aug 30 U.S. stocks were poised for a flat open on Friday  with the S&P set for its worst monthly showing in over a year as the likelihood of an impending Western military strike on Syria appeared to lessen and personal income data for July came in soft.,normal
CRM,Salesforcecom Inc,20130830,US STOCKS-Futures rise as Syria strike seen on hold ,* British parliament votes against Syrian military action,normal
TI,Telecom Italia SPA,20130830,European shares set 6-week closing low; oils weigh ,LONDON  Aug 30 European shares hit a six-week closing low on Friday as reduced chances of an immediate military strike on Syria weighed on energy equities due to weakened oil prices  although longer-term market outlook stayed bright.,topStory
TI,Telecom Italia SPA,20130830,Telecom Italia moves into M&A spotlight amid sector shake out ,MILAN Telecom Italia SpA  shares jumped as much as 10 percent on Friday  on speculation it might be the next quarry in a recent upsurge in dealmaking in Europe's telecoms industry.,normal
TI,Telecom Italia SPA,20130830,UPDATE 2-Telecom Italia moves into M&A spotlight amid sector shake out ,* Carlos Slim could be eyeing firm's Brazil unit - analyst,normal
TEVA,Teva Pharmaceutical Industries Limited,20130830,Teva to drop depression treatment after trial fails ,Generic drugmaker Teva Pharmaceutical Industries Ltd said it will stop the development of a depression treatment after a late-stage trial failed to show the drug was more effective than a placebo.,topStory
TEVA,Teva Pharmaceutical Industries Limited,20130830,Teva to drop depression treatment after trial fails ,Aug 30 Generic drugmaker Teva Pharmaceutical Industries Ltd  said it will stop development of a depression treatment after a late-stage trial failed to show the drug was more effective than placebo.,normal
TWX,Time Warner Inc,20130830,CBS ad enlists football stars in bid to end Time Warner blackout ,CBS Corp aired ads in three major U.S. markets this week urging fans to switch television providers before the start of the professional and college football seasons to pressure Time Warner Cable Inc to end a month-long blackout over fee increases.,topStory
TMK,Torchmark Corporation,20130830,Fitch Affirms Torchmark Corporation Ratings; Outlook Stable ,(The following statement was released by the rating agency) CHICAGO/BOGOTA  August 30 (Fitch) Fitch Ratings has affirmed the 'A-' Issuer  Default Rating of Torchmark Corporation (TMK) and the 'A+' Insurer Financial  Strength (IFS) ratings assigned to TMK's insurance subsidiaries. The Rating  Outlook is Stable. A complete list of the ratings appears at the end of this  release.  KEY RATING DRIVERS The affirmation of TMK's ratings reflects Fitch's view that TMK's financial and  operating profiles ,topStory
TM,Toyota Motor Corp Ltd Ord,20130830,Toyota to invest $102 million to boost transmission output in U.S ,DETROIT Toyota Motor Corp  said on Friday it will invest $102 million at its West Virginia engine and transmission plant and aluminum casting factories in Missouri and Tennessee to boost production.,topStory
TM,Toyota Motor Corp Ltd Ord,20130830,REFILE-Toyota to invest $102 mln to boost transmission output in U.S. ,DETROIT  Aug 30 Toyota Motor Corp said on Friday it will invest $102 million at its West Virginia engine and transmission plant and aluminum casting factories in Missouri and Tennessee to boost production.,normal
VZ,Verizon Communications Inc,20130830,Energy stocks lead FTSE lower as oil price falls ,* Telecoms remain buoyant after Vodafone  Verizon talks   (Updates prices),topStory
VZ,Verizon Communications Inc,20130830,Energy stocks lead FTSE lower as oil price falls ,LONDON  Aug 30 British stocks dropped on Friday in a broad-based sell-off  led by energy shares as the price of oil fell after Britain's parliament rejected the idea of taking part in any U.S.-led military action against Syria.,normal
VZ,Verizon Communications Inc,20130830,FTSE 100 runs out of energy as oil price falls on Syria ,LONDON  Aug 30 British stocks opened little changed on Friday although heavyweight energy shares were under pressure as the price of oil fell after the government's defeat in parliament over particpating in any U.S.-led military action against Syria.,normal
VZ,Verizon Communications Inc,20130830,AT&T eyes Vodafone post Verizon deal: report ,AT&T Inc  will examine Vodafone Group Plc's  remaining assets after Verizon Communications  buys out the British mobile carrier's stake in Verizon Wireless  Bloomberg reported  citing people familiar with the matter.,normal
VZ,Verizon Communications Inc,20130830,UPDATE 1-AT&T eyes Vodafone post Verizon deal-report ,Aug 30 AT&T Inc will examine Vodafone Group Plc's remaining assets after Verizon Communications buys out the British mobile carrier's stake in Verizon Wireless  Bloomberg reported  citing people familiar with the matter.,normal
VZ,Verizon Communications Inc,20130830,AT&T eyes Vodafone post Verizon deal-report ,Aug 30 AT&T Inc will examine Vodafone Group Plc's remaining assets after Verizon Communications buys out the British mobile carrier's stake in Verizon Wireless  Bloomberg reported  citing people familiar with the matter.,normal
VZA,Verizon Communications Inc,20130830,Energy stocks lead FTSE lower as oil price falls ,* Telecoms remain buoyant after Vodafone  Verizon talks   (Updates prices),topStory
VZA,Verizon Communications Inc,20130830,Energy stocks lead FTSE lower as oil price falls ,LONDON  Aug 30 British stocks dropped on Friday in a broad-based sell-off  led by energy shares as the price of oil fell after Britain's parliament rejected the idea of taking part in any U.S.-led military action against Syria.,normal
