ALXN,Alexion Pharmaceuticals Inc,20130715,UPDATE 1-Alexion valuation could choke any Roche bid ,* Roche seeking financing for potential Alexion bid- sources,topStory
DTUS,iPath US Treasury 2-year Bear ETN,20130715,MOVES-Standard Chartered  Benson Elliot  Coutts  Barclays  Barings  Commonfund  Sabrient ,July 15 The following financial services industry appointments were announced on Monday. To inform us of other job changes  email to moves@thomsonreuters.com.,normal
DTUL,iPath US Treasury 2-year Bull ETN,20130715,MOVES-BNP Paribas  Standard Chartered  Coutts  Barclays  Rudolf Wolff ,July 15 The following financial services industry appointments were announced on Monday. To inform us of other job changes  email to moves@thomsonreuters.com.,topStory
DTUL,iPath US Treasury 2-year Bull ETN,20130715,MOVES-Standard Chartered  Benson Elliot  Coutts  Barclays  Barings  Commonfund  Sabrient ,July 15 The following financial services industry appointments were announced on Monday. To inform us of other job changes  email to moves@thomsonreuters.com.,normal
DFVS,iPath US Treasury 5-year Bear ETN,20130715,MOVES-BNP Paribas  Standard Chartered  Coutts  Barclays  Rudolf Wolff ,July 15 The following financial services industry appointments were announced on Monday. To inform us of other job changes  email to moves@thomsonreuters.com.,topStory
DFVS,iPath US Treasury 5-year Bear ETN,20130715,MOVES-Standard Chartered  Benson Elliot  Coutts  Barclays  Barings  Commonfund  Sabrient ,July 15 The following financial services industry appointments were announced on Monday. To inform us of other job changes  email to moves@thomsonreuters.com.,normal
DFVL,iPath US Treasury 5-year Bull ETN,20130715,MOVES-BNP Paribas  Standard Chartered  Coutts  Barclays  Rudolf Wolff ,July 15 The following financial services industry appointments were announced on Monday. To inform us of other job changes  email to moves@thomsonreuters.com.,topStory
DFVL,iPath US Treasury 5-year Bull ETN,20130715,MOVES-Standard Chartered  Benson Elliot  Coutts  Barclays  Barings  Commonfund  Sabrient ,July 15 The following financial services industry appointments were announced on Monday. To inform us of other job changes  email to moves@thomsonreuters.com.,normal
FLAT,iPath US Treasury Flattener ETN,20130715,MOVES-BNP Paribas  Standard Chartered  Coutts  Barclays  Rudolf Wolff ,July 15 The following financial services industry appointments were announced on Monday. To inform us of other job changes  email to moves@thomsonreuters.com.,topStory
FLAT,iPath US Treasury Flattener ETN,20130715,MOVES-Standard Chartered  Benson Elliot  Coutts  Barclays  Barings  Commonfund  Sabrient ,July 15 The following financial services industry appointments were announced on Monday. To inform us of other job changes  email to moves@thomsonreuters.com.,normal
DLBS,iPath US Treasury Long Bond Bear ETN,20130715,MOVES-BNP Paribas  Standard Chartered  Coutts  Barclays  Rudolf Wolff ,July 15 The following financial services industry appointments were announced on Monday. To inform us of other job changes  email to moves@thomsonreuters.com.,topStory
DLBS,iPath US Treasury Long Bond Bear ETN,20130715,MOVES-Standard Chartered  Benson Elliot  Coutts  Barclays  Barings  Commonfund  Sabrient ,July 15 The following financial services industry appointments were announced on Monday. To inform us of other job changes  email to moves@thomsonreuters.com.,normal
STPP,iPath US Treasury Steepener ETN,20130715,MOVES-BNP Paribas  Standard Chartered  Coutts  Barclays  Rudolf Wolff ,July 15 The following financial services industry appointments were announced on Monday. To inform us of other job changes  email to moves@thomsonreuters.com.,topStory
STPP,iPath US Treasury Steepener ETN,20130715,MOVES-Standard Chartered  Benson Elliot  Coutts  Barclays  Barings  Commonfund  Sabrient ,July 15 The following financial services industry appointments were announced on Monday. To inform us of other job changes  email to moves@thomsonreuters.com.,normal
MBFI,MB Financial Inc,20130715,MB Financial to buy Taylor Capital for $680 mln ,July 15 MB Financial Inc said it would buy Taylor Capital Group Inc for about $680 million in a cash and stock deal that is expected to double the company's commercial banking market share in the Chicago area.,topStory
MBFIP,MB Financial Inc,20130715,MB Financial to buy Taylor Capital for $680 mln ,July 15 MB Financial Inc said it would buy Taylor Capital Group Inc for about $680 million in a cash and stock deal that is expected to double the company's commercial banking market share in the Chicago area.,topStory
MSFT,Microsoft Corporation,20130715,Ex-Microsoft executive  ex-McDonald's CEO join HP board ,SAN FRANCISCO/NEW YORK Hewlett-Packard Co on Monday appointed three big-name directors  including former Microsoft Corp software chief Raymond Ozzie and former McDonald's Corp Chief Executive James Skinner  as the struggling PC maker searches for a chairman and addresses top-level stumbles of past years.,topStory
MSFT,Microsoft Corporation,20130715,UPDATE 3-Ex-Microsoft executive  ex-McDonald's CEO join HP board ,SAN FRANCISCO/NEW YORK  July 15 Hewlett-Packard Co on Monday appointed three big-name directors  including former Microsoft Corp software chief Raymond Ozzie and former McDonald's Corp Chief Executive James Skinner  as the struggling PC maker searches for a chairman and addresses top-level stumbles of past years.,normal
MSFT,Microsoft Corporation,20130715,HP appoints 3 new directors including Raymond Ozzie ,NEW YORK  July 15 Hewlett-Packard Co on Monday appointed three new directors to its board  including Raymond Ozzie  former software chief at Microsoft Corp  increasing its board size to 12.,normal
TROW,T Rowe Price Group Inc,20130715,BRIEF-T. Rowe Price continues to oppose Dell buyout ,July 15 T. Rowe Price Group Inc Chairman Brian Rogers in a statement:  * Continues to oppose Dell Inc buyout as it has been proposed,topStory
TSEM,Tower Semiconductor Ltd,20130715,UPDATE 1-International Rectifier  TowerJazz in multi-year deal ,TEL AVIV  July 15 International Rectifier Corp (IR) and TowerJazz have entered into a seven-year agreement under which the Israeli chipmaker will manufacture multiple products for IR.,topStory
ULBI,Ultralife Corporation,20130715,Ultralife makes battery for beacon eyed in 787 probe: source ,WASHINGTON Ultralife Corp  makes the lithium-manganese battery that powers the emergency transmitter that is being investigated as a possible cause of last week's fire on a Boeing 787 in London  a source familiar with the investigation said on Monday.,topStory
ULBI,Ultralife Corporation,20130715,Ultralife makes battery for beacon eyed in 787 probe -source ,WASHINGTON  July 15 Ultralife Corp  makes the lithium-manganese battery that powers the emergency transmitter that is being investigated as a possible cause of last week's fire on a Boeing 787 in London  a source familiar with the investigation said on Monday.,normal
VVUS,VIVUS Inc,20130715,Vivus says victim of false statements  delays shareholder meet ,U.S. drugmaker Vivus Inc  locked in a proxy battle with top investor First Manhattan Co  said FMC's advisers had made false statements to its shareholders and that it would delay its annual meeting by three days to allow FMC to make corrections.,topStory
VVUS,VIVUS Inc,20130715,Scientists find how "obesity gene" makes people fat ,LONDON  July 15 Scientists have unravelled how a gene long associated with obesity makes people fat by triggering increased hunger  opening up potential new ways to fight a growing global health problem.,normal
VVUS,VIVUS Inc,20130715,UPDATE 1-Vivus says victim of false statements  delays shareholder meet ,* Top shareholder FMC holds about 9.9 percent stake in Vivus,normal
VVUS,VIVUS Inc,20130715,Vivus says it victim of false statements  delays shareholder meet ,July 14 U.S. drugmaker Vivus Inc  locked in a proxy battle with First Manhattan Co  said paid advisors of the activist investor had made misleading statements and the company would be delaying its annual shareholder meeting by three days so that the matter could be dealt with.,normal
AMOV,America Movil SAB de CV,20130715,New Issue-America Movil prices 750 mln euro 2023 bond ,Underlying govt bond    Over Mid-swaps  equivalent to 168.7bp,topStory
AMOV,America Movil SAB de CV,20130715,New Issue-America Movil prices 300 mln stg 2033 bond ,July 15 (Reuters) -Following are terms and conditions of a bond priced on Monday.  Borrower                America Movil S.A.B de C.V Issue Amount            300 million sterling Maturity Date           July 22  2033 Coupon                  4.948 pct Reoffer price           Par Yield                   4.948 pct Spread                  170 basis points Underlying govt bond    Over the 4.25 pct 2032 UKT Payment Date   ,normal
AMX,America Movil SAB de CV,20130715,New Issue-America Movil prices 750 mln euro 2023 bond ,Underlying govt bond    Over Mid-swaps  equivalent to 168.7bp,topStory
AMX,America Movil SAB de CV,20130715,New Issue-America Movil prices 300 mln stg 2033 bond ,July 15 (Reuters) -Following are terms and conditions of a bond priced on Monday.  Borrower                America Movil S.A.B de C.V Issue Amount            300 million sterling Maturity Date           July 22  2033 Coupon                  4.948 pct Reoffer price           Par Yield                   4.948 pct Spread                  170 basis points Underlying govt bond    Over the 4.25 pct 2032 UKT Payment Date   ,normal
AEUA,Anadarko Petroleum Corporation,20130715,Anadarko to face sharply narrowed Gulf spill lawsuit -judge ,* Anadarko accused of misleading investors over Gulf spill,topStory
APC,Anadarko Petroleum Corporation,20130715,Anadarko to face sharply narrowed Gulf spill lawsuit -judge ,* Anadarko accused of misleading investors over Gulf spill,topStory
AFC,Ares Capital Corporation,20130715,RPT-Fitch expects to rate Ares Capital Corporation's convertible notes 'BBB' ,July 15 (The following statement was released by the rating agency),topStory
AZN,Astrazeneca PLC,20130715,BRIEF-Source Bioscience says in advanced talks to acquire Vindon Healthcare ,LONDON  July 15 Source Bioscience plc :  * Possible offer for Vindon Healthcare Plc  * At an advanced stage of discussions with the board of Vindon Healthcare,topStory
AZN,Astrazeneca PLC,20130715,BRIEF-Source Bioscience makes 12.2 mln stg offer for Vindon Healthcare ,LONDON  July 15 Source Bioscience plc :  * Possible offer for Vindon Healthcare Plc  * Possible offer would value the entire issued and to be issued share capital,normal
AZN,Astrazeneca PLC,20130715,AstraZeneca finance chief Lowth to quit for BG Group ,LONDON Simon Lowth is to quit as chief financial officer at AstraZeneca and return to his energy roots in the same role at BG Group after being passed over for the top job at the drugmaker.,normal
AZN,Astrazeneca PLC,20130715,RPT-FD Lowth to join BG Group from AstraZeneca ,LONDON  July 15 Simon Lowth  the chief financial officer of AstraZeneca  is to leave the pharmaceutical firm to take over the same role at oil and gas firm BG Group   the two companies said on Monday.,normal
BAC,Bank of America Corporation,20130715,STXNEWS LATAM-BofA ups target on BRF Brasil Foods stock on exports ,Bank of America Merrill Lynch analysts led by Fernando Ferreira raised the price target for shares of BRF Brasil Foods SA   the world's largest poultry exporter  to 54 reais from 52 reais to account for a recent decline in Brazil's currency  which should help boost proceeds from exports. The analysts kept their recommendation on the stock at "neutral.",topStory
BCS,Barclays PLC,20130715,MOVES-BNP Paribas  Standard Chartered  Coutts  Barclays  Rudolf Wolff ,July 15 The following financial services industry appointments were announced on Monday. To inform us of other job changes  email to moves@thomsonreuters.com.,topStory
BCS,Barclays PLC,20130715,MOVES-Standard Chartered  Benson Elliot  Coutts  Barclays  Barings  Commonfund  Sabrient ,July 15 The following financial services industry appointments were announced on Monday. To inform us of other job changes  email to moves@thomsonreuters.com.,normal
ABX,Barrick Gold Corporation,20130715,UPDATE 4-Chilean court suspends Barrick's Pascua-Lama mine project ,* Court orders environmental permit be reviewed     * Indigenous groups say project hurts water supply  glaciers     * Chile environmental regulator also suspended gold mine       By Erik Lopez     SANTIAGO  July 15 A Chilean appeals court on Monday suspended Barrick Gold Corp's   controversial Pascua-Lama gold mine until the company builds infrastructure to prevent water pollution  and ordered the mine's environmental permit be reviewed.     In April  the Copiapo Court of Appeals te,topStory
ABX,Barrick Gold Corporation,20130715,Chile court slaps fresh freeze on Barrick's Pascua-Lama ,SANTIAGO  July 15 A Chilean court on Monday issued a fresh suspension of Barrick Gold Corp's $8.5 billion Pascua-Lama gold mine  freezing the Toronto-based miner's controversial project until "environmental standards" are met.,normal
ABX,Barrick Gold Corporation,20130715,UPDATE 1-Chile court to suspend work at Barrick's Pascua-Lama mine -report ,* Court blocks project until environmental standards met-paper,normal
ABX,Barrick Gold Corporation,20130715,Chile court to issue suspension order on Pascua-Lama mine-report ,SANTIAGO  July 15 A Chilean court is expected to rule unanimously to suspend work on Barrick Gold Corp's  Pascua-Lama gold mine  siding in favor of an appeal lodged by indigenous communities in a fresh blow to the controversial project  a local paper reported on Monday.,normal
BA,Boeing Company (The),20130715,Battery in Honeywell locator eyed in 787 fire probe: source ,WASHINGTON Investigators are looking into whether the fire on a Boeing 787 Dreamliner in London last week was caused by the battery of an emergency locator transmitter built by Honeywell International Inc   according to a source familiar with the probe.,topStory
BA,Boeing Company (The),20130715,WRAPUP 2-Battery in Honeywell locator eyed in 787 fire probe -source ,WASHINGTON  July 15 Investigators are looking into whether the fire on a Boeing 787 Dreamliner in London last week was caused by the battery of an emergency locator transmitter built by Honeywell International Inc  according to a source familiar with the probe.,normal
BA,Boeing Company (The),20130715,Ultralife makes battery for beacon eyed in 787 probe: source ,WASHINGTON Ultralife Corp  makes the lithium-manganese battery that powers the emergency transmitter that is being investigated as a possible cause of last week's fire on a Boeing 787 in London  a source familiar with the investigation said on Monday.,normal
BA,Boeing Company (The),20130715,UPDATE 1-Honeywell transmitter eyed in 787 fire probe -source ,WASHINGTON  July 15 Investigators are looking at an emergency locator transmitter built by Honeywell International Inc as the possible cause of a fire on board a Boeing Co Dreamliner in London last week  according to a source familiar with the probe.,normal
BA,Boeing Company (The),20130715,Honeywell says participating in Boeing 787 fire investigation ,NEW YORK Honeywell International Inc  said on Monday it was invited by UK investigators to participate in the probe of a fire aboard a Boeing Co  787 that occurred on Friday at Heathrow airport in London.,normal
BA,Boeing Company (The),20130715,Honeywell says participating in Boeing 787 fire investigation ,NEW YORK  July 15 Honeywell International Inc  said on Monday it was invited by UK investigators to participate in the probe of a fire aboard a Boeing Co 787 that occurred on Friday at Heathrow airport in London.,normal
BA,Boeing Company (The),20130715,Boeing forced to play waiting game in Dreamliner fire probe ,LONDON Planemaker Boeing  desperate to reassure customers that its flagship Dreamliner plane is safe  may have to wait several days for the first signs of what caused a fire at London's Heathrow airport on Friday.,normal
BA,Boeing Company (The),20130715,Boeing shares rise as preliminary probe finds no evidence of battery fault ,Shares of Boeing Co  rose as much 3 percent in early trade on Monday as an investigation into a fire that broke out on a 787 Dreamliner in London did not blame the plane's batteries.,normal
BA,Boeing Company (The),20130715,Boeing forced to play waiting game in Dreamliner fire probe ,LONDON  July 15 U.S. planemaker Boeing  desperate to reassure customers that its flagship Dreamliner plane is safe  may have to wait several days for the first signs of what caused a fire at London's Heathrow airport on Friday.,normal
BA,Boeing Company (The),20130715,Asiana says to beef up training of pilots shifting to new jets ,SEOUL  July 15 Asiana Airlines said on Monday that it would enhance training for pilots seeking to convert to flying new aircraft  part of a series of measures it is undertaking after the fatal crash of an Boeing 777 plane in San Francisco.,normal
BP,BP plc,20130715,Anadarko to face sharply narrowed Gulf spill lawsuit -judge ,* Anadarko accused of misleading investors over Gulf spill,topStory
BP,BP plc,20130715,BP takes on more Brazilian offshore acreage ,LONDON  July 15 British oil company BP PLC  said on Monday it would farm in to five deepwater exploration and production concessions operated by state-owned Petrobras in the Potiguar Basin  expanding its Brazilian offshore presence.,normal
BT,BT Group plc,20130715,Fitch Affirms BT Group at 'BBB'; Outlook Stable ,(The following statement was released by the rating agency) LONDON  July 15 (Fitch) Fitch Ratings has affirmed BT Group plc's (BT) Long-term  Issuer Default Rating (IDR) at 'BBB' with a Stable Outlook. A full list of  rating actions is below. The affirmation reflects the balance between competitive challenges and the  resilience of its core cash flow as the incumbent fixed-line operator. Continued  cost savings are likely to offset BT's investment in TV content  which should  make it more compet,topStory
C,Citigroup Inc,20130715,Citigroup profit jumps 42 percent on stronger markets ,Citigroup Inc posted a 42 percent jump in quarterly profit as bond trading revenue gained and stronger home prices helped the bad mortgages on its books  underscoring the bank's recovery since the financial crisis. | Video ,topStory
C,Citigroup Inc,20130715,US STOCKS-S&P 500 gains for an 8th day  buoyed by Citigroup ,* Empire State manufacturing index up  but retail sales soft,normal
C,Citigroup Inc,20130715,Fitch: Citi's Results Reflect Reduced Drag from Citi Holdings ,(The following statement was released by the rating agency) CHICAGO  July 15 (Fitch) Citigroup's (Citi) 2Q'13 results were in line with  expectations for the quarter  according to Fitch Ratings. Net income  excluding  CVA/DVA gains and losses from both quarters  declined 3% sequentially from a  solid 1Q'13. Positively  the drag from Citi Holding was considerably lower on a  sequential basis  and expenses were also well-controlled  though legal expenses  remained elevated.  The CVA/DVA gain of $4,normal
C,Citigroup Inc,20130715,US STOCKS-Wall St gains after Citigroup; S&P 500 up for 8th day ,* Empire State manufacturing index up  but retail sales soft,normal
C,Citigroup Inc,20130715,Bankrupt Alabama county picks Citigroup to run $1.9 billion bond deal ,BIRMINGHAM Lawmakers in Alabama's bankrupt Jefferson County on Monday chose Citigroup Global Markets as senior underwriter for a planned $1.9 billion bond refinancing in late 2013 that is central to ending America's biggest municipal bankruptcy case.,normal
C,Citigroup Inc,20130715,UPDATE 4-Citigroup profit jumps 42 pct on stronger markets ,July 15 Citigroup Inc posted a 42 percent jump in quarterly profit as bond trading revenue gained and stronger home prices helped the bad mortgages on its books  underscoring the bank's recovery since the financial crisis.,normal
C,Citigroup Inc,20130715,CORRECTED-UPDATE 3-Citigroup profit jumps 42 pct  possible potholes ahead ,(Corrects percentage change to 42 percent in headline and first paragraph),normal
C,Citigroup Inc,20130715,Bankrupt Alabama county picks Citigroup to run $1.9 bln bond deal ,BIRMINGHAM  July 15 Lawmakers in Alabama's bankrupt Jefferson County on Monday chose Citigroup Global Markets as senior underwriter for a planned $1.9 billion bond refinancing in late 2013 that is central to ending America's biggest municipal bankruptcy case.,normal
C,Citigroup Inc,20130715,US STOCKS-Wall St rises slightly after Citigroup earnings  data ,* Empire State manufacturing index up  but retail sales soft,normal
C,Citigroup Inc,20130715,GLOBAL MARKETS-Shares little changed as earnings offset data ,* U.S. retail sales weak  but Citigroup rises on earnings,normal
ERJ,Embraer-Empresa Brasileira de Aeronautica,20130715,Brazil's Embraer says backlog rises to highest since Sept. 2009 ,SAO PAULO  July 15 Brazilian planemaker Embraer SA's  backlog of firm orders rose to the highest level in almost four years in the second quarter  in a sign of rising demand for regional aircraft.,topStory
EQT,EQT Corporation,20130715,EQT to sell unit to its midstream partnership for $540 million ,Natural gas company EQT Corp  said it will sell its Sunrise pipeline unit to EQT Midstream Partners LP  for $507.5 million in cash and $32.5 million of common and general partners units.,topStory
EQT,EQT Corporation,20130715,REFILE-UPDATE 1-EQT to sell unit to its midstream partnership for $540 mln ,* Deal consists of $507.5 mln in cash  $32.5 mln of units,normal
EQT,EQT Corporation,20130715,EQT Corp to sell Sunrise unit to EQT Midstream for $540 mln ,July 15 Natural gas company EQT Corp  said it will sell its Sunrise Pipeline LLC unit to EQT Midstream Partners LP for $507.5 million in cash and $32.5 million of common and general partners units.,normal
EQM,EQT Midstream Partners LP,20130715,EQT to sell unit to its midstream partnership for $540 million ,Natural gas company EQT Corp  said it will sell its Sunrise pipeline unit to EQT Midstream Partners LP  for $507.5 million in cash and $32.5 million of common and general partners units.,topStory
EQM,EQT Midstream Partners LP,20130715,REFILE-UPDATE 1-EQT to sell unit to its midstream partnership for $540 mln ,* Deal consists of $507.5 mln in cash  $32.5 mln of units,normal
EQM,EQT Midstream Partners LP,20130715,EQT Corp to sell Sunrise unit to EQT Midstream for $540 mln ,July 15 Natural gas company EQT Corp  said it will sell its Sunrise Pipeline LLC unit to EQT Midstream Partners LP for $507.5 million in cash and $32.5 million of common and general partners units.,normal
FLR,Fluor Corporation,20130715,Fluor lands design work for Sasol U.S. chemical plant ,July 15 Fluor Corp secured the front-end engineering and design work for a chemicals plant in Louisiana being built by South Africa's Sasol Ltd aimed at putting cheap U.S. natural gas liquids to use.,topStory
FMC,FMC Corporation,20130715,UPDATE 1-Vivus says victim of false statements  delays shareholder meet ,* Top shareholder FMC holds about 9.9 percent stake in Vivus,topStory
FMX,Fomento Economico Mexicano SAB de CV,20130715,EMERGING MARKETS-Latin American stocks rise on China  U.S. news ,* OGX up on refinancing hopes  leading Bovespa up 2.65 pct     * Chile bounces back for second consecutive session of gains     * Mexico falls for fourth day in six as FEMSA leads declines       SAO PAULO  July 15 Most Latin American stocks gained on Monday on positive economic news from China  the main trade partner for many of the region's economies  and poor U.S. data that weakened the case for a swift  end to the U.S. Federal Reserve's massive bond-buying program.      Brazilian ,topStory
GEH,General Electric Capital Corporation,20130715,Deals of the day -- mergers and acquisitions ,July 15 The following bids  mergers  acquisitions and disposals were reported by 1330 GMT on Monday:,topStory
GEK,General Electric Capital Corporation,20130715,Deals of the day -- mergers and acquisitions ,July 15 The following bids  mergers  acquisitions and disposals were reported by 1330 GMT on Monday:,topStory
GE,General Electric Company,20130715,Deals of the day -- mergers and acquisitions ,July 15 The following bids  mergers  acquisitions and disposals were reported by 1330 GMT on Monday:,topStory
GEB,General Electric Company,20130715,Deals of the day -- mergers and acquisitions ,July 15 The following bids  mergers  acquisitions and disposals were reported by 1330 GMT on Monday:,topStory
GSK,GlaxoSmithKline PLC,20130715,GSK used travel agencies for China bribes: police ,BEIJING Chinese police on Monday accused British drugmaker GlaxoSmithKline of channeling bribes to Chinese officials and doctors through travel agencies to boost sales illegally and raise the price of its medicines in the country. | Video ,topStory
GSK,GlaxoSmithKline PLC,20130715,UPDATE 5-GSK used travel agencies for China bribes - police ,* GSK used travel agencies to funnel bribes - Chinese police,normal
GSK,GlaxoSmithKline PLC,20130715,GSK stops using travel agencies accused in Chinese probe ,LONDON British drugmaker GlaxoSmithKline said on Monday it had stopped using all travel agencies which have been accused by the Chinese police of channelling bribes to illegally boost sales and inflate the price of its medicines in the country.,normal
GSK,GlaxoSmithKline PLC,20130715,GSK stops using travel agencies accused in Chinese probe ,LONDON  July 15 British drugmaker GlaxoSmithKline said on Monday it had stopped using all travel agencies which have been accused by the Chinese police of channeling bribes to illegally boost sales and inflate the price of its medicines in the country.,normal
GSK,GlaxoSmithKline PLC,20130715,CORRECTED-(OFFICIAL)-China police say GlaxoSmithKline broke law to boost sales prices ,(Corrects to 3 bln yuan in second paragraph after police correct official translation),normal
GSK,GlaxoSmithKline PLC,20130715,China police say GlaxoSmithKline broke law to boost sales prices ,BEIJING  July 15 British drugmaker GlaxoSmithKline used travel agencies and consultancies as vehicles to bribe officials and doctors and illegally boosted the sales prices of its drugs sold in China  police said on Monday.,normal
GS,Goldman Sachs Group Inc (The),20130715,Trial of ex-Goldman trader about 'Wall Street greed': SEC ,NEW YORK The trial of former Goldman Sachs bond trader Fabrice Tourre was about "Wall Street greed " a lawyer for the U.S. Securities and Exchange Commission said as the trial began on Monday.,topStory
GS,Goldman Sachs Group Inc (The),20130715,UPDATE 1-Trial of ex-Goldman trader about 'Wall Street greed' -SEC ,NEW YORK  July 15 The trial of former Goldman Sachs bond trader Fabrice Tourre was about "Wall Street greed " a lawyer for the U.S. Securities and Exchange Commission said as the trial began on Monday.,normal
GS,Goldman Sachs Group Inc (The),20130715,Jurors picked in SEC fraud case against Goldman's Fabrice Tourre ,NEW YORK  July 15 The trial of former Goldman Sachs Group Inc bond trader Fabrice Tourre began with the selection of five women and four men as jurors on Monday  in a case centering on alleged Wall Street wrongdoing during the financial crisis.,normal
GS,Goldman Sachs Group Inc (The),20130715,Market Chatter-Corporate finance press digest ,July 15 The following corporate finance-related stories were reported by media on Monday:,normal
HON,Honeywell International Inc,20130715,WRAPUP 2-Battery in Honeywell locator eyed in 787 fire probe -source ,WASHINGTON  July 15 Investigators are looking into whether the fire on a Boeing 787 Dreamliner in London last week was caused by the battery of an emergency locator transmitter built by Honeywell International Inc  according to a source familiar with the probe.,topStory
HON,Honeywell International Inc,20130715,UPDATE 1-Honeywell transmitter eyed in 787 fire probe -source ,WASHINGTON  July 15 Investigators are looking at an emergency locator transmitter built by Honeywell International Inc as the possible cause of a fire on board a Boeing Co Dreamliner in London last week  according to a source familiar with the probe.,normal
HPQ,HP Inc,20130715,Ex-Microsoft executive  ex-McDonald's CEO join HP board ,SAN FRANCISCO/NEW YORK Hewlett-Packard Co on Monday appointed three big-name directors  including former Microsoft Corp software chief Raymond Ozzie and former McDonald's Corp Chief Executive James Skinner  as the struggling PC maker searches for a chairman and addresses top-level stumbles of past years.,topStory
HPQ,HP Inc,20130715,UPDATE 3-Ex-Microsoft executive  ex-McDonald's CEO join HP board ,SAN FRANCISCO/NEW YORK  July 15 Hewlett-Packard Co on Monday appointed three big-name directors  including former Microsoft Corp software chief Raymond Ozzie and former McDonald's Corp Chief Executive James Skinner  as the struggling PC maker searches for a chairman and addresses top-level stumbles of past years.,normal
HPQ,HP Inc,20130715,Exalenz launches new breath test to detect H. pylori bacteria ,TEL AVIV Exalenz Bioscience  a developer of diagnostic systems that use a patient's breath to detect gastrointestinal and liver conditions  launched BreathID Hp  a next generation device in the company's BreathID product line.,normal
HPQ,HP Inc,20130715,HP appoints 3 new directors including Raymond Ozzie ,NEW YORK  July 15 Hewlett-Packard Co on Monday appointed three new directors to its board  including Raymond Ozzie  former software chief at Microsoft Corp  increasing its board size to 12.,normal
